genus,Length,Reads,RPK,percentage_rpk
g_Dyadobacter,7284,526,237.3480841148102,0.02881522454763684
g_Ralstonia,41648,135,228.55702428885644,0.027747946655585127
g_Streptomyces,30033,423,225.8769944679067,0.027422577856536075
g_Defluviimonas,1488,324,217.74193548387098,0.026434941692513494
g_Rhodococcus,16626,233,216.24295395972112,0.026252957964385974
g_Rufibacter,23043,317,209.8265009535642,0.02547396901715548
g_Filimonas,21264,517,208.99182597203773,0.025372635369965195
g_Methylomonas,7167,600,206.43262982727484,0.025061936373393063
g_Vogesella,1272,257,202.0440251572327,0.024529138185913697
g_Solitalea,7236,201,200.76762437045042,0.024374176853821712
g_Salinivirga,5022,168,197.03760298811974,0.02392133391598972
g_Fermentimonas,33285,202,184.73027720347264,0.022427164045657078
g_Amycolatopsis,4635,176,183.8074760611524,0.022315131449194614
g_Leptolyngbya,4545,147,182.25063798487452,0.02212612365113479
g_Aneurinibacillus,4269,230,178.8911827446133,0.02171826926517296
g_Haliscomenobacter,8787,283,176.5595166025945,0.0214351935297906
g_Flavobacterium,38283,239,175.69540116290355,0.02133028566620856
g_Cellvibrio,1029,173,168.12439261418854,0.020411127998697026
g_Fusobacterium,42714,158,167.06971267750694,0.02028308466809796
g_Niastella,12870,338,165.86066570813242,0.020136300420645112
g_Teredinibacter,1212,201,165.84158415841586,0.020133983826677863
g_Sedimenticola,3684,218,163.14412238325284,0.019806498702667378
g_Aeromonas,19533,255,162.14784245424326,0.019685545420176045
g_Geosporobacter,10734,245,160.8545925913319,0.0195285385273883
g_Neisseria,4092,263,160.7459435836877,0.019515348003589377
g_Nostoc,14502,309,160.10809240615475,0.0194379097340658
g_Enterococcus,42051,211,157.33034326721014,0.019100677329286934
g_Chryseobacterium,27876,248,156.04259117689313,0.018944337893126904
g_Alphabaculovirus,699,109,155.9370529327611,0.018931525031315233
g_Anaerophaga,150,23,153.33333333333334,0.01861542066840703
g_Candidatus Puniceispirillum,2652,123,148.42613325371946,0.01801966244806321
g_Altererythrobacter,2601,160,147.82686176447422,0.017946907942409624
g_Hoeflea,3570,144,145.71190085450738,0.01769014128782526
g_Paucibacter,6093,228,141.37754667928996,0.01716392937718914
g_Proteus,6237,201,140.61366561366563,0.017071190459511564
g_Candidatus Riesia,411,57,138.68613138686132,0.016837178325915598
g_Bibersteinia,8001,245,137.2660622342212,0.016664774947733267
g_Azospirillum,4926,197,136.59168587954537,0.016582902342095543
g_Candidatus Nitrosocosmicus,2610,122,135.92950673487584,0.01650251053773118
g_Cyclobacterium,10365,187,133.66084671736678,0.016227084055690785
g_Hafnia,4125,195,132.84308542349504,0.016127803813353197
g_Acetobacterium,2460,153,130.77553479119678,0.015876792999613223
g_Intestinimonas,1917,80,129.19126414051823,0.015684454752124145
g_Aerococcus,5586,79,128.39468656649504,0.01558774631754505
g_Cutibacterium,119979,143,126.03297625309305,0.015301023072017486
g_Sphingobacterium,37119,322,125.03902719696737,0.0151803527689561
g_Tyzzerella,53065,188,124.29548013976812,0.015090082499891837
g_Ilyobacter,8040,71,123.24587764329952,0.014962655595502448
g_Halocynthiibacter,5223,152,122.10816113888973,0.014824531217256942
g_Brachyspira,31881,109,121.67083898720912,0.014771438157553805
g_Nitrospira,6249,316,121.03729721364311,0.014694523070862891
g_Methanosarcina,14562,139,120.45857078402706,0.014624262836476621
g_Citrobacter,3144,130,119.39906628876722,0.01449563378074186
g_Pectobacterium,8727,284,118.84926744402439,0.014428885497407782
g_Enterobacter,8079,224,118.73538295080907,0.014415059359915534
g_Mesorhizobium,40422,87,117.64973565954793,0.01428325644019156
g_Halomonas,11703,187,113.15735490290896,0.01373785932549053
g_Ethanoligenens,1269,143,112.68715524034674,0.013680774774294408
g_Anoxybacillus,11805,154,112.29516107541815,0.01363318475507893
g_Bradyrhizobium,64182,117,112.15251725666164,0.013615867094044795
g_Winogradskyella,1986,94,112.0454796224409,0.01360287219890325
g_Myxococcus,4191,150,110.01794258373207,0.013356719232187984
g_Campylobacter,69766,159,108.96835132543131,0.013229293692167432
g_Treponema,15756,134,105.46589790252916,0.012804078623653351
g_Psychromonas,9108,119,105.27032909113018,0.012780335608258924
g_Yersinia,9093,215,103.87542865708728,0.012610987836279019
g_Chitinophaga,14181,159,100.45236296795022,0.012195410829025474
g_Desulfotomaculum,15522,67,100.3150947483305,0.012178745792160531
g_Mahella,2088,32,96.82825058688562,0.011755425764744388
g_Clostridioides,37593,132,93.89712488566671,0.011399572691091106
g_Cellulophaga,13797,124,93.5852884806397,0.011361714218095662
g_Lentivirus,5589,115,93.52072973477249,0.011353876468886033
g_Echinicola,13998,106,91.97353857464145,0.011166039853884209
g_Dehalococcoides,2655,111,91.63567627540013,0.011125021709351344
g_Cupriavidus,10329,79,90.91281461379192,0.011037262749030255
g_Maribacter,11217,62,90.70530607542051,0.011012070192068927
g_Capnocytophaga,21177,172,90.29427662905424,0.010962169196082772
g_Pseudoalteromonas,12438,139,90.26598018246665,0.010958733868322017
g_Pantoea,7152,152,89.28497238200366,0.010839634697335447
g_Fibrella,9726,140,88.21295706642081,0.010709486766492733
g_Emticicia,5160,67,84.76231983096721,0.010290562437935963
g_Methanohalophilus,2652,83,82.93318200337582,0.01006849611105916
g_Lysobacter,4674,105,82.6062742157955,0.010028807898109685
g_Faecalibacterium,2502,104,81.35415105552245,0.009876793989258786
g_Comamonas,4164,96,81.17792099878311,0.00985539879377648
g_Shewanella,23778,64,80.96194881482336,0.009829178708621576
g_Caldilinea,1932,156,80.74534161490683,0.009802881529406891
g_Photobacterium,1515,122,80.52805280528054,0.00977650159942169
g_Carnobacterium,13341,45,80.03626911345043,0.009716796640935083
g_Polymorphum,414,33,79.71014492753623,0.00967720356108116
g_Massilia,1836,54,78.69252626961877,0.00955365965196929
g_Leptospira,11940,134,77.97345385192492,0.009466360724492641
g_Cronobacter,9630,106,77.3421882879385,0.00938972198083773
g_Fictibacillus,2073,78,75.62940584088619,0.009181781769324628
g_Wolbachia,2208,95,75.1640490462203,0.009125285166105451
g_Variovorax,8340,82,74.82665994484368,0.009084324470120269
g_Sulfurimonas,21738,118,73.23731244259535,0.008891369867885694
g_Ruminococcus,15174,45,73.15508591495966,0.008881387163089775
g_Acinetobacter,39672,68,72.12271423217446,0.0087560521642124
g_Desulfosporosinus,10023,81,71.25536640456275,0.008650751872841827
g_Zunongwangia,7620,101,70.04618026094984,0.008503950728952067
g_Rhodobacter,2616,73,69.42585155436561,0.008428639773566714
g_Peptoniphilus,3198,66,68.96326765777945,0.008372479813809872
g_Thermincola,3435,111,68.70280433358035,0.00834085828544906
g_Marinomonas,3138,162,68.5168201142116,0.0083182788866584
g_Coprococcus,5754,83,68.27211166017409,0.008288570077008244
g_Desulfovibrio,7197,69,67.72800668431385,0.008222513057355559
g_Xanthomonas,6822,143,67.17987865285,0.00815596761896961
g_Planctomyces,1317,87,66.05922551252847,0.00801991481703185
g_Cytophaga,13041,134,64.98703122909409,0.0078897451586119
g_Grimontia,1287,81,62.93706293706294,0.007640868927439797
g_Persicobacter,19392,118,62.226632603327026,0.007554619191452248
g_Corynebacterium,17157,114,61.681248691805315,0.0074884069027212185
g_Haematospirillum,732,45,61.47540983606557,0.0074634170534418785
g_Desulfobacterium,3705,78,61.19918810208111,0.007429882376642677
g_Arthrobacter,5478,91,60.673840731999,0.007366102622570156
g_Chlorobaculum,1875,45,60.02459760745364,0.007287281314660486
g_Sulfobacillus,3072,92,58.66933031112136,0.007122745200490746
g_Ilumatobacter,951,55,57.83385909568875,0.007021314886588854
g_Cloacibacillus,1131,64,56.58709106984969,0.006869951117391593
g_Melioribacter,4089,108,56.310864276965965,0.006836415826417144
g_Rivularia,2010,113,56.21890547263682,0.006825251575373117
g_Endozoicomonas,450,25,55.55555555555556,0.0067447176334808085
g_Terribacillus,1639,33,55.32872016655189,0.0067171787018148205
g_Alloactinosynnema,1068,59,55.243445692883896,0.0067068259613826025
g_Acholeplasma,13707,111,54.75152850966032,0.006647104796384398
g_Methylobacterium,2742,39,54.53936337873439,0.006621346906188612
g_Bdellovibrio,4926,38,54.44771602666339,0.00661022046698026
g_Thiomicrospira,1344,73,54.31547619047619,0.006594165900590612
g_Actinoalloteichus,480,25,52.083333333333336,0.006323172781388259
g_Thermococcus,912,47,51.53508771929825,0.00625661306789996
g_Flammeovirga,6351,128,50.97497458123594,0.006188612578637365
g_Syntrophobotulus,3072,62,50.62147613202183,0.00614569612860856
g_Eubacterium,8223,31,50.60528630723044,0.006143730604266998
g_Flavonifractor,4407,66,49.96395406973623,0.006065869716946353
g_Thermovirga,201,10,49.75124378109452,0.006040045641923112
g_Sandaracinus,1116,55,49.283154121863795,0.005983217255507169
g_Candidatus Gullanella,1902,42,48.41709484050524,0.005878073399988031
g_Dyella,2349,113,48.10557684120902,0.005840253583014033
g_Alteromonas,9495,57,47.201183654531356,0.0057304558028859085
g_Algoriphagus,10482,48,46.27841702755191,0.005618427396755542
g_Moorea,5637,54,45.27738488550173,0.005496897172232538
g_Sulfurospirillum,8115,45,44.48302271045786,0.005400457697983543
g_Pseudanabaena,450,10,44.44444444444444,0.005395774106784647
g_Steroidobacter,1479,65,43.94861392832995,0.005335577843930051
g_Halobacteroides,6891,33,43.86209076961937,0.005325073506993377
g_Pelobacter,1350,59,43.7037037037037,0.0053058445383382365
g_Olsenella,675,29,42.96296296296296,0.005215914969891826
g_Sorangium,1590,68,42.76729559748428,0.005192159989547491
g_Synechococcus,5520,61,42.75183656740017,0.005190283187277004
g_Rothia,3732,62,42.66649726772426,0.005179922576648651
g_Lysinibacillus,17322,43,42.31039967420474,0.005136690577720128
g_Marichromatium,936,39,41.666666666666664,0.005058538225110606
g_Sphingomonas,12798,56,41.25898903974186,0.005009044156486891
g_Flavisolibacter,6468,119,41.10267717294393,0.004990067127209233
g_Selenomonas,9636,81,41.05818704643398,0.004984665807075058
g_Roseburia,7032,38,40.8598078847975,0.0049605816013421735
g_Desulfarculus,1842,47,40.303316045890305,0.004893020755604395
g_Turicibacter,1455,22,39.98178506375228,0.004853985313275533
g_Oscillatoria,3747,57,39.776085484181,0.004829012372807921
g_Aurantimicrobium,1194,47,39.36348408710218,0.004778920534275347
g_Thalassolituus,1911,75,39.24646781789639,0.004764714183777651
g_Planococcus,13986,38,38.36241751175391,0.004657386129380632
g_Ardenticatena,1227,46,37.489812550937245,0.004551447596187539
g_Leptospirillum,5097,40,36.99645879871994,0.004491552024649307
g_Spiroplasma,14463,34,36.959507052718614,0.004487065900978132
g_Marinobacter,5070,62,35.97163168068123,0.004367132973031816
g_Rahnella,3429,61,35.84559967538691,0.004351832067838969
g_Caulobacter,14784,26,35.785348730536214,0.004344517306855938
g_Helicobacter,31056,39,35.53688867950714,0.004314353034882894
g_Haloquadratum,552,10,35.48482169171824,0.004308031846530978
g_Solibacillus,6216,81,35.24009852890189,0.004278321251162742
g_Listeria,31410,42,35.04617874191048,0.0042547784354403095
g_Gluconobacter,1518,53,34.91436100131752,0.004238775113531418
g_Nitrosopumilus,6585,48,34.234044123877666,0.0041561812992182
g_Gallibacterium,3012,51,33.735449735449734,0.0040956494886736795
g_Leisingera,825,27,32.72727272727273,0.003973251842268695
g_Thermoanaerobacter,22014,39,32.18811153890221,0.0039077950227278556
g_Arthrospira,1305,23,32.1647033056429,0.0039049531481024666
g_Methanothermus,3096,61,30.898249505384296,0.0037511994290877924
g_Fervidobacterium,9948,67,30.2294181825077,0.0036700000175776512
g_Leptotrichia,16497,31,30.100096993606982,0.003654299789320746
g_Candidatus Arthromitus,14619,30,29.98667345166587,0.003640529613579869
g_Deferribacter,8202,45,29.93782257656531,0.0036345988771232384
g_Ehrlichia,17079,47,29.86760939983735,0.003626074652202002
g_Pelosinus,10812,38,28.981910655406054,0.003518546469290686
g_Desulfatibacillum,1578,34,28.834688346883468,0.0035006729570846735
g_Methanosphaera,2721,45,28.50736600285825,0.003460934414944249
g_Klebsiella,19716,41,28.14531940668846,0.003416980177840343
g_Chloroherpeton,642,18,28.037383177570092,0.0034038761888594733
g_Prosthecochloris,1335,37,27.715355805243448,0.003364780482320763
g_Nitrosomonas,8439,41,27.384400313926918,0.003324600858233525
g_Prochlorococcus,7902,34,27.31571199590949,0.0033162617586580917
g_Delftia,10314,26,27.011347483043124,0.0032793104101132516
g_Martelella,4431,83,26.997889411020658,0.0032776765339909654
g_Alkaliphilus,16431,31,26.50250805694264,0.0032175348016163087
g_Lacinutrix,4773,32,26.42616655868805,0.003208266568326315
g_Wenzhouxiangella,3447,91,26.399767914128226,0.003205061643063987
g_Desulfomicrobium,3873,37,25.988931808685713,0.0031551841196167103
g_Denitrovibrio,1440,8,25.950932177488813,0.0031505707775299195
g_Stigmatella,2901,75,25.853154084798348,0.0031387000362630446
g_Brevibacillus,4164,21,25.81612959716424,0.0031342050813999503
g_Lutibacter,11889,33,25.649448418707276,0.003113969166696805
g_Persephonella,4017,33,25.61728457744786,0.003110064318205354
g_Microcystis,4458,36,25.213932227903477,0.0030610953595247518
g_Melissococcus,7803,23,25.213672783872628,0.003061063861743616
g_Thermoanaerobacterium,14919,33,24.919481366171922,0.0030253475769770914
g_Bifidobacterium,2955,20,24.849000408482155,0.0030167908421303057
g_Erwinia,2178,30,24.260203487695282,0.0029453080005952376
g_Caldicellulosiruptor,29235,32,23.36034451495821,0.002836060696336056
g_Thiomonas,1035,24,23.188405797101453,0.0028151864904963383
g_Acetoanaerobium,7683,19,22.756366245714148,0.0027627347644454824
g_Formosa,9705,29,22.414225366099497,0.0027211971792157944
g_Aminobacter,1974,22,22.409450186745417,0.002720617448960729
g_Rubrobacter,1263,28,22.169437846397468,0.0026914787706051684
g_Piscirickettsia,4128,25,22.14458882734407,0.0026884619774994534
g_Methanobacterium,1161,17,22.124863088718513,0.0026860671758309113
g_Sporosarcina,2832,34,22.096645656741288,0.0026826414408324018
g_Anaerostipes,9099,28,21.76177173634463,0.0026419861001863425
g_Acetobacter,2721,59,21.683204704152885,0.002632447676132532
g_Simkania,372,8,21.50537634408602,0.0026108584387667644
g_Maricaulis,1755,37,21.082621082621085,0.0025595338711670765
g_Methylococcus,1566,32,20.434227330779056,0.0024808156812802977
g_Oceanobacillus,2172,17,19.99633661631794,0.0024276535952597565
g_Afipia,5916,21,19.988645945432815,0.002426719909996177
g_Francisella,13929,27,19.415517418466493,0.0023571392885187253
g_Thiolapillus,2556,49,19.170579029733958,0.0023274025636659127
g_Phlebovirus,894,17,19.01565995525727,0.002308594626224975
g_Betalipothrixvirus,2262,42,18.56763925729443,0.0022542027103941167
g_Polynucleobacter,387,7,18.08785529715762,0.0021959545783425886
g_Zobellia,3153,57,18.07802093244529,0.0021947606381069805
g_Flexibacter,1956,35,17.893660531697343,0.0021723783788818556
g_Finegoldia,5235,33,17.783248211917723,0.0021589737803187755
g_Methanococcus,3894,28,17.730465541204435,0.0021525657045405374
g_Lentibacillus,798,14,17.543859649122805,0.0021299108316255185
g_Ornithobacterium,8838,21,17.51537636202074,0.0021264528205075356
g_Rickettsia,8334,20,17.408683600428002,0.002113499794598909
g_Candidatus Kinetoplastibacterium,14613,25,17.320477484370425,0.002102791138364529
g_Akkermansia,2055,35,17.0316301703163,0.00206772365405981
g_Buchnera,10692,29,16.489412196341465,0.0020018957257151603
g_Herbinix,5592,6,16.47505026025067,0.002000152116050315
g_Hydrogenophaga,5157,35,16.28701765145427,0.0019773240327103825
g_Xenorhabdus,4530,16,16.050746764806966,0.0019486395852323145
g_Erysipelothrix,2694,7,16.006878598387775,0.0019433137741115868
g_Sulfuricaulis,1512,24,15.873015873015873,0.001927062180994517
g_Polaribacter,8058,31,15.734912219706723,0.0019102957183715146
g_Thermodesulfobium,4089,21,15.651191496423124,0.0019001316108763786
g_Aliivibrio,6957,51,15.648352313793987,0.0018997869201437974
g_Synechocystis,1179,18,15.267175572519083,0.0018535101893535047
g_Stenotrophomonas,6753,11,15.243836133374236,0.0018506766666719003
g_Faecalitalea,1194,18,15.075376884422111,0.0018302248854671541
g_Acidovorax,15588,16,15.062978370047345,0.00182871964485357
g_Methylophilus,3585,12,15.038059580630103,0.0018256943812825954
g_Megasphaera,1365,12,14.908976773383554,0.0018100230937307257
g_Sphingopyxis,18915,55,14.90258687329612,0.0018092473284383995
g_Muricauda,363,2,14.774114774114773,0.0017936501838487424
g_Asticcacaulis,7851,11,14.716740148323058,0.001786684622143491
g_Moraxella,12276,29,14.622057064713761,0.0017751896301984756
g_Microbacterium,1917,28,14.606155451225874,0.0017732590961264097
g_Weeksella,1653,16,14.387252092170126,0.0017466831519010833
g_Begomovirus,3930,28,14.223731371439351,0.0017268309323071407
g_Gramella,5244,16,14.096326076615574,0.0017113633030123993
g_Legionella,10896,29,13.899349490561814,0.0016874493768522859
g_Mycobacterium,3990,19,13.771698880541107,0.0016719519650863234
g_Flexistipes,9864,30,13.756725665547412,0.0016701341431567616
g_Arsenophonus,9465,38,13.691131417862914,0.001662170678934536
g_Ignavibacterium,12534,39,13.657841332247811,0.0016581290988401068
g_Rhodopseudomonas,12333,13,13.29287427774675,0.0016138203037337157
g_Geoalkalibacter,1362,18,13.215859030837004,0.0016044702740438928
g_Pirellula,996,13,13.052208835341366,0.0015846023355768166
g_Gottschalkia,12744,9,12.921998072317301,0.0015687941086469433
g_Waddlia,1182,15,12.69035532994924,0.0015406715406428243
g_Kurthia,4377,20,12.576975141455613,0.0015269066282236582
g_Marinitoga,6546,11,12.511207395015491,0.0015189221003993367
g_Veillonella,3720,14,12.406813302675431,0.0015062481442414666
g_Candidatus Hepatoplasma,2625,20,12.226596675415571,0.0014843689594943982
g_Petrotoga,2883,22,11.948358870692097,0.001450589521793649
g_Arachidicoccus,843,10,11.862396204033216,0.0014401532313482155
g_Methanobrevibacter,6381,22,11.615294510291829,0.0014101538706294864
g_Siansivirga,4959,24,11.425858981993306,0.001387155465963276
g_Leadbetterella,8223,13,11.333479558114606,0.0013759401496375777
g_Sulfurifustis,2892,23,11.313207864932002,0.0013734790664011315
g_Defluviitoga,7197,17,11.248579711230168,0.0013656328907390744
g_Histophilus,1212,5,11.211676451402479,0.0013611526535278052
g_Psychrobacter,13050,15,11.18529572218162,0.0013579499032757248
g_Calditerrivibrio,12039,13,11.103259609081416,0.0013479903157407598
g_Deinococcus,2136,23,10.767790262172284,0.0013072626873881343
g_Megamonas,15507,12,10.485568329596456,0.0012729995569745482
g_Exiguobacterium,5313,20,10.329104765415162,0.0012540041108885932
g_Butyrivibrio,7068,8,10.302522344204055,0.0012507768742370964
g_Desulfobacula,3519,36,10.230179028132993,0.0012419940399248548
g_Basfia,1008,10,9.920634920634921,0.001204413863121573
g_Thioalkalivibrio,3243,32,9.86740672217083,0.001197951698083548
g_Alicycliphilus,4527,10,9.551289165629782,0.001159573472242153
g_Calothrix,6012,9,9.38301722725352,0.0011391444314623983
g_Pediococcus,14652,11,9.360244113185923,0.0011363796634300204
g_Bordetella,9531,25,9.236137214710695,0.001121312475671536
g_Catenulispora,435,4,9.195402298850574,0.0011163670565761338
g_Halanaerobium,13680,11,8.92238495544127,0.001083221408550035
g_Amphibacillus,1482,6,8.908812026330237,0.001081573588212398
g_Planctopirus,2028,18,8.875739644970414,0.0010775584384850995
g_Bartonella,11526,9,8.790308822527999,0.0010671867165428374
g_Actinobacillus,6102,7,8.774590489364343,0.0010652784336033963
g_Leuconostoc,13704,14,8.738060443454561,0.001060843506397004
g_Thauera,2301,6,8.622498616966482,0.001046813732397319
g_Closterovirus,117,1,8.547008547008547,0.0010376488666893552
g_Meiothermus,3954,7,8.437753065178121,0.0010243847139419452
g_Cyanothece,7569,9,8.36588870970276,0.001015660027801264
g_Allofrancisella,957,8,8.359456635318704,0.0010148791423419399
g_Belliella,1815,6,8.34572512132425,0.0010132120690196297
g_Arcobacter,19581,13,7.684014338235597,0.000932877126054306
g_Desulfitobacterium,5976,8,7.665567987950006,0.0009306376484215032
g_Methanomassiliicoccus,2889,22,7.615091727241261,0.0009245095821593633
g_Candidatus Phytoplasma,5778,7,7.433694013771007,0.0009024870077384766
g_Candidatus Sulcia,270,2,7.4074074074074066,0.0008992956844641077
g_Desulfocapsa,6249,18,7.128720406648508,0.0008654617121557802
g_Bernardetia,8325,10,7.10569099495392,0.000862665828331167
g_Dickeya,4497,7,6.964460465024968,0.0008455197475104093
g_Blattabacterium,9396,7,6.785630372352908,0.0008238088948804489
g_Frischella,2499,7,6.7749694793970825,0.0008225146100517083
g_Anaeromyxobacter,1779,12,6.745362563237775,0.0008189201848408403
g_Ensifer,6459,12,6.733329246730081,0.0008174592810441438
g_Dokdonia,11259,10,6.711867288938559,0.0008148536938311648
g_Coxiella,3075,20,6.504065040650406,0.0007896254790416556
g_Anaerococcus,5118,9,6.470291703306221,0.0007855252298109728
g_Methanocaldococcus,6174,7,6.398600468931278,0.0007768215614231886
g_Halothiobacillus,1896,6,6.329113924050633,0.000768385553181358
g_Wigglesworthia,6009,14,6.280911624423074,0.0007625335569764561
g_Dehalobacter,4428,19,6.250344833021998,0.0007588225981911443
g_Acidaminococcus,1938,12,6.191950464396285,0.0007517332346913595
g_Trichormus,3522,3,6.06932947982587,0.0007368464441877561
g_Stanieria,4995,7,6.023513068417731,0.000731284106545065
g_Nitrobacter,4410,18,6.010120245005696,0.0007296581519249386
g_Gloeocapsa,1200,7,5.833333333333334,0.000708195351515485
g_Chlorovirus,1905,11,5.774278215223097,0.0007010257697791077
g_Myroides,6525,6,5.632724278797986,0.0006838404258193964
g_Phaeovirus,2211,4,5.4338099964676925,0.0006596912538028789
g_Oligotropha,753,2,5.383955383955383,0.0006536386586886806
g_Parvimonas,2736,9,5.361530715005035,0.0006509161936069818
g_Colwellia,3396,4,5.354536387345551,0.000650067047835195
g_Xylella,1446,2,5.321497968556792,0.0006460560213310314
g_Sulfurihydrogenibium,1548,4,5.187910960970019,0.0006298379017088913
g_Candidatus Blochmannia,5058,6,5.123934306224078,0.0006220708212237622
g_Erythrobacter,1527,4,5.098403843173717,0.0006189712974658816
g_Methanothermococcus,1377,7,5.083514887436456,0.0006171637050243877
g_Micrococcus,2757,5,5.039549983370208,0.0006118261494776093
g_Desulfomonile,201,1,4.975124378109452,0.0006040045641923113
g_Thioploca,201,1,4.975124378109452,0.0006040045641923113
g_Cylindrospermum,2016,5,4.93413767750051,0.0005990285771902752
g_Acetohalobium,2268,3,4.906724594599745,0.0005957004941249557
g_Pusillimonas,1641,8,4.875076173065204,0.0005918582201226303
g_Glutamicibacter,1641,8,4.875076173065204,0.0005918582201226303
g_Novosphingobium,4254,5,4.801629536791126,0.0005829414373122732
g_Cellulomonas,213,1,4.694835680751174,0.0005699761380406317
g_Dictyoglomus,5439,8,4.655046587980246,0.0005651455465192507
g_Geobacillus,3741,6,4.609607775266562,0.0005596290512148712
g_Pseudopedobacter,2877,5,4.57533004702816,0.0005554675664493373
g_Nonlabens,5433,6,4.573122206011735,0.0005551995236931001
g_Pragia,8451,9,4.5411748971246855,0.0005513209632964308
g_Desulfococcus,2802,4,4.454014792843154,0.0005407392980353247
g_Dialister,3339,6,4.4492544492544495,0.0005401613689151297
g_Thermacetogenium,1800,8,4.444444444444445,0.0005395774106784647
g_Candidatus Nitrosopelagicus,1584,3,4.4053766084747155,0.0005348343832794593
g_Kocuria,1371,6,4.3763676148796495,0.0005313125488081162
g_Borreliella,4590,5,4.359896555220811,0.0005293128811707006
g_Tetragenococcus,696,3,4.310344827586207,0.0005232970577700629
g_Nitratifractor,711,3,4.219409282700422,0.0005122570354542386
g_Candidatus Ruthia,2379,3,4.206719815925943,0.0005107164717885993
g_Mageeibacillus,5034,4,4.185531724390236,0.0005081441332857869
g_Brevundimonas,6345,6,4.152077270178567,0.0005040825980354684
g_Brevibacterium,489,2,4.08997955010225,0.0004965436294587098
g_Polaromonas,2379,3,4.038155667276441,0.0004902519552447577
g_Hippea,2895,6,4.033784767729721,0.0004897213065463129
g_Agromyces,5655,7,4.031830667853804,0.0004894840692122805
g_Mycolicibacter,4092,3,4.005688738027327,0.00048631031038095124
g_Filifactor,2773,2,3.935175330296451,0.0004777496359396045
g_Glaesserella,3168,4,3.9226499323914084,0.0004762289910415074
g_Brachybacterium,2184,4,3.904052936311001,0.00047397122426842805
g_Thermosipho,2694,3,3.876194352384829,0.00047058905518791624
g_Anabaena,7902,3,3.8364310274039766,0.0004657615920029609
g_Candidatus Thioglobus,3873,5,3.8024122266741007,0.00046163154231021296
g_Candidatus Hamiltonella,1266,2,3.7890011223344553,0.00046000336829557997
g_Desulfuromonas,270,1,3.7037037037037033,0.00044964784223205386
