genus,Length,Reads,RPK,percentage_rpk
g_Burkholderia,29331,21,19.131395934000455,0.003884269004290406
g_Robiginitalea,6282,23,19.005013380952818,0.0038586094112748443
g_Polaromonas,6207,6,18.56956514534158,0.0037701998623641078
g_Butyrivibrio,3810,19,18.40002319104782,0.0037357775671870105
g_Candidatus Methylopumilus,6669,19,18.34564477926093,0.0037247370565972435
g_Mucinivorans,6831,21,18.296876530555334,0.0037148355837776877
g_Ruminiclostridium,16410,18,18.2305037695463,0.003701359846868266
g_Rothia,8442,19,17.24079405532242,0.0035004179616306705
g_Dyadobacter,12699,31,17.083396542690032,0.0034684613662113125
g_Halothece,705,12,17.02127659574468,0.0034558490829623327
g_Aneurinibacillus,5871,21,16.79851972117975,0.0034106225021968677
g_Haemophilus,6084,14,16.328717250980237,0.0033152379740928875
g_Deinococcus,9135,20,15.97786603049034,0.003244004253063447
g_Methanothermococcus,1377,22,15.97676107480029,0.003243779912657092
g_Thermoanaerobacterium,7620,21,15.797521616479205,0.0032073887222440036
g_Polaribacter,19602,21,15.693417716499374,0.0031862523894164146
g_Geobacillus,4719,16,15.32363314891259,0.003111174609462596
g_Thermovirga,201,3,14.925373134328357,0.0030303154272244334
g_Terribacillus,2463,26,14.740092204880938,0.002992697630079809
g_Emticicia,5796,18,14.48809546782062,0.0029415344468848945
g_Flavonifractor,5100,10,14.393626799827963,0.0029223543661303923
g_Thioploca,441,3,14.116915422885572,0.0028661733415831104
g_Calothrix,3069,9,14.053681899420992,0.0028533349676310546
g_Herbinix,7198,13,14.019301638464682,0.002846354704274805
g_Pandoraea,5922,21,13.888194529236253,0.002819735879261986
g_Streptomyces,19545,32,13.845549714188179,0.0028110776541195883
g_Terriglobus,8994,24,13.721050478328758,0.0027858004331277235
g_Fictibacillus,5463,17,13.669577181446684,0.0027753497513103896
g_Shewanella,12372,13,13.354878205596668,0.0027114560614932373
g_Thermococcus,6603,12,13.308941076972266,0.002702129394193192
g_Bernardetia,7359,14,13.307151172442607,0.0027017659878474562
g_Corynebacterium,13587,14,13.30348206628934,0.0027010210450657715
g_Pontibacter,12984,16,13.29797828939829,0.0026999036070043682
g_Muricauda,3591,5,13.248956417816405,0.002689950640844726
g_Propionibacterium,6822,8,13.225674635689666,0.0026852237142267464
g_Flammeovirga,7527,30,13.166804338633533,0.002673271211078656
g_Cyclobacterium,5037,12,13.111174792538144,0.002661976681271918
g_Nonlabens,16452,41,13.000860796143314,0.002639579505529278
g_Coprococcus,13050,14,12.944195021631659,0.0026280745890924924
g_Nocardia,6645,12,12.822479756654833,0.0026033626008648975
g_Persicobacter,21876,17,12.702021978161104,0.0025789059215434824
g_Nitrosomonas,11073,29,12.65028424374422,0.0025684015506736834
g_Fermentimonas,23016,27,12.560056262270146,0.0025500824613103935
g_Marinobacter,4725,22,12.440209800499375,0.0025257498983162438
g_Caulobacter,15246,16,12.366707872554167,0.0025108267185619763
g_Endomicrobium,2268,14,12.34567901234568,0.002506557205235026
g_Wenyingzhuangia,14235,15,12.235284558258002,0.0024841436940757976
g_Chitinophaga,32797,19,12.207091029544225,0.0024784195299801773
g_Rickettsia,4464,7,12.10445049584603,0.0024575803060676573
g_Aeromonas,5529,5,11.991971187200507,0.0024347435045241083
g_Megasphaera,9723,18,11.759476289300299,0.0023875398018416245
g_Leptotrichia,10620,17,11.411183995198503,0.00231682562253762
g_Natronobacterium,1407,16,11.371712864250178,0.0023088117540757593
g_Eubacterium,17523,14,11.274049391289001,0.002288983028446791
g_Moorea,3607,8,11.199903104281969,0.00227392902374174
g_Spirosoma,14322,29,11.049839863733355,0.0022434615138978583
g_Legionella,9540,15,11.017133509058347,0.0022368211056314814
g_Calditerrivibrio,4764,19,10.930767640791673,0.0022192861454908746
g_Desulfurivibrio,10500,27,10.92527774108807,0.00221817152493057
g_Azospirillum,9015,11,10.76833022596402,0.002186306293015458
g_Epibacterium,1212,13,10.726072607260726,0.002177726680785876
g_Chamaesiphon,3132,5,10.609100825292353,0.0021539777672908134
g_Myroides,8088,10,10.454751032748497,0.0021226399539359996
g_Desulfosporosinus,5466,12,10.415348935273034,0.0021146401014183916
g_Planococcus,11814,14,10.41408661144702,0.0021143838103809954
g_Enterobacter,20679,17,10.35763629891011,0.0021029226394331953
g_Haliscomenobacter,7602,12,10.279741527846523,0.00208710757576077
g_Algoriphagus,7113,13,10.191542756956222,0.002069200479322666
g_Dialister,5391,14,10.172301628926803,0.0020652939312866474
g_Bartonella,4950,12,9.993999749101517,0.002029093098498423
g_Leptolyngbya,503,5,9.940357852882704,0.0020182021234993745
g_Pelosinus,9672,12,9.856104087220615,0.0020010959859449065
g_Pediococcus,12711,11,9.629253489939535,0.001955038252015639
g_Bdellovibrio,3357,18,9.550060890744607,0.0019389596888264588
g_Candidatus Portiera,1275,12,9.411764705882353,0.001910881257637996
g_Cyanobacterium,4587,12,9.399406630526764,0.0019083721835891395
g_Halobacteroides,6885,16,9.355388309220324,0.0018994350939140656
g_Leeuwenhoekiella,108,1,9.25925925925926,0.0018799179039262692
g_Afipia,6474,7,9.239454766950168,0.0018758969754019057
g_Leptospira,16260,17,9.233016336124384,0.001874589773492587
g_Photorhabdus,3864,6,9.120852977048584,0.0018518171195483473
g_Desulfitobacterium,8343,9,8.978180616253134,0.0018228501883992294
g_Xylella,6246,7,8.766405263003918,0.0017798531983554103
g_Marinobacterium,3216,7,8.720280949869077,0.0017704885267720131
g_Acholeplasma,3705,5,8.712857599777143,0.00176898135558756
g_Crinalium,3579,15,8.706173153222872,0.001767624204825997
g_Rufibacter,17694,11,8.630048132250371,0.0017521684555207966
g_Solitalea,4719,6,8.623441538913406,0.0017508271113861997
g_Rhizobium,13014,14,8.547967320565135,0.001735503495275562
g_Pseudoalteromonas,7956,5,8.541119803793512,0.0017341132361829096
g_Niastella,4424,5,8.477412106430883,0.001721178590166798
g_Pelodictyon,16128,23,8.438381965508102,0.0017132542564097398
g_Arcobacter,11319,9,8.417424484927523,0.0017089992353695612
g_Methanococcus,7559,12,8.365613635987005,0.0016984800199751442
g_Lutibacter,9522,11,8.052478750839104,0.0016349038892663331
g_Chlorobium,7260,7,8.025562859034485,0.0016294391252407395
g_Sulfurimonas,2814,4,7.898338992866356,0.0016036087194685915
g_Desulfobacterium,1008,3,7.792207792207792,0.0015820607814860032
g_Leadbetterella,7503,6,7.7830494618532,0.0015802013552920068
g_Rahnella,7137,11,7.7384943207327685,0.0015711552744815465
g_Gynuella,6291,18,7.569787475813614,0.0015369025325074762
g_Treponema,10935,11,7.532958229732653,0.00152942504892514
g_Bc431virus,1197,9,7.518796992481203,0.0015265498768724593
g_Stenotrophomonas,8070,6,7.493822964164756,0.0015214793715922121
g_Mycolicibacterium,9861,12,7.259695150809947,0.0014739441362338682
g_Psychromonas,2430,6,7.186059328749204,0.0014589937718055377
g_Candidatus Actinomarina,420,3,7.142857142857143,0.0014502223830288362
g_Sulfurovum,420,3,7.142857142857143,0.0014502223830288362
g_Runella,11472,11,7.051594416501598,0.0014316932082392496
g_Sphingobium,3783,5,6.933873247390445,0.0014077921458230654
g_Pseudoxanthomonas,3468,11,6.745827604845123,0.001369613025844028
g_Halobacteriovorax,972,3,6.701940035273369,0.0013607024828418712
g_Anaerostipes,5559,5,6.585300955977206,0.001337021118347507
g_Neisseria,930,3,6.451612903225806,0.0013098782814454004
g_Candidatus Hamiltonella,1350,3,6.358974358974359,0.0012910697727887485
g_Anoxybacillus,4683,7,6.3573482966284125,0.0012907396315073076
g_Cryobacterium,1260,4,6.349206349206349,0.0012890865626922988
g_Methylacidiphilum,315,2,6.349206349206349,0.0012890865626922988
g_Snodgrassella,2274,8,6.333887011474502,0.0012859762601862325
g_Bibersteinia,2574,16,6.216006216006217,0.0012620427886498033
g_Micrococcus,6102,15,6.1168704412205335,0.0012419151399123685
g_Ohtaekwangia,165,1,6.0606060606060606,0.0012304917189335579
g_Desulfotomaculum,8220,5,5.902083079518356,0.0011983066183778594
g_Sphingomonas,12273,9,5.8440842563279976,0.001186531051556661
g_Pseudopedobacter,5931,5,5.7839754690324625,0.0011743270963312823
g_Francisella,5922,7,5.7775229872787905,0.0011730170416461459
g_Methylococcus,1566,9,5.747126436781609,0.0011668455955404428
g_Yersinia,12615,9,5.745121584655394,0.0011664385481405088
g_Methylotenera,2727,7,5.711799569850104,0.001159673141699954
g_Lacunisphaera,705,4,5.673758865248227,0.0011519496943207777
g_Thauera,1422,8,5.625879043600563,0.0011422285998539355
g_Methanobacterium,2523,8,5.588167996149628,0.0011345720831398224
g_Buchnera,5757,12,5.396574704287261,0.0010956726798982451
g_Aciduliprofundum,933,5,5.359056806002143,0.0010880553784782263
g_Thermotoga,1095,3,5.347934042146814,0.0010857971111236464
g_Thermodesulfobacterium,3228,6,5.300648800971374,0.001076196735004111
g_Salinibacter,189,1,5.291005291005291,0.0010742388022435825
g_Lentibacillus,1455,4,5.262869735419319,0.0010685264084978202
g_Arachidicoccus,7227,5,5.207224058795024,0.0010572286036915131
g_Prochlorococcus,9021,10,5.142724706019701,0.0010441332269795227
g_Staphylothermus,3714,11,5.141180244853594,0.0010438196532781296
g_Thermoplasma,1209,6,4.962779156327543,0.0010075986780349233
g_Mannheimia,3495,5,4.945333392193746,0.001004056644765901
g_Klebsiella,10968,8,4.940293373821252,0.0010030333641222475
g_Cupriavidus,4266,5,4.9345395734835815,0.0010018651635170439
g_Cronobacter,3666,9,4.909983633387888,0.0009968795431622114
g_Comamonas,11415,9,4.905991570536283,0.0009960690301159517
g_Blastococcus,615,3,4.878048780487805,0.0009903957737757907
g_Ramlibacter,4635,8,4.859275877584906,0.0009865842900180011
g_Sphingopyxis,22242,10,4.776867414135386,0.0009698528062636299
g_Photobacterium,420,2,4.761904761904762,0.0009668149220192242
g_Actinobacillus,2991,5,4.757645125555192,0.0009659500832223448
g_Desulfovibrio,3804,4,4.7514271972181445,0.000964687650183281
g_Alphainfluenzavirus,423,2,4.7281323877068555,0.0009599580786006479
g_Blastochloris,1059,5,4.721435316336167,0.0009585983646082959
g_Geminocystis,9789,12,4.718971457863121,0.0009580981246294244
g_Methanobrevibacter,4788,4,4.696310591995359,0.0009534972633433904
g_Jeongeupia,2799,13,4.644515898535191,0.000942981328014463
g_Haloquadratum,435,2,4.597701149425287,0.0009334764764323543
g_Cyanothece,3948,6,4.584028807631292,0.000930700565378624
g_Paraburkholderia,8484,6,4.444072370354098,0.0009022850512602539
g_Rhodospirillum,1722,4,4.3767507002801125,0.0008886166562676693
g_Hirschia,462,2,4.329004329004329,0.0008789226563811128
g_Moraxella,2541,11,4.329004329004329,0.0008789226563811128
g_Gemella,231,1,4.329004329004329,0.0008789226563811128
g_Halomonas,2844,4,4.269865841073271,0.0008669157021356586
g_Ilumatobacter,471,2,4.246284501061571,0.0008621279559407094
g_Kocuria,4863,7,4.222993181729944,0.0008573990929732097
g_Gemmata,1932,8,4.140786749482402,0.0008407086278428036
g_Desulfurobacterium,3777,6,4.1020215583806605,0.0008328380871482646
g_Phaeobacter,2934,6,4.08997955010225,0.0008303931845563887
g_Elizabethkingia,4101,4,4.085310544889634,0.0008294452311351749
g_Methanolobus,1455,3,4.052408109369486,0.0008227650123525274
g_Erwinia,7206,6,4.047866883940975,0.0008218430022057345
g_Rhodopseudomonas,9510,6,3.9765888370787916,0.0008073713395487983
g_Gordonia,5592,7,3.9332700393327005,0.000798576274935179
g_Delftia,8202,5,3.900501915611423,0.0007919233256293153
g_Lacimicrobium,7515,10,3.8673312836932334,0.0007851886546279397
g_Candidatus Nitrosocosmicus,1548,3,3.852377302534353,0.0007821525308810596
g_Oscillatoria,5223,5,3.8400460412315676,0.0007796489009197409
g_Thalassospira,786,3,3.8167938931297707,0.0007749279909314391
g_Piscirickettsia,4656,5,3.7992538859116802,0.0007713668233821765
g_Wolbachia,6030,5,3.7239581532124495,0.0007560794454151991
g_Mycobacterium,20421,6,3.6537886622213422,0.0007418328541134529
g_Novosphingobium,7272,5,3.6495231392777088,0.0007409668201547077
g_Candidatus Amoebophilus,4683,17,3.6301516122143926,0.0007370337970550139
g_Pa6virus,276,1,3.623188405797101,0.0007356200493624531
g_Candidatus Phytoplasma,2778,3,3.597569238868715,0.0007304185608584794
g_Lacinutrix,6564,8,3.551418704034983,0.0007210485654538312
g_Methylobacterium,7779,6,3.521369546991743,0.0007149476510348954
g_Filimonas,4941,4,3.47583044902479,0.0007057017963504489
g_Hafnia,3972,4,3.417599570742177,0.0006938791151208067
g_Brevibacterium,885,3,3.389830508474576,0.0006882411309289392
g_Thermodesulfatator,2238,4,3.3372055107198175,0.000677556617977828
g_Acetobacterium,1200,2,3.3333333333333335,0.0006767704454134569
g_Deferribacter,4146,3,3.3179491331767923,0.0006736469738157753
g_Weeksella,7818,9,3.3098848313949016,0.0006720096694831116
g_Steroidobacter,6774,12,3.30317812245647,0.0006706479987644554
g_Zobellia,609,2,3.284072249589491,0.000666768911737396
g_Candidatus Izimaplasma,3276,3,3.269332111740267,0.0006637762048400935
g_Polynucleobacter,2976,5,3.2185563411015097,0.0006534671425666724
g_Oligotropha,6396,5,3.2162446552174884,0.000652997798361057
g_Halothiobacillus,1896,3,3.1645569620253164,0.0006425035874178389
g_Alcanivorax,1947,3,3.1636111588037417,0.0006423115599175772
g_Alphabaculovirus,4059,3,3.1588493766605357,0.0006413447698909715
g_Cp8virus,3816,6,3.1446540880503147,0.0006384626843523179
g_Fluviicola,321,1,3.115264797507788,0.0006324957433770626
g_Ethanoligenens,2946,3,3.102123650068856,0.0006298276813154154
g_Agrobacterium,1920,3,3.0963978332399384,0.0006286651622337168
g_Lawsonia,9723,5,3.0813423048411925,0.0006256084212356106
g_Acetohalobium,3582,3,3.058788773074488,0.0006210293521137906
g_Stigmatella,3921,4,3.0513616788773503,0.0006195214207594134
g_Leuconostoc,6966,4,3.017705991998082,0.0006126882684994199
g_Melioribacter,669,2,2.9895366218236172,0.0006069690093394232
g_Allochromatium,2022,3,2.967359050445104,0.0006024662718814158
g_Candidatus Thioglobus,1350,4,2.962962962962963,0.0006015737292564061
g_Halanaerobium,11952,6,2.9572071796821864,0.0006004051260520158
g_Denitrovibrio,3159,5,2.951907131011609,0.0005993290511621659
g_Beijerinckia,339,1,2.949852507374631,0.0005989118985959795
g_Fibrella,4188,3,2.886657204910922,0.0005860812846970587
g_Planctomyces,1386,4,2.886002886002886,0.0005859484375874086
g_Belliella,357,1,2.801120448179272,0.0005687146600113083
g_Solibacillus,1431,2,2.796243536984278,0.000567724495202805
g_Amphibacillus,1482,2,2.796031220461968,0.0005676813883385933
g_Sinorhizobium,3597,3,2.783534055583686,0.0005651440747862691
g_Ureaplasma,3693,5,2.7620708485264847,0.0005607863755262381
g_Nitrosospira,363,1,2.7548209366391188,0.0005593144176970719
g_Sphaerochaeta,3720,5,2.6881720430107525,0.0005457826172689168
g_Bordetella,2232,2,2.6785328552296193,0.0005438255620464984
g_Selenomonas,7437,4,2.670331453219019,0.0005421604220989798
g_Microbulbifer,11241,5,2.6670310990263166,0.0005414903474458744
g_Trueperella,2355,3,2.6496599530307394,0.0005379634639820439
g_Psychrobacter,5985,4,2.613067242688005,0.0005305340045187824
g_Cp220virus,1542,4,2.594033722438392,0.0005266696073256474
g_Marinitoga,2280,2,2.547190047190047,0.0005171588828368597
g_Limnohabitans,2298,3,2.5418152855213494,0.0005160676388823051
g_Salmonella,3465,2,2.4975024975024973,0.0005070707632967959
g_Desulfarculus,2424,3,2.4752475247524752,0.0005025523109505868
g_Candidatus Arthromitus,1680,2,2.446996312026987,0.0004968164352046771
g_Synechococcus,10797,5,2.445954438817024,0.0004966049025057657
g_Flexistipes,7548,4,2.432029397003547,0.0004937776854806134
g_Sulfolobus,3927,3,2.422925806674324,0.0004919293732160224
g_Alicyclobacillus,420,1,2.380952380952381,0.0004834074610096121
g_Thermus,1815,2,2.358674463937622,0.0004788843502633233
g_Acetobacter,8649,5,2.3533636721681788,0.00047780609418993206
g_Desulfuromonas,426,1,2.347417840375587,0.0004765989052207443
g_Sporosarcina,5001,4,2.341858430486887,0.0004754701719287608
g_Finegoldia,7713,4,2.2945811285627995,0.0004658714077244275
g_Sulfuricurvum,5850,4,2.278842528753441,0.0004626759819634784
g_Sebaldella,2412,2,2.272669453796121,0.0004614226555569476
g_Candidatus Symbiobacter,1770,4,2.2598870056497176,0.00045882742061929284
g_Sorangium,4770,4,2.20125786163522,0.00044692387904662244
g_Pragia,1368,3,2.1929824561403506,0.00044524371408780056
g_Arthrobacter,2814,2,2.1662417322543694,0.0004398145146033024
g_Neorhizobium,3696,4,2.1645021645021645,0.0004394613281905564
g_Sunxiuqinia,462,1,2.1645021645021645,0.0004394613281905564
g_Methanococcoides,927,2,2.157497303128371,0.0004380391232449559
g_Thioalkalivibrio,4260,3,2.1567642221508336,0.00043789028498304825
g_Dictyoglomus,5166,6,2.13212667998082,0.0004328880968665604
g_Sulfurospirillum,5490,3,2.1072701159728737,0.0004278414404980286
g_Macrococcus,954,2,2.0964360587002098,0.00042564178956821185
g_Turicibacter,480,1,2.0833333333333335,0.00042298152838341055
g_Dickeya,7077,3,2.076932007970268,0.00042168186003825104
g_Chelatococcus,1926,2,2.0768431983385254,0.00042166382891804165
g_Flexibacter,1956,4,2.044989775051125,0.00041519659227819437
g_Roseateles,2916,3,2.033907887576766,0.0004129466241015813
g_Taylorella,4263,4,2.008709088355106,0.00040783048332964316
g_Caldimicrobium,4485,4,1.9960263891040442,0.00040525550052328735
g_Marinomonas,507,1,1.9723865877712032,0.0004004558848600337
g_Microcoleus,2040,2,1.9607843137254901,0.00039810026200791577
g_Nakamurella,2040,2,1.9607843137254901,0.00039810026200791577
g_Rhodococcus,7929,3,1.9493885663041806,0.0003957865704904741
g_Leclercia,1578,3,1.9011406844106462,0.0003859907483346712
g_Pleurocapsa,528,1,1.8939393939393938,0.00038452866216673684
g_Alicycliphilus,3207,3,1.8892158236420529,0.00038356963033451484
g_Endozoicomonas,5196,3,1.8684923691342175,0.0003793621238731829
g_Nostoc,6936,3,1.8428774036347342,0.00037416148839008214
g_Siansivirga,543,1,1.8416206261510129,0.0003739063234328491
g_Brevibacillus,1098,2,1.8214936247723132,0.0003698199155264792
g_Candidatus Regiella,1665,3,1.8018018018018018,0.00036582186238565237
g_Thermosulfidibacter,561,1,1.7825311942959,0.0003619093290981052
g_Methanothermobacter,1128,2,1.773049645390071,0.00035998427947524307
g_Martelella,5157,3,1.765674098458776,0.0003584868138206849
g_Tenacibaculum,3348,3,1.7502381037321477,0.0003553528263127229
g_Saprospira,1143,2,1.7497812773403325,0.0003552600763325233
g_Wigglesworthia,2874,2,1.7388621162206066,0.00035304314667216187
g_Trichodesmium,2316,2,1.7376116392970324,0.0003527892609247979
g_Parvimonas,5289,3,1.7196052663235986,0.0003491334066075444
g_Psychroflexus,4206,2,1.7157591622395922,0.0003483525277353325
g_Frankia,6792,3,1.7020834797924969,0.0003455759384250164
g_Candidatus Babela,4626,2,1.6912345354040539,0.0003433732649472067
g_Curvibacter,2739,2,1.6783211641262068,0.0003407514485377573
g_Methanothrix,1197,2,1.670843776106934,0.00033923330597165755
g_Gluconobacter,3690,3,1.6260162601626018,0.0003301319245919302
g_Zunongwangia,3657,3,1.6103843643039282,0.0003269581630550508
g_Pectobacterium,5955,4,1.60013057007932,0.000324876323589681
g_Thermodesulfovibrio,2613,2,1.5892304548373912,0.00032266326083547957
g_Brevundimonas,1278,2,1.5649452269170578,0.0003177326034804962
g_Grimontia,1287,2,1.5540015540015542,0.00031551069716245084
g_Candidatus Cloacimonas,2574,2,1.5540015540015542,0.00031551069716245084
g_Rummeliibacillus,6804,3,1.551445176911411,0.00031499167302386855
g_Rhodobacter,9906,3,1.548197203826343,0.0003143322333664268
g_Rhodothermus,2808,2,1.5396762731938414,0.00031260221916057823
g_Pyrococcus,657,1,1.5220700152207,0.0003090276006454141
g_Methylobacillus,1326,2,1.5082956259426847,0.0003062309707753199
g_Opitutus,3705,2,1.5021589734233411,0.0003049850392576607
g_Chania,669,1,1.4947683109118086,0.0003034845046697116
g_Candidatus Kinetoplastibacterium,2784,2,1.4842751603033166,0.00030135406840638173
g_Lentivirus,2022,3,1.483679525222552,0.0003012331359407079
g_Advenella,675,1,1.4814814814814814,0.00030078686462820306
