GeneID	Lenght	#Reads	EC#	RPKM	Eukaryota	Archaea	Bacteria	Bacteroidetes	Actinobacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteria	Alphaproteobacteria	Firmicutes	Bacilli	Clostridia	Lachnospiraceae	Eubacteriaceae	Ruminococcaceae	Clostridiaceae	Oscillospiraceae	Other
gi|483961112|ref|NZ_CAEF01000345.1|:9110-9691|1464554|g__Aeromicrobium.s__Aeromicrobium_sp_JC14|UniRef90_I3YPD1|UniRef50_I3YPD1	582	1	0.0.0.0	70.75494393095224	0.0	0.0	0.0	70.75494393095224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|483963103|ref|NZ_CAEF01000834.1|:4196-4489|1464554|g__Aeromicrobium.s__Aeromicrobium_sp_JC14|UniRef90_unknown|UniRef50_unknown	294	1	0.0.0.0	140.06590941433402	0.0	0.0	0.0	140.06590941433402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|483963569|ref|NZ_CAEF01000949.1|:c791-267|1464554|g__Aeromicrobium.s__Aeromicrobium_sp_JC14|UniRef90_UPI000288657E|UniRef50_I3YHM8	525	1	0.0.0.0	78.43690927202704	0.0	0.0	0.0	78.43690927202704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|483963126|ref|NZ_CAEF01000839.1|:1868-2278|1464554|g__Aeromicrobium.s__Aeromicrobium_sp_JC14|UniRef90_I3YQB8|UniRef50_B0JY35	411	1	0.0.0.0	100.19313228178638	0.0	0.0	0.0	100.19313228178638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|483960884|ref|NZ_CAEF01000283.1|:c6649-5324|1464554|g__Aeromicrobium.s__Aeromicrobium_sp_JC14|UniRef90_I3YM37|UniRef50_R5VG84	1326	1	0.0.0.0	31.055337381458667	0.0	0.0	0.0	31.055337381458667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|483961829|ref|NZ_CAEF01000521.1|:c8915-7638|1464554|g__Aeromicrobium.s__Aeromicrobium_sp_JC14|UniRef90_UPI0002FED436|UniRef50_I3YQX6	1278	2	0.0.0.0	64.44347005917714	0.0	0.0	0.0	64.44347005917714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|483961922|ref|NZ_CAEF01000546.1|:6362-9412|1464554|g__Aeromicrobium.s__Aeromicrobium_sp_JC14|UniRef90_unknown|UniRef50_unknown	3051	1	0.0.0.0	13.497009953396985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.497009953396985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|483962934|ref|NZ_CAEF01000796.1|:7676-9544|1464554|g__Aeromicrobium.s__Aeromicrobium_sp_JC14|UniRef90_unknown|UniRef50_A4BWH2	1869	1	0.0.0.0	22.032839683153664	0.0	0.0	0.0	22.032839683153664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|483961187|ref|NZ_CAEF01000366.1|:7734-8552|1464554|g__Aeromicrobium.s__Aeromicrobium_sp_JC14|UniRef90_unknown|UniRef50_unknown	819	1	0.0.0.0	50.28007004617119	0.0	0.0	0.0	50.28007004617119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|444344233|ref|NZ_AJMF01000162.1|:c515-252|714|g__Aggregatibacter.s__Aggregatibacter_actinomycetemcomitans|UniRef90_G4AW29|UniRef50_G4AC10	264	1	0.0.0.0	155.98249002959923	0.0	0.0	0.0	0.0	0.0	0.0	155.98249002959923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|408375858|ref|NZ_AMRJ01000061.1|:c2984-8|519051|g__Alcanivorax.s__Alcanivorax_hongdengensis|UniRef90_unknown|UniRef50_O00370	2977	2	0.0.0.0	27.66501670662694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.305284012658
gi|390945347|ref|NC_018011.1|:c549549-548581|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YMB1|UniRef50_I3ZXS7	969	1	0.0.0.0	42.496777469364496	0.0	0.0	0.0	42.496777469364496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:1087517-1088725|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJB1|UniRef50_I3YJB1	1209	1	0.0.0.0	34.06069261192241	0.0	0.0	0.0	34.06069261192241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:2564007-2564621|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YNJ9|UniRef50_R6VU18	615	1	0.0.0.0	66.95833718343772	0.0	0.0	0.0	66.95833718343772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:1922463-1923077|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YM16|UniRef50_B3EUM3	615	5	0.0.0.0	334.7916859171886	0.0	0.0	0.0	334.7916859171886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c1689877-1689272|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YLJ1|UniRef50_R7JGA9	606	1	0.0.0.0	67.9527679336868	0.0	0.0	0.0	67.9527679336868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:3346408-3347064|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_R6VLN4|UniRef50_B7UZU0	657	1	1.6.5.8	62.677895537007906	0.0	0.0	0.0	62.677895537007906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:2850132-2850680|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YP69|UniRef50_R6CY33	549	1	0.0.0.0	75.00797334756685	0.0	0.0	0.0	75.00797334756685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c451932-451372|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YIH6|UniRef50_I3YIH6	561	1	0.0.0.0	73.4035247198114	0.0	0.0	0.0	73.4035247198114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c3697988-3697443|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YR79|UniRef50_R6BST1	546	1	0.0.0.0	75.42010506925676	0.0	0.0	0.0	75.42010506925676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c892064-891534|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJP6|UniRef50_I3YJP6	531	1	0.0.0.0	77.55061651189114	0.0	0.0	0.0	77.55061651189114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:1930184-1930771|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YM32|UniRef50_A6KYI0	588	1	0.0.0.0	70.03295470716701	0.0	0.0	0.0	70.03295470716701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c679466-678882|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJ25|UniRef50_D4INZ1	585	1	0.0.0.0	70.39209806463965	0.0	0.0	0.0	70.39209806463965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c3232523-3231927|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQ44|UniRef50_R6JE51	597	1	0.0.0.0	68.9771815206268	0.0	0.0	0.0	68.9771815206268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:3076348-3076941|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YPQ6|UniRef50_R7JPB9	594	1	0.0.0.0	69.32555112426633	0.0	0.0	0.0	69.32555112426633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c3575480-3574902|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQX1|UniRef50_Q9AGG3	579	2	0.0.0.0	142.24309971611123	0.0	0.0	0.0	142.24309971611123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:2700697-2701512|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YNV4|UniRef50_Q5LI89	816	1	4.2.1.126	50.46492324487034	0.0	0.0	0.0	50.46492324487034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:1924018-1924842|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YM19|UniRef50_B1ZNE5	825	1	0.0.0.0	49.91439680947176	0.0	0.0	0.0	49.91439680947176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c1095797-1094976|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YK56|UniRef50_I3YK56	822	3	0.0.0.0	150.28969842267955	0.0	0.0	0.0	150.28969842267955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:2127984-2128811|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YMK0|UniRef50_I3YMK0	828	2	0.0.0.0	99.46709509133865	0.0	0.0	0.0	99.46709509133865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c2894285-2893494|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YPA9|UniRef50_Q7MB61	792	2	3.5.99.6	103.98832668639949	0.0	0.0	0.0	103.98832668639949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c1929672-1928878|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YM30|UniRef50_I3YM30	795	2	0.0.0.0	103.59591790645081	0.0	0.0	0.0	103.59591790645081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c1860405-1859599|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_D4IME9|UniRef50_R7DI58	807	3	0.0.0.0	153.08318724094497	0.0	0.0	0.0	153.08318724094497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c3303180-3302374|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQA3|UniRef50_I3YQA3	807	4	0.0.0.0	204.11091632125996	0.0	0.0	0.0	204.11091632125996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c1677750-1676887|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YLI1|UniRef50_I3YLI1	864	1	0.0.0.0	47.6613163979331	0.0	0.0	0.0	47.6613163979331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:612336-613193|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YIW5|UniRef50_I3YIW5	858	1	0.0.0.0	47.99461231679977	0.0	0.0	0.0	47.99461231679977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c3214362-3213643|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQ28|UniRef50_I3YQ28	720	1	0.0.0.0	57.19357967751972	0.0	0.0	0.0	57.19357967751972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:1966159-1966875|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_R6YBI7|UniRef50_R6YBI7	717	1	2.1.1.163	57.432883358178806	0.0	0.0	0.0	57.432883358178806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c1209242-1208526|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YKE7|UniRef50_H1ZDU4	717	1	0.0.0.0	57.432883358178806	0.0	0.0	0.0	57.432883358178806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c1751265-1750381|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YLN8|UniRef50_R5MP62	885	1	0.0.0.0	46.530369907134684	0.0	0.0	0.0	46.530369907134684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c3568415-3567678|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQW5|UniRef50_R6VQK0	738	1	1.1.1.25	55.79861431953143	0.0	0.0	0.0	55.79861431953143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:457691-458428|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YII3|UniRef50_I3YII3	738	1	0.0.0.0	55.79861431953143	0.0	0.0	0.0	55.79861431953143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:3307713-3308411|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQA9|UniRef50_Q9ZAB8	699	1	0.0.0.0	58.91184172791731	0.0	0.0	0.0	58.91184172791731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:2294577-2295275|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YMY2|UniRef50_Q2JFI8	699	2	0.0.0.0	117.82368345583463	0.0	0.0	58.91184172791731	58.91184172791731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c2849989-2849294|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YP68|UniRef50_I3YP68	696	2	0.0.0.0	118.33154416038563	0.0	0.0	0.0	118.33154416038563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c3696628-3695924|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YR77|UniRef50_U5WIT1	705	1	1.11.1.15	58.4104643515095	0.0	0.0	0.0	58.4104643515095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c548270-547530|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YIQ7|UniRef50_I3YIQ7	741	2	0.0.0.0	111.14541799679947	0.0	0.0	0.0	111.14541799679947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:3085625-3086377|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_D4IL63|UniRef50_Q55791	753	1	0.0.0.0	54.687088137867455	0.0	0.0	0.0	54.687088137867455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c878063-877533|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJM9|UniRef50_I3YJM9	531	1	0.0.0.0	77.55061651189114	0.0	0.0	0.0	77.55061651189114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c1379536-1379264|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YKT5|UniRef50_Q11U60	273	1	0.0.0.0	150.84021013851353	0.0	0.0	0.0	150.84021013851353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:3213271-3213513|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_R6Y4C7|UniRef50_R7DIX0	243	1	0.0.0.0	169.46245830376213	0.0	0.0	0.0	169.46245830376213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c1989851-1989591|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_R5V4S6|UniRef50_F9Z6D6	261	2	0.0.0.0	315.55078442769496	0.0	0.0	0.0	315.55078442769496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c3144189-3143869|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YPW5|UniRef50_R6WTC0	321	1	0.0.0.0	128.2846646972405	0.0	0.0	0.0	128.2846646972405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c1989588-1989274|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_R6Z736|UniRef50_R6Z736	315	3	0.0.0.0	392.1845463601352	0.0	0.0	0.0	392.1845463601352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c3569867-3569550|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YQW7|UniRef50_R7JKC0	318	1	0.0.0.0	129.49489738306352	0.0	0.0	0.0	129.49489738306352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c864944-864621|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJL4|UniRef50_I3YI05	324	2	0.0.0.0	254.1936874556432	0.0	0.0	0.0	254.1936874556432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:1423403-1423729|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YKX1|UniRef50_I3YKX1	327	1	0.0.0.0	125.93081763857553	0.0	0.0	0.0	125.93081763857553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:1923722-1924012|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YM18|UniRef50_R6E932	291	1	0.0.0.0	141.50988786190447	0.0	0.0	0.0	141.50988786190447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c2115507-2115349|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YMI1|UniRef50_I3YMI1	159	2	0.0.0.0	517.9795895322541	0.0	0.0	0.0	517.9795895322541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c678824-678639|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJ24|UniRef50_Q64NV0	186	3	0.0.0.0	664.183505932487	0.0	0.0	0.0	664.183505932487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:824945-825136|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YJG1|UniRef50_I3YJG1	192	1	0.0.0.0	214.47592379069894	0.0	0.0	0.0	214.47592379069894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:2861536-2861640|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YP80|UniRef50_I3YP80	105	141	0.0.0.0	55298.02103677907	0.0	0.0	0.0	55298.02103677907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:2000802-2000957|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YM98|UniRef50_I3YM98	156	6	0.0.0.0	1583.8222064543922	0.0	0.0	0.0	1583.8222064543922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:1373140-1373364|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YKT0|UniRef50_R5W7X8	225	1	0.0.0.0	183.01945496806312	0.0	0.0	0.0	183.01945496806312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:c3700091-3699864|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YR82|UniRef50_I4C814	228	3	0.0.0.0	541.8339127343974	0.0	0.0	0.0	361.22260848959826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3070.392172161585
gi|390945347|ref|NC_018011.1|:2012537-2012773|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YMA8|UniRef50_I3YMA8	237	1	0.0.0.0	173.75264712157892	0.0	0.0	0.0	173.75264712157892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|390945347|ref|NC_018011.1|:3107052-3107516|214856|g__Alistipes.s__Alistipes_finegoldii|UniRef90_I3YPT6|UniRef50_R5WVB2	465	1	0.0.0.0	88.55780079099827	0.0	0.0	0.0	88.55780079099827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
