Pathway,num_Ecs,tally,coverage,who
Inositol phosphate metabolism,48,1,2.083333333,both
Inositol phosphate metabolism,48,5,10.41666667,mpro
Insect hormone biosynthesis,9,1,11.11111111,mpro
Isoquinoline alkaloid biosynthesis,57,2,3.50877193,mpro
Limonene and pinene degradation,16,2,12.5,mpro
Lipoic acid metabolism,3,2,66.66666667,both
Lipopolysaccharide biosynthesis,27,6,22.22222222,both
Lipopolysaccharide biosynthesis,27,5,18.51851852,mpro
Lysine biosynthesis,28,3,10.71428571,humann2
Lysine biosynthesis,28,6,21.42857143,both
Lysine biosynthesis,28,2,7.142857143,mpro
Lysine degradation,53,6,11.32075472,mpro
Lysine degradation,53,1,1.886792453,both
Metabolic pathways,1650,15,0.909090909,humann2
Metabolic pathways,1650,163,9.878787879,both
Metabolic pathways,1650,232,14.06060606,mpro
Metabolism of xenobiotics by cytochrome P450,10,1,10,mpro
Methane metabolism,87,9,10.34482759,both
Methane metabolism,87,10,11.49425287,mpro
Microbial metabolism in diverse environments,668,43,6.437125749,both
Microbial metabolism in diverse environments,668,2,0.299401198,humann2
Microbial metabolism in diverse environments,668,82,12.2754491,mpro
Monobactam biosynthesis,10,2,20,humann2
Monobactam biosynthesis,10,3,30,both
N-Glycan biosynthesis,34,1,2.941176471,mpro
Naphthalene degradation,9,1,11.11111111,mpro
Nicotinate and nicotinamide metabolism,59,4,6.779661017,both
Nicotinate and nicotinamide metabolism,59,9,15.25423729,mpro
Nitrogen metabolism,37,3,8.108108108,both
Nitrogen metabolism,37,5,13.51351351,mpro
Nitrotoluene degradation,7,1,14.28571429,mpro
Novobiocin biosynthesis,16,1,6.25,mpro
Novobiocin biosynthesis,16,1,6.25,both
One carbon pool by folate,24,7,29.16666667,mpro
One carbon pool by folate,24,7,29.16666667,both
One carbon pool by folate,24,1,4.166666667,humann2
Other glycan degradation,9,3,33.33333333,mpro
Oxidative phosphorylation,11,5,45.45454545,mpro
Oxidative phosphorylation,11,3,27.27272727,both
PI3K-Akt signaling pathway,2,1,50,mpro
Pantothenate and CoA biosynthesis,31,5,16.12903226,mpro
Pantothenate and CoA biosynthesis,31,1,3.225806452,humann2
Pantothenate and CoA biosynthesis,31,7,22.58064516,both
Penicillin and cephalosporin biosynthesis,14,1,7.142857143,both
Pentose and glucuronate interconversions,67,8,11.94029851,both
Pentose and glucuronate interconversions,67,6,8.955223881,mpro
Pentose phosphate pathway,55,7,12.72727273,both
Pentose phosphate pathway,55,13,23.63636364,mpro
Peptidoglycan biosynthesis,19,1,5.263157895,humann2
Peptidoglycan biosynthesis,19,7,36.84210526,both
Peptidoglycan biosynthesis,19,3,15.78947368,mpro
Phenazine biosynthesis,13,1,7.692307692,mpro
Phenylalanine metabolism,67,2,2.985074627,both
Phenylalanine metabolism,67,5,7.462686567,mpro
"Phenylalanine, tyrosine and tryptophan biosynthesis",39,7,17.94871795,both
"Phenylalanine, tyrosine and tryptophan biosynthesis",39,6,15.38461538,mpro
Phenylpropanoid biosynthesis,30,1,3.333333333,mpro
Phosphatidylinositol signaling system,29,1,3.448275862,mpro
Phosphonate and phosphinate metabolism,29,2,6.896551724,both
Photosynthesis,3,1,33.33333333,both
Photosynthesis,3,1,33.33333333,mpro
Polyketide sugar unit biosynthesis,27,4,14.81481481,mpro
Polyketide sugar unit biosynthesis,27,1,3.703703704,both
Porphyrin and chlorophyll metabolism,106,11,10.37735849,mpro
Porphyrin and chlorophyll metabolism,106,1,0.943396226,humann2
Porphyrin and chlorophyll metabolism,106,4,3.773584906,both
Primary bile acid biosynthesis,19,1,5.263157895,mpro
Propanoate metabolism,55,5,9.090909091,both
Propanoate metabolism,55,13,23.63636364,mpro
Purine metabolism,110,18,16.36363636,both
Purine metabolism,110,1,0.909090909,humann2
Purine metabolism,110,19,17.27272727,mpro
Pyrimidine metabolism,65,1,1.538461538,humann2
Pyrimidine metabolism,65,14,21.53846154,both
Pyrimidine metabolism,65,8,12.30769231,mpro
Pyruvate metabolism,67,8,11.94029851,both
Pyruvate metabolism,67,17,25.37313433,mpro
Relaxin signaling pathway,1,1,100,mpro
Retinol metabolism,14,1,7.142857143,mpro
Riboflavin metabolism,28,1,3.571428571,both
Riboflavin metabolism,28,1,3.571428571,humann2
Riboflavin metabolism,28,6,21.42857143,mpro
Selenocompound metabolism,18,7,38.88888889,mpro
Selenocompound metabolism,18,2,11.11111111,both
Sphingolipid metabolism,27,3,11.11111111,mpro
Starch and sucrose metabolism,76,16,21.05263158,mpro
Starch and sucrose metabolism,76,3,3.947368421,both
Streptomycin biosynthesis,18,6,33.33333333,mpro
Streptomycin biosynthesis,18,1,5.555555556,both
Sulfur metabolism,50,1,2,humann2
Sulfur metabolism,50,4,8,both
Sulfur metabolism,50,5,10,mpro
Synthesis and degradation of ketone bodies,6,1,16.66666667,both
T cell receptor signaling pathway,2,1,50,mpro
Taurine and hypotaurine metabolism,19,3,15.78947368,both
Taurine and hypotaurine metabolism,19,1,5.263157895,mpro
Terpenoid backbone biosynthesis,51,4,7.843137255,both
Terpenoid backbone biosynthesis,51,5,9.803921569,mpro
Th1 and Th2 cell differentiation,1,1,100,mpro
Thermogenesis,1,1,100,mpro
Thiamine metabolism,26,7,26.92307692,mpro
Thiamine metabolism,26,4,15.38461538,both
Toluene degradation,26,2,7.692307692,mpro
"Tropane, piperidine and pyridine alkaloid biosynthesis",27,1,3.703703704,both
"Tropane, piperidine and pyridine alkaloid biosynthesis",27,3,11.11111111,mpro
Tryptophan metabolism,60,2,3.333333333,both
Tryptophan metabolism,60,4,6.666666667,mpro
Tyrosine metabolism,64,3,4.6875,mpro
Tyrosine metabolism,64,1,1.5625,both
Ubiquinone and other terpenoid-quinone biosynthesis,40,3,7.5,humann2
Ubiquinone and other terpenoid-quinone biosynthesis,40,4,10,mpro
Ubiquinone and other terpenoid-quinone biosynthesis,40,3,7.5,both
"Valine, leucine and isoleucine biosynthesis",14,2,14.28571429,mpro
"Valine, leucine and isoleucine biosynthesis",14,6,42.85714286,both
"Valine, leucine and isoleucine degradation",36,7,19.44444444,mpro
"Valine, leucine and isoleucine degradation",36,2,5.555555556,both
Various types of N-glycan biosynthesis,23,2,8.695652174,mpro
Vitamin B6 metabolism,26,1,3.846153846,mpro
Vitamin B6 metabolism,26,5,19.23076923,both
Zeatin biosynthesis,10,1,10,both
alpha-Linolenic acid metabolism,12,3,25,mpro
beta-Alanine metabolism,37,7,18.91891892,mpro
beta-Alanine metabolism,37,2,5.405405405,both
beta-Lactam resistance,1,1,100,both
mTOR signaling pathway,5,1,20,mpro
