Pathway,num_Ecs,tally,coverage,who
Biotin metabolism,20,2,10,humann2
Butanoate metabolism,55,4,7.272727273,mpro
Butanoate metabolism,55,5,9.090909091,both
Butanoate metabolism,55,2,3.636363636,humann2
C5-Branched dibasic acid metabolism,22,1,4.545454545,mpro
C5-Branched dibasic acid metabolism,22,3,13.63636364,both
Caprolactam degradation,21,1,4.761904762,mpro
Caprolactam degradation,21,1,4.761904762,both
Carbapenem biosynthesis,5,1,20,mpro
Carbon fixation in photosynthetic organisms,25,4,16,mpro
Carbon fixation in photosynthetic organisms,25,8,32,both
Carbon fixation pathways in prokaryotes,50,19,38,mpro
Carbon fixation pathways in prokaryotes,50,6,12,both
Chloroalkane and chloroalkene degradation,17,1,5.882352941,mpro
Citrate cycle (TCA cycle),26,6,23.07692308,both
Citrate cycle (TCA cycle),26,9,34.61538462,mpro
Cyanoamino acid metabolism,30,1,3.333333333,both
Cyanoamino acid metabolism,30,1,3.333333333,mpro
Cysteine and methionine metabolism,76,2,2.631578947,humann2
Cysteine and methionine metabolism,76,9,11.84210526,both
Cysteine and methionine metabolism,76,11,14.47368421,mpro
D-Alanine metabolism,6,1,16.66666667,mpro
D-Alanine metabolism,6,1,16.66666667,both
D-Glutamine and D-glutamate metabolism,12,2,16.66666667,mpro
D-Glutamine and D-glutamate metabolism,12,2,16.66666667,both
Dioxin degradation,13,1,7.692307692,both
Drug metabolism - cytochrome P450,8,1,12.5,humann2
Drug metabolism - cytochrome P450,8,1,12.5,mpro
Drug metabolism - other enzymes,25,1,4,humann2
Drug metabolism - other enzymes,25,6,24,mpro
Drug metabolism - other enzymes,25,3,12,both
Fatty acid biosynthesis,17,4,23.52941176,both
Fatty acid biosynthesis,17,2,11.76470588,humann2
Fatty acid biosynthesis,17,1,5.882352941,mpro
Fatty acid degradation,29,3,10.34482759,mpro
Fatty acid degradation,29,2,6.896551724,both
Fatty acid elongation,13,1,7.692307692,mpro
Fatty acid elongation,13,1,7.692307692,both
Folate biosynthesis,51,4,7.843137255,both
Folate biosynthesis,51,6,11.76470588,mpro
Fructose and mannose metabolism,75,7,9.333333333,both
Fructose and mannose metabolism,75,9,12,mpro
Galactose metabolism,48,7,14.58333333,both
Galactose metabolism,48,6,12.5,mpro
Geraniol degradation,10,1,10,both
Geraniol degradation,10,1,10,mpro
Glucosinolate biosynthesis,15,1,6.666666667,mpro
Glutathione metabolism,39,1,2.564102564,humann2
Glutathione metabolism,39,4,10.25641026,both
Glutathione metabolism,39,5,12.82051282,mpro
Glycerolipid metabolism,40,3,7.5,both
Glycerolipid metabolism,40,3,7.5,mpro
Glycerophospholipid metabolism,61,8,13.1147541,both
Glycerophospholipid metabolism,61,2,3.278688525,mpro
"Glycine, serine and threonine metabolism",68,12,17.64705882,mpro
"Glycine, serine and threonine metabolism",68,2,2.941176471,humann2
"Glycine, serine and threonine metabolism",68,13,19.11764706,both
Glycolysis / Gluconeogenesis,48,13,27.08333333,both
Glycolysis / Gluconeogenesis,48,9,18.75,mpro
Glycosaminoglycan degradation,15,2,13.33333333,mpro
Glycosphingolipid biosynthesis - ganglio series,8,2,25,mpro
Glycosphingolipid biosynthesis - globo and isoglobo series,13,2,15.38461538,mpro
Glycosphingolipid biosynthesis - globo and isoglobo series,13,1,7.692307692,both
Glyoxylate and dicarboxylate metabolism,73,8,10.95890411,both
Glyoxylate and dicarboxylate metabolism,73,5,6.849315068,mpro
Histidine metabolism,38,6,15.78947368,mpro
Histidine metabolism,38,4,10.52631579,both
Human cytomegalovirus infection,2,1,50,both
Human papillomavirus infection,2,1,50,both
Inositol phosphate metabolism,48,1,2.083333333,both
Inositol phosphate metabolism,48,4,8.333333333,mpro
Isoquinoline alkaloid biosynthesis,57,2,3.50877193,mpro
Limonene and pinene degradation,16,1,6.25,both
Lipoic acid metabolism,3,1,33.33333333,mpro
Lipoic acid metabolism,3,1,33.33333333,both
Lipopolysaccharide biosynthesis,27,4,14.81481481,both
Lipopolysaccharide biosynthesis,27,2,7.407407407,mpro
Lysine biosynthesis,28,3,10.71428571,both
Lysine biosynthesis,28,3,10.71428571,mpro
Lysine degradation,53,4,7.547169811,mpro
Lysine degradation,53,1,1.886792453,both
Metabolic pathways,1650,17,1.03030303,humann2
Metabolic pathways,1650,160,9.696969697,both
Metabolic pathways,1650,157,9.515151515,mpro
Metabolism of xenobiotics by cytochrome P450,10,1,10,mpro
Metabolism of xenobiotics by cytochrome P450,10,1,10,humann2
Methane metabolism,87,7,8.045977011,mpro
Methane metabolism,87,10,11.49425287,both
Microbial metabolism in diverse environments,668,52,7.784431138,mpro
Microbial metabolism in diverse environments,668,4,0.598802395,humann2
Microbial metabolism in diverse environments,668,53,7.934131737,both
Monobactam biosynthesis,10,3,30,both
Naphthalene degradation,9,1,11.11111111,mpro
Nicotinate and nicotinamide metabolism,59,1,1.694915254,humann2
Nicotinate and nicotinamide metabolism,59,5,8.474576271,mpro
Nicotinate and nicotinamide metabolism,59,3,5.084745763,both
Nitrogen metabolism,37,3,8.108108108,mpro
Nitrogen metabolism,37,3,8.108108108,both
Nitrotoluene degradation,7,1,14.28571429,both
Novobiocin biosynthesis,16,2,12.5,mpro
One carbon pool by folate,24,8,33.33333333,mpro
One carbon pool by folate,24,4,16.66666667,both
Other glycan degradation,9,3,33.33333333,mpro
Oxidative phosphorylation,11,1,9.090909091,both
Oxidative phosphorylation,11,4,36.36363636,mpro
PI3K-Akt signaling pathway,2,1,50,both
Pantothenate and CoA biosynthesis,31,3,9.677419355,mpro
Pantothenate and CoA biosynthesis,31,1,3.225806452,humann2
Pantothenate and CoA biosynthesis,31,8,25.80645161,both
Penicillin and cephalosporin biosynthesis,14,1,7.142857143,humann2
Pentose and glucuronate interconversions,67,3,4.47761194,mpro
Pentose and glucuronate interconversions,67,11,16.41791045,both
Pentose and glucuronate interconversions,67,2,2.985074627,humann2
Pentose phosphate pathway,55,12,21.81818182,both
Pentose phosphate pathway,55,6,10.90909091,mpro
Peptidoglycan biosynthesis,19,7,36.84210526,both
Peptidoglycan biosynthesis,19,2,10.52631579,mpro
Phenazine biosynthesis,13,1,7.692307692,mpro
Phenylalanine metabolism,67,7,10.44776119,mpro
Phenylalanine metabolism,67,5,7.462686567,both
Phenylalanine metabolism,67,1,1.492537313,humann2
"Phenylalanine, tyrosine and tryptophan biosynthesis",39,7,17.94871795,mpro
"Phenylalanine, tyrosine and tryptophan biosynthesis",39,2,5.128205128,both
Phenylpropanoid biosynthesis,30,2,6.666666667,mpro
Phosphatidylinositol signaling system,29,2,6.896551724,both
Phosphatidylinositol signaling system,29,1,3.448275862,mpro
Phosphonate and phosphinate metabolism,29,1,3.448275862,both
Phosphonate and phosphinate metabolism,29,1,3.448275862,mpro
Photosynthesis,3,1,33.33333333,both
Polyketide sugar unit biosynthesis,27,1,3.703703704,both
Polyketide sugar unit biosynthesis,27,2,7.407407407,mpro
Porphyrin and chlorophyll metabolism,106,6,5.660377358,mpro
Porphyrin and chlorophyll metabolism,106,7,6.603773585,both
Primary bile acid biosynthesis,19,1,5.263157895,mpro
Propanoate metabolism,55,12,21.81818182,mpro
Propanoate metabolism,55,1,1.818181818,humann2
Propanoate metabolism,55,2,3.636363636,both
Purine metabolism,110,22,20,both
Purine metabolism,110,14,12.72727273,mpro
Purine metabolism,110,2,1.818181818,humann2
Pyrimidine metabolism,65,15,23.07692308,both
Pyrimidine metabolism,65,10,15.38461538,mpro
Pyruvate metabolism,67,1,1.492537313,humann2
Pyruvate metabolism,67,9,13.43283582,both
Pyruvate metabolism,67,12,17.91044776,mpro
Relaxin signaling pathway,1,1,100,both
Retinol metabolism,14,1,7.142857143,mpro
Riboflavin metabolism,28,2,7.142857143,both
Riboflavin metabolism,28,5,17.85714286,mpro
Selenocompound metabolism,18,2,11.11111111,both
Selenocompound metabolism,18,3,16.66666667,mpro
Sphingolipid metabolism,27,1,3.703703704,both
Sphingolipid metabolism,27,2,7.407407407,mpro
Starch and sucrose metabolism,76,1,1.315789474,humann2
Starch and sucrose metabolism,76,8,10.52631579,mpro
Starch and sucrose metabolism,76,6,7.894736842,both
Streptomycin biosynthesis,18,1,5.555555556,both
Streptomycin biosynthesis,18,5,27.77777778,mpro
Styrene degradation,19,1,5.263157895,mpro
Styrene degradation,19,1,5.263157895,both
Sulfur metabolism,50,2,4,both
Sulfur metabolism,50,2,4,humann2
Sulfur metabolism,50,2,4,mpro
Synthesis and degradation of ketone bodies,6,1,16.66666667,mpro
Taurine and hypotaurine metabolism,19,2,10.52631579,both
Taurine and hypotaurine metabolism,19,1,5.263157895,humann2
Taurine and hypotaurine metabolism,19,2,10.52631579,mpro
Terpenoid backbone biosynthesis,51,7,13.7254902,both
Terpenoid backbone biosynthesis,51,4,7.843137255,mpro
Thermogenesis,1,1,100,both
Thiamine metabolism,26,2,7.692307692,both
Thiamine metabolism,26,4,15.38461538,mpro
Toluene degradation,26,1,3.846153846,mpro
"Tropane, piperidine and pyridine alkaloid biosynthesis",27,4,14.81481481,mpro
Tryptophan metabolism,60,5,8.333333333,mpro
Tryptophan metabolism,60,2,3.333333333,both
Tyrosine metabolism,64,1,1.5625,humann2
Tyrosine metabolism,64,4,6.25,mpro
Ubiquinone and other terpenoid-quinone biosynthesis,40,1,2.5,humann2
Ubiquinone and other terpenoid-quinone biosynthesis,40,2,5,mpro
Ubiquinone and other terpenoid-quinone biosynthesis,40,3,7.5,both
"Valine, leucine and isoleucine biosynthesis",14,4,28.57142857,mpro
"Valine, leucine and isoleucine biosynthesis",14,5,35.71428571,both
"Valine, leucine and isoleucine biosynthesis",14,1,7.142857143,humann2
"Valine, leucine and isoleucine degradation",36,1,2.777777778,both
"Valine, leucine and isoleucine degradation",36,6,16.66666667,mpro
Various types of N-glycan biosynthesis,23,1,4.347826087,mpro
Vitamin B6 metabolism,26,3,11.53846154,both
Vitamin B6 metabolism,26,2,7.692307692,humann2
Vitamin B6 metabolism,26,2,7.692307692,mpro
Xylene degradation,21,1,4.761904762,both
alpha-Linolenic acid metabolism,12,1,8.333333333,mpro
alpha-Linolenic acid metabolism,12,1,8.333333333,both
beta-Alanine metabolism,37,4,10.81081081,both
beta-Alanine metabolism,37,2,5.405405405,mpro
beta-Alanine metabolism,37,1,2.702702703,humann2
beta-Lactam resistance,1,1,100,humann2
mTOR signaling pathway,5,1,20,both
