gi|479155735|ref|NC_021015.1|:c1118532-1117069	1464	43	ERR899297.10007158	ERR899297.10010741	ERR899297.10012222	ERR899297.10012684	ERR899297.10017709	ERR899297.1002845	ERR899297.10036669	ERR899297.10043644	ERR899297.10044308	ERR899297.10045039	ERR899297.10045522	ERR899297.10045581	ERR899297.10048883	ERR899297.10053895	ERR899297.10055218	ERR899297.10057262	ERR899297.10061867	ERR899297.10064353	ERR899297.10069571	ERR899297.10070804	ERR899297.10074428	ERR899297.10077473	ERR899297.10080016	ERR899297.10081765	ERR899297.10083660	ERR899297.10089289	ERR899297.10001316	ERR899297.10007046	ERR899297.10007182	ERR899297.10011144	ERR899297.10014704	ERR899297.10016417	ERR899297.10017623	ERR899297.10028731	ERR899297.10033975	ERR899297.10042652	ERR899297.10045896	ERR899297.10062395	ERR899297.1006489	ERR899297.10070589	ERR899297.10073210	ERR899297.1008183	ERR899297.10089827
gi|479155735|ref|NC_021015.1|:1123788-1125284	1497	1	ERR899297.10053048
gi|479155735|ref|NC_021015.1|:1483501-1484364	864	1	ERR899297.10045141
gi|479155735|ref|NC_021015.1|:1530408-1530827	420	1	ERR899297.10023974
gi|479155735|ref|NC_021015.1|:1533773-1534966	1194	1	ERR899297.10082046
gi|479155735|ref|NC_021015.1|:1548961-1551231	2271	1	ERR899297.10059943
gi|479155735|ref|NC_021015.1|:1625337-1626962	1626	18	ERR899297.10021196	ERR899297.10022628	ERR899297.10029212	ERR899297.10048159	ERR899297.10050191	ERR899297.10054106	ERR899297.10070965	ERR899297.10077408	ERR899297.10003160	ERR899297.10011017	ERR899297.10012302	ERR899297.100132	ERR899297.10015679	ERR899297.10017066	ERR899297.10046597	ERR899297.10049334	ERR899297.10068085	ERR899297.10013872
gi|479155735|ref|NC_021015.1|:1820023-1821042	1020	1	ERR899297.10026865
gi|479155735|ref|NC_021015.1|:1822485-1823234	750	1	ERR899297.10083339
gi|479155735|ref|NC_021015.1|:1955316-1955513	198	5	ERR899297.10024520	ERR899297.10026308	ERR899297.10036677	ERR899297.10057623	ERR899297.10066698
gi|479155735|ref|NC_021015.1|:2061936-2063270	1335	1	ERR899297.10043026
gi|479155735|ref|NC_021015.1|:2096774-2098186	1413	1	ERR899297.10141842
gi|479155735|ref|NC_021015.1|:2103218-2104072	855	1	ERR899297.10077696
gi|479155735|ref|NC_021015.1|:2104053-2105129	1077	1	ERR899297.10032210
gi|479155735|ref|NC_021015.1|:2878581-2879273	693	1	ERR899297.10008192
gi|352683411|ref|NC_016077.1|:523566-524567	1002	1	ERR899297.10014163
gi|352683411|ref|NC_016077.1|:764748-765290	543	2	ERR899297.10039303	ERR899297.10006173
gi|352683411|ref|NC_016077.1|:c2345856-2345671	186	1	ERR899297.10059532
gi|375133618|ref|NC_016603.1|:3477838-3478641	804	5	ERR899297.10043799	ERR899297.10074191	ERR899297.10017788	ERR899297.10049603	ERR899297.10074221
gi|383775170|ref|NC_017093.1|:5221831-5223216	1386	1	ERR899297.10050003
gi|383775170|ref|NC_017093.1|:c5407743-5405029	2715	1	ERR899297.10002372
gi|550889302|ref|NC_022567.1|:664014-664622	609	1	ERR899297.10059432
gi|550889302|ref|NC_022567.1|:777448-778881	1434	1	ERR899297.10089479
gi|550889302|ref|NC_022567.1|:c1451540-1450467	1074	1	ERR899297.10087725
gi|550889302|ref|NC_022567.1|:c1743238-1741229	2010	1	ERR899297.10063664
gi|550889302|ref|NC_022567.1|:c2024332-2022581	1752	1	ERR899297.10003730
gi|187734516|ref|NC_010655.1|:201103-201549	447	1	ERR899297.10088413
gi|187734516|ref|NC_010655.1|:c221613-220441	1173	1	ERR899297.10067112
gi|187734516|ref|NC_010655.1|:548882-549403	522	1	ERR899297.1006429
gi|187734516|ref|NC_010655.1|:c603946-601745	2202	2	ERR899297.10022223	ERR899297.10023588
gi|187734516|ref|NC_010655.1|:922410-923450	1041	1	ERR899297.10036081
gi|187734516|ref|NC_010655.1|:986447-989029	2583	1	ERR899297.10039854
gi|187734516|ref|NC_010655.1|:1052357-1052686	330	1	ERR899297.10018638
gi|187734516|ref|NC_010655.1|:c1217976-1217203	774	1	ERR899297.10082348
gi|187734516|ref|NC_010655.1|:c1599752-1599129	624	1	ERR899297.10014736
gi|187734516|ref|NC_010655.1|:1839656-1849114	9459	1	ERR899297.10055761
gi|187734516|ref|NC_010655.1|:c2147109-2146414	696	1	ERR899297.1001582
gi|187734516|ref|NC_010655.1|:2160807-2161637	831	1	ERR899297.10045842
gi|187734516|ref|NC_010655.1|:c2424054-2422591	1464	1	ERR899297.10068286
gi|187734516|ref|NC_010655.1|:2492141-2492614	474	1	ERR899297.10000151
gi|187734516|ref|NC_010655.1|:c2500997-2500653	345	1	ERR899297.10067021
gi|187734516|ref|NC_010655.1|:2563628-2568004	4377	1	ERR899297.10001829
gi|390945347|ref|NC_018011.1|:107129-110044	2916	1	ERR899297.10079675
gi|390945347|ref|NC_018011.1|:122728-122922	195	1	ERR899297.10018075
gi|390945347|ref|NC_018011.1|:257581-260310	2730	1	ERR899297.10020072
gi|390945347|ref|NC_018011.1|:c357925-355436	2490	1	ERR899297.10042261
gi|390945347|ref|NC_018011.1|:c651842-650436	1407	1	ERR899297.10016739
gi|390945347|ref|NC_018011.1|:c657268-656978	291	1	ERR899297.10033438
gi|390945347|ref|NC_018011.1|:765695-767356	1662	1	ERR899297.10076951
gi|390945347|ref|NC_018011.1|:1220587-1220931	345	1	ERR899297.10075783
gi|390945347|ref|NC_018011.1|:c1226522-1224687	1836	1	ERR899297.10050226
gi|390945347|ref|NC_018011.1|:1230164-1232989	2826	1	ERR899297.10087520
gi|390945347|ref|NC_018011.1|:c1350493-1348886	1608	1	ERR899297.10018443
gi|390945347|ref|NC_018011.1|:1637034-1638275	1242	1	ERR899297.10046714
gi|390945347|ref|NC_018011.1|:c1683415-1681649	1767	1	ERR899297.1008835
gi|390945347|ref|NC_018011.1|:c1752266-1751268	999	1	ERR899297.1006624
gi|390945347|ref|NC_018011.1|:1876297-1876905	609	1	ERR899297.10082656
gi|390945347|ref|NC_018011.1|:1919048-1919428	381	1	ERR899297.10078005
gi|390945347|ref|NC_018011.1|:1927979-1928539	561	1	ERR899297.10000159
gi|390945347|ref|NC_018011.1|:1932429-1933805	1377	1	ERR899297.10074192
gi|390945347|ref|NC_018011.1|:2287830-2288096	267	1	ERR899297.10059497
gi|390945347|ref|NC_018011.1|:2294577-2295275	699	1	ERR899297.10000786
gi|390945347|ref|NC_018011.1|:c2694442-2692304	2139	1	ERR899297.10003830
gi|390945347|ref|NC_018011.1|:2784027-2786456	2430	1	ERR899297.10088209
gi|390945347|ref|NC_018011.1|:2853565-2854614	1050	1	ERR899297.10039532
gi|390945347|ref|NC_018011.1|:c2973848-2972544	1305	1	ERR899297.10071450
gi|390945347|ref|NC_018011.1|:c3193461-3192520	942	1	ERR899297.10087863
gi|390945347|ref|NC_018011.1|:3318070-3318456	387	2	ERR899297.10008032	ERR899297.10035550
gi|390945347|ref|NC_018011.1|:3404117-3405307	1191	1	ERR899297.10049883
gi|390945347|ref|NC_018011.1|:3606409-3608199	1791	1	ERR899297.10063165
gi|479185170|ref|NC_021030.1|:c103952-102561	1392	1	ERR899297.10088215
gi|479185170|ref|NC_021030.1|:c796962-795868	1095	1	ERR899297.10082900
gi|479185170|ref|NC_021030.1|:1216716-1216988	273	1	ERR899297.10052104
gi|479185170|ref|NC_021030.1|:1217082-1219325	2244	1	ERR899297.10058436
gi|479185170|ref|NC_021030.1|:1494249-1495496	1248	1	ERR899297.10005670
gi|479185170|ref|NC_021030.1|:c1610974-1609907	1068	1	ERR899297.10051186
gi|479185170|ref|NC_021030.1|:c1642794-1642600	195	1	ERR899297.1000529
gi|479185170|ref|NC_021030.1|:c1867264-1866512	753	1	ERR899297.1006982
gi|479185170|ref|NC_021030.1|:2325973-2326596	624	1	ERR899297.10081032
gi|479185170|ref|NC_021030.1|:2390877-2392172	1296	1	ERR899297.10009977
gi|479185170|ref|NC_021030.1|:2393487-2393651	165	1	ERR899297.10010260
gi|479185170|ref|NC_021030.1|:c2446757-2445657	1101	1	ERR899297.10066141
gi|479185170|ref|NC_021030.1|:2547628-2549463	1836	1	ERR899297.10064322
gi|479185170|ref|NC_021030.1|:2587288-2588412	1125	1	ERR899297.10072539
gi|479185170|ref|NC_021030.1|:2739526-2740542	1017	1	ERR899297.10027720
gi|479185170|ref|NC_021030.1|:2895362-2896672	1311	1	ERR899297.10033199
gi|479185170|ref|NC_021030.1|:c2908294-2906717	1578	1	ERR899297.1007207
gi|479185170|ref|NC_021030.1|:3430854-3432701	1848	1	ERR899297.10090845
gi|479185170|ref|NC_021030.1|:3432704-3434842	2139	1	ERR899297.10088637
gi|479185170|ref|NC_021030.1|:c3439142-3437112	2031	1	ERR899297.10046061
gi|479185170|ref|NC_021030.1|:3660674-3661417	744	1	ERR899297.1006935
gi|479185170|ref|NC_021030.1|:c3683187-3678928	4260	2	ERR899297.10015026	ERR899297.10032011
gi|479185170|ref|NC_021030.1|:c3686973-3683224	3750	2	ERR899297.10036423	ERR899297.10025367
gi|150387853|ref|NC_009633.1|:c4596208-4594997	1212	1	ERR899297.10072820
gi|406705597|ref|NC_018643.1|:c691277-689199	2079	11	ERR899297.10014710	ERR899297.10025201	ERR899297.10030033	ERR899297.10033460	ERR899297.10056691	ERR899297.10079942	ERR899297.10015162	ERR899297.10069666	ERR899297.1007041	ERR899297.10085384	ERR899297.10089004
gi|86156430|ref|NC_007760.1|:4031993-4035196	3204	1	ERR899297.10056213
gi|317126741|ref|NC_014829.1|:145579-147657	2079	1	ERR899297.10048975
gi|56961782|ref|NC_006582.1|:c3193606-3191081	2526	1	ERR899297.1000790
gi|347750441|ref|NC_016023.1|:1654842-1656467	1626	1	ERR899297.10070560
gi|549473062|ref|NC_022524.1|:153330-153548	219	1	ERR899297.10052069
gi|384044176|ref|NC_017138.1|:707343-707516	174	1	ERR899297.10054129
gi|316994385|ref|NC_013791.2|:286039-287679	1641	1	ERR899297.10041544
gi|53711291|ref|NC_006347.1|:115091-115501	411	1	ERR899297.10070253
gi|53711291|ref|NC_006347.1|:c124670-124362	309	1	ERR899297.10031877
gi|53711291|ref|NC_006347.1|:c129918-127414	2505	1	ERR899297.10076879
gi|53711291|ref|NC_006347.1|:c160231-158660	1572	1	ERR899297.10064618
gi|53711291|ref|NC_006347.1|:c162246-161884	363	1	ERR899297.10082487
gi|53711291|ref|NC_006347.1|:c1218030-1217761	270	1	ERR899297.1008253
gi|53711291|ref|NC_006347.1|:c1351210-1350863	348	25	ERR899297.100034	ERR899297.10004401	ERR899297.10010245	ERR899297.10020647	ERR899297.10025136	ERR899297.10035390	ERR899297.10053156	ERR899297.10054277	ERR899297.10059614	ERR899297.10066208	ERR899297.10067947	ERR899297.10071216	ERR899297.10076201	ERR899297.10079124	ERR899297.10083796	ERR899297.10001060	ERR899297.10005777	ERR899297.10010300	ERR899297.10010956	ERR899297.10021431	ERR899297.10022774	ERR899297.10042363	ERR899297.10068118	ERR899297.10071641	ERR899297.10081229
gi|53711291|ref|NC_006347.1|:1382249-1383529	1281	1	ERR899297.10032768
gi|53711291|ref|NC_006347.1|:1605466-1606734	1269	1	ERR899297.10032370
gi|53711291|ref|NC_006347.1|:c1623036-1622401	636	1	ERR899297.10024606
gi|53711291|ref|NC_006347.1|:c1626600-1625449	1152	1	ERR899297.10070412
gi|53711291|ref|NC_006347.1|:2309087-2309674	588	1	ERR899297.10056045
gi|53711291|ref|NC_006347.1|:c2920572-2917852	2721	1	ERR899297.10037212
gi|53711291|ref|NC_006347.1|:c3162022-3161672	351	6	ERR899297.10056165	ERR899297.10016039	ERR899297.10010283	ERR899297.10066341	ERR899297.10046719	ERR899297.10068931
gi|53711291|ref|NC_006347.1|:c4777881-4775764	2118	1	ERR899297.10042504
gi|53711291|ref|NC_006347.1|:c4795048-4793864	1185	1	ERR899297.10080647
gi|319899888|ref|NC_014933.1|:c24579-24130	450	1	ERR899297.10036904
gi|319899888|ref|NC_014933.1|:c277119-276115	1005	1	ERR899297.10084625
gi|319899888|ref|NC_014933.1|:347601-347954	354	1	ERR899297.10046846
gi|319899888|ref|NC_014933.1|:c693389-690324	3066	1	ERR899297.10059570
gi|319899888|ref|NC_014933.1|:c694778-693513	1266	1	ERR899297.10004534
gi|319899888|ref|NC_014933.1|:1339556-1340740	1185	1	ERR899297.10040048
gi|319899888|ref|NC_014933.1|:1341085-1341627	543	1	ERR899297.10000387
gi|319899888|ref|NC_014933.1|:1341685-1342128	444	1	ERR899297.10053527
gi|319899888|ref|NC_014933.1|:1364871-1365317	447	2	ERR899297.10082870	ERR899297.10020917
gi|319899888|ref|NC_014933.1|:1366680-1367480	801	1	ERR899297.10042445
gi|319899888|ref|NC_014933.1|:1918275-1920065	1791	1	ERR899297.10006323
gi|319899888|ref|NC_014933.1|:2136977-2137903	927	1	ERR899297.10079645
gi|319899888|ref|NC_014933.1|:2824111-2825298	1188	1	ERR899297.1002190
gi|319899888|ref|NC_014933.1|:3395092-3396252	1161	1	ERR899297.10020198
gi|319899888|ref|NC_014933.1|:3425325-3425879	555	11	ERR899297.10030608	ERR899297.10037131	ERR899297.10038633	ERR899297.10060427	ERR899297.10082512	ERR899297.10085440	ERR899297.10034630	ERR899297.10043277	ERR899297.10054749	ERR899297.10071912	ERR899297.1008087
gi|319899888|ref|NC_014933.1|:3874624-3877590	2967	1	ERR899297.1008532
gi|325297172|ref|NC_015164.1|:c1219998-1215679	4320	1	ERR899297.10074042
gi|325297172|ref|NC_015164.1|:c1612695-1611685	1011	1	ERR899297.10003041
gi|325297172|ref|NC_015164.1|:2970279-2972783	2505	1	ERR899297.10063145
gi|29345410|ref|NC_004663.1|:c2723805-2723104	702	1	ERR899297.1002928
gi|29345410|ref|NC_004663.1|:c4295305-4294535	771	1	ERR899297.10012778
gi|29345410|ref|NC_004663.1|:4996162-4997517	1356	1	ERR899297.10010917
gi|29345410|ref|NC_004663.1|:5084365-5085495	1131	1	ERR899297.10054803
gi|29345410|ref|NC_004663.1|:c5614913-5613903	1011	1	ERR899297.10066161
gi|150002608|ref|NC_009614.1|:556498-556803	306	1	ERR899297.10056186
gi|150002608|ref|NC_009614.1|:c558287-557541	747	1	ERR899297.10073290
gi|150002608|ref|NC_009614.1|:c738476-737466	1011	1	ERR899297.10004859
gi|150002608|ref|NC_009614.1|:c743886-743119	768	1	ERR899297.10081436
gi|150002608|ref|NC_009614.1|:c1120005-1118821	1185	1	ERR899297.10075739
gi|150002608|ref|NC_009614.1|:1564801-1565811	1011	1	ERR899297.10076858
gi|150002608|ref|NC_009614.1|:c2706019-2704724	1296	1	ERR899297.10083187
gi|150002608|ref|NC_009614.1|:c2897656-2896460	1197	1	ERR899297.10066503
gi|150002608|ref|NC_009614.1|:c3015154-3014483	672	1	ERR899297.10057165
gi|150002608|ref|NC_009614.1|:3258596-3258970	375	1	ERR899297.10028809
gi|150002608|ref|NC_009614.1|:3985915-3987102	1188	1	ERR899297.10005604
gi|150002608|ref|NC_009614.1|:c4046930-4046340	591	1	ERR899297.10036499
gi|150002608|ref|NC_009614.1|:4135770-4137815	2046	1	ERR899297.10025383
gi|150002608|ref|NC_009614.1|:4387771-4389273	1503	1	ERR899297.10050864
gi|150002608|ref|NC_009614.1|:c4402897-4402544	354	1	ERR899297.10074624
gi|150002608|ref|NC_009614.1|:c4448892-4447882	1011	1	ERR899297.10023439
gi|479162165|ref|NC_021017.1|:132462-135689	3228	1	ERR899297.10078727
gi|479162165|ref|NC_021017.1|:236296-239016	2721	1	ERR899297.10026351
gi|479162165|ref|NC_021017.1|:c272629-270965	1665	1	ERR899297.10071292
gi|479162165|ref|NC_021017.1|:c300313-299144	1170	1	ERR899297.10036177
gi|479162165|ref|NC_021017.1|:548109-548369	261	1	ERR899297.10053754
gi|479162165|ref|NC_021017.1|:c576796-575903	894	1	ERR899297.10008733
gi|479162165|ref|NC_021017.1|:c708037-706721	1317	1	ERR899297.10084999
gi|479162165|ref|NC_021017.1|:c709601-708078	1524	1	ERR899297.10058817
gi|479162165|ref|NC_021017.1|:829657-830973	1317	2	ERR899297.10064394	ERR899297.10075649
gi|479162165|ref|NC_021017.1|:c884029-883580	450	1	ERR899297.10029305
gi|479162165|ref|NC_021017.1|:918142-918858	717	1	ERR899297.10013823
gi|479162165|ref|NC_021017.1|:c970375-966470	3906	1	ERR899297.10024791
gi|479162165|ref|NC_021017.1|:1210808-1212445	1638	1	ERR899297.10063133
gi|479162165|ref|NC_021017.1|:c1272580-1271348	1233	1	ERR899297.10034514
gi|479162165|ref|NC_021017.1|:1295069-1295512	444	1	ERR899297.10005073
gi|479162165|ref|NC_021017.1|:c1304223-1302550	1674	1	ERR899297.10083398
gi|479162165|ref|NC_021017.1|:1306583-1307632	1050	1	ERR899297.10065351
gi|479162165|ref|NC_021017.1|:1463291-1464088	798	1	ERR899297.10055559
gi|479162165|ref|NC_021017.1|:1465214-1465684	471	1	ERR899297.100856
gi|479162165|ref|NC_021017.1|:c1519384-1518050	1335	4	ERR899297.10047985	ERR899297.10084708	ERR899297.10013266	ERR899297.10054997
gi|479162165|ref|NC_021017.1|:c1656248-1655073	1176	1	ERR899297.10025972
gi|479162165|ref|NC_021017.1|:1754865-1756334	1470	1	ERR899297.10082835
gi|479162165|ref|NC_021017.1|:c1769376-1768912	465	1	ERR899297.1008182
gi|479162165|ref|NC_021017.1|:1795260-1798364	3105	1	ERR899297.10038005
gi|479162165|ref|NC_021017.1|:c1875839-1874742	1098	1	ERR899297.10060653
gi|479162165|ref|NC_021017.1|:1889312-1890718	1407	1	ERR899297.10067885
gi|479162165|ref|NC_021017.1|:1929002-1930141	1140	1	ERR899297.10024510
gi|479162165|ref|NC_021017.1|:1936409-1936759	351	2	ERR899297.10009255	ERR899297.10014868
gi|479162165|ref|NC_021017.1|:c1995105-1992400	2706	1	ERR899297.10054798
gi|479162165|ref|NC_021017.1|:c2171000-2170635	366	1	ERR899297.1004464
gi|479162165|ref|NC_021017.1|:c2171906-2171472	435	1	ERR899297.10006786
gi|479162165|ref|NC_021017.1|:c2174228-2173404	825	1	ERR899297.10089038
gi|479162165|ref|NC_021017.1|:c2179381-2178971	411	1	ERR899297.10007925
gi|479162165|ref|NC_021017.1|:c2189219-2188701	519	1	ERR899297.10023834
gi|479162165|ref|NC_021017.1|:c2189933-2189235	699	1	ERR899297.10079707
gi|479162165|ref|NC_021017.1|:c2192530-2191346	1185	2	ERR899297.10033078	ERR899297.10009176
gi|479162165|ref|NC_021017.1|:2270003-2271610	1608	1	ERR899297.10007874
gi|479162165|ref|NC_021017.1|:c2379045-2377228	1818	1	ERR899297.10022797
gi|479162165|ref|NC_021017.1|:2384555-2387566	3012	1	ERR899297.10025074
gi|479162165|ref|NC_021017.1|:2425020-2426714	1695	1	ERR899297.10044384
gi|479162165|ref|NC_021017.1|:c2503908-2503132	777	1	ERR899297.10003217
gi|479162165|ref|NC_021017.1|:c2641309-2640362	948	1	ERR899297.10080912
gi|479162165|ref|NC_021017.1|:c2730261-2727763	2499	1	ERR899297.10057503
gi|479162165|ref|NC_021017.1|:c2749183-2748308	876	1	ERR899297.10010536
gi|479162165|ref|NC_021017.1|:2760017-2760787	771	1	ERR899297.10011400
gi|479162165|ref|NC_021017.1|:2847474-2848052	579	1	ERR899297.10061033
gi|479162165|ref|NC_021017.1|:c2899246-2898866	381	1	ERR899297.10007460
gi|479162165|ref|NC_021017.1|:3328153-3328662	510	1	ERR899297.1002245
gi|479162165|ref|NC_021017.1|:3607921-3610731	2811	1	ERR899297.10031419
gi|479162165|ref|NC_021017.1|:3610776-3612533	1758	1	ERR899297.10041125
gi|479162165|ref|NC_021017.1|:3673725-3675683	1959	1	ERR899297.10089131
gi|479162165|ref|NC_021017.1|:3709592-3710350	759	1	ERR899297.1000870
gi|479162165|ref|NC_021017.1|:3723193-3724293	1101	1	ERR899297.10014650
gi|479162165|ref|NC_021017.1|:c3931028-3930006	1023	1	ERR899297.1008910
gi|479162165|ref|NC_021017.1|:c4219296-4218286	1011	1	ERR899297.10065729
gi|479162165|ref|NC_021017.1|:c4232975-4232472	504	1	ERR899297.10062170
gi|479162165|ref|NC_021017.1|:4246668-4247918	1251	1	ERR899297.10044998
gi|479162165|ref|NC_021017.1|:c4253283-4251643	1641	1	ERR899297.10006236
gi|479162165|ref|NC_021017.1|:c4263600-4261675	1926	1	ERR899297.10036783
gi|479162165|ref|NC_021017.1|:c4271531-4265688	5844	1	ERR899297.10019879
gi|479162165|ref|NC_021017.1|:c4274227-4272137	2091	1	ERR899297.10082888
gi|479162165|ref|NC_021017.1|:c4315893-4315093	801	1	ERR899297.10068406
gi|479162165|ref|NC_021017.1|:4334062-4335012	951	1	ERR899297.10048645
gi|479162165|ref|NC_021017.1|:c5130149-5129448	702	2	ERR899297.1005441	ERR899297.10020897
gi|479162165|ref|NC_021017.1|:c5185420-5184956	465	1	ERR899297.10064580
gi|479162165|ref|NC_021017.1|:c5185737-5185438	300	1	ERR899297.1003734
gi|479162165|ref|NC_021017.1|:c5313249-5311534	1716	1	ERR899297.10011643
gi|479162165|ref|NC_021017.1|:c5571660-5569915	1746	1	ERR899297.1004091
gi|479162165|ref|NC_021017.1|:5587742-5587927	186	1	ERR899297.10058415
gi|479162165|ref|NC_021017.1|:5702206-5703465	1260	1	ERR899297.10042087
gi|479162165|ref|NC_021017.1|:c5721766-5720762	1005	1	ERR899297.10069965
gi|479162165|ref|NC_021017.1|:5722200-5722454	255	1	ERR899297.10088340
gi|479162165|ref|NC_021017.1|:5752395-5752937	543	1	ERR899297.1007108
gi|479162165|ref|NC_021017.1|:5763046-5764053	1008	2	ERR899297.10031455	ERR899297.10025339
gi|479162165|ref|NC_021017.1|:5771946-5773190	1245	1	ERR899297.10086499
gi|479162165|ref|NC_021017.1|:5849889-5851229	1341	1	ERR899297.10052109
gi|479162165|ref|NC_021017.1|:5905782-5906528	747	1	ERR899297.10044390
gi|119025018|ref|NC_008618.1|:c294422-292560	1863	1	ERR899297.10031500
gi|384194622|ref|NC_017217.1|:604577-605929	1353	1	ERR899297.10034453
gi|311063459|ref|NC_014638.1|:334673-335866	1194	1	ERR899297.10056630
gi|58036264|ref|NC_004307.2|:1996988-1997644	657	1	ERR899297.10044489
gi|470201995|ref|NC_020546.1|:c1884047-1883739	309	1	ERR899297.1000617
gi|296125058|ref|NC_014150.1|:c304047-302860	1188	6	ERR899297.10012080	ERR899297.10024307	ERR899297.10039657	ERR899297.10084344	ERR899297.10047566	ERR899297.10079475
gi|434380778|ref|NC_018604.1|:c2600536-2598455	2082	1	ERR899297.10003909
gi|186474773|ref|NC_010622.1|:c2603164-2602271	894	1	ERR899297.10014348
gi|479181986|ref|NC_021024.1|:c882267-881074	1194	1	ERR899297.10065993
gi|479181986|ref|NC_021024.1|:c1735743-1733116	2628	1	ERR899297.10047299
gi|479181986|ref|NC_021024.1|:c1866095-1865529	567	2	ERR899297.1004376	ERR899297.10028700
gi|479192860|ref|NC_021035.1|:c548148-546412	1737	1	ERR899297.10086253
gi|479192860|ref|NC_021035.1|:1020645-1022036	1392	2	ERR899297.1005939	ERR899297.10064300
gi|479192860|ref|NC_021035.1|:1066337-1066711	375	3	ERR899297.10005705	ERR899297.10015760	ERR899297.10006840
gi|479192860|ref|NC_021035.1|:1136773-1137603	831	2	ERR899297.10048977	ERR899297.10009336
gi|479192860|ref|NC_021035.1|:1169353-1169445	93	1	ERR899297.10018859
gi|479192860|ref|NC_021035.1|:1365356-1365535	180	1	ERR899297.10070331
gi|479192860|ref|NC_021035.1|:1368951-1370144	1194	2	ERR899297.10064144	ERR899297.10072086
gi|479192860|ref|NC_021035.1|:1463648-1464190	543	1	ERR899297.10018534
gi|479192860|ref|NC_021035.1|:1638210-1639229	1020	1	ERR899297.10061974
gi|479192860|ref|NC_021035.1|:2573495-2573671	177	2	ERR899297.10008274	ERR899297.10026540
gi|479192860|ref|NC_021035.1|:c2882518-2881238	1281	1	ERR899297.10063399
gi|479192860|ref|NC_021035.1|:c3425549-3424341	1209	1	ERR899297.10043973
gi|479192860|ref|NC_021035.1|:c3520486-3517847	2640	1	ERR899297.10065930
gi|479158859|ref|NC_021016.1|:c337012-336002	1011	1	ERR899297.10062132
gi|479158859|ref|NC_021016.1|:1049094-1049885	792	1	ERR899297.10006162
gi|479158859|ref|NC_021016.1|:1050900-1052051	1152	1	ERR899297.10058854
gi|479158859|ref|NC_021016.1|:1085402-1085683	282	1	ERR899297.10080055
gi|479158859|ref|NC_021016.1|:1114262-1115401	1140	1	ERR899297.10054490
gi|479158859|ref|NC_021016.1|:1824092-1825777	1686	13	ERR899297.10011083	ERR899297.1001356	ERR899297.10015503	ERR899297.10021243	ERR899297.10038180	ERR899297.10045159	ERR899297.10053380	ERR899297.10055823	ERR899297.10058763	ERR899297.10065842	ERR899297.10072534	ERR899297.10000940	ERR899297.10072561
gi|479158859|ref|NC_021016.1|:2110480-2112735	2256	1	ERR899297.10030175
gi|479158859|ref|NC_021016.1|:2138187-2138879	693	1	ERR899297.10035306
gi|479158859|ref|NC_021016.1|:2160245-2161438	1194	1	ERR899297.10005913
gi|479158859|ref|NC_021016.1|:2163295-2164074	780	1	ERR899297.10011205
gi|479158859|ref|NC_021016.1|:2341086-2341631	546	6	ERR899297.10038853	ERR899297.100550	ERR899297.10061411	ERR899297.10016115	ERR899297.10065410	ERR899297.10065128
