Pathway,both,humann2,mpro,num_Ecs,sample
Retinol metabolism,1.0,0.0,2.0,14,kimchi_67_ec
Riboflavin metabolism,3.0,1.0,8.0,28,kimchi_67_ec
Secondary bile acid biosynthesis,0.0,1.0,0.0,14,kimchi_67_ec
Selenocompound metabolism,6.0,1.0,4.0,18,kimchi_67_ec
Sesquiterpenoid and triterpenoid biosynthesis,0.0,0.0,4.0,80,kimchi_67_ec
Sphingolipid metabolism,2.0,0.0,7.0,27,kimchi_67_ec
Starch and sucrose metabolism,14.0,3.0,21.0,76,kimchi_67_ec
Staurosporine biosynthesis,0.0,0.0,1.0,17,kimchi_67_ec
Steroid biosynthesis,0.0,0.0,5.0,25,kimchi_67_ec
Steroid hormone biosynthesis,0.0,0.0,3.0,36,kimchi_67_ec
"Stilbenoid, diarylheptanoid and gingerol biosynthesis",0.0,0.0,2.0,12,kimchi_67_ec
Streptomycin biosynthesis,7.0,0.0,3.0,18,kimchi_67_ec
Styrene degradation,0.0,1.0,4.0,19,kimchi_67_ec
Sulfur metabolism,8.0,0.0,9.0,50,kimchi_67_ec
Synthesis and degradation of ketone bodies,3.0,0.0,2.0,6,kimchi_67_ec
T cell receptor signaling pathway,2.0,0.0,0.0,2,kimchi_67_ec
Taurine and hypotaurine metabolism,2.0,0.0,6.0,19,kimchi_67_ec
Terpenoid backbone biosynthesis,8.0,1.0,15.0,51,kimchi_67_ec
Th1 and Th2 cell differentiation,1.0,0.0,0.0,1,kimchi_67_ec
Thermogenesis,1.0,0.0,0.0,1,kimchi_67_ec
Thiamine metabolism,8.0,2.0,6.0,26,kimchi_67_ec
Toluene degradation,0.0,1.0,3.0,26,kimchi_67_ec
"Tropane, piperidine and pyridine alkaloid biosynthesis",4.0,0.0,2.0,27,kimchi_67_ec
Tryptophan metabolism,6.0,1.0,11.0,60,kimchi_67_ec
Tyrosine metabolism,4.0,3.0,13.0,64,kimchi_67_ec
Ubiquinone and other terpenoid-quinone biosynthesis,6.0,0.0,11.0,40,kimchi_67_ec
"Valine, leucine and isoleucine biosynthesis",7.0,0.0,1.0,14,kimchi_67_ec
"Valine, leucine and isoleucine degradation",7.0,3.0,10.0,36,kimchi_67_ec
Various types of N-glycan biosynthesis,2.0,0.0,6.0,23,kimchi_67_ec
Vitamin B6 metabolism,5.0,0.0,4.0,26,kimchi_67_ec
Xylene degradation,1.0,1.0,0.0,21,kimchi_67_ec
Zeatin biosynthesis,1.0,0.0,2.0,10,kimchi_67_ec
alpha-Linolenic acid metabolism,3.0,0.0,6.0,12,kimchi_67_ec
beta-Alanine metabolism,2.0,1.0,10.0,37,kimchi_67_ec
beta-Lactam resistance,1.0,0.0,0.0,1,kimchi_67_ec
mTOR signaling pathway,1.0,0.0,1.0,5,kimchi_67_ec
