GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,unclassified,210,1214,0.0.0.0,5780.952380952381
gi|479176048|ref|NC_021022.1|:c3228946-3228650|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_D4LUC2|UniRef50_D4LUC2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,297,1417,0.0.0.0,4771.043771043771
gi|396475797|ref|XM_003839825.1||5022|g__Leptosphaeria.s__Leptosphaeria_maculans|UniRef90_E4ZYE9|UniRef50_E4ZYE9,unclassified,168,576,0.0.0.0,3428.5714285714284
gi|520917857|ref|NZ_KE360606.1|:976-1138|83554|g__Chlamydia.s__Chlamydia_psittaci|UniRef90_S7K4H7|UniRef50_S7K4H7,unclassified,163,436,0.0.0.0,2674.846625766871
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,144,353,0.0.0.0,2451.388888888889
gi|156086309|ref|XM_001610514.1||5865|g__Babesia.s__Babesia_bovis|UniRef90_A7AR27|UniRef50_M2QXC0,unclassified,300,583,0.0.0.0,1943.3333333333335
gi|211596838|ref|NZ_DS264292.1|:c473-312|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV7|UniRef50_A5ZYV7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,162,290,0.0.0.0,1790.1234567901233
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,unclassified,123,206,0.0.0.0,1674.7967479674796
gi|410101286|ref|NZ_JH976472.1|:c313330-313109|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X2N4|UniRef50_R6X2N4,unclassified,222,352,0.0.0.0,1585.5855855855855
gi|490136654|ref|NZ_KB822566.1|:243549-243785|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDX1|UniRef50_N1ZDX1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Weissella,237,362,0.0.0.0,1527.4261603375528
gi|522837959|ref|NZ_KE159525.1|:107427-107663|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AYS9|UniRef50_E1WNG8,unclassified,237,332,0.0.0.0,1400.84388185654
gi|146386240|ref|NZ_AAYG02000024.1|:19088-19276|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,189,224,0.0.0.0,1185.1851851851852
gi|224514971|ref|NZ_DS499684.1|:c1568-1380|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,189,223,0.0.0.0,1179.8941798941798
gi|211596924|ref|NZ_DS264378.1|:c6613-6362|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_B5CLP5|UniRef50_H6R3P8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,252,294,0.0.0.0,1166.6666666666667
gi|211596893|ref|NZ_DS264347.1|:81254-81484|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KR94|UniRef50_D6SFJ7,unclassified,231,269,0.0.0.0,1164.5021645021645
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root,165,191,0.0.0.0,1157.5757575757575
gi|224515056|ref|NZ_DS547029.1|:c240-100|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_B0P4F9|UniRef50_B0P4F9,unclassified,141,157,0.0.0.0,1113.4751773049647
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Marinilabiliaceae;g_Anaerophaga;s_uncultured Anaerophaga sp.,150,163,0.0.0.0,1086.6666666666667
gi|224514740|ref|NZ_DS480694.1|:c452636-452373|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_A8RZB5|UniRef50_M1Y8K3,root,264,271,0.0.0.0,1026.5151515151515
gi|283767251|ref|NZ_GG730325.1|:121-312|411486|g__Clostridium.s__Clostridium_sp_M62_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,192,195,0.0.0.0,1015.625
gi|490134789|ref|NZ_KB822565.1|:c747526-747329|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMT4|UniRef50_H5XV78,unclassified,198,200,0.0.0.0,1010.10101010101
gi|211596893|ref|NZ_DS264347.1|:77319-77549|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5Z2Z6|UniRef50_M1YD77,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,231,213,0.0.0.0,922.077922077922
gi|224515028|ref|NZ_DS547001.1|:c536-345|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria,192,174,0.0.0.0,906.25
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root;k_Bacteria,345,311,0.0.0.0,901.4492753623189
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,600,536,0.0.0.0,893.3333333333334
gi|211596885|ref|NZ_DS264339.1|:4513-4842|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM3|UniRef50_L0CZD0,root;k_Bacteria,330,286,0.0.0.0,866.6666666666666
gi|223667574|ref|NZ_DS264394.1|:4801-5064|88431|g__Dorea.s__Dorea_longicatena|UniRef90_unknown|UniRef50_B0TIG5,unclassified,264,226,0.0.0.0,856.060606060606
gi|211596901|ref|NZ_DS264355.1|:c1684-1436|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KRH1|UniRef50_A6P1U3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,249,213,0.0.0.0,855.4216867469879
gi|224514740|ref|NZ_DS480694.1|:c452636-452373|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_A8RZB5|UniRef50_M1Y8K3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,264,212,0.0.0.0,803.030303030303
gi|223667734|ref|NZ_DS264554.1|:178885-179031|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LQH0|UniRef50_H6R3P7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,147,116,0.0.0.0,789.1156462585035
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,root;k_Bacteria,144,113,0.0.0.0,784.7222222222223
gi|508605261|ref|NC_019425.2|:3352812-3353144|2751|g__Carnobacterium.s__Carnobacterium_maltaromaticum|UniRef90_K8EDY4|UniRef50_F2M801,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus,333,245,0.0.0.0,735.7357357357357
gi|146386240|ref|NZ_AAYG02000024.1|:c17782-17516|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_B5CLP5|UniRef50_H6R3P8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,267,193,0.0.0.0,722.8464419475655
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root,210,149,0.0.0.0,709.5238095238095
gi|490137911|ref|NZ_KB822568.1|:8340-8591|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZB07|UniRef50_N1ZB07,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium botulinum,252,169,0.0.0.0,670.6349206349206
gi|519790642|gb|ATNB01000076.1|:171-217|83554|g__Chlamydia.s__Chlamydia_psittaci|UniRef90_L8HMG2|UniRef50_L8HMG2,unclassified,47,31,0.0.0.0,659.5744680851063
gi|224514849|ref|NZ_DS483523.1|:c251181-251038|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A8ST08|UniRef50_A8ST08,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,144,94,0.0.0.0,652.7777777777778
gi|224515023|ref|NZ_DS546999.1|:c165529-165263|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_B0NWR4|UniRef50_B0NX14,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,267,173,0.0.0.0,647.940074906367
gi|410101287|ref|NZ_JH976473.1|:420606-421040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WQ56|UniRef50_F4KNP0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,435,272,0.0.0.0,625.2873563218391
gi|225001177|ref|NZ_DS990168.1|:c3468-3184|46228|g__Ruminococcus.s__Ruminococcus_lactaris|UniRef90_B5CLP5|UniRef50_H6R3P8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,285,177,0.0.0.0,621.0526315789474
gi|223667765|ref|NZ_DS264585.1|:1771-2040|1660|g__Actinomyces.s__Actinomyces_odontolyticus|UniRef90_A7B8Q3|UniRef50_Q57L44,unclassified,270,167,0.0.0.0,618.5185185185185
gi|211596893|ref|NZ_DS264347.1|:80135-80413|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria,279,170,0.0.0.0,609.3189964157706
gi|424856175|ref|NZ_JH377177.1|:c275-1|37919|g__Rhodococcus.s__Rhodococcus_opacus|UniRef90_UPI00029CCAA7|UniRef50_H1A173,unclassified,275,164,0.0.0.0,596.3636363636363
gi|211596885|ref|NZ_DS264339.1|:4513-4842|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM3|UniRef50_L0CZD0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,330,196,0.0.0.0,593.9393939393939
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,root,144,85,0.0.0.0,590.2777777777778
gi|224514849|ref|NZ_DS483523.1|:c251181-251038|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A8ST08|UniRef50_A8ST08,root;k_Bacteria,144,85,0.0.0.0,590.2777777777778
gi|224514852|ref|NZ_DS483526.1|:249441-249743|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A7VD49|UniRef50_Q57L44,root;k_Bacteria,303,177,0.0.0.0,584.1584158415842
gi|146386240|ref|NZ_AAYG02000024.1|:19088-19276|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria,189,109,0.0.0.0,576.7195767195767
gi|223667802|ref|NZ_DS480313.1|:915-1217|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_A7VD49|UniRef50_Q57L44,root;k_Bacteria,303,174,0.0.0.0,574.2574257425742
gi|490134789|ref|NZ_KB822565.1|:c626921-626370|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDM7|UniRef50_C9XIP0,unclassified,552,297,0.0.0.0,538.0434782608695
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,unclassified,396,205,0.0.0.0,517.6767676767677
gi|224514971|ref|NZ_DS499684.1|:c1568-1380|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria,189,93,0.0.0.0,492.06349206349205
gi|211596839|ref|NZ_DS264293.1|:c2400-2254|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU6|UniRef50_A5ZYU6,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,147,71,0.0.0.0,482.99319727891157
gi|224515034|ref|NZ_DS547007.1|:27-311|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_B0NX14|UniRef50_B0NX14,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,285,136,0.0.0.0,477.1929824561404
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,345,161,0.0.0.0,466.6666666666667
gi|146386241|ref|NZ_AAYG02000025.1|:881-1111|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B5X1|UniRef50_C7T763,unclassified,231,107,0.0.0.0,463.2034632034632
gi|224515028|ref|NZ_DS547001.1|:c536-345|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root,192,88,0.0.0.0,458.3333333333333
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root;k_Bacteria,600,270,0.0.0.0,450.0
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,231,103,0.0.0.0,445.8874458874459
gi|422868958|ref|NZ_GL884071.1|:108-377|1351|g__Enterococcus.s__Enterococcus_faecalis|UniRef90_F3R5J3|UniRef50_M1Y8K3,unclassified,270,118,0.0.0.0,437.037037037037
gi|254469095|ref|NZ_DS996805.1|:c1050-874|439495|g__Pseudovibrio.s__Pseudovibrio_sp_JE062|UniRef90_B6QWP6|UniRef50_D6SA04,unclassified,177,75,0.0.0.0,423.7288135593221
gi|211596808|ref|NZ_DS264262.1|:3292-3495|39496|g__Eubacterium.s__Eubacterium_ventriosum|UniRef90_A5Z326|UniRef50_A5Z326,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,204,85,0.0.0.0,416.6666666666667
gi|211596901|ref|NZ_DS264355.1|:c1684-1436|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KRH1|UniRef50_A6P1U3,root;k_Bacteria,249,102,0.0.0.0,409.6385542168675
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,345,138,0.0.0.0,400.00000000000006
gi|197920153|ref|NZ_AARX02000017.1|:c1070-738|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZP5|UniRef50_F2M801,unclassified,333,131,0.0.0.0,393.39339339339335
gi|223667802|ref|NZ_DS480313.1|:915-1217|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_A7VD49|UniRef50_Q57L44,unclassified,303,119,0.0.0.0,392.73927392739273
gi|256842687|ref|NZ_GG698752.1|:686-865|563193|g__Parabacteroides.s__Parabacteroides_sp_D13|UniRef90_C7XG97|UniRef50_C7XG97,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Leadbetterella;s_Leadbetterella byssophila,180,70,0.0.0.0,388.8888888888889
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,unclassified,447,172,0.0.0.0,384.78747203579417
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,unclassified,144,55,0.0.0.0,381.94444444444446
gi|331640197|ref|NZ_GL890554.1|:106037-106264|658083|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA|UniRef90_R6PKV1|UniRef50_R7AZS7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,228,84,0.0.0.0,368.42105263157896
gi|367034625|ref|XM_003666547.1||78579|g__Myceliophthora.s__Myceliophthora_thermophila|UniRef90_G2QP29|UniRef50_G2QP29,unclassified,432,158,0.0.0.0,365.74074074074076
gi|224485269|ref|NZ_DS999737.1|:175-408|29461|g__Brucella.s__Brucella_suis|UniRef90_unknown|UniRef50_UPI0003D30CDF,unclassified,234,83,0.0.0.0,354.7008547008547
gi|224104202|ref|NZ_DS499552.1|:c3948-3739|261299|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii|UniRef90_B0A7F1|UniRef50_A7BNW4,root,210,74,0.0.0.0,352.3809523809524
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,600,211,0.0.0.0,351.6666666666667
gi|498503065|ref|NZ_KB822571.1|:1723138-1723869|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DPL5|UniRef50_Q9AE24,unclassified,732,256,0.0.0.0,349.72677595628414
gi|522837953|ref|NZ_KE159519.1|:1057091-1057828|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X5K9|UniRef50_E4TQQ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,738,250,0.0.0.0,338.75338753387535
gi|211596837|ref|NZ_DS264291.1|:c2270-2076|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU0|UniRef50_B3D9T0,unclassified,195,66,0.0.0.0,338.46153846153845
gi|490138457|ref|NZ_KB822569.1|:c114161-112890|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z1T4|UniRef50_G3KIM4,unclassified,1272,420,0.0.0.0,330.188679245283
gi|490137911|ref|NZ_KB822568.1|:c197693-197253|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z2S6|UniRef50_N1Z2S6,unclassified,441,145,0.0.0.0,328.7981859410431
gi|432341703|ref|NZ_ANIU01000589.1|:1-702|44752|g__Rhodococcus.s__Rhodococcus_wratislaviensis|UniRef90_L2TG82|UniRef50_L2TG82,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,702,230,0.0.0.0,327.63532763532766
gi|224514852|ref|NZ_DS483526.1|:249441-249743|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A7VD49|UniRef50_Q57L44,unclassified,303,98,0.0.0.0,323.43234323432347
gi|367047614|ref|XM_003654139.1||35720|g__Thielavia.s__Thielavia_terrestris|UniRef90_G2R7E2|UniRef50_G2QP29,unclassified,483,155,0.0.0.0,320.91097308488617
gi|490136654|ref|NZ_KB822566.1|:760340-760842|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZGS6|UniRef50_N1ZGS6,unclassified,503,159,0.0.0.0,316.10337972166997
gi|498503065|ref|NZ_KB822571.1|:4351524-4351700|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AUT8|UniRef50_N2AUT8,unclassified,177,54,0.0.0.0,305.08474576271186
gi|490134789|ref|NZ_KB822565.1|:c747204-745552|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZRS8|UniRef50_U2CY95,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium cellulovorans,1653,488,0.0.0.0,295.2208106473079
gi|224580124|ref|NZ_DS483514.1|:c1097-921|33033|g__Parvimonas.s__Parvimonas_micra|UniRef90_A8SIA8|UniRef50_W8ZBZ9,unclassified,177,52,0.0.0.0,293.7853107344633
gi|396475788|ref|XM_003839823.1||5022|g__Leptosphaeria.s__Leptosphaeria_maculans|UniRef90_E4ZYE7|UniRef50_E4ZYE7,unclassified,222,65,0.0.0.0,292.7927927927928
gi|488629412|ref|NZ_KB851169.1|:c79-1|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_R0CI69|UniRef50_R0CI69,root,79,23,0.0.0.0,291.1392405063291
gi|133742103|ref|NZ_AAYJ01000086.1|:570-776|777|g__Coxiella.s__Coxiella_burnetii|UniRef90_unknown|UniRef50_unknown,unclassified,207,60,0.0.0.0,289.8550724637681
gi|498503065|ref|NZ_KB822571.1|:c4889849-4889631|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z990|UniRef50_K5Z990,unclassified,219,62,0.0.0.0,283.10502283105023
gi|490134789|ref|NZ_KB822565.1|:c627672-626923|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZM68|UniRef50_C7N794,unclassified,750,212,0.0.0.0,282.6666666666667
gi|255961476|ref|NC_010337.2|:2345488-2345982|35701|g__Heliobacterium.s__Heliobacterium_modesticaldum|UniRef90_B0TIG6|UniRef50_A0A023KWQ1,unclassified,495,138,0.0.0.0,278.7878787878788
