GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|224021139|ref|NZ_DS499726.1|:5536-5781|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MC26|UniRef50_A6BKX9,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,246,1,0.0.0.0,4.065040650406504
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus catus,393,13,0.0.0.0,33.07888040712468
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria,393,5,0.0.0.0,12.72264631043257
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. SY8519,393,1,0.0.0.0,2.544529262086514
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,393,17440,0.0.0.0,44376.5903307888
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,393,5,0.0.0.0,12.72264631043257
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia,393,1,0.0.0.0,2.544529262086514
gi|224021136|ref|NZ_DS499723.1|:645-1037|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGK2|UniRef50_B0MGK2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,393,5,0.0.0.0,12.72264631043257
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root,375,70,0.0.0.0,186.66666666666666
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,375,62,0.0.0.0,165.33333333333334
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root;k_Bacteria;p_Firmicutes,375,1,0.0.0.0,2.6666666666666665
gi|224021136|ref|NZ_DS499723.1|:31-405|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MGJ9|UniRef50_C4FHJ6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,375,1,0.0.0.0,2.6666666666666665
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,403,7,0.0.0.0,17.3697270471464
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae,403,3,0.0.0.0,7.444168734491314
gi|224021139|ref|NZ_DS499726.1|:5121-5523|105841|g__Anaerostipes.s__Anaerostipes_caccae|UniRef90_B0MI66|UniRef50_B0MI66,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,403,1,0.0.0.0,2.4813895781637716
gi|224021160|ref|NZ_DS544169.1|:2022-2339|169435|g__Anaerotruncus.s__Anaerotruncus_colihominis|UniRef90_UPI00015E6A9A|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,318,4,0.0.0.0,12.578616352201257
gi|158421624|ref|NC_009937.1|:c4578059-4576821|7|g__Azorhizobium.s__Azorhizobium_caulinodans|UniRef90_A8ILB1|UniRef50_Q6FYD4,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_;f_;g_Polymorphum;s_Polymorphum gilvum,1239,16,2.3.1.61,12.9136400322841
gi|158421624|ref|NC_009937.1|:c4578059-4576821|7|g__Azorhizobium.s__Azorhizobium_caulinodans|UniRef90_A8ILB1|UniRef50_Q6FYD4,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Agrobacterium;s_Agrobacterium tumefaciens,1239,1,2.3.1.61,0.8071025020177562
gi|226942170|ref|NC_012560.1|:c4623479-4620924|354|g__Azotobacter.s__Azotobacter_vinelandii|UniRef90_unknown|UniRef50_Q82SA8,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae,2556,2,0.0.0.0,0.7824726134585289
gi|402297205|ref|NZ_ALPT01000002.1|:1-193|1445|g__Bacillus.s__Bacillus_alcalophilus|UniRef90_J8QEU2|UniRef50_J8QEU2,root;k_;p_;c_;o_;f_;g_;s_uncultured prokaryote,193,1,0.0.0.0,5.181347150259067
gi|452701426|ref|NZ_AGQP01000031.1|:c10834-10635|1392|g__Bacillus.s__Bacillus_anthracis|UniRef90_A0A024PJX1|UniRef50_R9J2S6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,200,6,0.0.0.0,30.0
gi|452701434|ref|NZ_AGQP01000039.1|:59210-59525|1392|g__Bacillus.s__Bacillus_anthracis|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,316,28,0.0.0.0,88.60759493670886
gi|410460048|ref|NZ_AJLR01000113.1|:c31502-31311|1454|g__Bacillus.s__Bacillus_azotoformans|UniRef90_K6C0Y9|UniRef50_K6C0Y9,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,192,2,0.0.0.0,10.416666666666666
gi|238801467|ref|NZ_CM000715.1|:c5397090-5396659|1396|g__Bacillus.s__Bacillus_cereus_thuringiensis|UniRef90_B9IYH4|UniRef50_C2SUD2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales,432,2,0.0.0.0,4.62962962962963
gi|423568927|ref|NZ_JH792030.1|:c1476353-1476085|1396|g__Bacillus.s__Bacillus_cereus_thuringiensis|UniRef90_A0A024PJX1|UniRef50_R9J2S6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,269,4,0.0.0.0,14.869888475836431
gi|545603098|ref|NZ_AMXT01000689.1|:c201-1|1396|g__Bacillus.s__Bacillus_cereus_thuringiensis|UniRef90_unknown|UniRef50_C3IW07,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,201,11,0.0.0.0,54.72636815920398
gi|170709917|ref|NZ_ABFU01000125.1|:1-898|408580|g__Bacillus.s__Bacillus_coahuilensis|UniRef90_UPI0001851513|UniRef50_F5NIE9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,898,1,0.0.0.0,1.1135857461024499
gi|423680240|ref|NZ_JH636050.1|:c200123-199659|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_I0UMX8|UniRef50_I0UMX8,root,465,1,0.0.0.0,2.150537634408602
gi|423680240|ref|NZ_JH636050.1|:c3277061-3276723|1402|g__Bacillus.s__Bacillus_licheniformis|UniRef90_L0CZD0|UniRef50_L0CZD0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,339,1,0.0.0.0,2.949852507374631
gi|319655125|ref|NZ_GL635750.1|:1020462-1020774|665959|g__Bacillus.s__Bacillus_sp_2_A_57_CT2|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,313,24,0.0.0.0,76.6773162939297
gi|319655141|ref|NZ_GL635766.1|:c59665-59470|665959|g__Bacillus.s__Bacillus_sp_2_A_57_CT2|UniRef90_A0A024PJX1|UniRef50_R9J2S6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,196,3,0.0.0.0,15.306122448979592
gi|365164276|ref|NZ_JH414733.1|:c596-165|665957|g__Bacillus.s__Bacillus_sp_7_6_55CFAA_CT2|UniRef90_B9IYH4|UniRef50_C2SUD2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales,432,1,0.0.0.0,2.314814814814815
gi|484230482|ref|NZ_JH921522.1|:c103696-103409|1150157|g__Bacillus.s__Bacillus_sp_FJAT_13831|UniRef90_A0A024PJX1|UniRef50_R9J2S6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,288,4,0.0.0.0,13.88888888888889
gi|484030257|ref|NZ_HE978527.1|:147-464|1287657|g__Bacillus.s__Bacillus_sp_JC63|UniRef90_K8EDZ7|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,318,13,0.0.0.0,40.880503144654085
gi|452916713|ref|NZ_AOTY01000035.1|:67-307|1423|g__Bacillus.s__Bacillus_subtilis|UniRef90_M2VZ17|UniRef50_M2VZ17,root;k_Bacteria,241,1,0.0.0.0,4.149377593360996
gi|484008724|ref|NZ_KB894657.1|:14589-15773|376804|g__Bacteroides.s__Bacteroides_barnesiae|UniRef90_Q5L890|UniRef50_Q9TMM9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,1185,1,0.0.0.0,0.8438818565400843
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root;k_Bacteria,147,2,0.0.0.0,13.60544217687075
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,147,1,0.0.0.0,6.802721088435375
gi|134301165|ref|NZ_AAVM02000008.1|:c188531-188073|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria,459,1,0.0.0.0,2.178649237472767
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,231,1,0.0.0.0,4.329004329004329
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root,231,4,0.0.0.0,17.316017316017316
gi|134301162|ref|NZ_AAVM02000005.1|:c255981-255748|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZI73|UniRef50_A5ZI73,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,234,1,0.0.0.0,4.273504273504273
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,462,7,0.0.0.0,15.15151515151515
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria,462,27384,0.0.0.0,59272.72727272727
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root,462,15,0.0.0.0,32.467532467532465
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides,462,7,0.0.0.0,15.15151515151515
