Pathway,both,humann2,mpro,num_Ecs,sample
Porphyrin and chlorophyll metabolism,12.0,1.0,11.0,106,501_cecq_y_new
Primary bile acid biosynthesis,0.0,0.0,1.0,19,501_cecq_y_new
Propanoate metabolism,6.0,3.0,7.0,55,501_cecq_y_new
Purine metabolism,37.0,2.0,10.0,110,501_cecq_y_new
Pyrimidine metabolism,25.0,0.0,6.0,65,501_cecq_y_new
Pyruvate metabolism,14.0,2.0,15.0,67,501_cecq_y_new
Relaxin signaling pathway,1.0,0.0,0.0,1,501_cecq_y_new
Retinol metabolism,1.0,0.0,0.0,14,501_cecq_y_new
Riboflavin metabolism,3.0,2.0,6.0,28,501_cecq_y_new
Secondary bile acid biosynthesis,0.0,1.0,0.0,14,501_cecq_y_new
Selenocompound metabolism,5.0,0.0,4.0,18,501_cecq_y_new
Sphingolipid metabolism,1.0,0.0,2.0,27,501_cecq_y_new
Starch and sucrose metabolism,12.0,3.0,9.0,76,501_cecq_y_new
Streptomycin biosynthesis,4.0,0.0,5.0,18,501_cecq_y_new
Styrene degradation,1.0,0.0,1.0,19,501_cecq_y_new
Sulfur metabolism,9.0,0.0,2.0,50,501_cecq_y_new
Synthesis and degradation of ketone bodies,0.0,0.0,2.0,6,501_cecq_y_new
T cell receptor signaling pathway,1.0,0.0,0.0,2,501_cecq_y_new
Taurine and hypotaurine metabolism,3.0,0.0,3.0,19,501_cecq_y_new
Terpenoid backbone biosynthesis,7.0,0.0,4.0,51,501_cecq_y_new
Th1 and Th2 cell differentiation,1.0,0.0,0.0,1,501_cecq_y_new
Thermogenesis,1.0,0.0,0.0,1,501_cecq_y_new
Thiamine metabolism,9.0,0.0,2.0,26,501_cecq_y_new
Toluene degradation,0.0,0.0,2.0,26,501_cecq_y_new
"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,0.0,4.0,27,501_cecq_y_new
Tryptophan metabolism,1.0,0.0,10.0,60,501_cecq_y_new
Tyrosine metabolism,2.0,1.0,2.0,64,501_cecq_y_new
Ubiquinone and other terpenoid-quinone biosynthesis,6.0,4.0,3.0,40,501_cecq_y_new
"Valine, leucine and isoleucine biosynthesis",7.0,0.0,2.0,14,501_cecq_y_new
"Valine, leucine and isoleucine degradation",1.0,1.0,10.0,36,501_cecq_y_new
Various types of N-glycan biosynthesis,1.0,0.0,1.0,23,501_cecq_y_new
Vitamin B6 metabolism,6.0,1.0,1.0,26,501_cecq_y_new
Xylene degradation,2.0,0.0,0.0,21,501_cecq_y_new
Zeatin biosynthesis,1.0,0.0,0.0,10,501_cecq_y_new
alpha-Linolenic acid metabolism,1.0,0.0,2.0,12,501_cecq_y_new
beta-Alanine metabolism,3.0,0.0,6.0,37,501_cecq_y_new
beta-Lactam resistance,1.0,0.0,0.0,1,501_cecq_y_new
mTOR signaling pathway,1.0,0.0,0.0,5,501_cecq_y_new
