Pathway,both,humann2,mpro,num_Ecs,sample
Phenylalanine metabolism,0.0,1.0,1.0,67,501_cecq_n_new
"Phenylalanine, tyrosine and tryptophan biosynthesis",2.0,0.0,5.0,39,501_cecq_n_new
Phenylpropanoid biosynthesis,0.0,0.0,1.0,30,501_cecq_n_new
Phosphatidylinositol signaling system,0.0,0.0,3.0,29,501_cecq_n_new
Phosphonate and phosphinate metabolism,1.0,0.0,1.0,29,501_cecq_n_new
Photosynthesis,1.0,0.0,0.0,3,501_cecq_n_new
Polyketide sugar unit biosynthesis,1.0,0.0,0.0,27,501_cecq_n_new
Porphyrin and chlorophyll metabolism,0.0,1.0,3.0,106,501_cecq_n_new
Propanoate metabolism,1.0,0.0,9.0,55,501_cecq_n_new
Purine metabolism,7.0,0.0,13.0,110,501_cecq_n_new
Pyrimidine metabolism,7.0,0.0,9.0,65,501_cecq_n_new
Pyruvate metabolism,3.0,0.0,12.0,67,501_cecq_n_new
Relaxin signaling pathway,0.0,0.0,1.0,1,501_cecq_n_new
Retinol metabolism,0.0,0.0,1.0,14,501_cecq_n_new
Riboflavin metabolism,0.0,1.0,5.0,28,501_cecq_n_new
Selenocompound metabolism,0.0,0.0,3.0,18,501_cecq_n_new
Sphingolipid metabolism,0.0,0.0,3.0,27,501_cecq_n_new
Starch and sucrose metabolism,1.0,0.0,8.0,76,501_cecq_n_new
Streptomycin biosynthesis,1.0,0.0,3.0,18,501_cecq_n_new
Sulfur metabolism,0.0,1.0,3.0,50,501_cecq_n_new
Synthesis and degradation of ketone bodies,0.0,0.0,3.0,6,501_cecq_n_new
Taurine and hypotaurine metabolism,1.0,0.0,2.0,19,501_cecq_n_new
Terpenoid backbone biosynthesis,2.0,0.0,3.0,51,501_cecq_n_new
Thermogenesis,0.0,0.0,1.0,1,501_cecq_n_new
Thiamine metabolism,0.0,0.0,2.0,26,501_cecq_n_new
"Tropane, piperidine and pyridine alkaloid biosynthesis",0.0,0.0,1.0,27,501_cecq_n_new
Tryptophan metabolism,0.0,0.0,3.0,60,501_cecq_n_new
Tyrosine metabolism,0.0,0.0,2.0,64,501_cecq_n_new
Ubiquinone and other terpenoid-quinone biosynthesis,1.0,1.0,1.0,40,501_cecq_n_new
"Valine, leucine and isoleucine biosynthesis",1.0,0.0,4.0,14,501_cecq_n_new
"Valine, leucine and isoleucine degradation",1.0,0.0,5.0,36,501_cecq_n_new
Various types of N-glycan biosynthesis,0.0,0.0,1.0,23,501_cecq_n_new
Vitamin B6 metabolism,2.0,0.0,1.0,26,501_cecq_n_new
Zeatin biosynthesis,1.0,0.0,0.0,10,501_cecq_n_new
alpha-Linolenic acid metabolism,0.0,0.0,1.0,12,501_cecq_n_new
beta-Alanine metabolism,1.0,0.0,0.0,37,501_cecq_n_new
mTOR signaling pathway,0.0,0.0,1.0,5,501_cecq_n_new
