Pathway,both,humann2,mpro,num_Ecs,sample
Microbial metabolism in diverse environments,33,7,51,668,502_colq_n_hk
Monobactam biosynthesis,3,2,0,10,502_colq_n_hk
Naphthalene degradation,0,0,1,9,502_colq_n_hk
Nicotinate and nicotinamide metabolism,1,2,6,59,502_colq_n_hk
Nitrogen metabolism,1,1,5,37,502_colq_n_hk
Nitrotoluene degradation,0,0,1,7,502_colq_n_hk
Novobiocin biosynthesis,1,0,1,16,502_colq_n_hk
One carbon pool by folate,6,0,5,24,502_colq_n_hk
Other glycan degradation,0,0,3,9,502_colq_n_hk
Oxidative phosphorylation,2,0,5,11,502_colq_n_hk
PI3K-Akt signaling pathway,0,0,1,2,502_colq_n_hk
Pantothenate and CoA biosynthesis,9,1,3,31,502_colq_n_hk
Penicillin and cephalosporin biosynthesis,0,1,0,14,502_colq_n_hk
Pentose and glucuronate interconversions,6,0,8,67,502_colq_n_hk
Pentose phosphate pathway,9,0,7,55,502_colq_n_hk
Peptidoglycan biosynthesis,7,1,4,19,502_colq_n_hk
Phenazine biosynthesis,0,0,1,13,502_colq_n_hk
Phenylalanine metabolism,1,1,2,67,502_colq_n_hk
"Phenylalanine, tyrosine and tryptophan biosynthesis",5,0,6,39,502_colq_n_hk
Phenylpropanoid biosynthesis,0,0,1,30,502_colq_n_hk
Phosphatidylinositol signaling system,0,0,1,29,502_colq_n_hk
Phosphonate and phosphinate metabolism,1,0,0,29,502_colq_n_hk
Photosynthesis,1,0,0,3,502_colq_n_hk
Polyketide sugar unit biosynthesis,2,0,1,27,502_colq_n_hk
Porphyrin and chlorophyll metabolism,2,1,11,106,502_colq_n_hk
Propanoate metabolism,3,3,6,55,502_colq_n_hk
Purine metabolism,17,0,12,110,502_colq_n_hk
Pyrimidine metabolism,14,0,5,65,502_colq_n_hk
Pyruvate metabolism,6,1,12,67,502_colq_n_hk
Relaxin signaling pathway,0,0,1,1,502_colq_n_hk
Retinol metabolism,0,0,1,14,502_colq_n_hk
Riboflavin metabolism,1,1,5,28,502_colq_n_hk
Selenocompound metabolism,2,0,1,18,502_colq_n_hk
Sphingolipid metabolism,0,0,4,27,502_colq_n_hk
Starch and sucrose metabolism,2,0,10,76,502_colq_n_hk
Steroid hormone biosynthesis,0,0,1,36,502_colq_n_hk
Streptomycin biosynthesis,2,0,4,18,502_colq_n_hk
Styrene degradation,0,0,1,19,502_colq_n_hk
Sulfur metabolism,2,1,1,50,502_colq_n_hk
Synthesis and degradation of ketone bodies,0,0,1,6,502_colq_n_hk
T cell receptor signaling pathway,0,0,1,2,502_colq_n_hk
Taurine and hypotaurine metabolism,3,0,2,19,502_colq_n_hk
Terpenoid backbone biosynthesis,3,0,6,51,502_colq_n_hk
Th1 and Th2 cell differentiation,0,0,1,1,502_colq_n_hk
Thermogenesis,0,0,1,1,502_colq_n_hk
Thiamine metabolism,5,0,3,26,502_colq_n_hk
Toluene degradation,0,0,1,26,502_colq_n_hk
"Tropane, piperidine and pyridine alkaloid biosynthesis",1,0,1,27,502_colq_n_hk
Tryptophan metabolism,1,0,3,60,502_colq_n_hk
Tyrosine metabolism,1,0,2,64,502_colq_n_hk
Ubiquinone and other terpenoid-quinone biosynthesis,3,1,0,40,502_colq_n_hk
"Valine, leucine and isoleucine biosynthesis",6,0,3,14,502_colq_n_hk
"Valine, leucine and isoleucine degradation",0,1,5,36,502_colq_n_hk
Various types of N-glycan biosynthesis,0,0,1,23,502_colq_n_hk
Vitamin B6 metabolism,2,2,1,26,502_colq_n_hk
Zeatin biosynthesis,1,0,0,10,502_colq_n_hk
alpha-Linolenic acid metabolism,0,0,1,12,502_colq_n_hk
beta-Alanine metabolism,3,0,0,37,502_colq_n_hk
beta-Lactam resistance,0,1,0,1,502_colq_n_hk
mTOR signaling pathway,0,0,1,5,502_colq_n_hk
