Pathway,both,humann2,mpro,num_Ecs,sample
Glycosphingolipid biosynthesis - ganglio series,0,0,2,8,502_cecq_y_hk
Glycosphingolipid biosynthesis - globo and isoglobo series,0,0,3,13,502_cecq_y_hk
Glyoxylate and dicarboxylate metabolism,5,0,14,73,502_cecq_y_hk
Histidine metabolism,7,0,5,38,502_cecq_y_hk
Human cytomegalovirus infection,0,0,1,2,502_cecq_y_hk
Human papillomavirus infection,0,0,1,2,502_cecq_y_hk
Inositol phosphate metabolism,1,0,6,48,502_cecq_y_hk
Insect hormone biosynthesis,0,0,1,9,502_cecq_y_hk
Isoquinoline alkaloid biosynthesis,0,0,2,57,502_cecq_y_hk
Limonene and pinene degradation,0,0,2,16,502_cecq_y_hk
Lipoic acid metabolism,2,0,0,3,502_cecq_y_hk
Lipopolysaccharide biosynthesis,6,0,6,27,502_cecq_y_hk
Lysine biosynthesis,6,3,2,28,502_cecq_y_hk
Lysine degradation,1,0,7,53,502_cecq_y_hk
Metabolic pathways,173,16,231,1650,502_cecq_y_hk
Metabolism of xenobiotics by cytochrome P450,0,0,1,10,502_cecq_y_hk
Methane metabolism,9,0,10,87,502_cecq_y_hk
Microbial metabolism in diverse environments,45,3,82,668,502_cecq_y_hk
Monobactam biosynthesis,3,2,0,10,502_cecq_y_hk
N-Glycan biosynthesis,0,0,2,34,502_cecq_y_hk
Naphthalene degradation,0,0,1,9,502_cecq_y_hk
Nicotinate and nicotinamide metabolism,4,0,9,59,502_cecq_y_hk
Nitrogen metabolism,4,0,4,37,502_cecq_y_hk
Nitrotoluene degradation,0,0,1,7,502_cecq_y_hk
Novobiocin biosynthesis,1,0,1,16,502_cecq_y_hk
One carbon pool by folate,8,1,6,24,502_cecq_y_hk
Other glycan degradation,0,0,3,9,502_cecq_y_hk
Oxidative phosphorylation,4,0,4,11,502_cecq_y_hk
PI3K-Akt signaling pathway,0,0,1,2,502_cecq_y_hk
Pantothenate and CoA biosynthesis,9,1,3,31,502_cecq_y_hk
Penicillin and cephalosporin biosynthesis,1,0,0,14,502_cecq_y_hk
Pentose and glucuronate interconversions,8,0,6,67,502_cecq_y_hk
Pentose phosphate pathway,8,0,12,55,502_cecq_y_hk
Peptidoglycan biosynthesis,7,1,3,19,502_cecq_y_hk
Phenazine biosynthesis,0,0,1,13,502_cecq_y_hk
Phenylalanine metabolism,2,0,5,67,502_cecq_y_hk
"Phenylalanine, tyrosine and tryptophan biosynthesis",7,0,6,39,502_cecq_y_hk
Phenylpropanoid biosynthesis,0,0,1,30,502_cecq_y_hk
Phosphatidylinositol signaling system,0,0,2,29,502_cecq_y_hk
Phosphonate and phosphinate metabolism,2,0,0,29,502_cecq_y_hk
Photosynthesis,1,0,1,3,502_cecq_y_hk
Polyketide sugar unit biosynthesis,1,0,4,27,502_cecq_y_hk
Porphyrin and chlorophyll metabolism,5,1,10,106,502_cecq_y_hk
Primary bile acid biosynthesis,0,0,1,19,502_cecq_y_hk
Propanoate metabolism,5,2,14,55,502_cecq_y_hk
Purine metabolism,18,1,20,110,502_cecq_y_hk
Pyrimidine metabolism,15,1,8,65,502_cecq_y_hk
Pyruvate metabolism,8,0,18,67,502_cecq_y_hk
Relaxin signaling pathway,0,0,1,1,502_cecq_y_hk
Retinol metabolism,0,0,1,14,502_cecq_y_hk
Riboflavin metabolism,1,1,6,28,502_cecq_y_hk
Selenocompound metabolism,2,0,7,18,502_cecq_y_hk
Sphingolipid metabolism,0,0,4,27,502_cecq_y_hk
Starch and sucrose metabolism,3,0,16,76,502_cecq_y_hk
Streptomycin biosynthesis,1,0,6,18,502_cecq_y_hk
Sulfur metabolism,4,1,5,50,502_cecq_y_hk
Synthesis and degradation of ketone bodies,1,0,0,6,502_cecq_y_hk
T cell receptor signaling pathway,0,0,1,2,502_cecq_y_hk
Taurine and hypotaurine metabolism,3,0,1,19,502_cecq_y_hk
Terpenoid backbone biosynthesis,5,0,4,51,502_cecq_y_hk
Th1 and Th2 cell differentiation,0,0,1,1,502_cecq_y_hk
Thermogenesis,0,0,1,1,502_cecq_y_hk
Thiamine metabolism,5,0,6,26,502_cecq_y_hk
Toluene degradation,0,0,2,26,502_cecq_y_hk
"Tropane, piperidine and pyridine alkaloid biosynthesis",1,0,3,27,502_cecq_y_hk
Tryptophan metabolism,2,0,4,60,502_cecq_y_hk
Tyrosine metabolism,1,0,3,64,502_cecq_y_hk
Ubiquinone and other terpenoid-quinone biosynthesis,3,3,4,40,502_cecq_y_hk
"Valine, leucine and isoleucine biosynthesis",6,0,2,14,502_cecq_y_hk
"Valine, leucine and isoleucine degradation",2,0,8,36,502_cecq_y_hk
Various types of N-glycan biosynthesis,0,0,2,23,502_cecq_y_hk
Vitamin B6 metabolism,5,0,1,26,502_cecq_y_hk
Zeatin biosynthesis,1,0,0,10,502_cecq_y_hk
alpha-Linolenic acid metabolism,0,0,3,12,502_cecq_y_hk
beta-Alanine metabolism,3,0,6,37,502_cecq_y_hk
beta-Lactam resistance,1,0,0,1,502_cecq_y_hk
mTOR signaling pathway,0,0,1,5,502_cecq_y_hk
