Pathway,both,humann2,mpro,num_Ecs,sample
Metabolism of xenobiotics by cytochrome P450,0.0,1.0,1.0,10,504_cecq_n_new
Methane metabolism,10.0,0.0,7.0,87,504_cecq_n_new
Microbial metabolism in diverse environments,53.0,4.0,53.0,668,504_cecq_n_new
Monobactam biosynthesis,3.0,0.0,0.0,10,504_cecq_n_new
Naphthalene degradation,0.0,0.0,1.0,9,504_cecq_n_new
Nicotinate and nicotinamide metabolism,3.0,1.0,5.0,59,504_cecq_n_new
Nitrogen metabolism,3.0,0.0,3.0,37,504_cecq_n_new
Nitrotoluene degradation,1.0,0.0,0.0,7,504_cecq_n_new
Novobiocin biosynthesis,0.0,0.0,2.0,16,504_cecq_n_new
One carbon pool by folate,4.0,0.0,8.0,24,504_cecq_n_new
Other glycan degradation,0.0,0.0,3.0,9,504_cecq_n_new
Oxidative phosphorylation,1.0,0.0,5.0,11,504_cecq_n_new
PI3K-Akt signaling pathway,1.0,0.0,0.0,2,504_cecq_n_new
Pantothenate and CoA biosynthesis,8.0,1.0,3.0,31,504_cecq_n_new
Penicillin and cephalosporin biosynthesis,0.0,1.0,0.0,14,504_cecq_n_new
Pentose and glucuronate interconversions,11.0,2.0,4.0,67,504_cecq_n_new
Pentose phosphate pathway,12.0,0.0,6.0,55,504_cecq_n_new
Peptidoglycan biosynthesis,7.0,0.0,2.0,19,504_cecq_n_new
Phenazine biosynthesis,0.0,0.0,1.0,13,504_cecq_n_new
Phenylalanine metabolism,5.0,1.0,7.0,67,504_cecq_n_new
"Phenylalanine, tyrosine and tryptophan biosynthesis",2.0,0.0,7.0,39,504_cecq_n_new
Phenylpropanoid biosynthesis,0.0,0.0,2.0,30,504_cecq_n_new
Phosphatidylinositol signaling system,2.0,0.0,1.0,29,504_cecq_n_new
Phosphonate and phosphinate metabolism,1.0,0.0,1.0,29,504_cecq_n_new
Photosynthesis,1.0,0.0,0.0,3,504_cecq_n_new
Polyketide sugar unit biosynthesis,1.0,0.0,2.0,27,504_cecq_n_new
Porphyrin and chlorophyll metabolism,7.0,0.0,6.0,106,504_cecq_n_new
Primary bile acid biosynthesis,0.0,0.0,1.0,19,504_cecq_n_new
Propanoate metabolism,2.0,1.0,12.0,55,504_cecq_n_new
Purine metabolism,22.0,2.0,14.0,110,504_cecq_n_new
Pyrimidine metabolism,15.0,0.0,10.0,65,504_cecq_n_new
Pyruvate metabolism,9.0,1.0,13.0,67,504_cecq_n_new
Relaxin signaling pathway,1.0,0.0,0.0,1,504_cecq_n_new
Retinol metabolism,0.0,0.0,1.0,14,504_cecq_n_new
Riboflavin metabolism,2.0,0.0,5.0,28,504_cecq_n_new
Selenocompound metabolism,2.0,0.0,3.0,18,504_cecq_n_new
Sphingolipid metabolism,1.0,0.0,2.0,27,504_cecq_n_new
Starch and sucrose metabolism,6.0,1.0,10.0,76,504_cecq_n_new
Streptomycin biosynthesis,1.0,0.0,5.0,18,504_cecq_n_new
Styrene degradation,1.0,0.0,1.0,19,504_cecq_n_new
Sulfur metabolism,2.0,2.0,2.0,50,504_cecq_n_new
Synthesis and degradation of ketone bodies,0.0,0.0,1.0,6,504_cecq_n_new
Taurine and hypotaurine metabolism,2.0,1.0,2.0,19,504_cecq_n_new
Terpenoid backbone biosynthesis,7.0,0.0,4.0,51,504_cecq_n_new
Thermogenesis,1.0,0.0,0.0,1,504_cecq_n_new
Thiamine metabolism,2.0,0.0,4.0,26,504_cecq_n_new
Toluene degradation,0.0,0.0,1.0,26,504_cecq_n_new
"Tropane, piperidine and pyridine alkaloid biosynthesis",0.0,0.0,4.0,27,504_cecq_n_new
Tryptophan metabolism,2.0,0.0,5.0,60,504_cecq_n_new
Tyrosine metabolism,0.0,1.0,4.0,64,504_cecq_n_new
Ubiquinone and other terpenoid-quinone biosynthesis,3.0,1.0,2.0,40,504_cecq_n_new
"Valine, leucine and isoleucine biosynthesis",5.0,1.0,4.0,14,504_cecq_n_new
"Valine, leucine and isoleucine degradation",1.0,0.0,6.0,36,504_cecq_n_new
Various types of N-glycan biosynthesis,0.0,0.0,1.0,23,504_cecq_n_new
Vitamin B6 metabolism,3.0,2.0,2.0,26,504_cecq_n_new
Xylene degradation,1.0,0.0,0.0,21,504_cecq_n_new
alpha-Linolenic acid metabolism,1.0,0.0,1.0,12,504_cecq_n_new
beta-Alanine metabolism,4.0,1.0,2.0,37,504_cecq_n_new
beta-Lactam resistance,0.0,1.0,0.0,1,504_cecq_n_new
mTOR signaling pathway,1.0,0.0,0.0,5,504_cecq_n_new
