Pathway,both,humann2,mpro,num_Ecs,sample
Starch and sucrose metabolism,11.0,3.0,10.0,76,501_cecq_y_hk
Streptomycin biosynthesis,4.0,0.0,5.0,18,501_cecq_y_hk
Styrene degradation,1.0,0.0,1.0,19,501_cecq_y_hk
Sulfur metabolism,9.0,1.0,2.0,50,501_cecq_y_hk
Synthesis and degradation of ketone bodies,0.0,0.0,2.0,6,501_cecq_y_hk
T cell receptor signaling pathway,1.0,0.0,0.0,2,501_cecq_y_hk
Taurine and hypotaurine metabolism,3.0,0.0,3.0,19,501_cecq_y_hk
Terpenoid backbone biosynthesis,7.0,0.0,4.0,51,501_cecq_y_hk
Th1 and Th2 cell differentiation,1.0,0.0,0.0,1,501_cecq_y_hk
Thermogenesis,1.0,0.0,0.0,1,501_cecq_y_hk
Thiamine metabolism,10.0,1.0,1.0,26,501_cecq_y_hk
Toluene degradation,0.0,0.0,2.0,26,501_cecq_y_hk
"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,0.0,4.0,27,501_cecq_y_hk
Tryptophan metabolism,1.0,0.0,10.0,60,501_cecq_y_hk
Tyrosine metabolism,2.0,1.0,2.0,64,501_cecq_y_hk
Ubiquinone and other terpenoid-quinone biosynthesis,7.0,4.0,2.0,40,501_cecq_y_hk
"Valine, leucine and isoleucine biosynthesis",8.0,0.0,1.0,14,501_cecq_y_hk
"Valine, leucine and isoleucine degradation",1.0,1.0,10.0,36,501_cecq_y_hk
Various types of N-glycan biosynthesis,1.0,0.0,1.0,23,501_cecq_y_hk
Vitamin B6 metabolism,6.0,1.0,1.0,26,501_cecq_y_hk
Xylene degradation,2.0,0.0,0.0,21,501_cecq_y_hk
Zeatin biosynthesis,1.0,0.0,0.0,10,501_cecq_y_hk
alpha-Linolenic acid metabolism,1.0,0.0,2.0,12,501_cecq_y_hk
beta-Alanine metabolism,5.0,0.0,4.0,37,501_cecq_y_hk
beta-Lactam resistance,1.0,0.0,0.0,1,501_cecq_y_hk
mTOR signaling pathway,1.0,0.0,0.0,5,501_cecq_y_hk
