Pathway,both,humann2,mpro,num_Ecs,sample
Lysine biosynthesis,6,3,3,28,504_cecm_n_hk
Lysine degradation,0,0,5,53,504_cecm_n_hk
Metabolic pathways,220,25,122,1650,504_cecm_n_hk
Metabolism of xenobiotics by cytochrome P450,0,0,2,10,504_cecm_n_hk
Methane metabolism,10,0,3,87,504_cecm_n_hk
Microbial metabolism in diverse environments,52,6,44,668,504_cecm_n_hk
Monobactam biosynthesis,3,2,0,10,504_cecm_n_hk
Naphthalene degradation,0,0,1,9,504_cecm_n_hk
Nicotinate and nicotinamide metabolism,6,1,4,59,504_cecm_n_hk
Nitrogen metabolism,3,0,5,37,504_cecm_n_hk
Nitrotoluene degradation,0,0,1,7,504_cecm_n_hk
Novobiocin biosynthesis,1,0,1,16,504_cecm_n_hk
One carbon pool by folate,9,1,4,24,504_cecm_n_hk
Other glycan degradation,2,0,1,9,504_cecm_n_hk
Other types of O-glycan biosynthesis,0,0,1,9,504_cecm_n_hk
Oxidative phosphorylation,3,0,3,11,504_cecm_n_hk
PI3K-Akt signaling pathway,0,0,1,2,504_cecm_n_hk
Pantothenate and CoA biosynthesis,10,1,2,31,504_cecm_n_hk
Penicillin and cephalosporin biosynthesis,0,1,0,14,504_cecm_n_hk
Pentose and glucuronate interconversions,8,0,8,67,504_cecm_n_hk
Pentose phosphate pathway,13,0,4,55,504_cecm_n_hk
Peptidoglycan biosynthesis,8,1,3,19,504_cecm_n_hk
Phenazine biosynthesis,0,0,1,13,504_cecm_n_hk
Phenylalanine metabolism,1,1,6,67,504_cecm_n_hk
"Phenylalanine, tyrosine and tryptophan biosynthesis",11,1,4,39,504_cecm_n_hk
Phenylpropanoid biosynthesis,0,0,2,30,504_cecm_n_hk
Phosphatidylinositol signaling system,1,0,2,29,504_cecm_n_hk
Phosphonate and phosphinate metabolism,2,0,0,29,504_cecm_n_hk
Photosynthesis,1,0,0,3,504_cecm_n_hk
Polyketide sugar unit biosynthesis,2,0,1,27,504_cecm_n_hk
Porphyrin and chlorophyll metabolism,10,1,6,106,504_cecm_n_hk
Propanoate metabolism,5,2,7,55,504_cecm_n_hk
Purine metabolism,26,2,10,110,504_cecm_n_hk
Pyrimidine metabolism,20,0,4,65,504_cecm_n_hk
Pyruvate metabolism,7,1,12,67,504_cecm_n_hk
Relaxin signaling pathway,0,0,1,1,504_cecm_n_hk
Retinol metabolism,0,0,1,14,504_cecm_n_hk
Riboflavin metabolism,2,1,4,28,504_cecm_n_hk
Selenocompound metabolism,3,0,2,18,504_cecm_n_hk
Sphingolipid metabolism,1,0,3,27,504_cecm_n_hk
Starch and sucrose metabolism,7,1,6,76,504_cecm_n_hk
Streptomycin biosynthesis,3,0,3,18,504_cecm_n_hk
Sulfur metabolism,4,1,1,50,504_cecm_n_hk
Synthesis and degradation of ketone bodies,0,0,2,6,504_cecm_n_hk
T cell receptor signaling pathway,0,0,1,2,504_cecm_n_hk
Taurine and hypotaurine metabolism,3,0,1,19,504_cecm_n_hk
Terpenoid backbone biosynthesis,7,1,3,51,504_cecm_n_hk
Th1 and Th2 cell differentiation,0,0,1,1,504_cecm_n_hk
Thermogenesis,0,0,1,1,504_cecm_n_hk
Thiamine metabolism,9,0,1,26,504_cecm_n_hk
"Tropane, piperidine and pyridine alkaloid biosynthesis",1,0,1,27,504_cecm_n_hk
Tryptophan metabolism,1,0,5,60,504_cecm_n_hk
Tyrosine metabolism,1,0,2,64,504_cecm_n_hk
Ubiquinone and other terpenoid-quinone biosynthesis,3,4,1,40,504_cecm_n_hk
"Valine, leucine and isoleucine biosynthesis",6,0,3,14,504_cecm_n_hk
"Valine, leucine and isoleucine degradation",0,1,7,36,504_cecm_n_hk
Various types of N-glycan biosynthesis,1,0,0,23,504_cecm_n_hk
Vitamin B6 metabolism,3,2,1,26,504_cecm_n_hk
Xylene degradation,0,0,1,21,504_cecm_n_hk
Zeatin biosynthesis,1,0,0,10,504_cecm_n_hk
alpha-Linolenic acid metabolism,0,0,2,12,504_cecm_n_hk
beta-Alanine metabolism,3,0,2,37,504_cecm_n_hk
beta-Lactam resistance,0,1,0,1,504_cecm_n_hk
mTOR signaling pathway,0,0,2,5,504_cecm_n_hk
