uniref,ec
UniRef90_K5ZDW5,0
UniRef90_Q7R6U7,0
UniRef90_K5ZV32,0
UniRef90_Q4YD51,0
UniRef90_B5CLP5,0
UniRef90_A6LI32,4.3.1.3
UniRef90_N2B5L7,0
UniRef90_UPI0001FABDB5,0
UniRef90_G1Q0M0,0
UniRef90_A7VD51,0
UniRef90_K5YLM7,0
UniRef90_N1ZM02,5.3.1.1
UniRef90_K6AGT7,0
UniRef90_N2ARJ6,0
UniRef90_K6A5W9,0
UniRef90_K7E4C1,0
UniRef90_K5Y8F4,0
UniRef90_N2B1M3,0
UniRef90_J3SBR0,0
UniRef90_N1Z5G2,0
UniRef90_Q64WK2,0
UniRef90_F7AA48,0
UniRef90_A6LH07,4.2.1.20
UniRef90_K6AHS8,0
UniRef90_N1ZMS2,2.7.3.9
UniRef90_R7JNB8,0
UniRef90_N2BA98,0
UniRef90_N2BB80,0
UniRef90_K5ZUQ4,0
UniRef90_UPI000203B445,0
UniRef90_UPI0002487685,0
UniRef90_D3Z496,0
UniRef90_W6U045,0
UniRef90_N1Z3G2,0
UniRef90_N2ARM6,0
UniRef90_A5Z2Z7,0
UniRef90_R5DFT6,1.11.1.6
UniRef90_K6A6I0,0
UniRef90_A6LID6,0
UniRef90_Q4YAG3,0
UniRef90_A7B6Q1,0
UniRef90_N1ZEC1,0
UniRef90_A5KRI7,0
UniRef90_Q4XG51,0
UniRef90_K5ZGJ0,0
UniRef90_R6WWF6,0
UniRef90_K5ZE89,1.3.99.22
UniRef90_K6AML7,0
UniRef90_Q4YK81,0
UniRef90_K5WU92,0
UniRef90_F9XGC0,0
UniRef90_K1GBK8,0
UniRef90_K5Z2B0,0
UniRef90_K6AP44,0
UniRef90_K6AHA0,0
UniRef90_K6AU57,0
UniRef90_N1ZGS6,0
UniRef90_K5YYQ2,0
UniRef90_K5ZU22,0
UniRef90_K4G302,0
UniRef90_K5ZRK8,0
UniRef90_K5Z5P3,0
UniRef90_N2ATB1,0
UniRef90_N2AU09,0
UniRef90_A6LIG0,0
UniRef90_A6LEI4,0
UniRef90_Q7R7C2,0
UniRef90_A5Z2Z6,0
UniRef90_K4FXW8,0
UniRef90_K6A283,0
UniRef90_N2AP30,0
UniRef90_A5ZYV7,0
UniRef90_F4RVJ8,0
UniRef90_K6A719,0
UniRef90_R5I7R5,0
UniRef90_K5WER6,0
UniRef90_K6A290,0
UniRef90_K6A6V5,0
UniRef90_S0GJR3,0
UniRef90_K5ZIB9,0
UniRef90_A6LEI1,0
UniRef90_A7B5X1,0
UniRef90_A6LEG8,0
UniRef90_K5ZLY5,0
UniRef90_Q3U156,0
UniRef90_K6AA89,0
UniRef90_B0NX14,0
UniRef90_B0NWR4,0
UniRef90_N1ZQY8,5.4.2.12
UniRef90_K6A769,0
UniRef90_V2PYU5,0
UniRef90_K5ZGI0,1.8.4.12
UniRef90_Q4YDX5,0
UniRef90_A7LQH0,0
UniRef90_N2AML7,0
UniRef90_A6BGW3,0
UniRef90_R7S653,0
UniRef90_K6AMD6,0
UniRef90_N2B4T2,0
UniRef90_K6ADF7,0
UniRef90_E9RZN0,0
UniRef90_K6A2F0,0
UniRef90_K6AI16,0
UniRef90_W0TGE7,0
UniRef90_K5YUI3,0
UniRef90_N2AWA3,0
UniRef90_V2QAV1,0
UniRef90_K6AGP0,0
UniRef90_K5YYR5,2.1.1.199
UniRef90_N2B988,0
UniRef90_R5DBX8,0
UniRef90_K5VRA3,0
UniRef90_I7GIE7,0
UniRef90_N1ZY70,0
UniRef90_N1Z6E2,0
UniRef90_B0NER4,0
UniRef90_K5YVR2,0
UniRef90_K5ZA22,0
UniRef90_K6A715,0
UniRef90_N2AX94,0
UniRef90_K5Y6S4,0
UniRef90_K5ZUC5,0
UniRef90_R7DIS8,0
UniRef90_K5YYS3,0
UniRef90_A5ZLI2,0
UniRef90_K5YF87,0
UniRef90_K6A2J2,0
UniRef90_K6A2W1,0
UniRef90_K5Y5X9,0
UniRef90_K5YS04,0
UniRef90_K6A2N4,0
UniRef90_K5Z609,0
UniRef90_K5ZUP3,0
UniRef90_K6ART3,0
UniRef90_V2QDD8,0
UniRef90_K5ZDY3,0
UniRef90_R6X650,0
UniRef90_V2QCS0,1.11.1.6
UniRef90_A7ACD2,0
UniRef90_J3QP72,0
UniRef90_K7EZW6,0
UniRef90_N2AUG8,0
UniRef90_R6WP78,0
UniRef90_V2RMS6,0
UniRef90_A6L8C4,5.3.1.9
UniRef90_A6LHM8,0
UniRef90_K6AX65,0
UniRef90_K5Z6U9,0
UniRef90_Q7R6U8,0
UniRef90_K5Y667,0
UniRef90_K6A2A8,0
UniRef90_K5Z605,1.6.5.8
UniRef90_K5Z9H7,0
UniRef90_K5ZCG2,0
UniRef90_A7VEU0,0
UniRef90_Q5BXX7,0
UniRef90_K6A5C7,0
UniRef90_K5VRR3,0
UniRef90_M2R0U3,0
UniRef90_K6ARD3,0
UniRef90_K5ZV60,0
UniRef90_K6A6W0,0
UniRef90_V2QDI8,5.99.1.3
UniRef90_K5Z0W4,0
UniRef90_K5ZGI3,0
UniRef90_K5ZNM3,0
UniRef90_K5ZVM8,0
UniRef90_K6A6T6,0
UniRef90_N1ZGF7,0
UniRef90_M2QXC0,0
UniRef90_K6AMZ7,0
UniRef90_K6AWK9,0
UniRef90_R6WRV3,2.7.7.7
UniRef90_F9XGI9,0
UniRef90_UPI00036D18AF,0
UniRef90_K5YML5,1.1.1.85
UniRef90_A5Z511,0
UniRef90_A6LBU6,6.1.1.12
UniRef90_K6A3N9,0
UniRef90_V2QFB4,0
UniRef90_K6ABH1,0
UniRef90_K5YFH7,0
UniRef90_K6AYS9,0
UniRef90_R5DLA5,0
UniRef90_A6BKY7,0
UniRef90_Q4Y9P6,0
UniRef90_K5ZU12,0
UniRef90_W7JSH6,0
UniRef90_B0NIM7,0
UniRef90_M1XNQ3,0
UniRef90_A6LA39,5.3.1.5
UniRef90_K6A4Q6,0
UniRef90_N2AWT7,0
UniRef90_R7RVY0,0
UniRef90_K5ZKZ1,0
UniRef90_K5ZTH3,0
UniRef90_K6A5M3,0
UniRef90_N1Z6H0,0
UniRef90_N2AXQ6,0
UniRef90_Q6QI74,0
UniRef90_K5ZEK9,0
UniRef90_N2ASZ8,0
UniRef90_R6X3V2,0
UniRef90_D3Z1I6,0
UniRef90_K5ZQ42,0
UniRef90_N1Z3S5,0
UniRef90_N1ZJF3,2.7.7.27
UniRef90_K5YMQ5,0
UniRef90_K5ZCG7,0
UniRef90_K6A1K8,0
UniRef90_V2Q9D3,0
UniRef90_V2QFN3,2.7.4.9
UniRef90_F9I1V8,0
UniRef90_K6A2Q9,0
UniRef90_K6APF5,0
UniRef90_N2BFS8,0
UniRef90_P0AF33,1.7.99.4
UniRef90_D1YGT1,0
UniRef90_B1A1E2,0
UniRef90_A6L277,0
UniRef90_A6LEH6,0
UniRef90_K5Z0S6,0
UniRef90_K5ZVA3,0
UniRef90_N2B4Y6,0
UniRef90_K5ZAQ8,0
UniRef90_K5ZHH6,0
UniRef90_N2BCN2,0
UniRef90_K5ZTS6,3.5.2.7
UniRef90_E7EZ11,0
UniRef90_A5ZYU6,0
UniRef90_UPI0002B431B5,0
UniRef90_K6A705,2.7.7.2
UniRef90_N2B749,0
UniRef90_R6X4I3,0
UniRef90_K5ZB37,0
UniRef90_R6WQT3,1.6.5.8
UniRef90_H9UP14,0
UniRef90_K5Z073,0
UniRef90_K5ZP27,2.6.1.52
UniRef90_N2BAA3,0
UniRef90_P03023,0
UniRef90_R5DA56,0
UniRef90_R6Y919,0
UniRef90_D3Z1I8,0
UniRef90_Q7R7J7,0
UniRef90_A7SQD7,0
UniRef90_K5ZCY6,0
UniRef90_K5ZHB0,0
UniRef90_N1ZAU2,0
UniRef90_N2BBX4,0
UniRef90_M2QZ94,0
UniRef90_A6LEH2,0
UniRef90_K5ZGL6,0
UniRef90_K5ZHH0,0
UniRef90_K6A712,0
UniRef90_R7JAB6,6.1.1.14
UniRef90_K6A5P8,0
UniRef90_N2AIQ2,0
UniRef90_N2AVK1,0
UniRef90_R5DCM6,6.3.2.9
UniRef90_E9I5F4,0
UniRef90_P0ADF7,4.2.1.12
UniRef90_A8ST13,0
UniRef90_G3Y735,0
UniRef90_N1ZPU5,0
UniRef90_A6LEJ5,0
UniRef90_K5YN04,0
UniRef90_K5YSK2,0
UniRef90_K5ZMK8,0
UniRef90_K5ZUQ0,0
UniRef90_S0GHM4,0
UniRef90_M5G0P6,0
UniRef90_N2AR07,0
UniRef90_R6X5D2,0
UniRef90_UPI000372B8BA,0
UniRef90_K5Z1G9,0
UniRef90_K5ZU03,0
UniRef90_K6AHD3,0
UniRef90_N2ALJ4,0
UniRef90_S0GNF1,0
UniRef90_V2PY20,0
UniRef90_F7F1I6,0
UniRef90_K5ZTW4,3.6.4.12
UniRef90_K5ZUD1,0
UniRef90_K6AUF0,0
UniRef90_N2ASM3,0
UniRef90_N2AUV6,0
UniRef90_S0GKA8,0
UniRef90_V2QAP9,0
UniRef90_K5ZZI3,0
UniRef90_K6APQ2,0
UniRef90_N2AXW5,0
UniRef90_N2B3C3,0
UniRef90_Q29R63,0
UniRef90_Q7R7J3,0
UniRef90_K5ZFU4,0
UniRef90_K6A3K5,0
UniRef90_Q8A6A5,0
UniRef90_W8XGI2,0
UniRef90_B7R8V5,0
UniRef90_A6LBG5,0
UniRef90_A6LD07,4.2.1.46
UniRef90_K5Z0U6,0
UniRef90_K5ZBF8,0
UniRef90_N2ALT5,0
UniRef90_N2B002,0
UniRef90_R5DAQ5,0
UniRef90_V2RKV7,0
UniRef90_G9NL02,0
UniRef90_K6A771,0
UniRef90_K6APX5,1.17.1.8
UniRef90_K6AYU0,0
UniRef90_N2APS6,0
UniRef90_R5DGB3,0
UniRef90_C6JSD0,0
UniRef90_P11369,0
UniRef90_K5ZKW9,0
UniRef90_N2BGU9,0
UniRef90_I7GNC3,0
UniRef90_K5Z4X3,0
UniRef90_N2AUT9,0
UniRef90_N2B5C0,0
UniRef90_F8PEB2,0
UniRef90_M2QX50,0
UniRef90_Q7R7N2,0
UniRef90_E5VL83,0
UniRef90_R6WRT3,3.4.11.18
UniRef90_UPI0001F857D7,0
UniRef90_A6LEH8,0
UniRef90_K5YR78,0
UniRef90_K5ZI44,0
UniRef90_K5ZUZ7,0
UniRef90_N2B947,0
UniRef90_P77698,0
UniRef90_S0GSG7,0
UniRef90_F4S7R6,0
UniRef90_K5YVP0,0
UniRef90_K5YYJ1,0
UniRef90_K5ZZ09,0
UniRef90_K5ZZ67,0
UniRef90_K6A835,0
UniRef90_K6AGE6,0
UniRef90_N2AUI7,0
UniRef90_R5DL45,0
UniRef90_K5YE70,0
UniRef90_K5YYH3,0
UniRef90_K5ZQ03,0
UniRef90_K5ZUN8,0
UniRef90_N2ASU5,0
UniRef90_R6WWE4,3.5.3.1
UniRef90_R6WXV5,0
UniRef90_F8QJV2,0
UniRef90_K5ZD17,0
UniRef90_P76510,0
UniRef90_R6X0H1,0
UniRef90_V2RKE5,0
UniRef90_F1A5W3,0
UniRef90_Q4YDI1,0
UniRef90_K5ZDK8,0
UniRef90_K6A1U3,0
UniRef90_K6A430,0
UniRef90_K6A4I0,0
UniRef90_K6BB58,0
UniRef90_N1Z2I5,0
UniRef90_N2B8F8,0
UniRef90_N2BBM3,0
UniRef90_N1ZLE9,0
UniRef90_D7PDP3,0
UniRef90_A6LEU6,2.7.8.13
UniRef90_K5YZB1,0
UniRef90_K5ZK33,0
UniRef90_K5ZRL7,0
UniRef90_K5ZUN5,0
UniRef90_K6A0B1,0
UniRef90_K6A0S7,0
UniRef90_N2B6P7,0
UniRef90_K5YS60,0
UniRef90_K5ZMM5,0
UniRef90_K5ZN07,0
UniRef90_K5ZU44,0
UniRef90_N2AVZ7,0
UniRef90_E3ZUM0,0
UniRef90_K5YU89,0
UniRef90_K5Z1V4,0
UniRef90_K5ZDD2,0
UniRef90_K5ZP48,0
UniRef90_K5ZP71,0
UniRef90_K6AGN3,0
UniRef90_R9HXQ2,0
UniRef90_Q4YJ17,0
UniRef90_K5YHI1,0
UniRef90_K5ZNB3,0
UniRef90_K5ZZL5,0
UniRef90_K6ALS7,0
UniRef90_K6AUH3,0
UniRef90_N2AU03,0
UniRef90_R5DLE2,0
UniRef90_K5Y4C6,0
UniRef90_K5YUF5,0
UniRef90_K6A3R9,0
UniRef90_K6AGT4,0
UniRef90_R5DHY0,0
UniRef90_R5DPL5,0
UniRef90_R6IJK3,0
UniRef90_A6L8T3,2.1.2.10
UniRef90_A6LEG7,0
UniRef90_K5Z0B6,0
UniRef90_K5Z222,0
UniRef90_K5ZI21,0
UniRef90_K6A2X3,0
UniRef90_K6A9E1,0
UniRef90_N1ZDX1,0
UniRef90_N2AR09,0
UniRef90_N2ATS2,0
UniRef90_R6WPR5,0
UniRef90_R6X7A7,0
UniRef90_R5AJL4,0
UniRef90_G3AJ79,0
UniRef90_D0TK89,0
UniRef90_K5ZHV6,0
UniRef90_K5ZKY9,0
UniRef90_K5ZU70,0
UniRef90_K6A6I2,0
UniRef90_K6AP39,0
UniRef90_N2BCX9,0
UniRef90_G5SVK2,0
UniRef90_N2B1G0,0
UniRef90_N2B1R4,0
UniRef90_A7ADT9,0
UniRef90_K5ZYN5,0
UniRef90_K6A1G5,0
UniRef90_K6A1H7,0
UniRef90_K6AM54,0
UniRef90_N1Z615,0
UniRef90_N2ARI4,0
UniRef90_N2B352,0
UniRef90_R6XAC6,0
UniRef90_R6Y7R4,0
UniRef90_V2QGD8,0
UniRef90_K5ZUC6,0
UniRef90_K5ZZ20,0
UniRef90_K6A651,0
UniRef90_N2AZ95,0
UniRef90_N2B733,0
UniRef90_R6WVE8,0
UniRef90_V2QAD8,0
UniRef90_J3QMT9,0
UniRef90_J7SHX6,0
UniRef90_A6LEG6,0
UniRef90_K5YM79,0
UniRef90_K5ZUD7,0
UniRef90_K6A1S9,0
UniRef90_K6ATV7,0
UniRef90_N1Z5Z1,0
UniRef90_Q4YIV1,0
UniRef90_K6A3G9,0
UniRef90_N2B4X9,0
UniRef90_D8TG68,0
UniRef90_A9U511,0
UniRef90_K5YM63,0
UniRef90_K5ZPL0,0
UniRef90_K6AWL7,0
UniRef90_N2AVB7,0
UniRef90_N2AVU4,0
UniRef90_N2AZQ6,0
UniRef90_N2B053,0
UniRef90_P20966,0
UniRef90_Q64WN1,0
UniRef90_S0GH03,0
UniRef90_J3QMM9,0
UniRef90_T1I6J1,0
UniRef90_A0A015UVA1,0
UniRef90_A6LBG7,2.1.2.1
UniRef90_K5ZUL5,0
UniRef90_K6A082,0
UniRef90_K6A3N5,0
UniRef90_K6A738,0
UniRef90_N1ZL99,0
UniRef90_R5DE23,0
UniRef90_V2RJ47,0
UniRef90_R6RGR3,0
UniRef90_D8QJP1,0
UniRef90_K5UIC4,0
UniRef90_R7SKF8,0
UniRef90_G4UHU8,0
UniRef90_Q7R857,0
UniRef90_M2UTQ7,0
UniRef90_K5ZI51,0
UniRef90_K6A1B3,0
UniRef90_K6AI11,0
UniRef90_R6X3A3,0
UniRef90_A6L9P3,0
UniRef90_B7MIA7,5.1.1.3
UniRef90_K5ZAV2,0
UniRef90_K5ZAZ3,0
UniRef90_K6A450,0
UniRef90_N2AWK9,0
UniRef90_N2AYG6,0
UniRef90_N2AZJ8,0
UniRef90_N2B0W2,0
UniRef90_V2Q8E0,0
UniRef90_J7TUV6,0
UniRef90_G0RJV8,0
UniRef90_K5YTU9,0
UniRef90_K5YU86,0
UniRef90_K5YUF0,0
UniRef90_K5ZAW1,0
UniRef90_K5ZUP4,0
UniRef90_N2B0D7,0
UniRef90_N2B9X8,0
UniRef90_N2BCY4,0
UniRef90_R9HR76,0
UniRef90_V2PXR6,0
UniRef90_Q7R7L5,0
UniRef90_M2YRY1,0
UniRef90_W4SH06,0
UniRef90_A6LHM7,0
UniRef90_K5YC20,0
UniRef90_K5YG47,0
UniRef90_K5YVL8,0
UniRef90_K5ZBK4,0
UniRef90_K5ZGE7,0
UniRef90_K5ZGX5,0
UniRef90_K5ZHM5,0
UniRef90_N2ATZ8,0
UniRef90_S0GNB3,0
UniRef90_V2PYG3,2.7.1.30
UniRef90_M4C5Z0,0
UniRef90_A6LFB1,5.4.2.12
UniRef90_K5ZGL1,0
UniRef90_K5ZKZ4,0
UniRef90_K6APM5,0
UniRef90_K6AUC7,0
UniRef90_N2ALF7,0
UniRef90_N2B7Z8,0
UniRef90_P22709,0
UniRef90_R6PX53,0
UniRef90_R6WRE4,6.3.4.4
UniRef90_V2QBS8,0
UniRef90_V2RNI3,2.7.7.9
UniRef90_F9WBA8,0
UniRef90_C9QQU6,0
UniRef90_K5Y5T9,0
UniRef90_K5YHE1,0
UniRef90_K5YTU4,0
UniRef90_K6AA48,0
UniRef90_K6AUG3,0
UniRef90_N1Z9X6,1.1.1.17
UniRef90_N2BCI4,0
UniRef90_K5Y7V7,0
UniRef90_K5YC36,0
UniRef90_K6A2H2,0
UniRef90_K6A3I5,0
UniRef90_K6A640,0
UniRef90_K6A963,0
UniRef90_K6AW84,0
UniRef90_N1ZJL6,0
UniRef90_N2AZK8,0
UniRef90_R7JA67,2.3.1.179
UniRef90_V2Q7R3,0
UniRef90_A5KR94,0
UniRef90_A6LFI7,0
UniRef90_K5YM68,0
UniRef90_K5YUF9,0
UniRef90_K5YVK8,0
UniRef90_K5Z5V5,0
UniRef90_K5ZEB4,0
UniRef90_K5ZMI0,0
UniRef90_K5ZU58,0
UniRef90_K6A434,1.8.1.4
UniRef90_K6A5E7,0
UniRef90_P0A9B4,1.2.1.12
UniRef90_P76223,0
UniRef90_Q4X4F3,0
UniRef90_R6WTJ5,4.3.2.1
UniRef90_V2RL05,0
UniRef90_V2RN16,1.3.5.1
UniRef90_Q4Y9G9,0
UniRef90_A6LAK0,0
UniRef90_A6LBZ5,0
UniRef90_A6LEH5,0
UniRef90_K5YN31,0
UniRef90_K5ZBK6,0
UniRef90_K5ZHB1,0
UniRef90_K5ZU74,0
UniRef90_K5ZUF6,0
UniRef90_K6A0Q2,2.7.7.38
UniRef90_K6AL59,5.4.2.11
UniRef90_M8XZY6,0
UniRef90_N2AWS6,0
UniRef90_N2B254,0
UniRef90_N2B8S7,0
UniRef90_P0A9P2,1.8.1.4
UniRef90_Q5C0F6,0
UniRef90_R6XC92,0
UniRef90_R7P0K9,0
UniRef90_V2Q9X9,2.4.2.14
UniRef90_K5YVT1,0
UniRef90_K5ZLZ3,0
UniRef90_K5ZPL9,0
UniRef90_K5ZTD7,0
UniRef90_K5ZVT1,0
UniRef90_R5DEL5,2.5.1.55
UniRef90_R6WUS3,0
UniRef90_Q3UV33,0
UniRef90_Q4YL90,0
UniRef90_K5YK89,0
UniRef90_K5ZLD4,0
UniRef90_K6A1M7,0
UniRef90_K6A993,0
UniRef90_K6AG65,0
UniRef90_K6ALC3,0
UniRef90_N2B904,0
UniRef90_R0LWV9,0
UniRef90_R7S8W0,0
UniRef90_Q7R7N1,0
UniRef90_K5YS01,0
UniRef90_K5YUH1,0
UniRef90_K5Z3G0,0
UniRef90_K5Z8J1,0
UniRef90_K5ZI61,0
UniRef90_K5ZUB2,0
UniRef90_K6A0W9,0
UniRef90_N1ZT30,0
UniRef90_N2AYX7,0
UniRef90_N2B1X5,0
UniRef90_N2B579,0
UniRef90_S0GKS5,0
UniRef90_J5PKU6,0
UniRef90_A6LEI6,0
UniRef90_K5ZTD0,0
UniRef90_K5ZVU6,0
UniRef90_K6A6J9,5.3.1.12
UniRef90_K6ARN5,0
UniRef90_N2AMZ1,0
UniRef90_N2BCM3,0
UniRef90_N2BFE6,0
UniRef90_N2BIG9,0
UniRef90_N2I8V8,0
UniRef90_R5DEQ3,0
UniRef90_R6X641,0
UniRef90_R7DFZ4,0
UniRef90_V2Q924,2.7.7.6
UniRef90_V2QFQ5,0
UniRef90_UPI0003F48C14,0
UniRef90_K5YMV4,0
UniRef90_K5ZA21,0
UniRef90_K6A1R8,0
UniRef90_K6A8H5,0
UniRef90_N1ZMZ3,0
UniRef90_N2B4I4,0
UniRef90_D4PZQ0,0
UniRef90_Q4YDJ6,0
UniRef90_N1ZCK9,0
UniRef90_UPI0003F4A0D4,0
UniRef90_UPI00016311CD,0
UniRef90_A0A016DSP5,0
UniRef90_K5Z253,0
UniRef90_K5ZGJ4,6.1.1.22
UniRef90_K6A250,0
UniRef90_K6A2F3,0
UniRef90_K6AGJ4,0
UniRef90_N2AKC8,0
UniRef90_N2AS86,0
UniRef90_N2AV24,0
UniRef90_N2B1Y5,0
UniRef90_N2B7Y7,0
UniRef90_N2BCI3,0
UniRef90_A7S3R0,0
UniRef90_U3F7S4,0
UniRef90_K5Z555,0
UniRef90_K5ZS20,0
UniRef90_K5ZUL4,0
UniRef90_K6A1P5,0
UniRef90_K6A2B5,3.4.21.89
