Pathway,both,humann2,mpro,num_Ecs,sample
Phenylalanine metabolism,2.0,0.0,5.0,67,502_cecq_y_new
"Phenylalanine, tyrosine and tryptophan biosynthesis",7.0,0.0,6.0,39,502_cecq_y_new
Phenylpropanoid biosynthesis,0.0,0.0,1.0,30,502_cecq_y_new
Phosphatidylinositol signaling system,0.0,0.0,2.0,29,502_cecq_y_new
Phosphonate and phosphinate metabolism,2.0,0.0,0.0,29,502_cecq_y_new
Photosynthesis,1.0,0.0,1.0,3,502_cecq_y_new
Polyketide sugar unit biosynthesis,1.0,0.0,4.0,27,502_cecq_y_new
Porphyrin and chlorophyll metabolism,4.0,1.0,11.0,106,502_cecq_y_new
Primary bile acid biosynthesis,0.0,0.0,1.0,19,502_cecq_y_new
Propanoate metabolism,5.0,0.0,14.0,55,502_cecq_y_new
Purine metabolism,18.0,1.0,20.0,110,502_cecq_y_new
Pyrimidine metabolism,14.0,1.0,9.0,65,502_cecq_y_new
Pyruvate metabolism,8.0,0.0,18.0,67,502_cecq_y_new
Relaxin signaling pathway,0.0,0.0,1.0,1,502_cecq_y_new
Retinol metabolism,0.0,0.0,1.0,14,502_cecq_y_new
Riboflavin metabolism,1.0,1.0,6.0,28,502_cecq_y_new
Selenocompound metabolism,2.0,0.0,7.0,18,502_cecq_y_new
Sphingolipid metabolism,0.0,0.0,4.0,27,502_cecq_y_new
Starch and sucrose metabolism,3.0,0.0,16.0,76,502_cecq_y_new
Streptomycin biosynthesis,1.0,0.0,6.0,18,502_cecq_y_new
Sulfur metabolism,4.0,1.0,5.0,50,502_cecq_y_new
Synthesis and degradation of ketone bodies,1.0,0.0,0.0,6,502_cecq_y_new
T cell receptor signaling pathway,0.0,0.0,1.0,2,502_cecq_y_new
Taurine and hypotaurine metabolism,3.0,0.0,1.0,19,502_cecq_y_new
Terpenoid backbone biosynthesis,4.0,0.0,5.0,51,502_cecq_y_new
Th1 and Th2 cell differentiation,0.0,0.0,1.0,1,502_cecq_y_new
Thermogenesis,0.0,0.0,1.0,1,502_cecq_y_new
Thiamine metabolism,4.0,0.0,7.0,26,502_cecq_y_new
Toluene degradation,0.0,0.0,2.0,26,502_cecq_y_new
"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,0.0,3.0,27,502_cecq_y_new
Tryptophan metabolism,2.0,0.0,4.0,60,502_cecq_y_new
Tyrosine metabolism,1.0,0.0,3.0,64,502_cecq_y_new
Ubiquinone and other terpenoid-quinone biosynthesis,3.0,3.0,4.0,40,502_cecq_y_new
"Valine, leucine and isoleucine biosynthesis",6.0,0.0,2.0,14,502_cecq_y_new
"Valine, leucine and isoleucine degradation",2.0,0.0,8.0,36,502_cecq_y_new
Various types of N-glycan biosynthesis,0.0,0.0,2.0,23,502_cecq_y_new
Vitamin B6 metabolism,5.0,0.0,1.0,26,502_cecq_y_new
Zeatin biosynthesis,1.0,0.0,0.0,10,502_cecq_y_new
alpha-Linolenic acid metabolism,0.0,0.0,3.0,12,502_cecq_y_new
beta-Alanine metabolism,2.0,0.0,7.0,37,502_cecq_y_new
beta-Lactam resistance,1.0,0.0,0.0,1,502_cecq_y_new
mTOR signaling pathway,0.0,0.0,1.0,5,502_cecq_y_new
