Pathway,both,humann2,mpro,num_Ecs,sample
Porphyrin and chlorophyll metabolism,5.0,0.0,8.0,106,502_cecq_n_hk
Primary bile acid biosynthesis,0.0,0.0,1.0,19,502_cecq_n_hk
Propanoate metabolism,7.0,3.0,6.0,55,502_cecq_n_hk
Purine metabolism,22.0,3.0,16.0,110,502_cecq_n_hk
Pyrimidine metabolism,18.0,0.0,6.0,65,502_cecq_n_hk
Pyruvate metabolism,10.0,2.0,8.0,67,502_cecq_n_hk
Relaxin signaling pathway,0.0,0.0,1.0,1,502_cecq_n_hk
Retinol metabolism,1.0,0.0,0.0,14,502_cecq_n_hk
Riboflavin metabolism,2.0,1.0,5.0,28,502_cecq_n_hk
Selenocompound metabolism,5.0,0.0,3.0,18,502_cecq_n_hk
Sphingolipid metabolism,0.0,0.0,3.0,27,502_cecq_n_hk
Starch and sucrose metabolism,9.0,0.0,4.0,76,502_cecq_n_hk
Streptomycin biosynthesis,3.0,0.0,1.0,18,502_cecq_n_hk
Sulfur metabolism,6.0,1.0,3.0,50,502_cecq_n_hk
Synthesis and degradation of ketone bodies,1.0,0.0,0.0,6,502_cecq_n_hk
Taurine and hypotaurine metabolism,2.0,0.0,4.0,19,502_cecq_n_hk
Terpenoid backbone biosynthesis,3.0,0.0,6.0,51,502_cecq_n_hk
Thermogenesis,0.0,0.0,1.0,1,502_cecq_n_hk
Thiamine metabolism,6.0,2.0,3.0,26,502_cecq_n_hk
Toluene degradation,0.0,0.0,2.0,26,502_cecq_n_hk
"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,0.0,2.0,27,502_cecq_n_hk
Tryptophan metabolism,2.0,1.0,4.0,60,502_cecq_n_hk
Tyrosine metabolism,2.0,1.0,1.0,64,502_cecq_n_hk
Ubiquinone and other terpenoid-quinone biosynthesis,4.0,1.0,1.0,40,502_cecq_n_hk
"Valine, leucine and isoleucine biosynthesis",6.0,0.0,1.0,14,502_cecq_n_hk
"Valine, leucine and isoleucine degradation",2.0,1.0,5.0,36,502_cecq_n_hk
Various types of N-glycan biosynthesis,0.0,0.0,1.0,23,502_cecq_n_hk
Vitamin B6 metabolism,4.0,2.0,1.0,26,502_cecq_n_hk
Xylene degradation,2.0,0.0,1.0,21,502_cecq_n_hk
Zeatin biosynthesis,0.0,0.0,1.0,10,502_cecq_n_hk
alpha-Linolenic acid metabolism,1.0,1.0,0.0,12,502_cecq_n_hk
beta-Alanine metabolism,3.0,2.0,1.0,37,502_cecq_n_hk
beta-Lactam resistance,0.0,1.0,0.0,1,502_cecq_n_hk
mTOR signaling pathway,0.0,0.0,1.0,5,502_cecq_n_hk
