Pathway,both,humann2,mpro,num_Ecs,sample
Naphthalene degradation,0,0,1,9,503_cecm_n_hk
Nicotinate and nicotinamide metabolism,7,2,5,59,503_cecm_n_hk
Nitrogen metabolism,3,0,4,37,503_cecm_n_hk
Nitrotoluene degradation,1,0,0,7,503_cecm_n_hk
Novobiocin biosynthesis,1,0,1,16,503_cecm_n_hk
One carbon pool by folate,9,1,5,24,503_cecm_n_hk
Other glycan degradation,2,0,1,9,503_cecm_n_hk
Oxidative phosphorylation,3,0,3,11,503_cecm_n_hk
PI3K-Akt signaling pathway,0,0,1,2,503_cecm_n_hk
Pantothenate and CoA biosynthesis,10,1,2,31,503_cecm_n_hk
Penicillin and cephalosporin biosynthesis,0,1,0,14,503_cecm_n_hk
Pentose and glucuronate interconversions,12,0,4,67,503_cecm_n_hk
Pentose phosphate pathway,13,0,6,55,503_cecm_n_hk
Peptidoglycan biosynthesis,11,0,1,19,503_cecm_n_hk
Phenazine biosynthesis,1,0,0,13,503_cecm_n_hk
Phenylalanine metabolism,2,1,2,67,503_cecm_n_hk
"Phenylalanine, tyrosine and tryptophan biosynthesis",10,1,5,39,503_cecm_n_hk
Phenylpropanoid biosynthesis,0,0,1,30,503_cecm_n_hk
Phosphatidylinositol signaling system,1,0,1,29,503_cecm_n_hk
Phosphonate and phosphinate metabolism,3,0,0,29,503_cecm_n_hk
Photosynthesis,1,0,1,3,503_cecm_n_hk
Polyketide sugar unit biosynthesis,2,0,1,27,503_cecm_n_hk
Porphyrin and chlorophyll metabolism,12,2,7,106,503_cecm_n_hk
Primary bile acid biosynthesis,0,0,1,19,503_cecm_n_hk
Propanoate metabolism,8,2,6,55,503_cecm_n_hk
Purine metabolism,29,3,9,110,503_cecm_n_hk
Pyrimidine metabolism,23,0,2,65,503_cecm_n_hk
Pyruvate metabolism,12,1,14,67,503_cecm_n_hk
Relaxin signaling pathway,0,0,1,1,503_cecm_n_hk
Retinol metabolism,0,0,1,14,503_cecm_n_hk
Riboflavin metabolism,3,1,5,28,503_cecm_n_hk
Selenocompound metabolism,4,1,3,18,503_cecm_n_hk
Sesquiterpenoid and triterpenoid biosynthesis,0,0,1,80,503_cecm_n_hk
Sphingolipid metabolism,1,0,3,27,503_cecm_n_hk
Starch and sucrose metabolism,9,3,5,76,503_cecm_n_hk
Steroid hormone biosynthesis,0,0,1,36,503_cecm_n_hk
Streptomycin biosynthesis,3,0,3,18,503_cecm_n_hk
Sulfur metabolism,8,4,1,50,503_cecm_n_hk
Synthesis and degradation of ketone bodies,1,0,0,6,503_cecm_n_hk
T cell receptor signaling pathway,1,0,0,2,503_cecm_n_hk
Taurine and hypotaurine metabolism,3,1,2,19,503_cecm_n_hk
Terpenoid backbone biosynthesis,7,0,2,51,503_cecm_n_hk
Th1 and Th2 cell differentiation,1,0,0,1,503_cecm_n_hk
Thermogenesis,0,0,1,1,503_cecm_n_hk
Thiamine metabolism,9,2,1,26,503_cecm_n_hk
Toluene degradation,0,0,1,26,503_cecm_n_hk
"Tropane, piperidine and pyridine alkaloid biosynthesis",1,0,1,27,503_cecm_n_hk
Tryptophan metabolism,2,0,3,60,503_cecm_n_hk
Tyrosine metabolism,1,0,2,64,503_cecm_n_hk
Ubiquinone and other terpenoid-quinone biosynthesis,4,4,0,40,503_cecm_n_hk
"Valine, leucine and isoleucine biosynthesis",6,0,3,14,503_cecm_n_hk
"Valine, leucine and isoleucine degradation",2,1,6,36,503_cecm_n_hk
Various types of N-glycan biosynthesis,1,0,0,23,503_cecm_n_hk
Vitamin B6 metabolism,5,0,1,26,503_cecm_n_hk
Xylene degradation,1,0,0,21,503_cecm_n_hk
Zeatin biosynthesis,1,0,0,10,503_cecm_n_hk
alpha-Linolenic acid metabolism,0,0,2,12,503_cecm_n_hk
beta-Alanine metabolism,4,1,2,37,503_cecm_n_hk
beta-Lactam resistance,0,1,0,1,503_cecm_n_hk
mTOR signaling pathway,0,0,1,5,503_cecm_n_hk
