Pathway,both,humann2,mpro,num_Ecs,sample
Novobiocin biosynthesis,0,0,2,16,504_cecq_n_hk
One carbon pool by folate,5,0,7,24,504_cecq_n_hk
Other glycan degradation,0,0,3,9,504_cecq_n_hk
Oxidative phosphorylation,1,0,5,11,504_cecq_n_hk
PI3K-Akt signaling pathway,1,0,0,2,504_cecq_n_hk
Pantothenate and CoA biosynthesis,8,1,3,31,504_cecq_n_hk
Penicillin and cephalosporin biosynthesis,0,1,0,14,504_cecq_n_hk
Pentose and glucuronate interconversions,13,2,2,67,504_cecq_n_hk
Pentose phosphate pathway,13,0,5,55,504_cecq_n_hk
Peptidoglycan biosynthesis,7,0,2,19,504_cecq_n_hk
Phenazine biosynthesis,0,0,1,13,504_cecq_n_hk
Phenylalanine metabolism,4,1,8,67,504_cecq_n_hk
"Phenylalanine, tyrosine and tryptophan biosynthesis",2,0,7,39,504_cecq_n_hk
Phenylpropanoid biosynthesis,0,0,2,30,504_cecq_n_hk
Phosphatidylinositol signaling system,1,0,2,29,504_cecq_n_hk
Phosphonate and phosphinate metabolism,2,0,0,29,504_cecq_n_hk
Photosynthesis,1,0,0,3,504_cecq_n_hk
Polyketide sugar unit biosynthesis,1,0,2,27,504_cecq_n_hk
Porphyrin and chlorophyll metabolism,6,1,7,106,504_cecq_n_hk
Primary bile acid biosynthesis,0,0,1,19,504_cecq_n_hk
Propanoate metabolism,5,1,9,55,504_cecq_n_hk
Purine metabolism,26,3,10,110,504_cecq_n_hk
Pyrimidine metabolism,16,0,9,65,504_cecq_n_hk
Pyruvate metabolism,11,1,11,67,504_cecq_n_hk
Relaxin signaling pathway,1,0,0,1,504_cecq_n_hk
Retinol metabolism,0,0,1,14,504_cecq_n_hk
Riboflavin metabolism,1,0,6,28,504_cecq_n_hk
Selenocompound metabolism,2,0,3,18,504_cecq_n_hk
Sphingolipid metabolism,1,0,2,27,504_cecq_n_hk
Starch and sucrose metabolism,5,1,11,76,504_cecq_n_hk
Streptomycin biosynthesis,1,0,5,18,504_cecq_n_hk
Styrene degradation,0,0,2,19,504_cecq_n_hk
Sulfur metabolism,2,2,2,50,504_cecq_n_hk
Synthesis and degradation of ketone bodies,0,0,1,6,504_cecq_n_hk
Taurine and hypotaurine metabolism,2,1,2,19,504_cecq_n_hk
Terpenoid backbone biosynthesis,7,0,4,51,504_cecq_n_hk
Thermogenesis,1,0,0,1,504_cecq_n_hk
Thiamine metabolism,2,0,4,26,504_cecq_n_hk
Toluene degradation,0,0,1,26,504_cecq_n_hk
"Tropane, piperidine and pyridine alkaloid biosynthesis",0,0,4,27,504_cecq_n_hk
Tryptophan metabolism,2,0,5,60,504_cecq_n_hk
Tyrosine metabolism,0,2,4,64,504_cecq_n_hk
Ubiquinone and other terpenoid-quinone biosynthesis,3,1,2,40,504_cecq_n_hk
"Valine, leucine and isoleucine biosynthesis",5,1,4,14,504_cecq_n_hk
"Valine, leucine and isoleucine degradation",1,0,6,36,504_cecq_n_hk
Various types of N-glycan biosynthesis,0,0,1,23,504_cecq_n_hk
Vitamin B6 metabolism,3,2,2,26,504_cecq_n_hk
Xylene degradation,1,0,0,21,504_cecq_n_hk
alpha-Linolenic acid metabolism,1,0,1,12,504_cecq_n_hk
beta-Alanine metabolism,4,1,2,37,504_cecq_n_hk
beta-Lactam resistance,0,1,0,1,504_cecq_n_hk
mTOR signaling pathway,1,0,0,5,504_cecq_n_hk
