Pathway,both,humann2,mpro,num_Ecs,sample
Polyketide sugar unit biosynthesis,2.0,0.0,1.0,27,504_cecq_y_new
Porphyrin and chlorophyll metabolism,8.0,0.0,12.0,106,504_cecq_y_new
Primary bile acid biosynthesis,0.0,0.0,1.0,19,504_cecq_y_new
Propanoate metabolism,10.0,3.0,5.0,55,504_cecq_y_new
Purine metabolism,31.0,4.0,16.0,110,504_cecq_y_new
Pyrimidine metabolism,23.0,0.0,4.0,65,504_cecq_y_new
Pyruvate metabolism,13.0,0.0,8.0,67,504_cecq_y_new
Relaxin signaling pathway,1.0,0.0,0.0,1,504_cecq_y_new
Retinol metabolism,0.0,0.0,1.0,14,504_cecq_y_new
Riboflavin metabolism,3.0,1.0,5.0,28,504_cecq_y_new
Selenocompound metabolism,4.0,0.0,4.0,18,504_cecq_y_new
Sphingolipid metabolism,1.0,0.0,3.0,27,504_cecq_y_new
Starch and sucrose metabolism,10.0,2.0,10.0,76,504_cecq_y_new
Steroid hormone biosynthesis,1.0,0.0,0.0,36,504_cecq_y_new
Streptomycin biosynthesis,4.0,0.0,3.0,18,504_cecq_y_new
Sulfur metabolism,7.0,1.0,2.0,50,504_cecq_y_new
Synthesis and degradation of ketone bodies,1.0,0.0,0.0,6,504_cecq_y_new
T cell receptor signaling pathway,1.0,0.0,0.0,2,504_cecq_y_new
Taurine and hypotaurine metabolism,3.0,0.0,2.0,19,504_cecq_y_new
Terpenoid backbone biosynthesis,5.0,0.0,5.0,51,504_cecq_y_new
Th1 and Th2 cell differentiation,1.0,0.0,0.0,1,504_cecq_y_new
Thermogenesis,1.0,0.0,0.0,1,504_cecq_y_new
Thiamine metabolism,8.0,1.0,3.0,26,504_cecq_y_new
Toluene degradation,0.0,0.0,2.0,26,504_cecq_y_new
"Tropane, piperidine and pyridine alkaloid biosynthesis",2.0,0.0,3.0,27,504_cecq_y_new
Tryptophan metabolism,2.0,1.0,4.0,60,504_cecq_y_new
Tyrosine metabolism,2.0,1.0,2.0,64,504_cecq_y_new
Ubiquinone and other terpenoid-quinone biosynthesis,6.0,3.0,3.0,40,504_cecq_y_new
"Valine, leucine and isoleucine biosynthesis",7.0,0.0,1.0,14,504_cecq_y_new
"Valine, leucine and isoleucine degradation",3.0,2.0,6.0,36,504_cecq_y_new
Various types of N-glycan biosynthesis,1.0,0.0,0.0,23,504_cecq_y_new
Vitamin B6 metabolism,5.0,1.0,2.0,26,504_cecq_y_new
Zeatin biosynthesis,1.0,0.0,0.0,10,504_cecq_y_new
alpha-Linolenic acid metabolism,0.0,2.0,3.0,12,504_cecq_y_new
beta-Alanine metabolism,6.0,1.0,3.0,37,504_cecq_y_new
beta-Lactam resistance,1.0,0.0,0.0,1,504_cecq_y_new
mTOR signaling pathway,1.0,0.0,1.0,5,504_cecq_y_new
