uniref,ec
UniRef90_R5DEL5,2.5.1.55
UniRef90_R5DGX9,1.4.1.16
UniRef90_R5DLF8,6.3.2.1
UniRef90_R6IFD4,3.5.1.25
UniRef90_R6IIS7,1.2.7.8
UniRef90_R6IJX5,6.3.2.6
UniRef90_R6JBE5,4.2.3.5
UniRef90_R6WRB5,2.1.1.33
UniRef90_R6WZC4,2.4.2.10
UniRef90_R6X1Y5,4.2.99.18
UniRef90_R6X635,1.6.5.8
UniRef90_R6X6E9,1.2.1.11
UniRef90_R6Y5A4,1.5.1.20
UniRef90_R7JIK5,6.1.1.2
UniRef90_S0GIT3,2.7.1.33
