Pathway,both,humann2,mpro,num_Ecs,sample
Inositol phosphate metabolism,1.0,0.0,2.0,48,502_cecq_n_new
Insect hormone biosynthesis,0.0,0.0,1.0,9,502_cecq_n_new
Isoquinoline alkaloid biosynthesis,1.0,0.0,0.0,57,502_cecq_n_new
Limonene and pinene degradation,0.0,1.0,1.0,16,502_cecq_n_new
Lipopolysaccharide biosynthesis,3.0,0.0,2.0,27,502_cecq_n_new
Lysine biosynthesis,4.0,1.0,5.0,28,502_cecq_n_new
Lysine degradation,2.0,1.0,4.0,53,502_cecq_n_new
Metabolic pathways,159.0,25.0,148.0,1650,502_cecq_n_new
Metabolism of xenobiotics by cytochrome P450,1.0,1.0,0.0,10,502_cecq_n_new
Methane metabolism,10.0,1.0,6.0,87,502_cecq_n_new
Microbial metabolism in diverse environments,55.0,7.0,43.0,668,502_cecq_n_new
Monobactam biosynthesis,2.0,1.0,1.0,10,502_cecq_n_new
Naphthalene degradation,1.0,0.0,0.0,9,502_cecq_n_new
Nicotinate and nicotinamide metabolism,3.0,2.0,3.0,59,502_cecq_n_new
Nitrogen metabolism,1.0,0.0,4.0,37,502_cecq_n_new
Nitrotoluene degradation,1.0,0.0,0.0,7,502_cecq_n_new
Novobiocin biosynthesis,1.0,0.0,1.0,16,502_cecq_n_new
One carbon pool by folate,4.0,0.0,6.0,24,502_cecq_n_new
Other glycan degradation,0.0,0.0,3.0,9,502_cecq_n_new
Oxidative phosphorylation,3.0,0.0,2.0,11,502_cecq_n_new
PI3K-Akt signaling pathway,0.0,0.0,1.0,2,502_cecq_n_new
Pantothenate and CoA biosynthesis,7.0,1.0,5.0,31,502_cecq_n_new
Penicillin and cephalosporin biosynthesis,0.0,1.0,0.0,14,502_cecq_n_new
Pentose and glucuronate interconversions,9.0,4.0,2.0,67,502_cecq_n_new
Pentose phosphate pathway,9.0,0.0,8.0,55,502_cecq_n_new
Peptidoglycan biosynthesis,8.0,0.0,2.0,19,502_cecq_n_new
Phenazine biosynthesis,1.0,0.0,0.0,13,502_cecq_n_new
Phenylalanine metabolism,5.0,2.0,2.0,67,502_cecq_n_new
"Phenylalanine, tyrosine and tryptophan biosynthesis",6.0,0.0,4.0,39,502_cecq_n_new
Phenylpropanoid biosynthesis,1.0,0.0,0.0,30,502_cecq_n_new
Phosphatidylinositol signaling system,1.0,0.0,0.0,29,502_cecq_n_new
Phosphonate and phosphinate metabolism,1.0,2.0,1.0,29,502_cecq_n_new
Photosynthesis,1.0,0.0,0.0,3,502_cecq_n_new
Polyketide sugar unit biosynthesis,2.0,0.0,0.0,27,502_cecq_n_new
Porphyrin and chlorophyll metabolism,4.0,0.0,9.0,106,502_cecq_n_new
Primary bile acid biosynthesis,0.0,0.0,1.0,19,502_cecq_n_new
Propanoate metabolism,7.0,3.0,6.0,55,502_cecq_n_new
Purine metabolism,22.0,1.0,16.0,110,502_cecq_n_new
Pyrimidine metabolism,17.0,0.0,7.0,65,502_cecq_n_new
Pyruvate metabolism,9.0,1.0,9.0,67,502_cecq_n_new
Relaxin signaling pathway,0.0,0.0,1.0,1,502_cecq_n_new
Retinol metabolism,1.0,0.0,0.0,14,502_cecq_n_new
Riboflavin metabolism,2.0,1.0,5.0,28,502_cecq_n_new
Selenocompound metabolism,3.0,0.0,5.0,18,502_cecq_n_new
Sphingolipid metabolism,0.0,0.0,3.0,27,502_cecq_n_new
Starch and sucrose metabolism,9.0,0.0,4.0,76,502_cecq_n_new
Streptomycin biosynthesis,3.0,0.0,1.0,18,502_cecq_n_new
Sulfur metabolism,7.0,0.0,2.0,50,502_cecq_n_new
Synthesis and degradation of ketone bodies,1.0,0.0,0.0,6,502_cecq_n_new
Taurine and hypotaurine metabolism,2.0,0.0,4.0,19,502_cecq_n_new
Terpenoid backbone biosynthesis,4.0,0.0,5.0,51,502_cecq_n_new
Thermogenesis,0.0,0.0,1.0,1,502_cecq_n_new
Thiamine metabolism,5.0,1.0,4.0,26,502_cecq_n_new
Toluene degradation,0.0,0.0,2.0,26,502_cecq_n_new
"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,0.0,2.0,27,502_cecq_n_new
Tryptophan metabolism,2.0,1.0,4.0,60,502_cecq_n_new
Tyrosine metabolism,2.0,1.0,1.0,64,502_cecq_n_new
Ubiquinone and other terpenoid-quinone biosynthesis,3.0,0.0,2.0,40,502_cecq_n_new
"Valine, leucine and isoleucine biosynthesis",6.0,0.0,1.0,14,502_cecq_n_new
"Valine, leucine and isoleucine degradation",2.0,1.0,5.0,36,502_cecq_n_new
Various types of N-glycan biosynthesis,0.0,0.0,1.0,23,502_cecq_n_new
Vitamin B6 metabolism,4.0,2.0,1.0,26,502_cecq_n_new
Xylene degradation,2.0,0.0,1.0,21,502_cecq_n_new
Zeatin biosynthesis,0.0,0.0,1.0,10,502_cecq_n_new
alpha-Linolenic acid metabolism,1.0,1.0,0.0,12,502_cecq_n_new
beta-Alanine metabolism,2.0,2.0,2.0,37,502_cecq_n_new
beta-Lactam resistance,0.0,1.0,0.0,1,502_cecq_n_new
mTOR signaling pathway,0.0,0.0,1.0,5,502_cecq_n_new
