Pathway,both,humann2,mpro,num_Ecs,sample
"Glycine, serine and threonine metabolism",8.0,1.0,7.0,68,501_colq_n_hk
Glycolysis / Gluconeogenesis,10.0,1.0,7.0,48,501_colq_n_hk
Glycosaminoglycan degradation,1.0,0.0,1.0,15,501_colq_n_hk
Glycosphingolipid biosynthesis - ganglio series,1.0,0.0,1.0,8,501_colq_n_hk
Glycosphingolipid biosynthesis - globo and isoglobo series,0.0,0.0,3.0,13,501_colq_n_hk
Glyoxylate and dicarboxylate metabolism,3.0,0.0,4.0,73,501_colq_n_hk
Histidine metabolism,5.0,0.0,2.0,38,501_colq_n_hk
Human cytomegalovirus infection,0.0,0.0,1.0,2,501_colq_n_hk
Human papillomavirus infection,0.0,0.0,1.0,2,501_colq_n_hk
Inositol phosphate metabolism,1.0,0.0,3.0,48,501_colq_n_hk
Isoquinoline alkaloid biosynthesis,0.0,0.0,1.0,57,501_colq_n_hk
Lipopolysaccharide biosynthesis,2.0,1.0,1.0,27,501_colq_n_hk
Lysine biosynthesis,3.0,2.0,3.0,28,501_colq_n_hk
Metabolic pathways,91.0,18.0,113.0,1650,501_colq_n_hk
Metabolism of xenobiotics by cytochrome P450,0.0,0.0,1.0,10,501_colq_n_hk
Methane metabolism,9.0,0.0,3.0,87,501_colq_n_hk
Microbial metabolism in diverse environments,25.0,7.0,36.0,668,501_colq_n_hk
Monobactam biosynthesis,2.0,2.0,0.0,10,501_colq_n_hk
Naphthalene degradation,0.0,0.0,1.0,9,501_colq_n_hk
Nicotinate and nicotinamide metabolism,1.0,1.0,1.0,59,501_colq_n_hk
Nitrogen metabolism,3.0,0.0,0.0,37,501_colq_n_hk
Nitrotoluene degradation,0.0,0.0,1.0,7,501_colq_n_hk
Novobiocin biosynthesis,0.0,0.0,1.0,16,501_colq_n_hk
One carbon pool by folate,3.0,1.0,7.0,24,501_colq_n_hk
Other glycan degradation,1.0,0.0,2.0,9,501_colq_n_hk
Oxidative phosphorylation,2.0,0.0,2.0,11,501_colq_n_hk
PI3K-Akt signaling pathway,0.0,0.0,1.0,2,501_colq_n_hk
Pantothenate and CoA biosynthesis,7.0,1.0,0.0,31,501_colq_n_hk
Pentose and glucuronate interconversions,4.0,0.0,6.0,67,501_colq_n_hk
Pentose phosphate pathway,6.0,0.0,8.0,55,501_colq_n_hk
Peptidoglycan biosynthesis,5.0,0.0,5.0,19,501_colq_n_hk
Phenylalanine metabolism,0.0,1.0,1.0,67,501_colq_n_hk
"Phenylalanine, tyrosine and tryptophan biosynthesis",3.0,0.0,1.0,39,501_colq_n_hk
Phenylpropanoid biosynthesis,0.0,0.0,1.0,30,501_colq_n_hk
Phosphatidylinositol signaling system,0.0,0.0,1.0,29,501_colq_n_hk
Phosphonate and phosphinate metabolism,0.0,1.0,0.0,29,501_colq_n_hk
Photosynthesis,1.0,0.0,0.0,3,501_colq_n_hk
Polyketide sugar unit biosynthesis,0.0,0.0,2.0,27,501_colq_n_hk
Porphyrin and chlorophyll metabolism,2.0,0.0,9.0,106,501_colq_n_hk
Propanoate metabolism,2.0,2.0,5.0,55,501_colq_n_hk
Purine metabolism,12.0,1.0,10.0,110,501_colq_n_hk
Pyrimidine metabolism,8.0,0.0,7.0,65,501_colq_n_hk
Pyruvate metabolism,5.0,1.0,5.0,67,501_colq_n_hk
Relaxin signaling pathway,0.0,0.0,1.0,1,501_colq_n_hk
Retinol metabolism,0.0,0.0,1.0,14,501_colq_n_hk
Riboflavin metabolism,1.0,0.0,4.0,28,501_colq_n_hk
Selenocompound metabolism,1.0,0.0,1.0,18,501_colq_n_hk
Sphingolipid metabolism,1.0,0.0,2.0,27,501_colq_n_hk
Starch and sucrose metabolism,1.0,0.0,12.0,76,501_colq_n_hk
Streptomycin biosynthesis,0.0,0.0,5.0,18,501_colq_n_hk
Sulfur metabolism,1.0,1.0,1.0,50,501_colq_n_hk
Taurine and hypotaurine metabolism,2.0,0.0,1.0,19,501_colq_n_hk
Terpenoid backbone biosynthesis,1.0,0.0,7.0,51,501_colq_n_hk
Thermogenesis,0.0,0.0,1.0,1,501_colq_n_hk
Thiamine metabolism,3.0,0.0,3.0,26,501_colq_n_hk
"Tropane, piperidine and pyridine alkaloid biosynthesis",0.0,0.0,1.0,27,501_colq_n_hk
Tryptophan metabolism,1.0,0.0,0.0,60,501_colq_n_hk
Tyrosine metabolism,0.0,0.0,2.0,64,501_colq_n_hk
Ubiquinone and other terpenoid-quinone biosynthesis,1.0,0.0,0.0,40,501_colq_n_hk
"Valine, leucine and isoleucine biosynthesis",5.0,0.0,2.0,14,501_colq_n_hk
"Valine, leucine and isoleucine degradation",0.0,1.0,2.0,36,501_colq_n_hk
Various types of N-glycan biosynthesis,0.0,0.0,1.0,23,501_colq_n_hk
Vitamin B6 metabolism,1.0,2.0,0.0,26,501_colq_n_hk
alpha-Linolenic acid metabolism,0.0,0.0,1.0,12,501_colq_n_hk
beta-Alanine metabolism,2.0,0.0,0.0,37,501_colq_n_hk
mTOR signaling pathway,0.0,0.0,1.0,5,501_colq_n_hk
