Pathway,both,humann2,mpro,num_Ecs,sample
Monobactam biosynthesis,2.0,2.0,0.0,10,501_colq_n_new
Naphthalene degradation,0.0,0.0,1.0,9,501_colq_n_new
Nicotinate and nicotinamide metabolism,1.0,1.0,1.0,59,501_colq_n_new
Nitrogen metabolism,3.0,0.0,0.0,37,501_colq_n_new
Nitrotoluene degradation,0.0,0.0,1.0,7,501_colq_n_new
Novobiocin biosynthesis,0.0,0.0,1.0,16,501_colq_n_new
One carbon pool by folate,3.0,1.0,7.0,24,501_colq_n_new
Other glycan degradation,0.0,0.0,3.0,9,501_colq_n_new
Oxidative phosphorylation,2.0,0.0,2.0,11,501_colq_n_new
PI3K-Akt signaling pathway,0.0,0.0,1.0,2,501_colq_n_new
Pantothenate and CoA biosynthesis,7.0,1.0,0.0,31,501_colq_n_new
Pentose and glucuronate interconversions,4.0,0.0,6.0,67,501_colq_n_new
Pentose phosphate pathway,6.0,0.0,8.0,55,501_colq_n_new
Peptidoglycan biosynthesis,4.0,0.0,6.0,19,501_colq_n_new
Phenylalanine metabolism,0.0,1.0,1.0,67,501_colq_n_new
"Phenylalanine, tyrosine and tryptophan biosynthesis",3.0,0.0,1.0,39,501_colq_n_new
Phenylpropanoid biosynthesis,0.0,0.0,1.0,30,501_colq_n_new
Phosphatidylinositol signaling system,0.0,0.0,1.0,29,501_colq_n_new
Photosynthesis,1.0,0.0,0.0,3,501_colq_n_new
Polyketide sugar unit biosynthesis,0.0,0.0,2.0,27,501_colq_n_new
Porphyrin and chlorophyll metabolism,2.0,0.0,9.0,106,501_colq_n_new
Propanoate metabolism,2.0,2.0,5.0,55,501_colq_n_new
Purine metabolism,12.0,1.0,10.0,110,501_colq_n_new
Pyrimidine metabolism,8.0,0.0,7.0,65,501_colq_n_new
Pyruvate metabolism,5.0,1.0,5.0,67,501_colq_n_new
Relaxin signaling pathway,0.0,0.0,1.0,1,501_colq_n_new
Retinol metabolism,0.0,0.0,1.0,14,501_colq_n_new
Riboflavin metabolism,1.0,0.0,4.0,28,501_colq_n_new
Selenocompound metabolism,1.0,0.0,1.0,18,501_colq_n_new
Sphingolipid metabolism,0.0,0.0,3.0,27,501_colq_n_new
Starch and sucrose metabolism,1.0,0.0,12.0,76,501_colq_n_new
Streptomycin biosynthesis,0.0,0.0,5.0,18,501_colq_n_new
Sulfur metabolism,1.0,1.0,1.0,50,501_colq_n_new
Taurine and hypotaurine metabolism,2.0,0.0,1.0,19,501_colq_n_new
Terpenoid backbone biosynthesis,1.0,0.0,7.0,51,501_colq_n_new
Thermogenesis,0.0,0.0,1.0,1,501_colq_n_new
Thiamine metabolism,3.0,0.0,3.0,26,501_colq_n_new
"Tropane, piperidine and pyridine alkaloid biosynthesis",0.0,0.0,1.0,27,501_colq_n_new
Tryptophan metabolism,1.0,0.0,0.0,60,501_colq_n_new
Tyrosine metabolism,0.0,0.0,2.0,64,501_colq_n_new
Ubiquinone and other terpenoid-quinone biosynthesis,1.0,0.0,0.0,40,501_colq_n_new
"Valine, leucine and isoleucine biosynthesis",5.0,0.0,2.0,14,501_colq_n_new
"Valine, leucine and isoleucine degradation",0.0,1.0,2.0,36,501_colq_n_new
Various types of N-glycan biosynthesis,0.0,0.0,1.0,23,501_colq_n_new
Vitamin B6 metabolism,1.0,2.0,0.0,26,501_colq_n_new
alpha-Linolenic acid metabolism,0.0,0.0,1.0,12,501_colq_n_new
beta-Alanine metabolism,2.0,0.0,0.0,37,501_colq_n_new
mTOR signaling pathway,0.0,0.0,1.0,5,501_colq_n_new
