uniref,ec
UniRef90_N1Z5G2,0
UniRef90_E5VPR3,0
UniRef90_K5ZLY5,0
UniRef90_K3Z2X2,0
UniRef90_A6P028,0
UniRef90_A5KR94,0
UniRef90_K6A913,0
UniRef90_K5ZU07,0
UniRef90_R5DKJ1,0
UniRef90_K6A6E4,0
UniRef90_N1ZDM7,0
UniRef90_R6IBF4,0
UniRef90_D4VKI7,2.7.7.49
UniRef90_K5YSG7,0
UniRef90_A5ZYV7,0
UniRef90_Q4YHX4,0
UniRef90_M1XNQ3,0
UniRef90_Q4YHT4,0
UniRef90_K1JJS6,0
UniRef90_K5ZKY9,0
UniRef90_K6A0T5,0
UniRef90_G1Q1K5,0
UniRef90_N1ZDX1,0
UniRef90_K5YMK4,0
UniRef90_W1YRV6,0
UniRef90_N1Z6E2,0
UniRef90_A6BGW3,0
UniRef90_A8SIA8,0
UniRef90_G1Q6C2,0
UniRef90_K5ZA22,0
UniRef90_Q4X4F3,0
UniRef90_K5Z0U6,0
UniRef90_K6AAY4,0
UniRef90_N1ZAM5,0
UniRef90_N2ASF4,0
UniRef90_H2CKQ3,0
UniRef90_A5Z2Z6,0
UniRef90_K5ZK33,0
UniRef90_F3R5J3,0
UniRef90_A0A016EQF0,0
UniRef90_A5Z2Z7,0
UniRef90_N2AP30,0
UniRef90_C7TFZ2,0
UniRef90_B0NWR4,0
UniRef90_N1Z9E8,0
UniRef90_N2BCA3,0
UniRef90_R5I7R5,0
UniRef90_UPI0001F857D7,0
UniRef90_C7T764,0
UniRef90_UPI0003B2F08F,0
UniRef90_K5YY74,0
UniRef90_K6AUL6,0
UniRef90_R6X5K9,0
UniRef90_A0A024PJX1,0
UniRef90_B0MGJ9,0
UniRef90_K5ZWX9,0
UniRef90_G1Q0M0,0
UniRef90_K6A413,0
UniRef90_F7AA48,0
UniRef90_J3SBR0,0
UniRef90_A7ACD2,0
UniRef90_K6A5C7,0
UniRef90_D4V267,0
UniRef90_C9TIJ6,0
UniRef90_Q5BXX7,0
UniRef90_N1ZLT5,0
UniRef90_C7TAR6,0
UniRef90_Q4YHF0,0
UniRef90_M1Y8K3,0
UniRef90_K6A2W8,0
UniRef90_N2BJ19,0
UniRef90_I7HKA6,0
UniRef90_C2EJM6,0
UniRef90_D6S6C8,0
UniRef90_Q7R6V5,0
UniRef90_UPI00035E867A,0
UniRef90_B1SBJ4,0
UniRef90_UPI00033174BD,0
UniRef90_K5YUI7,0
UniRef90_N2BDZ1,0
UniRef90_N2BE50,0
UniRef90_D5H1L5,0
UniRef90_C9B2Y6,0
UniRef90_N8DUV7,0
UniRef90_A6LEH9,0
UniRef90_F5IGB6,0
UniRef90_K5YVR2,0
UniRef90_K5Z9T8,0
UniRef90_K6A9C4,5.3.1.17
UniRef90_N1ZD44,0
UniRef90_E5VL83,0
UniRef90_K5YMQ5,0
UniRef90_K6AGA7,0
UniRef90_N2ATP8,0
UniRef90_R6X2N4,0
UniRef90_B0NIM7,0
UniRef90_W8YEG6,0
UniRef90_K5Y4X5,0
UniRef90_K5ZD19,0
UniRef90_K5ZZD2,0
UniRef90_N2AT07,0
UniRef90_N2AX94,0
UniRef90_N2B579,0
UniRef90_A6LE88,0
UniRef90_K5Y8F0,0
UniRef90_K6A680,0
UniRef90_UPI0003607AD2,0
UniRef90_A6LD48,0
UniRef90_K5ZP27,2.6.1.52
UniRef90_L0CZD0,0
UniRef90_K5YLZ5,0
UniRef90_H6SIA7,0
UniRef90_Q4EE26,0
UniRef90_K5ZMM1,0
UniRef90_N1Z1T4,0
UniRef90_Q7R7S4,0
UniRef90_Q4YJU8,0
UniRef90_A6LFI7,0
UniRef90_J7SHX6,0
UniRef90_A4QMB0,0
UniRef90_A6LEH4,0
UniRef90_K5ZYB1,0
UniRef90_K6A0W9,0
UniRef90_K6AQ86,0
UniRef90_N2B0K6,0
UniRef90_R6WP78,0
UniRef90_R6Y7R4,0
UniRef90_K5YC20,0
UniRef90_K5YZ96,0
UniRef90_R6PX53,0
UniRef90_R6WQ56,0
UniRef90_S4W9Z3,0
UniRef90_U3F7S4,0
UniRef90_R6WUS3,0
UniRef90_R9VPP3,0
UniRef90_A8SSN6,0
UniRef90_A6L9B8,0
UniRef90_K5ZVR2,0
UniRef90_K5ZYN1,0
UniRef90_A7B8Q3,0
UniRef90_Q4YI79,0
UniRef90_Q4YHW5,0
UniRef90_W8YEH7,0
UniRef90_B6A8G9,0
UniRef90_K5Y558,0
UniRef90_K5ZU03,0
UniRef90_K6A1B3,0
UniRef90_R5DJ39,0
UniRef90_R6IQD3,0
UniRef90_E3ZBN0,0
UniRef90_A0A015TZP1,0
UniRef90_K5Z0S6,0
UniRef90_K6A3T3,0
UniRef90_N2BGZ1,0
UniRef90_I7GIE7,0
UniRef90_UPI00035E57DE,0
UniRef90_T3QY73,0
UniRef90_K5Z513,0
UniRef90_K5ZTC0,0
UniRef90_K6A5W3,0
UniRef90_R5DS60,0
UniRef90_K5YSI9,0
UniRef90_K5YXU8,0
UniRef90_K5ZF52,1.16.3.2
UniRef90_K5ZUP3,0
UniRef90_N1ZCK9,0
UniRef90_Q59199,1.2.1.12
UniRef90_T4AWL0,0
UniRef90_K5YTK3,5.2.1.8
UniRef90_K6AAX7,0
UniRef90_W4TYA0,0
UniRef90_K7EZW6,0
UniRef90_F5TV19,0
UniRef90_Q4YA17,0
UniRef90_UPI00016311CD,0
UniRef90_K5ZA26,0
UniRef90_N2BGR3,0
UniRef90_S0GEK8,0
UniRef90_Q7R7L8,0
UniRef90_K5ZGI3,0
UniRef90_K5ZUN5,0
UniRef90_K6AMG1,0
UniRef90_N2ARE5,0
UniRef90_R9MNL9,0
UniRef90_Q4X813,0
UniRef90_Q603S8,0
UniRef90_K5Y7V3,0
UniRef90_N1ZLE9,0
UniRef90_N2B6Q0,0
UniRef90_W1YVJ3,0
UniRef90_P11369,0
UniRef90_Q4X6X1,0
UniRef90_K5YVD1,0
UniRef90_K5ZTT4,0
UniRef90_K5ZY93,0
UniRef90_K6A2K3,0
UniRef90_K6A5E7,0
UniRef90_N1Z6H0,0
UniRef90_P03023,0
UniRef90_R6IEJ1,0
UniRef90_V5XTJ0,0
UniRef90_C2EJM5,0
UniRef90_Q4YJ71,0
UniRef90_A6LD62,0
UniRef90_S0GIT3,2.7.1.33
UniRef90_E5EZL2,0
UniRef90_K5Z035,0
UniRef90_K5Z514,0
UniRef90_K5ZNM3,0
UniRef90_K6AM51,2.1.1.195
UniRef90_Q4YH89,0
UniRef90_D1YA53,0
UniRef90_K5ZD17,0
UniRef90_K6A9R5,0
UniRef90_N1Z5G6,0
UniRef90_N1ZAU2,0
UniRef90_R5DPL5,0
UniRef90_Q4YHQ3,0
UniRef90_Q29R63,0
UniRef90_A6LEI4,0
UniRef90_A6LHM8,0
UniRef90_C3QND6,0
UniRef90_K5ZJY9,0
UniRef90_R6WPR5,0
UniRef90_Q4YHX5,0
UniRef90_K5ZE75,0
UniRef90_K5ZVM8,0
UniRef90_K6A0B9,0
UniRef90_N1Z2S6,0
UniRef90_W8ZHX5,0
UniRef90_X5NU12,1.6.5.5
UniRef90_W1WNE7,0
UniRef90_Q7R7D8,0
UniRef90_E9I5F4,0
UniRef90_K5Z966,0
UniRef90_K5ZZY7,0
UniRef90_N1ZHD5,0
UniRef90_R7DIS8,0
UniRef90_Q4YK64,0
UniRef90_A6L8T3,2.1.2.10
UniRef90_A6LEG8,0
UniRef90_A6LEH6,0
UniRef90_K5YC49,0
UniRef90_K5Z4Z2,0
UniRef90_K5ZGJ0,0
UniRef90_K5ZUT9,0
UniRef90_K5ZV60,0
UniRef90_UPI00036264EC,0
UniRef90_Q4X778,0
UniRef90_A6L8Y4,0
UniRef90_A6LF43,0
UniRef90_K5Y097,0
UniRef90_K5ZGL6,0
UniRef90_K5ZTH3,0
UniRef90_K5ZVN3,0
UniRef90_K6AX53,0
UniRef90_N2AVL5,0
UniRef90_K5Y257,1.1.1.262
UniRef90_K5YSH5,0
UniRef90_K5ZPX8,0
UniRef90_K6A2F0,0
UniRef90_N2B6C4,0
UniRef90_Q4YHQ2,0
UniRef90_J0KR37,0
UniRef90_A6LD11,0
UniRef90_B2N4P0,0
UniRef90_K5ZMI4,0
UniRef90_K5ZYR5,0
UniRef90_N1ZFR3,0
UniRef90_R5DJX1,0
UniRef90_R6WWF6,0
UniRef90_W1WSC0,0
UniRef90_F7F1I6,0
UniRef90_A6LIC2,2.1.1.45
UniRef90_A6LID6,0
UniRef90_A6LIG0,0
UniRef90_K5Y293,0
UniRef90_K5Y5Y9,0
UniRef90_K5YVJ6,0
UniRef90_K5ZEG5,0
UniRef90_K5ZPH1,0
UniRef90_K6A6V5,0
UniRef90_L1A6D4,0
UniRef90_D0TK89,0
UniRef90_K5YMM5,0
UniRef90_K5Z076,0
UniRef90_K5Z127,0
UniRef90_K5ZL35,0
UniRef90_K6A6E9,0
UniRef90_D0G8Z7,0
UniRef90_Q4YAG3,0
UniRef90_C7T9B1,0
UniRef90_Q4YD51,0
UniRef90_UPI000468B91F,0
UniRef90_A6LBU6,6.1.1.12
UniRef90_K5Y2E2,0
UniRef90_K5YF32,0
UniRef90_K5ZV22,0
UniRef90_K6APQ2,0
UniRef90_N2B002,0
UniRef90_N2B6P7,0
UniRef90_R6X6E9,1.2.1.11
UniRef90_Q4XDB9,0
UniRef90_N1ZGF7,0
UniRef90_A6LDB7,0
UniRef90_K5XZW3,1.16.3.1
UniRef90_K5ZDN3,0
UniRef90_K5ZI02,0
UniRef90_K5ZIB9,0
UniRef90_N2B3F1,0
UniRef90_P0ABZ8,5.2.1.8
UniRef90_Q5L8Z8,1.1.1.37
UniRef90_R5DBX8,0
UniRef90_R6X4S2,0
UniRef90_V9REV9,0
UniRef90_F9WBA8,0
UniRef90_N1ZLM4,0
UniRef90_Q7R6U7,0
UniRef90_F0Z1P9,0
UniRef90_F0Z3X8,0
UniRef90_A6L9P3,0
UniRef90_B4K3D4,0
UniRef90_K5ZCV1,0
UniRef90_K5ZUC5,0
UniRef90_K6AYR2,5.2.1.8
UniRef90_L8CE54,0
UniRef90_R6WRT3,3.4.11.18
UniRef90_R6XC92,0
UniRef90_UPI0003758A09,0
UniRef90_D4W6N4,0
UniRef90_J3KMP5,0
UniRef90_A6LEH5,0
UniRef90_A6LI32,4.3.1.3
UniRef90_K5Y287,0
UniRef90_K5YB20,0
UniRef90_K5YHI1,0
UniRef90_K5YS73,0
UniRef90_K5YVS1,0
UniRef90_K5YYL5,0
UniRef90_K5ZDK4,0
UniRef90_K5ZHQ6,1.6.5.8
UniRef90_K5ZL16,0
UniRef90_K5ZRL7,0
UniRef90_K6A8H5,0
UniRef90_N2AV24,0
UniRef90_N2B598,0
UniRef90_P63388,0
UniRef90_R5DA56,0
UniRef90_R5DL45,0
UniRef90_R6WWI4,0
UniRef90_S4WA34,0
UniRef90_Q4YD76,0
UniRef90_T1I6J1,0
UniRef90_A6LA39,5.3.1.5
UniRef90_A6LBG7,2.1.2.1
UniRef90_A6LER8,0
UniRef90_J9GSU8,0
UniRef90_K5Y8H5,0
UniRef90_K5YUF0,0
UniRef90_K5Z4R8,0
UniRef90_K5ZMB2,0
UniRef90_K5ZQ24,0
UniRef90_K5ZU22,0
UniRef90_K5ZUB7,0
UniRef90_K6A188,0
UniRef90_K6A3K5,0
UniRef90_N1ZIM2,0
UniRef90_N1ZJW4,0
UniRef90_Q5C0F6,0
UniRef90_Q7MVQ8,0
UniRef90_Q7R7J7,0
UniRef90_Q4XG51,0
UniRef90_C3WU76,0
UniRef90_W1W9S2,0
UniRef90_K5YHK5,0
UniRef90_K5Z253,0
UniRef90_K5ZAV2,0
UniRef90_K5ZCG2,0
UniRef90_K5ZE94,0
UniRef90_K5ZHS3,0
UniRef90_K5ZKI4,0
UniRef90_K5ZZ71,0
UniRef90_K5ZZN4,0
UniRef90_K6A255,0
UniRef90_K6A283,0
UniRef90_K6A6U4,0
UniRef90_K6AHL9,0
UniRef90_N2AJB7,0
UniRef90_N2AUK9,0
UniRef90_Q650D2,0
UniRef90_R6WQT3,1.6.5.8
UniRef90_D3Z496,0
UniRef90_B0N9Z2,0
UniRef90_Q7R6U8,0
UniRef90_I7JND3,0
UniRef90_A6LE82,0
UniRef90_A6LEH7,0
UniRef90_K5YJ17,0
UniRef90_K5YQV5,0
UniRef90_K5YVG6,0
UniRef90_K5ZER3,0
UniRef90_K5ZHP0,0
UniRef90_K5ZI94,0
UniRef90_K5ZL12,3.4.11.4
UniRef90_K5ZP71,0
UniRef90_K5ZRS8,1.16.3.2
UniRef90_K5ZVE9,0
UniRef90_K5ZVS5,0
UniRef90_K6A3M1,0
UniRef90_K6A4T9,0
UniRef90_K6AGE6,0
UniRef90_K6AL18,0
UniRef90_N1Z1T6,0
UniRef90_R5DBD4,0
UniRef90_R5DEI7,0
UniRef90_R6Y9M8,3.4.21.92
UniRef90_R6WDS0,0
UniRef90_F5RQN3,0
UniRef90_Q7R7J3,0
UniRef90_Q4YDX5,0
UniRef90_Q4YK81,0
UniRef90_K5XZD3,0
UniRef90_K5YBX8,0
UniRef90_K5YQR6,0
UniRef90_K5YS83,0
UniRef90_K5YZD4,0
UniRef90_K5ZBY7,0
UniRef90_K5ZER9,0
UniRef90_K5ZKZ4,0
UniRef90_K5ZPU7,0
UniRef90_K5ZU83,0
UniRef90_K6A1B7,0
UniRef90_K6A1Y6,0
UniRef90_K6A917,0
UniRef90_K6A952,0
UniRef90_P31666,0
UniRef90_R5DLA5,0
UniRef90_R5JU63,0
UniRef90_R6X568,0
UniRef90_R6X7I2,0
UniRef90_UPI00036B3A1A,0
UniRef90_H9H5T7,0
UniRef90_A4QMB1,0
UniRef90_Q7R857,0
UniRef90_Q4Y9P6,0
UniRef90_T0NDG4,0
UniRef90_S8D439,0
UniRef90_A6L8E0,0
UniRef90_A6LHV2,3.5.99.6
UniRef90_A7ZHM3,6.3.2.1
UniRef90_K5Y8F4,0
UniRef90_K5YE48,0
UniRef90_K5Z090,0
UniRef90_K5Z8K9,0
UniRef90_K5ZBF8,0
UniRef90_K5ZCI4,0
UniRef90_K5ZDM2,0
UniRef90_K5ZGM1,0
UniRef90_K5ZP77,0
UniRef90_K5ZTE3,0
UniRef90_K5ZTF7,0
UniRef90_K5ZYL5,0
UniRef90_K6A230,0
UniRef90_K6A2R1,0
UniRef90_K6A5K7,0
UniRef90_K6A691,0
UniRef90_K6A9H5,1.1.1.49
UniRef90_K6AQ64,0
UniRef90_N2AGZ2,0
UniRef90_N2AJH0,0
UniRef90_N2AVK1,0
UniRef90_N2AWE2,0
UniRef90_N2B5E8,0
UniRef90_P31466,0
UniRef90_R5DDE3,4.2.1.59
UniRef90_R6XD50,0
UniRef90_R9HR76,0
UniRef90_UPI000466DC3C,0
UniRef90_A2PD65,0
UniRef90_C7T9B0,0
UniRef90_Q7R7C2,0
UniRef90_F9N0C7,0
UniRef90_F6IL42,0
UniRef90_J3QMT9,0
UniRef90_V8M0W9,0
UniRef90_J3QP72,0
UniRef90_A6LC65,0
UniRef90_A6LEG5,2.7.7.6
UniRef90_K5Y1W1,0
UniRef90_K5Y7W1,0
UniRef90_K5Y8I3,0
UniRef90_K5YRH0,0
UniRef90_K5Z9Y9,0
UniRef90_K5ZGJ9,0
UniRef90_K5ZMV1,0
UniRef90_K5ZZ14,0
UniRef90_K6A7E9,0
UniRef90_K6A8R2,0
UniRef90_K6ARM6,0
UniRef90_N2AYZ0,0
UniRef90_P27238,0
UniRef90_R6X0M9,2.3.1.39
UniRef90_R6XFN4,0
UniRef90_R7J7A8,0
UniRef90_R7JA67,2.3.1.179
UniRef90_A0A009WBM8,0
UniRef90_V2V6I8,0
UniRef90_D7UUB6,0
UniRef90_L8HPT4,0
UniRef90_Q3U156,0
UniRef90_E1WRX7,0
UniRef90_K5Y4A2,0
UniRef90_K5YM18,0
UniRef90_K5YYR5,2.1.1.199
UniRef90_K5Z0X5,0
UniRef90_K5Z1X2,0
UniRef90_K5Z1Z5,0
UniRef90_K5Z222,0
UniRef90_K5Z4Z1,0
UniRef90_K5Z511,0
UniRef90_K5Z5S5,0
UniRef90_K5Z609,0
UniRef90_K5Z6W9,0
UniRef90_K5ZCA5,0
UniRef90_K5ZDW5,0
UniRef90_K5ZEE2,0
UniRef90_K5ZGJ4,6.1.1.22
UniRef90_K5ZHC0,0
UniRef90_K5ZKW9,0
UniRef90_K5ZL03,1.15.1.1
UniRef90_K5ZPF3,0
UniRef90_K5ZWA2,0
UniRef90_K5ZZ20,0
UniRef90_K6A1I0,0
UniRef90_K6A2P5,0
UniRef90_K6AGP0,0
UniRef90_K6AI55,0
UniRef90_K6AN02,0
UniRef90_K6AP66,5.2.1.8
UniRef90_K6AW84,0
UniRef90_N1ZDX0,0
UniRef90_N2B0V8,0
UniRef90_N2B7I2,0
UniRef90_N2BBX4,0
UniRef90_Q8A6A5,0
UniRef90_R5D898,0
UniRef90_R6WQD6,0
UniRef90_R6WSU5,0
UniRef90_R6WSW4,0
UniRef90_R6WZT4,0
UniRef90_R6X423,0
UniRef90_R6X7P9,0
UniRef90_R6XY81,0
UniRef90_T5JZF9,0
UniRef90_D3Z1I6,0
UniRef90_S4WAB8,0
UniRef90_U5P1X6,0
UniRef90_UPI00036189A4,0
UniRef90_UPI000369EBAD,0
UniRef90_W4KSI5,0
UniRef90_UPI00037D9ED4,0
UniRef90_A6LBZ5,0
UniRef90_A6LE84,0
UniRef90_G7NCZ9,0
UniRef90_K5Y0Y0,0
UniRef90_K5YVP9,0
UniRef90_K5ZDM4,0
UniRef90_K5ZHD0,0
UniRef90_K5ZL77,0
UniRef90_K5ZLK9,0
UniRef90_K5ZLY1,0
UniRef90_K5ZXX3,0
UniRef90_K5ZYD5,0
UniRef90_K5ZYJ6,0
UniRef90_K6A1V8,0
UniRef90_K6A2D2,1.1.1.58
UniRef90_K6A3Q7,0
UniRef90_K6ABH1,0
UniRef90_K6ABH6,0
UniRef90_K6AI11,0
UniRef90_K6AMM3,0
UniRef90_N1Z5Z1,0
UniRef90_N2ALH9,0
UniRef90_N2AR62,0
UniRef90_N2ASM3,0
UniRef90_N2AU03,0
UniRef90_N2AUU5,0
UniRef90_P10030,0
UniRef90_Q4X4D5,0
UniRef90_Q57TL5,6.1.1.5
UniRef90_R6WWN2,0
UniRef90_R6X3A3,0
UniRef90_R7JNB8,0
UniRef90_V0SXX6,0
UniRef90_B6W6V6,0
UniRef90_G3U320,0
UniRef90_T2IW85,0
UniRef90_K8EDZ7,0
UniRef90_D3Z1I8,0
UniRef90_R5BUE4,0
UniRef90_A4WFB6,0
UniRef90_A6L8X7,0
UniRef90_A6LBG5,0
UniRef90_A6LE69,0
UniRef90_A6LEH2,0
UniRef90_A6LEI5,0
UniRef90_A6LI78,0
UniRef90_F8XCX9,0
UniRef90_H9UY99,0
UniRef90_K5Y6S4,0
UniRef90_K5YE63,0
UniRef90_K5YLM7,0
UniRef90_K5YMK8,0
UniRef90_K5YMR0,0
UniRef90_K5YRY8,1.5.1.2
UniRef90_K5YVM4,0
UniRef90_K5YYS4,0
UniRef90_K5Z073,0
UniRef90_K5Z0C0,4.2.3.4
UniRef90_K5Z180,0
UniRef90_K5Z4P3,0
UniRef90_K5Z4X7,0
UniRef90_K5Z9U7,0
UniRef90_K5ZDQ1,0
UniRef90_K5ZEB4,0
UniRef90_K5ZGI4,0
UniRef90_K5ZGS8,0
UniRef90_K5ZL69,1.1.1.169
UniRef90_K5ZLI4,0
UniRef90_K5ZM12,0
UniRef90_K5ZMM5,0
UniRef90_K5ZNL7,6.3.2.4
UniRef90_K5ZRS4,0
UniRef90_K5ZU12,0
UniRef90_K5ZUA6,0
UniRef90_K5ZUC2,0
UniRef90_K5ZUF0,0
UniRef90_K5ZUM2,3.1.3.5
UniRef90_K5ZV32,0
UniRef90_K5ZXP2,0
UniRef90_K5ZY85,0
UniRef90_K5ZYM9,0
UniRef90_K5ZZ56,1.8.4.11
UniRef90_K5ZZL5,0
UniRef90_K6A1P5,0
UniRef90_K6A3I5,0
UniRef90_K6A5D2,0
UniRef90_K6A8H0,0
UniRef90_K6ABM3,0
UniRef90_K6ARR5,0
UniRef90_K6AUB1,0
UniRef90_N2AUT8,0
UniRef90_N2AX36,0
UniRef90_N2B4M3,0
UniRef90_N2B7R4,0
UniRef90_N2BAW9,0
UniRef90_N2BCL9,0
UniRef90_N2ZVU4,0
UniRef90_P02981,0
UniRef90_P0AFB6,2.7.13.3
UniRef90_P23485,0
UniRef90_P25906,0
UniRef90_P75728,0
UniRef90_Q650C6,0
UniRef90_R5DQI3,0
UniRef90_R6WS16,0
UniRef90_R9HXH6,0
UniRef90_N4MKJ8,0
UniRef90_B0P0Y4,0
UniRef90_UPI00036D956B,0
UniRef90_E7FVC2,0
UniRef90_C9MYW9,0
UniRef90_U3TMC0,0
UniRef90_A1AI47,0
UniRef90_A6LAW1,4.1.99.17
UniRef90_A6LD69,2.7.4.3
UniRef90_A6LEL6,2.4.99.17
UniRef90_A7ZSL4,0
UniRef90_B4T0P5,0
UniRef90_B5YSA7,0
UniRef90_K5Y6A0,0
UniRef90_K5YE79,0
UniRef90_K5YG52,0
UniRef90_K5YHG9,0
UniRef90_K5YSV9,0
UniRef90_K5YVY3,0
UniRef90_K5YYL3,0
UniRef90_K5Z025,0
UniRef90_K5Z066,0
UniRef90_K5Z0B6,0
UniRef90_K5Z292,0
UniRef90_K5Z2B0,0
UniRef90_K5Z5R5,0
UniRef90_K5Z5W7,0
UniRef90_K5Z605,1.6.5.8
UniRef90_K5ZA95,0
UniRef90_K5ZBU6,0
UniRef90_K5ZDQ6,0
UniRef90_K5ZGL1,0
UniRef90_K5ZLJ3,0
UniRef90_K5ZNE1,0
UniRef90_K5ZP48,0
UniRef90_K5ZPZ6,0
UniRef90_K5ZRR7,0
UniRef90_K5ZTE6,0
UniRef90_K5ZV65,0
UniRef90_K5ZXP8,0
UniRef90_K5ZZ33,0
UniRef90_K6A1H7,0
UniRef90_K6A1S9,0
UniRef90_K6A1T4,0
UniRef90_K6A1Z5,0
UniRef90_K6A3G9,0
UniRef90_K6A5L1,0
UniRef90_K6A5Q7,0
UniRef90_K6A606,0
UniRef90_K6A712,0
UniRef90_K6ABB0,0
UniRef90_K6AMA0,0
UniRef90_K6ATX8,0
UniRef90_K6AUE1,0
UniRef90_M0UCE3,0
UniRef90_N2AMM2,0
UniRef90_N2APL2,0
UniRef90_N2AYB1,0
UniRef90_N2AZT2,0
UniRef90_N2B069,0
UniRef90_N2B2B6,0
UniRef90_N2B5C6,0
UniRef90_N2B722,0
UniRef90_N2B7H8,0
UniRef90_N2BC79,0
UniRef90_N2BEB9,0
UniRef90_P0AAK8,0
UniRef90_P0ACK4,0
UniRef90_P0AGD2,1.15.1.1
UniRef90_P77395,0
UniRef90_Q4YK59,0
UniRef90_Q8FHG5,4.1.1.15
UniRef90_Q8X7U4,0
UniRef90_Q8XAY5,0
UniRef90_R5D923,0
UniRef90_R5DFT6,1.11.1.6
UniRef90_R5DHZ7,0
UniRef90_R5DJY3,0
UniRef90_R6X2S7,2.5.1.7
UniRef90_B6W9M0,0
UniRef90_G7NI27,0
UniRef90_A0A044RWW9,0
UniRef90_J3QMM9,0
UniRef90_M0RDR8,0
UniRef90_B2DUY1,0
UniRef90_I9BBE6,0
UniRef90_K8E2V0,0
UniRef90_M5RIP4,0
