Pathway,both,humann2,mpro,num_Ecs,sample
Phosphonate and phosphinate metabolism,1.0,0.0,1.0,29,503_cecq_n_new
Photosynthesis,1.0,0.0,1.0,3,503_cecq_n_new
Polyketide sugar unit biosynthesis,2.0,0.0,1.0,27,503_cecq_n_new
Porphyrin and chlorophyll metabolism,0.0,1.0,10.0,106,503_cecq_n_new
Propanoate metabolism,3.0,1.0,6.0,55,503_cecq_n_new
Purine metabolism,16.0,2.0,17.0,110,503_cecq_n_new
Pyrimidine metabolism,12.0,0.0,8.0,65,503_cecq_n_new
Pyruvate metabolism,6.0,1.0,8.0,67,503_cecq_n_new
Relaxin signaling pathway,0.0,0.0,1.0,1,503_cecq_n_new
Retinol metabolism,0.0,0.0,1.0,14,503_cecq_n_new
Riboflavin metabolism,1.0,0.0,5.0,28,503_cecq_n_new
Selenocompound metabolism,2.0,0.0,1.0,18,503_cecq_n_new
Sphingolipid metabolism,0.0,0.0,3.0,27,503_cecq_n_new
Starch and sucrose metabolism,3.0,0.0,10.0,76,503_cecq_n_new
Streptomycin biosynthesis,2.0,0.0,4.0,18,503_cecq_n_new
Sulfur metabolism,2.0,1.0,2.0,50,503_cecq_n_new
Synthesis and degradation of ketone bodies,0.0,0.0,1.0,6,503_cecq_n_new
Taurine and hypotaurine metabolism,2.0,0.0,1.0,19,503_cecq_n_new
Terpenoid backbone biosynthesis,2.0,0.0,7.0,51,503_cecq_n_new
Thermogenesis,0.0,0.0,1.0,1,503_cecq_n_new
Thiamine metabolism,2.0,0.0,6.0,26,503_cecq_n_new
"Tropane, piperidine and pyridine alkaloid biosynthesis",1.0,0.0,1.0,27,503_cecq_n_new
Tryptophan metabolism,1.0,0.0,4.0,60,503_cecq_n_new
Tyrosine metabolism,1.0,0.0,2.0,64,503_cecq_n_new
Ubiquinone and other terpenoid-quinone biosynthesis,1.0,2.0,3.0,40,503_cecq_n_new
"Valine, leucine and isoleucine biosynthesis",5.0,0.0,3.0,14,503_cecq_n_new
"Valine, leucine and isoleucine degradation",0.0,1.0,5.0,36,503_cecq_n_new
Various types of N-glycan biosynthesis,0.0,0.0,1.0,23,503_cecq_n_new
Vitamin B6 metabolism,2.0,1.0,2.0,26,503_cecq_n_new
Zeatin biosynthesis,0.0,0.0,1.0,10,503_cecq_n_new
alpha-Linolenic acid metabolism,0.0,0.0,1.0,12,503_cecq_n_new
beta-Alanine metabolism,1.0,0.0,0.0,37,503_cecq_n_new
mTOR signaling pathway,0.0,0.0,1.0,5,503_cecq_n_new
