uniref,ec
UniRef90_K5ZZ56,1.8.4.11
UniRef90_K6A434,1.8.1.4
UniRef90_K5ZHQ3,1.6.5.8
UniRef90_K5Z605,1.6.5.8
UniRef90_R6WQT3,1.6.5.8
UniRef90_R6WQT9,1.6.5.8
UniRef90_X5NU12,1.6.5.5
UniRef90_K5Z717,1.4.1.1
UniRef90_R6WKC0,1.3.1.9
UniRef90_R6IIS7,1.2.7.8
UniRef90_Q59199,1.2.1.12
UniRef90_K5ZF52,1.16.3.2
UniRef90_K5ZRS8,1.16.3.2
UniRef90_K5XZW3,1.16.3.1
UniRef90_R6WSG7,1.1.1.94
UniRef90_K5YFI6,1.1.1.44
UniRef90_Q5L8Z8,1.1.1.37
UniRef90_K6AQ01,1.1.1.290
UNMAPPED,0
UniRef90_D1KAJ3,0
UniRef90_A7AJP8,0
UniRef90_D0TKA0,0
UniRef90_S0GJR7,0
UniRef90_A8RZB5,0
UniRef90_A5ZLI4,0
UniRef90_V1EAX6,0
UniRef90_A7ACF2,0
UniRef90_B1QRR6,0
UniRef90_UPI000156FA79,0
UniRef90_A5ZQM1,0
UniRef90_B5CUP9,0
UniRef90_unknown,0
UniRef90_G9S8W7,0
UniRef90_S7K4H7,0
UniRef90_A7AJP9,0
UniRef90_W6U045,0
UniRef90_B7R8V5,0
UniRef90_B3C522,0
UniRef90_W1YU10,0
UniRef90_D4CI29,0
UniRef90_W2CMU2,0
UniRef90_K0WTB3,0
UniRef90_UPI0001DE5DFE,0
UniRef90_A7VD49,0
UniRef90_UPI00015BEA70,0
UniRef90_D1KAJ2,0
UniRef90_W1WT70,0
UniRef90_E0MU53,0
UniRef90_W8YNF3,0
UniRef90_R9J210,0
UniRef90_UPI0001532979,0
UniRef90_A7B5X1,0
UniRef90_D9UEL3,0
UniRef90_E0XVH4,0
UniRef90_A7SPZ4,0
UniRef90_A0A009X8S5,0
UniRef90_R9D7R0,0
UniRef90_A7VEU0,0
UniRef90_A8SIA6,0
UniRef90_D6SEF8,0
UniRef90_A5ZYU0,0
UniRef90_E9RZN0,0
UniRef90_A5TSU5,0
UniRef90_N2B405,0
UniRef90_A7B8Q0,0
UniRef90_A8ST13,0
UniRef90_F1YWH0,0
UniRef90_C3WU82,0
UniRef90_UPI000156186B,0
UniRef90_UPI00036D18AF,0
UniRef90_A0A026VT83,0
UniRef90_D5GZ89,0
UniRef90_A6BKY7,0
UniRef90_A5Z511,0
UniRef90_A0A015S3B6,0
UniRef90_H4BMF2,0
UniRef90_A5ZYU5,0
UniRef90_B0NWG2,0
UniRef90_A5ZYU6,0
UniRef90_W1YRV6,0
UniRef90_A6LE88,0
UniRef90_A5KR94,0
UniRef90_T1DKC0,0
UniRef90_A7B8Q2,0
UniRef90_UPI0001FD331E,0
UniRef90_N2AX68,0
UniRef90_B1A1E2,0
UniRef90_T0NDH0,0
UniRef90_G6AJF3,0
UniRef90_J7TUV6,0
UniRef90_W8YEK8,0
UniRef90_D1YGT1,0
UniRef90_D4PZQ0,0
UniRef90_A5ZQM3,0
UniRef90_A5ZYV5,0
UniRef90_K5ZBK6,0
UniRef90_K5ZGJ0,0
UniRef90_R6WQ56,0
UniRef90_W4SH06,0
UniRef90_A5ZYV7,0
UniRef90_M1XNQ3,0
UniRef90_W9ES03,0
UniRef90_K3Z2X2,0
UniRef90_K6AYS9,0
UniRef90_E3ZUM0,0
UniRef90_G1Q0M0,0
UniRef90_K5ZPH1,0
UniRef90_A5ZYK8,0
UniRef90_R6IBF4,0
UniRef90_A6BKY9,0
UniRef90_A7VJ92,0
UniRef90_R6X5K9,0
UniRef90_G1Q1K5,0
UniRef90_K6A0B0,0
UniRef90_G1Q6C2,0
UniRef90_A6LEJ4,0
UniRef90_A5Z319,0
UniRef90_A5Z324,0
UniRef90_K5ZAV2,0
UniRef90_UPI000468B91F,0
UniRef90_K5ZGT5,0
UniRef90_C7T763,0
UniRef90_K5YVJ6,0
UniRef90_K6AMZ7,0
UniRef90_R0CI69,0
UniRef90_A7VD51,0
UniRef90_K5YZ96,0
UniRef90_N1ZDX1,0
UniRef90_B1SBJ4,0
UniRef90_K5ZU07,0
UniRef90_D6SA04,0
UniRef90_C7TFZ2,0
UniRef90_Q5BXX7,0
UniRef90_A8S539,0
UniRef90_K6A3N1,0
UniRef90_K6AGA7,0
UniRef90_A6BGW3,0
UniRef90_UPI0002B431B5,0
UniRef90_UPI0001871175,0
UniRef90_A6P026,0
UniRef90_K5ZGL6,0
UniRef90_A7B8Q3,0
UniRef90_Q5C0F6,0
UniRef90_R6X7I2,0
UniRef90_R6XBD7,0
UniRef90_C6JSD0,0
UniRef90_F5IGB6,0
UniRef90_A5KRI7,0
UniRef90_A7B6Q1,0
UniRef90_N2AX94,0
UniRef90_UPI0001DA96E4,0
UniRef90_A6P028,0
UniRef90_K5ZVM8,0
UniRef90_A7LQH0,0
UniRef90_A5Z2Z6,0
UniRef90_K5Z1A3,0
UniRef90_K6A1K8,0
UniRef90_A6LDB7,0
UniRef90_K6AQ86,0
UniRef90_F5RQN3,0
UniRef90_A5Z2Z7,0
UniRef90_R6X7A7,0
UniRef90_N2B6Q5,0
UniRef90_R5I7R5,0
UniRef90_K6A5K7,0
UniRef90_K5ZUN2,0
UniRef90_A4QMB0,0
UniRef90_K5ZHV1,0
UniRef90_K6AUL6,0
UniRef90_N2BCN4,0
UniRef90_N4MKJ8,0
UniRef90_F7AA48,0
UniRef90_K5Y8F0,0
UniRef90_N2AUT8,0
UniRef90_J3SBR0,0
UniRef90_B0NWR4,0
UniRef90_K4FXW8,0
UniRef90_K4G302,0
UniRef90_D5H1L5,0
UniRef90_K7E4C1,0
UniRef90_K6ALM3,0
UniRef90_I7JND3,0
UniRef90_Q603S8,0
UniRef90_K6A0T5,0
UniRef90_K6A913,0
UniRef90_B0NER4,0
UniRef90_A6LE84,0
UniRef90_W8ZHX5,0
UniRef90_UPI00035E867A,0
UniRef90_A2VD29,0
UniRef90_Q4YHT4,0
UniRef90_N2ASE1,0
UniRef90_N2BA16,0
UniRef90_C9TIJ6,0
UniRef90_Q4YHX4,0
UniRef90_B0NIM7,0
UniRef90_K5ZIB0,0
UniRef90_K5ZVS1,0
UniRef90_A0A016JHV3,0
UniRef90_K5ZMM5,0
UniRef90_N2BCA3,0
UniRef90_A2PD65,0
UniRef90_R6Y7R4,0
UniRef90_A6LC65,0
UniRef90_K5YXU2,0
UniRef90_K5ZA22,0
UniRef90_K5ZHP0,0
UniRef90_Q4YI61,0
UniRef90_E5VPR3,0
UniRef90_K6A5E7,0
UniRef90_C9B2Y6,0
UniRef90_K5Z9T8,0
UniRef90_K6A1W5,0
UniRef90_N1ZMZ6,0
UniRef90_W8YEH7,0
UniRef90_A6LER8,0
UniRef90_K5ZHA6,0
UniRef90_F3R5J3,0
UniRef90_K5ZAW1,0
UniRef90_K6ABH6,0
UniRef90_K5ZLY5,0
UniRef90_K5ZUP3,0
UniRef90_K6A6H0,0
UniRef90_N2APF1,0
UniRef90_Q6QI74,0
UniRef90_K5YXZ5,0
UniRef90_K5ZNE6,0
UniRef90_K5ZNM3,0
UniRef90_K6A6V5,0
UniRef90_W1W9S2,0
UniRef90_Q4YA27,0
UniRef90_Q57H85,0
UniRef90_K6A3T3,0
UniRef90_N2B002,0
UniRef90_K5YUI7,0
UniRef90_K5ZP77,0
UniRef90_K5ZWW9,0
UniRef90_A7ACD2,0
UniRef90_W8ZBZ9,0
UniRef90_C7T764,0
UniRef90_A6LEF2,0
UniRef90_K5ZDK4,0
UniRef90_N2BCP5,0
UniRef90_R5DHZ7,0
UniRef90_R6WP78,0
UniRef90_R6WZT4,0
UniRef90_N8DUV7,0
UniRef90_Q4YHF0,0
UniRef90_F6IFN9,0
UniRef90_A6LEI4,0
UniRef90_K5Z253,0
UniRef90_K5ZUF0,0
UniRef90_K6A917,0
UniRef90_N2BJ19,0
UniRef90_R6WWN2,0
UniRef90_UPI00035E57DE,0
UniRef90_K5ZBY7,0
UniRef90_K5ZI44,0
UniRef90_K6A2X3,0
UniRef90_K6A712,0
UniRef90_Q7R6V5,0
UniRef90_C7TAR6,0
UniRef90_K5ZHH6,0
UniRef90_K6A5C7,0
UniRef90_N1ZFL7,0
UniRef90_N2B6P7,0
UniRef90_R5DA56,0
UniRef90_R5DL45,0
UniRef90_R6XC92,0
UniRef90_A5ZYV3,0
UniRef90_E3ZBN0,0
UniRef90_A8SIA8,0
UniRef90_K5ZV60,0
UniRef90_Q4YHW5,0
UniRef90_I7GIE7,0
UniRef90_J7SHX6,0
UniRef90_K5Z206,0
UniRef90_K5Z655,0
UniRef90_K5ZU22,0
UniRef90_N2AVK1,0
UniRef90_M1Y8K3,0
UniRef90_A0A014IHL6,0
UniRef90_K5Y8I3,0
UniRef90_K5YU42,0
UniRef90_K6AVK6,0
UniRef90_K6AX27,0
UniRef90_E5VL83,0
UniRef90_K5ZDY3,0
UniRef90_K5ZU03,0
UniRef90_K5ZYB1,0
UniRef90_K5ZYR5,0
UniRef90_K6AI55,0
UniRef90_N2BFI2,0
UniRef90_R6XFN4,0
UniRef90_K1JJS6,0
UniRef90_Q4YJU8,0
UniRef90_T4AWL0,0
UniRef90_Q4X813,0
UniRef90_A6LHM8,0
UniRef90_K5Y2C5,0
UniRef90_K5YVR2,0
UniRef90_K5Z1Z5,0
UniRef90_K5Z513,0
UniRef90_K5ZA59,0
UniRef90_K5ZDQ1,0
UniRef90_K5ZZQ3,0
UniRef90_N2BBX4,0
UniRef90_Q4X4F3,0
UniRef90_R5DPL5,0
UniRef90_R6WUS3,0
UniRef90_Q7R7S4,0
UniRef90_L0CZD0,0
UniRef90_J9GSU8,0
UniRef90_K5YRH3,0
UniRef90_K5ZIB9,0
UniRef90_K5ZVN3,0
UniRef90_K6A2Q0,0
UniRef90_K6A4T9,0
UniRef90_K6AGN3,0
UniRef90_N2AP30,0
UniRef90_A0A024PJX1,0
UniRef90_Q4YA17,0
UniRef90_D0TK89,0
UniRef90_C7XEA1,0
UniRef90_K5Y2E2,0
UniRef90_K5YVE0,0
UniRef90_K5YVY3,0
UniRef90_K5Z3T2,0
UniRef90_K5ZL62,0
UniRef90_K5ZYN1,0
UniRef90_K6A1V8,0
UniRef90_K6A2A2,0
UniRef90_K6A417,0
UniRef90_K6ARR5,0
UniRef90_R5DEI7,0
UniRef90_R6X4I3,0
UniRef90_R6XD50,0
UniRef90_R7DIS8,0
UniRef90_S0GKA8,0
UniRef90_UPI000382EC9A,0
UniRef90_W1WSC0,0
UniRef90_Q7R7L8,0
UniRef90_Q4YJ71,0
UniRef90_UPI00016311CD,0
UniRef90_Q4YHQ3,0
UniRef90_T3QY73,0
UniRef90_I7HKA6,0
UniRef90_A0A015UVB4,0
UniRef90_A6LEH6,0
UniRef90_K5YLV6,0
UniRef90_K5YMQ5,0
UniRef90_K5YS60,0
UniRef90_K5YTG8,0
UniRef90_K5Z0S6,0
UniRef90_K5Z222,0
UniRef90_K5ZGX5,0
UniRef90_K6AGC3,0
UniRef90_N2AW25,0
UniRef90_N2B544,0
UniRef90_N2B7R4,0
UniRef90_R5DRK5,0
UniRef90_UPI0003758A09,0
UniRef90_Q29R63,0
UniRef90_Q4YI79,0
UniRef90_Q4YHX5,0
UniRef90_F7F1I6,0
UniRef90_Q7R7D8,0
UniRef90_E9I5F4,0
UniRef90_W1WNE7,0
UniRef90_C2EJM6,0
UniRef90_A6LIG0,0
UniRef90_B6A8G9,0
UniRef90_F9NS62,0
UniRef90_K5YVR7,0
UniRef90_K5Z1V4,0
UniRef90_K5Z609,0
UniRef90_K5ZPP0,0
UniRef90_K6A5V9,0
UniRef90_N2AMM2,0
UniRef90_N2BE50,0
UniRef90_N2BGZ1,0
UniRef90_R6X568,0
UniRef90_W8YEG6,0
UniRef90_Q4YK64,0
UniRef90_D4V267,0
UniRef90_D7UUB6,0
UniRef90_K7EZW6,0
UniRef90_C8MKY8,0
UniRef90_S4W9Z3,0
UniRef90_T1I6J1,0
UniRef90_A6LCP4,0
UniRef90_A6LEG7,0
UniRef90_A7ADT9,0
UniRef90_A7AI14,0
UniRef90_K5Y0A8,0
UniRef90_K5Y0B7,0
UniRef90_K5YEE7,0
UniRef90_K5YYJ1,0
UniRef90_K5YZD0,0
UniRef90_K5ZLD1,0
UniRef90_K5ZLW5,0
UniRef90_K5ZU34,0
UniRef90_K5ZZ67,0
UniRef90_K6A1Y6,0
UniRef90_K6AKX9,0
UniRef90_N2BBM3,0
UniRef90_R5DG80,0
UniRef90_R5DML6,0
UniRef90_S0GRH1,0
UniRef90_C2EJM5,0
UniRef90_I7G815,0
UniRef90_Q4YHQ2,0
UniRef90_Q7R7M0,0
UniRef90_T3PHN4,0
UniRef90_B0X9P3,0
UniRef90_Q4XDB9,0
UniRef90_Q4X6X1,0
UniRef90_D6SFJ7,0
UniRef90_A6L8J2,0
UniRef90_D4VJD1,0
UniRef90_K5YG30,0
UniRef90_K5YTV2,0
UniRef90_K5Z0U6,0
UniRef90_K5Z137,0
UniRef90_K5Z292,0
UniRef90_K5Z767,0
UniRef90_K5ZD06,0
UniRef90_K5ZER9,0
UniRef90_K5ZJY9,0
UniRef90_K5ZU12,0
UniRef90_K6A1Y0,0
UniRef90_K6A250,0
UniRef90_K6A732,0
UniRef90_K6AI16,0
UniRef90_K6ART3,0
UniRef90_K6AX53,0
UniRef90_N2ASH3,0
UniRef90_N2ATR7,0
UniRef90_Q4YK75,0
UniRef90_R5DJ39,0
UniRef90_R9HR76,0
UniRef90_Z5HXY2,0
UniRef90_D6S6C8,0
UniRef90_Q4YH89,0
UniRef90_D6SD64,0
UniRef90_M0R7M9,0
UniRef90_Q7R6U7,0
UniRef90_Q4X778,0
UniRef90_T0NDG4,0
UniRef90_Q4YD51,0
UniRef90_Q4EE26,0
UniRef90_A6LCM9,0
UniRef90_A6LEG8,0
UniRef90_K5Y287,0
UniRef90_K5YM75,0
UniRef90_K5YRZ5,0
UniRef90_K5YU26,0
UniRef90_K5YUC6,0
UniRef90_K5YVL5,0
UniRef90_K5Z035,0
UniRef90_K5Z050,0
UniRef90_K5Z1E9,0
UniRef90_K5Z893,0
UniRef90_K5Z9H7,0
UniRef90_K5ZD17,0
UniRef90_K5ZKZ4,0
UniRef90_K5ZN28,0
UniRef90_K5ZUT5,0
UniRef90_K5ZW71,0
UniRef90_K6A049,0
UniRef90_K6A096,0
UniRef90_K6A283,0
UniRef90_K6A5L8,0
UniRef90_K6A807,0
UniRef90_K6A9F2,0
UniRef90_K6AGP0,0
UniRef90_N1ZAU2,0
UniRef90_N2AZ82,0
UniRef90_Q64WI5,0
UniRef90_R5DAK3,0
UniRef90_R5DP14,0
UniRef90_R6WPR5,0
UniRef90_R6WQD6,0
UniRef90_S0GNF1,0
UniRef90_V9REV9,0
UniRef90_D3Z496,0
UniRef90_D0G8Z7,0
UniRef90_R7QU22,0
UniRef90_Q7R7C2,0
UniRef90_K8EDZ7,0
UniRef90_S4WAB8,0
UniRef90_C7T9B0,0
UniRef90_Q4YAG3,0
UniRef90_F5LB77,0
UniRef90_A6L8E0,0
UniRef90_A6LEH4,0
UniRef90_A6LEJ5,0
UniRef90_A6LI78,0
UniRef90_A7C8C3,0
UniRef90_K5Y8F4,0
UniRef90_K5YC49,0
UniRef90_K5YIY6,0
UniRef90_K5YU89,0
UniRef90_K5YUJ5,0
UniRef90_K5YVU8,0
UniRef90_K5YYP7,0
UniRef90_K5Z5Q7,0
UniRef90_K5ZA21,0
UniRef90_K5ZBW2,0
UniRef90_K5ZDM2,0
UniRef90_K5ZEE2,0
UniRef90_K5ZHM4,0
UniRef90_K5ZMI9,0
UniRef90_K5ZNE1,0
UniRef90_K5ZQ46,0
UniRef90_K5ZRD1,0
UniRef90_K5ZRL7,0
UniRef90_K5ZU73,0
UniRef90_K5ZUC5,0
UniRef90_K5ZUD5,0
UniRef90_K5ZWD7,0
UniRef90_K5ZZL5,0
UniRef90_K6A1B3,0
UniRef90_K6A921,0
UniRef90_K6AAY4,0
UniRef90_K6AGE6,0
UniRef90_N2ARE8,0
UniRef90_N2ASM3,0
UniRef90_N2B3E4,0
UniRef90_Q8A475,0
UniRef90_R5DFP5,0
UniRef90_R5DGB3,0
UniRef90_R5DK04,0
UniRef90_R5DP08,0
UniRef90_R6X734,0
UniRef90_R7DFZ4,0
UniRef90_R7E5X5,0
UniRef90_W1YV14,0
UniRef90_UPI00037D9ED4,0
UniRef90_B6W6V6,0
UniRef90_B6W9M0,0
UniRef90_Q4XG51,0
UniRef90_V2V6I8,0
UniRef90_K8E2V0,0
UniRef90_Q3U156,0
UniRef90_U5P1X6,0
UniRef90_F9N0C7,0
UniRef90_C9MYW9,0
UniRef90_J3QP72,0
UniRef90_E7H6L5,0
UniRef90_V5XTJ0,0
UniRef90_D6S3S3,0
UniRef90_U4C9R8,0
UniRef90_C7T9B1,0
UniRef90_UPI00046C4A1B,0
UniRef90_UPI00036189A4,0
UniRef90_UPI000369EBAD,0
UniRef90_Q4YD76,0
UniRef90_A6L9P3,0
UniRef90_A6LA87,0
UniRef90_A6LBZ5,0
UniRef90_G5N6X6,0
UniRef90_K5Y2H5,0
UniRef90_K5Y667,0
UniRef90_K5YC15,0
UniRef90_K5YC54,0
UniRef90_K5YHC7,0
UniRef90_K5YHJ5,0
UniRef90_K5YHK5,0
UniRef90_K5YND3,0
UniRef90_K5YPG7,0
UniRef90_K5YRY1,0
UniRef90_K5YS01,0
UniRef90_K5YTG2,0
UniRef90_K5YUF0,0
UniRef90_K5YVM4,0
UniRef90_K5YYK7,0
UniRef90_K5Z543,0
UniRef90_K5ZAI5,0
UniRef90_K5ZHW6,0
UniRef90_K5ZKI4,0
UniRef90_K5ZMH3,0
UniRef90_K5ZPJ6,0
UniRef90_K5ZUB7,0
UniRef90_K5ZX56,0
UniRef90_K5ZYL3,0
UniRef90_K5ZYW7,0
UniRef90_K6A1B7,0
UniRef90_K6A2J9,0
UniRef90_K6A5M3,0
UniRef90_K6A8H0,0
UniRef90_K6AQ82,0
UniRef90_N1ZDJ1,0
UniRef90_N2AT07,0
UniRef90_N2BCU2,0
UniRef90_Q7MXB9,0
UniRef90_R5D923,0
UniRef90_R5DB25,0
UniRef90_R5DM87,0
UniRef90_R5DMA4,0
UniRef90_R5DQI3,0
UniRef90_R6JB95,0
UniRef90_R6WVE8,0
UniRef90_R6WXV5,0
UniRef90_R7JD16,0
UniRef90_R7JQI6,0
UniRef90_Q7PD06,0
UniRef90_D3Z1I8,0
UniRef90_A0A016A118,0
UniRef90_B2DUY1,0
UniRef90_UPI00015E6A9A,0
UniRef90_UPI0003607AD2,0
UniRef90_A0A009XL81,0
UniRef90_Q4YK81,0
UniRef90_B6QWP6,0
UniRef90_Q7R6U8,0
UniRef90_J3QMT9,0
UniRef90_D3Z1I6,0
UniRef90_Q7R7J3,0
UniRef90_Q4Y9P6,0
UniRef90_J3QMM9,0
UniRef90_A6L9B8,0
UniRef90_A6LE69,0
UniRef90_A6LE82,0
UniRef90_A6LEH2,0
UniRef90_A6LEH7,0
UniRef90_A6LEH9,0
UniRef90_A6LEI5,0
UniRef90_A6LEJ1,0
UniRef90_A6LF43,0
UniRef90_A6LHM7,0
UniRef90_A6LIX9,0
UniRef90_K5Y084,0
UniRef90_K5Y132,0
UniRef90_K5Y5X0,0
UniRef90_K5Y6T0,0
UniRef90_K5Y8K4,0
UniRef90_K5YLZ5,0
UniRef90_K5YM54,0
UniRef90_K5YMK4,0
UniRef90_K5YN15,0
UniRef90_K5YQU7,0
UniRef90_K5YQV5,0
UniRef90_K5YR55,0
UniRef90_K5YRA8,0
UniRef90_K5YRC2,0
UniRef90_K5YRR2,0
UniRef90_K5YSH5,0
UniRef90_K5YUF7,0
UniRef90_K5YVS6,0
UniRef90_K5Z025,0
UniRef90_K5Z0A4,0
UniRef90_K5Z0A8,0
UniRef90_K5Z132,0
UniRef90_K5Z1X2,0
UniRef90_K5Z3K2,0
UniRef90_K5Z5T7,0
UniRef90_K5Z5X0,0
UniRef90_K5Z6P8,0
UniRef90_K5Z779,0
UniRef90_K5Z7H8,0
UniRef90_K5Z9V4,0
UniRef90_K5Z9X6,0
UniRef90_K5ZAQ8,0
UniRef90_K5ZBF8,0
UniRef90_K5ZBT8,0
UniRef90_K5ZCG2,0
UniRef90_K5ZCI4,0
UniRef90_K5ZD19,0
UniRef90_K5ZD31,0
UniRef90_K5ZDK8,0
UniRef90_K5ZDM4,0
UniRef90_K5ZE84,0
UniRef90_K5ZEG5,0
UniRef90_K5ZEL4,0
UniRef90_K5ZGK4,0
UniRef90_K5ZGL1,0
UniRef90_K5ZGV1,0
UniRef90_K5ZHF8,0
UniRef90_K5ZHU5,0
UniRef90_K5ZKZ1,0
UniRef90_K5ZL35,0
UniRef90_K5ZL55,0
UniRef90_K5ZLJ3,0
UniRef90_K5ZLY1,0
UniRef90_K5ZMF9,0
UniRef90_K5ZMK8,0
UniRef90_K5ZPZ6,0
UniRef90_K5ZRT7,0
UniRef90_K5ZUM7,0
UniRef90_K5ZUN8,0
UniRef90_K5ZUR2,0
UniRef90_K5ZVT6,0
UniRef90_K5ZWY9,0
UniRef90_K5ZY58,0
UniRef90_K5ZYD5,0
UniRef90_K5ZYE4,0
UniRef90_K5ZZJ6,0
UniRef90_K6A2F0,0
UniRef90_K6A2J2,0
UniRef90_K6A2Q9,0
UniRef90_K6A2W8,0
UniRef90_K6A3I5,0
UniRef90_K6A5K3,0
UniRef90_K6A5V0,0
UniRef90_K6A5W3,0
UniRef90_K6A6T6,0
UniRef90_K6A6U4,0
UniRef90_K6A7A5,0
UniRef90_K6A952,0
UniRef90_K6AGC0,0
UniRef90_K6AGF1,0
UniRef90_K6ALG1,0
UniRef90_K6AMD6,0
UniRef90_K6AN02,0
UniRef90_K6ANH2,0
UniRef90_K6APL4,0
UniRef90_K6AU03,0
UniRef90_K6AYQ8,0
UniRef90_N2AJK2,0
UniRef90_N2AQC6,0
UniRef90_N2ARW2,0
UniRef90_N2ATB8,0
UniRef90_N2AWK6,0
UniRef90_N2AWM7,0
UniRef90_N2AXZ7,0
UniRef90_N2AZA7,0
UniRef90_N2B0V8,0
UniRef90_N2B2A0,0
UniRef90_N2B341,0
UniRef90_N2B3F1,0
UniRef90_N2B4S4,0
UniRef90_N2B5E8,0
UniRef90_N2B7H3,0
UniRef90_N2BA37,0
UniRef90_N2BIG9,0
UniRef90_R5DBD4,0
UniRef90_R5DBX8,0
UniRef90_R5DHD0,0
UniRef90_R5DMB9,0
UniRef90_R5DS60,0
UniRef90_R6WWF6,0
UniRef90_R6WWI4,0
UniRef90_R6X0H1,0
UniRef90_R6X4Q6,0
UniRef90_R6X5R3,0
UniRef90_R6XAC6,0
UniRef90_R6Y2Z7,0
UniRef90_A6P140,0
UniRef90_Q7R7N2,0
UniRef90_A0A009WBM8,0
UniRef90_T2IW85,0
UniRef90_Q7R7J7,0
UniRef90_F0Z1P9,0
UniRef90_F0Z3X8,0
UniRef90_C3WU76,0
UniRef90_E1YDC0,0
UniRef90_X8E632,0
UniRef90_W1W1Y1,0
UniRef90_E7FVC2,0
UniRef90_Q4YJW7,0
UniRef90_Q4YDI1,0
UniRef90_UPI000370B336,0
UniRef90_G3U320,0
UniRef90_H9H5T7,0
UniRef90_Q4YL90,0
UniRef90_UPI000474E7E2,0
UniRef90_B7R8V6,0
UniRef90_Q7R7N1,0
UniRef90_A0A031ISN3,0
UniRef90_A6L6J1,0
UniRef90_A6L8T0,0
UniRef90_A6L9C7,0
UniRef90_A6L9U9,0
UniRef90_A6L9V0,0
UniRef90_A6LAK0,0
UniRef90_A6LAT2,0
UniRef90_A6LD11,0
UniRef90_A6LD48,0
UniRef90_A6LDD5,0
UniRef90_A6LDI8,0
UniRef90_A6LEG6,0
UniRef90_A6LEI6,0
UniRef90_A6LEI8,0
UniRef90_A6LFI7,0
UniRef90_A6LFQ5,0
UniRef90_A6LID6,0
UniRef90_A9MY46,0
UniRef90_C3Q890,0
UniRef90_C6EHQ8,0
UniRef90_D8C233,0
UniRef90_E1WQW0,0
UniRef90_G5SSJ0,0
UniRef90_G8UHS2,0
UniRef90_H4M7I0,0
UniRef90_H9UZL1,0
UniRef90_K0XM32,0
UniRef90_K5XY63,0
UniRef90_K5Y089,0
UniRef90_K5Y0V8,0
UniRef90_K5Y261,0
UniRef90_K5Y2D7,0
UniRef90_K5Y4W4,0
UniRef90_K5Y5V5,0
UniRef90_K5Y5Z3,0
UniRef90_K5Y694,0
UniRef90_K5Y6S4,0
UniRef90_K5Y7V3,0
UniRef90_K5Y8N0,0
UniRef90_K5YB20,0
UniRef90_K5YB70,0
