GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|223667573|ref|NZ_DS264393.1|:98897-99355|88431|g__Dorea.s__Dorea_longicatena|UniRef90_A6BKY6|UniRef50_A6BKY6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,459,1209,0.0.0.0,2633.986928104575
gi|422868958|ref|NZ_GL884071.1|:108-377|1351|g__Enterococcus.s__Enterococcus_faecalis|UniRef90_F3R5J3|UniRef50_M1Y8K3,unclassified,270,651,0.0.0.0,2411.111111111111
gi|421452814|ref|NZ_ALIF01000006.1|:436729-437001|1304|g__Streptococcus.s__Streptococcus_salivarius|UniRef90_A4VYJ1|UniRef50_A4VYJ1,unclassified,273,545,0.0.0.0,1996.3369963369962
gi|223667651|ref|NZ_DS264471.1|:c1220-1113|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ACD2|UniRef50_G6AJF3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,108,207,0.0.0.0,1916.6666666666667
gi|427398352|ref|NZ_JH992919.1|:3244-3369|53345|g__Enterococcus.s__Enterococcus_durans|UniRef90_L2JLB3|UniRef50_L2JLB3,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus murinus,126,225,0.0.0.0,1785.7142857142858
gi|153883142|ref|NZ_ABDP01000045.1|:c252-1|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1QRR6|UniRef50_M1Y8K3,unclassified,252,379,0.0.0.0,1503.968253968254
gi|211596839|ref|NZ_DS264293.1|:c2400-2254|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU6|UniRef50_A5ZYU6,unclassified,147,217,0.0.0.0,1476.1904761904764
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root,459,649,0.0.0.0,1413.9433551198256
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,267,371,0.0.0.0,1389.5131086142321
gi|520917857|ref|NZ_KE360606.1|:976-1138|83554|g__Chlamydia.s__Chlamydia_psittaci|UniRef90_S7K4H7|UniRef50_S7K4H7,unclassified,163,217,0.0.0.0,1331.2883435582821
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,231,306,0.0.0.0,1324.6753246753246
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,144,168,0.0.0.0,1166.6666666666667
gi|490136654|ref|NZ_KB822566.1|:243549-243785|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDX1|UniRef50_N1ZDX1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Weissella,237,263,0.0.0.0,1109.704641350211
gi|331640218|ref|NZ_GL890575.1|:c187883-187789|658088|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_9_1_43BFAA|UniRef90_F3AQ13|UniRef50_F3AQ13,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,95,105,0.0.0.0,1105.2631578947369
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,unclassified,459,507,0.0.0.0,1104.5751633986927
gi|522837959|ref|NZ_KE159525.1|:107427-107663|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AYS9|UniRef50_E1WNG8,unclassified,237,222,0.0.0.0,936.7088607594937
gi|211596893|ref|NZ_DS264347.1|:81254-81484|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KR94|UniRef50_D6SFJ7,unclassified,231,213,0.0.0.0,922.077922077922
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria,459,406,0.0.0.0,884.5315904139433
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Marinilabiliaceae;g_Anaerophaga;s_uncultured Anaerophaga sp.,150,97,0.0.0.0,646.6666666666667
gi|224515034|ref|NZ_DS547007.1|:c660-343|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_UPI000156186B|UniRef50_F5XS62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,318,196,0.0.0.0,616.3522012578617
gi|459924786|ref|NZ_CAPZ01000017.1|:4007-4312|1311|g__Streptococcus.s__Streptococcus_agalactiae|UniRef90_M1Y8K3|UniRef50_M1Y8K3,unclassified,306,176,0.0.0.0,575.1633986928105
gi|417054776|ref|NZ_AEYM01001406.1|:131-343|47715|g__Lactobacillus.s__Lactobacillus_rhamnosus|UniRef90_F3MX18|UniRef50_L0R6F9,unclassified,213,111,0.0.0.0,521.1267605633803
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,root;k_Bacteria,144,75,0.0.0.0,520.8333333333334
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,unclassified,123,64,0.0.0.0,520.3252032520326
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,unclassified,267,127,0.0.0.0,475.65543071161045
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella enoeca,459,210,0.0.0.0,457.516339869281
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root,165,74,0.0.0.0,448.48484848484844
gi|262409781|ref|NZ_GG705192.1|:25-255|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A7UXY7|UniRef50_D0TK99,unclassified,231,100,0.0.0.0,432.90043290043286
gi|211596924|ref|NZ_DS264378.1|:c6613-6362|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_B5CLP5|UniRef50_H6R3P8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,252,102,0.0.0.0,404.76190476190476
gi|365126304|ref|NZ_JH414792.1|:70-315|665949|g__Tannerella.s__Tannerella_sp_6_1_58FAA_CT1|UniRef90_G9S8W7|UniRef50_I7I840,unclassified,246,96,0.0.0.0,390.2439024390244
gi|146386241|ref|NZ_AAYG02000025.1|:881-1111|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B5X1|UniRef50_C7T763,unclassified,231,87,0.0.0.0,376.6233766233766
gi|211596893|ref|NZ_DS264347.1|:77319-77549|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5Z2Z6|UniRef50_M1YD77,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,231,86,0.0.0.0,372.2943722943723
gi|146386240|ref|NZ_AAYG02000024.1|:c17782-17516|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_B5CLP5|UniRef50_H6R3P8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,267,98,0.0.0.0,367.04119850187266
gi|265768566|ref|NZ_GG705218.1|:c1136-906|469587|g__Bacteroides.s__Bacteroides_sp_2_1_16|UniRef90_A7UXY7|UniRef50_D0TK99,unclassified,231,84,0.0.0.0,363.6363636363636
gi|262384916|ref|NZ_GG705162.1|:c1175-717|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,459,163,0.0.0.0,355.119825708061
gi|225001177|ref|NZ_DS990168.1|:c3468-3184|46228|g__Ruminococcus.s__Ruminococcus_lactaris|UniRef90_B5CLP5|UniRef50_H6R3P8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,285,98,0.0.0.0,343.85964912280707
gi|432341703|ref|NZ_ANIU01000589.1|:1-702|44752|g__Rhodococcus.s__Rhodococcus_wratislaviensis|UniRef90_L2TG82|UniRef50_L2TG82,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,702,230,0.0.0.0,327.63532763532766
gi|224515023|ref|NZ_DS546999.1|:c165529-165263|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_B0NWR4|UniRef50_B0NX14,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,267,87,0.0.0.0,325.8426966292135
gi|211596853|ref|NZ_DS264307.1|:98628-98849|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZTV6|UniRef50_A5ZTV6,unclassified,222,72,0.0.0.0,324.3243243243243
gi|396475797|ref|XM_003839825.1||5022|g__Leptosphaeria.s__Leptosphaeria_maculans|UniRef90_E4ZYE9|UniRef50_E4ZYE9,unclassified,168,54,0.0.0.0,321.4285714285714
gi|211596885|ref|NZ_DS264339.1|:4513-4842|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM3|UniRef50_L0CZD0,root;k_Bacteria,330,106,0.0.0.0,321.2121212121212
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root,210,66,0.0.0.0,314.2857142857143
gi|211596838|ref|NZ_DS264292.1|:35-379|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV6|UniRef50_G7ZHM8,root;k_Bacteria,345,108,0.0.0.0,313.04347826086956
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,unclassified,231,72,0.0.0.0,311.68831168831167
gi|211596838|ref|NZ_DS264292.1|:c473-312|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV7|UniRef50_A5ZYV7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,162,50,0.0.0.0,308.641975308642
gi|410101287|ref|NZ_JH976473.1|:419983-420570|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU07|UniRef50_Q8A633,unclassified,588,181,0.0.0.0,307.8231292517007
gi|224515028|ref|NZ_DS547001.1|:c536-345|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria,192,58,0.0.0.0,302.0833333333333
gi|223667574|ref|NZ_DS264394.1|:4801-5064|88431|g__Dorea.s__Dorea_longicatena|UniRef90_unknown|UniRef50_B0TIG5,unclassified,264,78,0.0.0.0,295.45454545454544
gi|224514849|ref|NZ_DS483523.1|:c251181-251038|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A8ST08|UniRef50_A8ST08,root;k_Bacteria,144,42,0.0.0.0,291.6666666666667
gi|301308625|ref|NZ_GG774974.1|:c162-1|469591|g__Parabacteroides.s__Parabacteroides_sp_20_3|UniRef90_UPI0001DE5DFE|UniRef50_UPI0001DE5DFE,root,162,47,0.0.0.0,290.12345679012344
gi|326205068|ref|NZ_GL872354.1|:1-177|552395|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_4_1_37FAA|UniRef90_E9RZN0|UniRef50_D9ULF3,unclassified,177,50,0.0.0.0,282.4858757062147
gi|223667802|ref|NZ_DS480313.1|:915-1217|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_A7VD49|UniRef50_Q57L44,unclassified,303,82,0.0.0.0,270.62706270627064
gi|224515034|ref|NZ_DS547007.1|:27-311|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_B0NX14|UniRef50_B0NX14,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,285,77,0.0.0.0,270.17543859649123
gi|223667734|ref|NZ_DS264554.1|:178885-179031|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LQH0|UniRef50_H6R3P7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,147,38,0.0.0.0,258.5034013605442
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,root,144,37,0.0.0.0,256.94444444444446
gi|519790642|gb|ATNB01000076.1|:171-217|83554|g__Chlamydia.s__Chlamydia_psittaci|UniRef90_L8HMG2|UniRef50_L8HMG2,unclassified,47,12,0.0.0.0,255.31914893617022
gi|256842685|ref|NZ_GG698751.1|:c1063-605|563193|g__Parabacteroides.s__Parabacteroides_sp_D13|UniRef90_UPI000156FA79|UniRef50_G7SQ06,unclassified,459,110,0.0.0.0,239.65141612200435
gi|498503065|ref|NZ_KB822571.1|:5890837-5891079|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A5K7|UniRef50_A6LAT7,unclassified,243,58,0.0.0.0,238.68312757201647
gi|367034625|ref|XM_003666547.1||78579|g__Myceliophthora.s__Myceliophthora_thermophila|UniRef90_G2QP29|UniRef50_G2QP29,unclassified,432,101,0.0.0.0,233.7962962962963
gi|319430508|ref|NZ_GL622411.1|:102804-102910|658089|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA|UniRef90_E5VL83|UniRef50_B1QRX5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,107,25,0.0.0.0,233.6448598130841
gi|410101288|ref|NZ_JH976474.1|:c549611-549369|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5K7|UniRef50_A6LAT7,unclassified,243,55,0.0.0.0,226.33744855967078
gi|255961476|ref|NC_010337.2|:2345488-2345982|35701|g__Heliobacterium.s__Heliobacterium_modesticaldum|UniRef90_B0TIG6|UniRef50_A0A023KWQ1,unclassified,495,111,0.0.0.0,224.24242424242425
gi|544869999|ref|NZ_AUPA01000173.1|:1-126|1354301|g__Clostridium.s__Clostridium_sp_BL8|UniRef90_T0NDG4|UniRef50_T0NDG4,unclassified,126,28,0.0.0.0,222.22222222222223
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria,267,59,0.0.0.0,220.97378277153558
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,unclassified,462,102,0.0.0.0,220.77922077922076
gi|211596837|ref|NZ_DS264291.1|:c2270-2076|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU0|UniRef50_B3D9T0,unclassified,195,43,0.0.0.0,220.5128205128205
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,unclassified,396,86,0.0.0.0,217.17171717171715
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,unclassified,144,31,0.0.0.0,215.2777777777778
gi|498503065|ref|NZ_KB822571.1|:4351524-4351700|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AUT8|UniRef50_N2AUT8,unclassified,177,38,0.0.0.0,214.68926553672318
gi|405322164|ref|NZ_JH815205.1|:720943-721653|487174|g__Barnesiella.s__Barnesiella_intestinihominis|UniRef90_K0WTB3|UniRef50_K0WTB3,root;k_Bacteria,711,152,0.0.0.0,213.78340365682138
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria,433,91,0.0.0.0,210.16166281755196
gi|367047614|ref|XM_003654139.1||35720|g__Thielavia.s__Thielavia_terrestris|UniRef90_G2R7E2|UniRef50_G2QP29,unclassified,483,101,0.0.0.0,209.1097308488613
gi|498503065|ref|NZ_KB822571.1|:c1130434-1130135|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DEI7|UniRef50_R5V945,unclassified,300,62,0.0.0.0,206.66666666666669
gi|224514740|ref|NZ_DS480694.1|:c452636-452373|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_A8RZB5|UniRef50_M1Y8K3,unclassified,264,52,0.0.0.0,196.96969696969697
gi|223667802|ref|NZ_DS480313.1|:915-1217|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_A7VD49|UniRef50_Q57L44,root;k_Bacteria,303,59,0.0.0.0,194.71947194719473
gi|223667651|ref|NZ_DS264471.1|:c1220-1113|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ACD2|UniRef50_G6AJF3,unclassified,108,21,0.0.0.0,194.44444444444446
gi|211596893|ref|NZ_DS264347.1|:80135-80413|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria,279,54,0.0.0.0,193.54838709677418
gi|256402712|ref|NZ_GG698589.1|:c756813-756586|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6PKV1|UniRef50_R7AZS7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,228,44,0.0.0.0,192.98245614035088
gi|223667765|ref|NZ_DS264585.1|:1771-2040|1660|g__Actinomyces.s__Actinomyces_odontolyticus|UniRef90_A7B8Q3|UniRef50_Q57L44,unclassified,270,52,0.0.0.0,192.59259259259258
gi|224514852|ref|NZ_DS483526.1|:249441-249743|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A7VD49|UniRef50_Q57L44,unclassified,303,58,0.0.0.0,191.4191419141914
gi|410101287|ref|NZ_JH976473.1|:420606-421040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WQ56|UniRef50_F4KNP0,unclassified,435,81,0.0.0.0,186.20689655172413
gi|265758149|ref|NZ_GG705247.1|:368-826|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,459,85,0.0.0.0,185.1851851851852
gi|424856175|ref|NZ_JH377177.1|:c275-1|37919|g__Rhodococcus.s__Rhodococcus_opacus|UniRef90_UPI00029CCAA7|UniRef50_H1A173,unclassified,275,48,0.0.0.0,174.54545454545453
gi|422523969|ref|NZ_GL383282.1|:111-452|1747|g__Propionibacterium.s__Propionibacterium_acnes|UniRef90_E6DUK6|UniRef50_E6DUK6,unclassified,342,58,0.0.0.0,169.5906432748538
gi|224514852|ref|NZ_DS483526.1|:249441-249743|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A7VD49|UniRef50_Q57L44,root;k_Bacteria,303,51,0.0.0.0,168.31683168316832
gi|450033298|ref|NZ_AHSC01000112.1|:1-125|1309|g__Streptococcus.s__Streptococcus_mutans|UniRef90_M2GA78|UniRef50_M2GA78,unclassified,125,21,0.0.0.0,168.0
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,unclassified,447,74,0.0.0.0,165.54809843400446
gi|522837953|ref|NZ_KE159519.1|:c560885-560709|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AUT8|UniRef50_N2AUT8,unclassified,177,29,0.0.0.0,163.84180790960454
gi|410101286|ref|NZ_JH976472.1|:c1165221-1164922|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DEI7|UniRef50_R5V945,unclassified,300,49,0.0.0.0,163.33333333333334
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,root;k_Bacteria,123,20,0.0.0.0,162.60162601626016
gi|197920153|ref|NZ_AARX02000017.1|:c1070-738|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZP5|UniRef50_F2M801,unclassified,333,54,0.0.0.0,162.16216216216216
gi|498503065|ref|NZ_KB822571.1|:c3858999-3858526|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZGJ0|UniRef50_R5DNM7,unclassified,474,76,0.0.0.0,160.33755274261605
gi|224010945|ref|XM_002294394.1||35128|g__Thalassiosira.s__Thalassiosira_pseudonana|UniRef90_B8CEF3|UniRef50_G4UHZ3,unclassified,210,33,0.0.0.0,157.14285714285714
gi|265758149|ref|NZ_GG705247.1|:368-826|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria,459,71,0.0.0.0,154.68409586056643
