genus,Length,Reads,RPK
g_Candidatus Riesia,2871,1,0.34831069313827934
g_Candidatus Sulcia,5700,4,3.2582943946967893
g_Candidatus Walczuchella,1404,30,21.36752136752137
g_Candidatus Xiphinematobacter,1875,1,0.5333333333333333
g_Capnocytophaga,12417,67,47.647495651572875
g_Carboxydothermus,618,1,1.6181229773462784
g_Carnobacterium,14574,56,45.71991525123518
g_Catenulispora,552,10,35.48482169171824
g_Caulobacter,7713,11,8.954881284657462
g_Cedecea,6972,25,31.06678106678107
g_Cellulophaga,17325,47,24.669564297694837
g_Cellulosilyticum,33603,87,277.8921372458227
g_Cellvibrio,2355,6,8.513295428061335
g_Chamaesiphon,2448,5,2.042483660130719
g_Chelatococcus,963,1,1.0384215991692627
g_Chitinophaga,17607,16,6.8563422143672765
g_Chlamydia,9165,7,6.502176315676402
g_Chlorobaculum,8619,15,12.657647010911452
g_Chlorobium,8369,17,12.537202206455756
g_Chloroflexus,1524,17,22.30971128608924
g_Chlorovirus,627,1,1.594896331738437
g_Chromohalobacter,3539,1,0.2825656965244419
g_Chroococcidiopsis,3807,1,0.2626740215392698
g_Chryseobacterium,25332,111,91.89860424013236
g_Citrobacter,7332,36,33.8568957758405
g_Cloacibacillus,7875,85,28.19792248881503
g_Clostridioides,38520,127,161.33743724795582
g_Clostridium,433600,1277,1175.107703484488
g_Cobetia,1353,1,0.7390983000739099
g_Collimonas,11046,44,22.193327743913528
g_Colwellia,4677,16,17.992976411343758
g_Comamonas,6219,10,6.166702398645019
g_Coprococcus,7398,86,88.21914042719548
g_Coraliomargarita,2154,2,1.8570102135561746
g_Corynebacterium,19278,39,20.023638330011273
g_Coxiella,891,1,1.122334455667789
g_Crinalium,5541,5,4.815527256348802
g_Croceibacter,2289,5,6.684478200801713
g_Croceicoccus,2127,1,0.47014574518100616
g_Cronobacter,10062,56,35.074517702427855
g_Cupriavidus,6366,10,6.388321282572449
g_Cutibacterium,34416,38,46.23008284513353
g_Cyanobacterium,5901,23,34.197599267338504
g_Cyanothece,8274,9,10.361819960059224
g_Cyclobacterium,2997,3,1.950651061458175
g_Cycloclasticus,2700,4,2.8326647848264246
g_Cylindrospermum,2946,3,4.265595861586059
g_Cytophaga,12858,55,29.596676913368796
g_Dechloromonas,8019,4,2.0546336040324
g_Deferribacter,13845,34,17.83358948780136
g_Defluviimonas,2661,5,4.541409182582234
g_Defluviitoga,1833,3,1.6366612111292962
g_Deinococcus,4758,81,77.35135631907963
g_Delftia,3135,1,0.3189792663476874
g_Denitrovibrio,294,1,3.4013605442176873
g_Dermacoccus,1029,4,3.8872691933916426
g_Desulfarculus,2151,12,10.140870317063655
g_Desulfatibacillum,4683,6,3.748718273977526
g_Desulfitobacterium,9624,42,56.1849337150474
g_Desulfobacterium,2700,10,7.279314888010541
g_Desulfobacula,1056,60,56.81818181818181
g_Desulfobulbus,3210,2,1.2461059190031152
g_Desulfocapsa,3930,1,0.2544529262086514
g_Desulfococcus,1353,1,0.7390983000739099
g_Desulfomonile,2787,1,0.3588087549336204
g_Desulfosporosinus,10113,37,31.663124873017214
g_Desulfotomaculum,10605,15,14.187572526398466
g_Desulfovibrio,2217,19,14.186739645016948
g_Desulfurella,3504,3,3.9305659428862714
g_Desulfurivibrio,4068,12,5.899705014749263
g_Desulfurobacterium,4416,33,15.753880574727479
g_Desulfuromonas,1293,1,0.7733952049497294
g_Devosia,3036,3,4.802157766137737
g_Dialister,2070,2,0.9661835748792271
g_Dickeya,4599,21,4.566210045662101
g_Dictyoglomus,5049,4,2.8045564235365936
g_Dokdonia,5544,3,3.34019880003582
g_Draconibacterium,33595,122,75.87196788863972
g_Dyadobacter,9636,4,1.2739494381961696
g_Dyella,2520,2,0.7936507936507936
g_Echinicola,5661,16,12.053199713046261
g_Edwardsiella,5793,80,64.34921150111023
g_Eggerthella,615,41,66.66666666666667
g_Ehrlichia,10569,15,9.460546482557975
g_Elizabethkingia,15531,38,32.52679544371744
g_Elusimicrobium,1815,1,0.5509641873278237
g_Emticicia,2670,24,29.494265458753414
g_Endozoicomonas,1368,15,10.964912280701753
g_Ensifer,1419,31,35.654761904761905
g_Enterobacter,21963,84,52.07677767715505
g_Enterococcus,26877,66,67.0391760990748
g_Entomoplasma,1905,1,0.5249343832020997
g_Epulopiscium,204,1,4.901960784313726
g_Erwinia,5199,22,16.592653955492786
g_Erysipelothrix,3714,3,3.8455886035569287
g_Erythrobacter,3318,2,1.3932980599647267
g_Escherichia,104251,110,153.2652198563393
g_Ethanoligenens,1269,62,48.85736800630418
g_Eubacterium,14031,51,73.01581037995386
g_Exiguobacterium,9846,34,18.459780946094355
g_Faecalibacterium,2502,56,54.21127356873074
g_Faecalibaculum,1506,3,3.9840637450199203
g_Faecalitalea,5334,15,15.757129820659246
g_Fermentimonas,17316,21,18.85907844785699
g_Ferrimonas,4350,13,2.988505747126437
g_Fervidobacterium,6648,53,40.454231754976114
g_Fibrella,8622,25,18.19664882074177
g_Fibrobacter,1287,3,2.331002331002331
g_Fictibacillus,4152,25,24.490070779963375
g_Filifactor,5637,7,6.289894172359016
g_Filimonas,18690,22,8.985899995876597
g_Finegoldia,2231,20,12.896000396000396
g_Flammeovirga,11895,49,48.750641785254565
g_Flavisolibacter,8952,6,5.639887982194
g_Flavobacterium,45213,154,117.2604751875033
g_Flavonifractor,2703,6,15.82853788142896
g_Flexibacter,1956,9,4.601226993865031
g_Flexistipes,10008,13,6.236545564399987
g_Fluviicola,9702,7,3.382333627200548
g_Formosa,4908,17,12.473048220276032
g_Francisella,4917,9,10.62993311810088
g_Fusobacterium,76446,148,110.6156588264887
g_Gallibacterium,4158,18,17.78923852077194
g_Gammaretrovirus,500,1,2.0
g_Gardnerella,4779,3,1.857471041744005
g_Gemella,6870,2,0.7263442522856849
g_Geminocystis,10320,6,3.110793510149087
g_Gemmata,2835,2,1.625018055756175
g_Gemmatimonas,366,1,2.73224043715847
g_Geoalkalibacter,1362,1,0.7342143906020557
g_Geobacillus,5019,6,7.125104831988764
g_Geobacter,10104,37,24.445029661481126
g_Geosporobacter,15231,122,83.99518566171238
g_Gillisia,1497,36,74.3556542113701
g_Glaciecola,2043,4,1.957905041605482
g_Glaesserella,1518,1,0.6587615283267457
g_Gluconacetobacter,378,1,2.6455026455026456
g_Gluconobacter,4710,49,30.93614204725316
g_Gottschalkia,4764,11,3.7435700294726053
g_Gramella,19659,43,43.27414643586424
g_Granulibacter,2067,1,0.4837929366231253
g_Granulicella,1503,4,5.322709163346613
g_Grimontia,1287,1,0.7770007770007771
g_Haematospirillum,2268,10,9.847757834251526
g_Haemophilus,8043,47,292.0232953221928
g_Hafnia,3603,52,48.62617633828916
g_Halanaerobium,12201,55,37.58302031029437
g_Haliangium,1866,2,1.0718113612004287
g_Haliscomenobacter,5769,26,26.716072552864695
g_Halobacillus,6903,21,51.60132366266635
g_Halobacteriovorax,315,1,3.1746031746031744
g_Halobacteroides,5805,12,12.797483082031926
g_Halocynthiibacter,2973,1,0.33636057854019513
g_Haloferax,8004,2,0.5157555790235943
g_Halomonas,3492,15,19.71905017891953
g_Halopenitus,996,1,1.0040160642570282
g_Haloquadratum,1872,4,7.592445948215872
g_Halotalea,2628,3,1.1415525114155252
g_Haloterrigena,2436,2,0.8210180623973727
g_Halothece,3573,4,3.5342295023591204
g_Halothiobacillus,948,1,1.0548523206751055
g_Helicobacter,8838,10,9.595161988322399
g_Heliobacillus,1287,24,18.64801864801865
g_Heliobacterium,2832,36,26.66917788869008
g_Herbaspirillum,2796,11,6.26038994109564
g_Herbinix,6912,18,19.677411012019583
g_Herminiimonas,1335,2,1.4981273408239701
g_Hirschia,2235,1,0.447427293064877
g_Histophilus,5658,4,3.1824458853360045
g_Hoeflea,3135,19,6.060606060606061
g_Hydrogenobaculum,3117,4,6.466264861667363
g_Hydrogenophaga,2793,2,1.908170083336408
g_Hydrogenovibrio,1116,1,0.8960573476702508
g_Hymenobacter,14193,41,46.61472558449343
g_Hyperthermus,1470,1,0.6802721088435374
g_Idiomarina,1194,1,0.8375209380234506
g_Iflavirus,1113,1,0.8984725965858041
g_Ignavibacterium,4371,20,15.474240411362336
g_Ilumatobacter,471,1,2.1231422505307855
g_Ilyobacter,3036,3,3.511405129726617
g_Intestinimonas,5226,58,38.260090396974654
g_Isavirus,354,3,8.474576271186441
g_Janthinobacterium,3057,10,8.436400615655232
g_Kibdelosporangium,4698,8,4.941713044303321
g_Klebsiella,13098,10,5.56698687968323
g_Kocuria,7380,7,6.551430591429944
g_Komagataeibacter,888,1,1.1261261261261262
g_Kosakonia,3930,2,1.04210170435336
g_Kozakia,2466,2,0.8110300081103
g_Kurthia,4104,3,3.006906241407589
g_Kytococcus,705,1,1.4184397163120568
g_Labrenzia,2589,1,0.3862495171881035
g_Lachnoclostridium,25683,101,112.96384342555413
g_Lacimicrobium,1194,1,0.8375209380234506
g_Lacinutrix,3462,3,1.9031269031269034
g_Lactobacillus,92441,837,2063.141146067006
g_Lactococcus,20616,56,73.62105321280626
g_Lawsonia,6894,3,1.5529223969501844
g_Leadbetterella,3294,9,32.74866434856559
g_Leclercia,2790,2,1.456349448701265
g_Legionella,17289,8,5.207071284778454
g_Leifsonia,1032,1,0.9689922480620154
g_Leisingera,825,1,1.2121212121212122
g_Lelliottia,969,1,1.0319917440660475
g_Lentibacillus,1632,1,0.6127450980392157
g_Lentivirus,1857,3,4.820973702149033
g_Leptolyngbya,6996,20,22.925169271845355
g_Leptospira,7272,12,9.374077680733857
g_Leptospirillum,2208,27,12.228260869565217
g_Leptotrichia,7350,13,12.83446706393987
g_Leuconostoc,12660,25,25.539433014211365
g_Liberibacter,6468,26,87.10316472158188
g_Limnohabitans,1542,1,0.648508430609598
g_Listeria,31007,49,46.84264242528846
g_Lutibacter,6129,45,31.30541231368808
g_Lysinibacillus,29422,148,100.05882334433278
g_Lysobacter,594,1,1.6835016835016836
g_Macavirus,1569,1,0.6373486297004461
g_Macrococcus,1392,1,0.7183908045977012
g_Mahella,25570,23,22.690162295596355
g_Mannheimia,6645,12,7.203336211833918
g_Maribacter,15753,22,12.417566204147972
g_Marinithermus,1905,15,7.874015748031496
g_Marinitoga,1245,36,90.06898603672798
g_Marinobacter,5478,4,2.3585260667612404
g_Marinobacterium,987,2,2.026342451874367
g_Marinomonas,3870,122,115.25372664502297
g_Marivirga,5244,3,1.6598847262564733
g_Marseillevirus,3216,3,1.8656716417910446
g_Martelella,3126,15,4.798464491362764
g_Massilia,1899,9,11.921037593223527
g_Mastadenovirus,2717,5,6.417638148351777
g_Megamonas,13197,34,34.05831619315338
g_Megasphaera,5694,79,63.76467621306662
g_Meiothermus,2190,13,5.936073059360731
g_Melioribacter,2970,8,4.572791888264825
g_Melissococcus,5205,13,14.923450464292152
g_Mesoplasma,3315,3,2.96875419424439
g_Mesorhizobium,42435,63,47.16202457048128
g_Methanobacterium,5049,36,65.93941684989817
g_Methanobrevibacter,13644,68,67.72307642441248
g_Methanocaldococcus,6783,7,6.004608732978014
g_Methanococcus,12212,15,9.472442477375356
g_Methanocorpusculum,1668,1,0.5995203836930456
g_Methanoculleus,798,2,2.506265664160401
g_Methanohalophilus,1656,13,7.85024154589372
g_Methanomassiliicoccus,2889,2,0.6922810661128419
g_Methanomethylovorans,1758,1,0.5688282138794084
g_Methanosarcina,16045,15,15.360667016431966
g_Methanosphaerula,5682,2,0.7039774727208729
g_Methanothermococcus,1377,1,0.7262164124909223
g_Methanothermus,1095,1,0.9132420091324202
g_Methylobacillus,5976,4915,2608.600905292913
g_Methylobacterium,2259,8,3.5413899955732626
g_Methylococcus,1566,23,14.687100893997446
g_Methylomicrobium,1473,1,0.678886625933469
g_Methylomonas,8934,40,21.882673416074685
g_Methylophaga,2160,5,10.744048004769372
g_Methylophilus,543,1,1.8416206261510129
g_Microbacterium,909,1,1.1001100110011002
g_Microbulbifer,3669,9,7.617058996507218
g_Micrococcus,2043,1,0.4894762604013705
g_Microcoleus,1269,1,0.7880220646178093
g_Microcystis,10692,33,20.590823503475473
g_Microlunatus,2601,10,3.8446751249519417
g_Micromonospora,8187,13,6.226070551512219
g_Mitsuaria,1149,1,0.8703220191470844
g_Mobiluncus,1521,1,0.6574621959237344
g_Moorea,6951,8,8.348370764362066
g_Moraxella,6948,87,128.5876492775125
g_Moritella,1380,2,1.4492753623188408
g_Mucilaginibacter,28476,107,87.5007805851789
g_Mucinivorans,1086,2,3.6832412523020257
g_Muricauda,1107,5,4.5167118337850045
g_Mycobacterium,2208,9,8.117954019593363
g_Mycobacteroides,1224,11,16.636308439587125
g_Mycolicibacterium,5781,2,0.7179636211894277
g_Mycoplasma,55883,135,227.20532939267466
g_Myroides,4545,4,2.6199192022707893
g_Myxococcus,3126,1,0.3198976327575176
g_Natranaerobius,2865,41,82.6170564169023
g_Nautilia,870,1,1.1494252873563218
g_Neisseria,834,11,24.215403444357023
g_Neorhizobium,2460,24,21.46146146146146
g_Niabella,28167,101,64.71848946634374
g_Niastella,19335,33,30.781894263890617
g_Nitratiruptor,2025,7,9.782439068500263
g_Nitrobacter,1206,1,0.8291873963515755
g_Nitrosococcus,4602,5,5.914361114483655
g_Nitrosomonas,11007,32,13.903729570674134
g_Nitrosopumilus,5235,10,6.674525714578677
g_Nitrososphaera,3561,9,2.527379949452401
g_Nitrosospira,600,6,10.0
g_Nitrospira,6249,3,1.1543093993284752
g_Nocardiopsis,2682,2,1.498172531157464
g_Nodularia,1475,5,3.389830508474576
g_Nonlabens,11343,8,4.720483597268339
g_Nostoc,11058,11,10.242719878651704
g_Novosphingobium,2517,2,1.8992642897566496
g_Oceanobacillus,4671,8,8.067133166185323
g_Octadecabacter,1473,5,3.3944331296673456
g_Odoribacter,34428,274,199.45067544321552
g_Oenococcus,12567,268,174.21728609832797
g_Oleispira,207,10,48.309178743961354
g_Oligotropha,3015,1,0.33167495854063017
g_Olsenella,1656,3,1.8115942028985508
g_Opitutus,2214,2,1.806684733514002
g_Ornithobacterium,17034,132,209.92715372649369
g_Orthobunyavirus,1525,21,133.17813316367355
g_Orthopneumovirus,1356,1,0.7374631268436578
g_Oscillatoria,5748,3,2.2391432799475384
g_Oscillibacter,2889,1,0.34614053305642095
g_Owenweeksia,678,7,10.324483775811208
g_Paenibacillus,56882,244,209.11201061879274
g_Paeniclostridium,10251,42,64.20281517623377
g_Paludibacter,22116,49,64.52303747947084
g_Pandoraea,5121,14,11.083363156531064
g_Pandoravirus,201,1,4.975124378109452
g_Pantoea,6699,63,39.130618046704086
g_Parabacteroides,596035,3068,4267.792890484236
g_Paraburkholderia,2718,2,1.6104948805460753
g_Parageobacillus,1968,4,2.032520325203252
g_Paraglaciecola,2673,4,5.651504396303347
g_Parvimonas,4743,2,0.8535684668808956
g_Parvularcula,3660,3,1.6393442622950818
g_Pasteurella,4203,6,3.630161464191976
g_Paucibacter,3498,42,25.899091892600726
g_Pectobacterium,17688,7,2.9847380530986145
g_Pediococcus,8880,9,7.896878325088929
g_Pedobacter,80997,209,209.96565279754319
g_Pelobacter,1350,27,20.0
g_Pelodictyon,11970,8,3.728115736176413
g_Pelosinus,13065,10,8.10443236738829
g_Peptoclostridium,420,1,2.380952380952381
g_Peptoniphilus,1755,2,2.9502541757443717
g_Persephonella,546,1,1.8315018315018314
g_Persicobacter,26427,147,79.15837326913908
g_Petrimonas,35355,200,142.48847978045492
g_Petrotoga,1113,4,3.5938903863432166
g_Phaeobacter,5820,9,6.174034454746709
g_Photobacterium,3108,3,3.871729032328604
g_Photorhabdus,3285,38,24.637591631661312
g_Picrophilus,1479,1,0.676132521974307
g_Piscirickettsia,2040,5,6.924170643108473
g_Planctomyces,3114,28,22.381553631553633
g_Planococcus,15186,13,9.372851840906371
g_Pleurocapsa,3539,1,0.2825656965244419
g_Pluralibacter,2544,11,8.317766563507774
g_Polaribacter,15003,55,48.57550363621033
g_Polaromonas,486,2,4.11522633744856
g_Pontibacter,26466,112,57.01156174046298
g_Porphyromonas,39455,71,85.09933996351971
g_Pragia,3264,1,0.30637254901960786
g_Prevotella,182211,435,288.75279923237986
g_Prochlorococcus,13974,18,9.947450903689388
g_Propionibacterium,9021,20,19.577716574628845
g_Prosthecochloris,1656,2,1.2077294685990339
g_Proteus,5022,3,1.884551978912547
g_Pseudanabaena,849,14,16.489988221436985
g_Pseudoalteromonas,6504,9,6.11442289046683
g_Pseudomonas,99591,547,412.3220111697586
g_Pseudopedobacter,5025,4,3.1578794320989103
g_Pseudopropionibacterium,1944,1,0.51440329218107
g_Pseudothermotoga,6510,37,26.961254789021176
g_Pseudovibrio,3201,37,26.251487033071616
g_Pseudoxanthomonas,852,2,2.347417840375587
g_Psychrobacter,9582,15,10.38287675715732
g_Psychroflexus,4272,13,4.700772407300425
g_Psychromonas,2901,5,6.032025365953589
g_Pyrococcus,966,2,2.070393374741201
g_Rahnella,8364,10,8.111276579432182
g_Ralstonia,21660,81,104.91076177284708
g_Ramlibacter,987,2,2.026342451874367
g_Raoultella,1278,1,0.7824726134585289
g_Rheinheimera,2178,1,0.4591368227731864
g_Rhizobium,16422,38,48.21301148589551
g_Rhodobacter,1206,1,0.8291873963515755
g_Rhodococcus,1299,17,13.08698999230177
g_Rhodomicrobium,1161,1,0.8613264427217915
g_Rhodopseudomonas,14196,9,9.894022292781356
g_Rhodospirillum,1611,2,1.2414649286157666
g_Rickettsia,9006,15,17.033288452107957
g_Riemerella,8712,11,5.9469206791161975
g_Rivularia,4938,128,60.273319532310516
g_Robiginitalea,7191,16,18.708652136272296
g_Roseburia,13236,89,57.844118309662605
g_Roseibacterium,1422,3,2.109704641350211
g_Rothia,1155,40,34.63203463203463
g_Ruegeria,1011,1,0.9891196834817014
g_Rufibacter,20643,45,27.010930567125307
g_Ruminiclostridium,22284,89,294.48654695237866
g_Ruminococcus,29284,39,46.3791071386965
g_Rummeliibacillus,2079,1,0.481000481000481
g_Runella,5835,8,12.714693037028484
g_Saccharophagus,2109,25,11.853959222380276
g_Salinicoccus,3417,12,7.967772877110533
g_Salinivirga,15339,10,7.57086826673473
g_Salmonella,5271,27,10.071003320762241
g_Sebaldella,9594,67,57.886900568764894
g_Sediminicola,1314,12,9.132420091324201
g_Selenomonas,10938,22,17.9657269369681
g_Serratia,18744,54,37.22621295380883
g_Shewanella,22467,69,50.99063707474457
g_Shigella,1941,1,0.5151983513652756
g_Siansivirga,6927,3,1.3366865584771648
g_Sideroxydans,3042,1,0.3287310979618672
g_Simkania,627,1,1.594896331738437
g_Singulisphaera,1668,1,0.5995203836930456
g_Sinomonas,2442,2,0.8190008190008189
g_Sinorhizobium,1944,1,0.51440329218107
g_Snodgrassella,1326,21,15.837104072398189
g_Sodalis,696,1,1.4367816091954024
g_Solibacillus,1431,62,86.10319721430832
g_Solitalea,5799,20,17.272371100050723
g_Sorangium,1590,5,3.144654088050314
g_Sphaerochaeta,7530,8,6.0135646308868
g_Sphingobacterium,22026,11,7.448442152773745
g_Sphingobium,12387,27,19.483521242033863
g_Sphingomonas,7098,39,15.217188365489104
g_Sphingopyxis,5676,11,13.11573505257258
g_Sphingorhabdus,1770,6,3.389830508474576
g_Spirochaeta,1641,2,1.218769043266301
g_Spiroplasma,26256,74,77.25697717302722
g_Spirosoma,11799,61,28.50598729375415
g_Sporosarcina,1905,2,1.0498687664041995
g_Stackebrandtia,1722,11,6.3879210220673635
g_Stanieria,8112,9,5.727157303778782
g_Staphylococcus,77190,376,320.19858296972967
g_Staphylothermus,1194,10,8.375209380234507
g_Stenotrophomonas,8007,29,24.62116974060559
g_Steroidobacter,3693,2,0.5415651232060655
g_Streptobacillus,6783,8,4.623231837788971
g_Streptococcus,102464,164,144.34706275347716
g_Streptomyces,20710,112,67.57311520259547
g_Sulfuricurvum,3060,2,2.050032860820857
g_Sulfurihydrogenibium,822,19,23.114355231143552
g_Sulfurimonas,14586,15,10.042519541645234
g_Sulfurisphaera,3318,24,24.760031839677858
g_Sulfurospirillum,1692,3,3.4525770869785486
g_Sulfurovum,4611,4,4.529279430012165
g_Synechococcus,6816,20,13.391757793123478
g_Synechocystis,1710,2,2.3391812865497075
g_Syntrophobacter,3378,1,0.2960331557134399
g_Syntrophomonas,543,1,1.8416206261510129
g_Syntrophus,2889,1,0.34614053305642095
g_Tannerella,115968,382,365.71902340521507
g_Tatlockia,1518,2,1.3175230566534915
g_Taylorella,5508,4,2.393739969861765
g_Tenacibaculum,2301,3,3.0513514172211256
g_Tepidanaerobacter,7356,19,9.693306678248476
g_Teredinibacter,3642,24,19.76635556905937
g_Terribacillus,2418,12,33.51264933998746
g_Tetragenococcus,11232,5,3.305419047136554
g_Thalassospira,1974,14,12.2150255738042
g_Thalassotalea,1932,1,0.5175983436853002
g_Thauera,3081,1,0.32456994482310936
g_Thermacetogenium,1017,1,0.9832841691248771
g_Thermaerobacter,2772,2,1.443001443001443
g_Thermincola,3456,2,1.1624668515311867
g_Thermoanaerobacter,31530,77,68.76261955557902
g_Thermoanaerobacterium,16656,26,26.61978257747802
g_Thermococcus,4143,1,0.24137098720733768
g_Thermodesulfobacterium,1260,1,0.7936507936507936
g_Thermodesulfovibrio,3009,29,17.542993093115342
g_Thermosipho,780,14,17.94871794871795
g_Thermosphaera,864,1,1.1574074074074074
g_Thermosulfidibacter,705,1,1.4184397163120568
g_Thermosynechococcus,3264,1,0.30637254901960786
g_Thermotoga,4845,23,12.249506720927362
g_Thermovirga,201,3,14.925373134328357
g_Thermus,603,2,3.316749585406302
g_Thioalkalivibrio,1269,11,8.668242710795903
g_Thiolapillus,5112,3,1.1737089201877935
g_Thiomicrospira,2868,4,2.6955602536997887
g_Thiomonas,804,1,1.243781094527363
g_Thioploca,1482,4,2.699055330634278
g_Tistrella,1362,1,0.7342143906020557
g_Treponema,19815,53,61.774667683494485
g_Trichodesmium,1527,2,3.4972722650506385
g_Trichormus,10107,44,35.2320395712067
g_Turicibacter,1650,1,0.6060606060606061
g_Tyzzerella,1803,8,25.465902541106853
g_Ureaplasma,1035,1,0.9661835748792271
g_Veillonella,1737,10,5.757052389176741
g_Vibrio,46295,92,65.77974792295284
g_Virgibacillus,3450,2,1.1625849824348573
g_Vogesella,795,20,25.157232704402514
g_Waddlia,1040,15,32.16242249112034
