Pathway,num_Ecs,tally,coverage,who
Metabolic pathways,1650,94,5.696969697,both
Metabolism of xenobiotics by cytochrome P450,10,1,10,mpro
Methane metabolism,87,8,9.195402299,both
Methane metabolism,87,4,4.597701149,mpro
Microbial metabolism in diverse environments,668,5,0.748502994,humann2
Microbial metabolism in diverse environments,668,50,7.48502994,mpro
Microbial metabolism in diverse environments,668,26,3.892215569,both
Monobactam biosynthesis,10,3,30,both
Monobactam biosynthesis,10,2,20,humann2
Naphthalene degradation,9,1,11.11111111,mpro
"Neomycin, kanamycin and gentamicin biosynthesis",28,1,3.571428571,mpro
Nicotinate and nicotinamide metabolism,59,1,1.694915254,both
Nicotinate and nicotinamide metabolism,59,4,6.779661017,mpro
Nitrogen metabolism,37,2,5.405405405,mpro
Nitrogen metabolism,37,2,5.405405405,humann2
Nitrogen metabolism,37,1,2.702702703,both
Nitrotoluene degradation,7,1,14.28571429,mpro
Novobiocin biosynthesis,16,1,6.25,mpro
Novobiocin biosynthesis,16,1,6.25,both
One carbon pool by folate,24,4,16.66666667,both
One carbon pool by folate,24,5,20.83333333,mpro
Other glycan degradation,9,3,33.33333333,mpro
Oxidative phosphorylation,11,3,27.27272727,both
Oxidative phosphorylation,11,4,36.36363636,mpro
PI3K-Akt signaling pathway,2,1,50,mpro
Pantothenate and CoA biosynthesis,31,1,3.225806452,humann2
Pantothenate and CoA biosynthesis,31,5,16.12903226,both
Pantothenate and CoA biosynthesis,31,4,12.90322581,mpro
Pentose and glucuronate interconversions,67,5,7.462686567,both
Pentose and glucuronate interconversions,67,5,7.462686567,mpro
Pentose phosphate pathway,55,15,27.27272727,mpro
Pentose phosphate pathway,55,2,3.636363636,both
Peptidoglycan biosynthesis,19,5,26.31578947,mpro
Peptidoglycan biosynthesis,19,3,15.78947368,both
Phenazine biosynthesis,13,1,7.692307692,mpro
Phenylalanine metabolism,67,1,1.492537313,both
Phenylalanine metabolism,67,1,1.492537313,humann2
Phenylalanine metabolism,67,2,2.985074627,mpro
"Phenylalanine, tyrosine and tryptophan biosynthesis",39,4,10.25641026,both
"Phenylalanine, tyrosine and tryptophan biosynthesis",39,6,15.38461538,mpro
Phenylpropanoid biosynthesis,30,3,10,mpro
Phosphatidylinositol signaling system,29,1,3.448275862,mpro
Phosphonate and phosphinate metabolism,29,1,3.448275862,mpro
Phosphonate and phosphinate metabolism,29,1,3.448275862,both
Photosynthesis,3,1,33.33333333,both
Polyketide sugar unit biosynthesis,27,2,7.407407407,both
Polyketide sugar unit biosynthesis,27,1,3.703703704,mpro
Porphyrin and chlorophyll metabolism,106,9,8.490566038,mpro
Porphyrin and chlorophyll metabolism,106,1,0.943396226,humann2
Propanoate metabolism,55,5,9.090909091,mpro
Propanoate metabolism,55,1,1.818181818,humann2
Propanoate metabolism,55,3,5.454545455,both
Purine metabolism,110,2,1.818181818,humann2
Purine metabolism,110,16,14.54545455,both
Purine metabolism,110,16,14.54545455,mpro
Pyrimidine metabolism,65,8,12.30769231,mpro
Pyrimidine metabolism,65,12,18.46153846,both
Pyruvate metabolism,67,1,1.492537313,humann2
Pyruvate metabolism,67,7,10.44776119,mpro
Pyruvate metabolism,67,6,8.955223881,both
Relaxin signaling pathway,1,1,100,mpro
Retinol metabolism,14,1,7.142857143,mpro
Riboflavin metabolism,28,5,17.85714286,mpro
Riboflavin metabolism,28,1,3.571428571,both
Selenocompound metabolism,18,1,5.555555556,mpro
Selenocompound metabolism,18,2,11.11111111,both
Sphingolipid metabolism,27,3,11.11111111,mpro
Starch and sucrose metabolism,76,10,13.15789474,mpro
Starch and sucrose metabolism,76,3,3.947368421,both
Streptomycin biosynthesis,18,2,11.11111111,both
Streptomycin biosynthesis,18,4,22.22222222,mpro
Sulfur metabolism,50,1,2,humann2
Sulfur metabolism,50,2,4,both
Sulfur metabolism,50,2,4,mpro
Synthesis and degradation of ketone bodies,6,1,16.66666667,mpro
Taurine and hypotaurine metabolism,19,2,10.52631579,both
Taurine and hypotaurine metabolism,19,1,5.263157895,mpro
Terpenoid backbone biosynthesis,51,7,13.7254902,mpro
Terpenoid backbone biosynthesis,51,2,3.921568627,both
Thermogenesis,1,1,100,mpro
Thiamine metabolism,26,6,23.07692308,mpro
Thiamine metabolism,26,2,7.692307692,both
"Tropane, piperidine and pyridine alkaloid biosynthesis",27,1,3.703703704,both
"Tropane, piperidine and pyridine alkaloid biosynthesis",27,1,3.703703704,mpro
Tryptophan metabolism,60,1,1.666666667,both
Tryptophan metabolism,60,4,6.666666667,mpro
Tyrosine metabolism,64,2,3.125,mpro
Tyrosine metabolism,64,1,1.5625,both
Ubiquinone and other terpenoid-quinone biosynthesis,40,2,5,humann2
Ubiquinone and other terpenoid-quinone biosynthesis,40,3,7.5,mpro
Ubiquinone and other terpenoid-quinone biosynthesis,40,1,2.5,both
"Valine, leucine and isoleucine biosynthesis",14,3,21.42857143,mpro
"Valine, leucine and isoleucine biosynthesis",14,5,35.71428571,both
"Valine, leucine and isoleucine degradation",36,5,13.88888889,mpro
"Valine, leucine and isoleucine degradation",36,1,2.777777778,humann2
Various types of N-glycan biosynthesis,23,1,4.347826087,mpro
Vitamin B6 metabolism,26,1,3.846153846,humann2
Vitamin B6 metabolism,26,2,7.692307692,mpro
Vitamin B6 metabolism,26,2,7.692307692,both
Zeatin biosynthesis,10,1,10,mpro
alpha-Linolenic acid metabolism,12,1,8.333333333,mpro
beta-Alanine metabolism,37,1,2.702702703,both
mTOR signaling pathway,5,1,20,mpro
