genus,Length,Reads,RPK
g_Brevundimonas,1278,2,1.5649452269170578
g_Buchnera,5757,12,5.396574704287261
g_Burkholderia,29331,21,19.13139593400045
g_Butyrivibrio,3810,19,18.40002319104782
g_Caldanaerobacter,1233,1,0.8110300081103
g_Caldicellulosiruptor,20475,70,54.49698315579654
g_Caldilinea,3702,1582,8774.394628476148
g_Caldimicrobium,4485,4,1.9960263891040442
g_Caldisericum,948,1,1.0548523206751055
g_Calditerrivibrio,4764,19,10.930767640791672
g_Calothrix,3069,9,14.053681899420992
g_Campylobacter,43971,56,43.62671392919401
g_Candidatus Accumulibacter,6426,4,1.2449424214130096
g_Candidatus Actinomarina,420,3,7.142857142857143
g_Candidatus Amoebophilus,4683,17,3.6301516122143926
g_Candidatus Arthromitus,1680,2,2.446996312026987
g_Candidatus Azobacteroides,2186,9,26.594446850411124
g_Candidatus Babela,4626,2,1.6912345354040539
g_Candidatus Blochmannia,4536,1,0.22045855379188714
g_Candidatus Cardinium,1287,1,0.7770007770007771
g_Candidatus Cloacimonas,2574,2,1.5540015540015542
g_Candidatus Evansia,1401,1,0.7137758743754461
g_Candidatus Gullanella,1038,1,0.9633911368015414
g_Candidatus Hamiltonella,1350,3,6.358974358974359
g_Candidatus Hepatoplasma,720,1,1.3888888888888888
g_Candidatus Izimaplasma,3276,3,3.269332111740267
g_Candidatus Kinetoplastibacterium,2784,2,1.4842751603033166
g_Candidatus Kuenenia,1614,2,1.2391573729863692
g_Candidatus Methylopumilus,6669,19,18.34564477926093
g_Candidatus Nitrosocosmicus,1548,3,3.852377302534353
g_Candidatus Nitrosotalea,1179,1,0.8481764206955046
g_Candidatus Pelagibacter,2646,47,25.367568925211074
g_Candidatus Phytoplasma,2778,3,3.597569238868715
g_Candidatus Portiera,1275,12,9.411764705882353
g_Candidatus Regiella,1665,3,1.8018018018018018
g_Candidatus Ruthia,2139,1,0.4675081813931744
g_Candidatus Solibacter,3624,2,1.1037527593818983
g_Candidatus Symbiobacter,1770,4,2.2598870056497176
g_Candidatus Thioglobus,1350,4,2.962962962962963
g_Capnocytophaga,19164,47,27.685605595255883
g_Carboxydothermus,1836,28,44.510338450746886
g_Carnobacterium,15066,33,52.186795062296454
g_Catenulispora,1323,1,0.7558578987150416
g_Caulobacter,15246,16,12.366707872554167
g_Cedecea,10293,24,29.533900469147927
g_Celeribacter,5178,2,0.772499034376207
g_Cellulophaga,24273,51,51.021611868105964
g_Cellulosilyticum,21927,76,44.4649721572408
g_Cellvibrio,1689,1,0.5920663114268798
g_Chamaesiphon,3132,5,10.609100825292352
g_Chania,669,1,1.4947683109118086
g_Chelatococcus,1926,2,2.0768431983385254
g_Chitinophaga,32797,19,12.207091029544227
g_Chlamydia,2100,3,1.4285714285714286
g_Chlorobaculum,4218,3,1.4224751066856332
g_Chlorobium,7260,7,8.025562859034485
g_Chlorovirus,1695,57,33.6283185840708
g_Chryseobacterium,23322,45,35.429733547050574
g_Citrobacter,16431,43,34.91474242220035
g_Clavibacter,3579,1,0.27940765576976806
g_Clostridioides,25869,74,78.68797018764215
g_Clostridium,287065,618,661.645525568615
g_Cobetia,1320,1,0.7575757575757576
g_Collimonas,6939,46,32.69202153678527
g_Colwellia,2346,2,0.8525149190110827
g_Comamonas,11415,9,4.905991570536283
g_Coprococcus,13050,14,12.944195021631659
g_Corynebacterium,13587,14,13.30348206628934
g_Cp220virus,1542,4,2.594033722438392
g_Cp8virus,3816,6,3.1446540880503147
g_Crinalium,3579,15,8.706173153222872
g_Croceibacter,4983,32,23.530442890070074
g_Cronobacter,3666,9,4.909983633387888
g_Cryobacterium,1260,4,6.349206349206349
g_Cupriavidus,4266,5,4.9345395734835815
g_Curtobacterium,2547,1,0.39261876717707106
g_Curvibacter,2739,2,1.6783211641262068
g_Cutibacterium,114399,95,79.79060336590125
g_Cyanobacterium,4587,12,9.399406630526764
g_Cyanothece,3948,6,4.584028807631292
g_Cyclobacterium,5037,12,13.111174792538144
g_Cycloclasticus,1563,1,0.6397952655150352
g_Cytophaga,1116,1,0.8960573476702508
g_Deferribacter,4146,3,3.3179491331767923
g_Deinococcus,9135,20,15.97786603049034
g_Delftia,8202,5,3.900501915611423
g_Denitrovibrio,3159,5,2.951907131011609
g_Desulfarculus,2424,3,2.4752475247524752
g_Desulfitobacterium,8343,9,8.978180616253136
g_Desulfobacca,2814,1,0.35536602700781805
g_Desulfobacterium,1008,3,7.792207792207792
g_Desulfobulbus,1224,1,0.8169934640522876
g_Desulfocapsa,1194,1,0.8375209380234506
g_Desulfococcus,2616,1,0.382262996941896
g_Desulfomonile,2787,1,0.3588087549336204
g_Desulfosporosinus,5466,12,10.415348935273034
g_Desulfotomaculum,8220,5,5.902083079518356
g_Desulfovibrio,3804,4,4.7514271972181445
g_Desulfurispirillum,2286,1,0.4374453193350831
g_Desulfurivibrio,10500,27,10.92527774108807
g_Desulfurobacterium,3777,6,4.1020215583806605
g_Desulfuromonas,426,1,2.347417840375587
g_Dialister,5391,14,10.172301628926801
g_Dickeya,7077,3,2.076932007970268
g_Dictyoglomus,5166,6,2.13212667998082
g_Dokdonia,8562,32,33.410577268589996
g_Draconibacterium,35280,75,99.33413830347638
g_Dyadobacter,12699,31,17.083396542690032
g_Echinicola,4239,33,26.2821178317989
g_Ehrlichia,4713,3,1.4387915921446406
g_Elizabethkingia,4101,4,4.085310544889634
g_Emticicia,5796,18,14.48809546782062
g_Endomicrobium,2268,14,12.34567901234568
g_Endozoicomonas,5196,3,1.8684923691342175
g_Enterobacter,20679,17,10.357636298910109
g_Enterococcus,29397,84,65.19656072346862
g_Epibacterium,1212,13,10.726072607260726
g_Erwinia,7206,6,4.047866883940975
g_Erysipelothrix,4812,29,28.679716848175477
g_Escherichia,276996,235,305.12334589912666
g_Ethanoligenens,2946,3,3.102123650068856
g_Eubacterium,17523,14,11.274049391289001
g_Exiguobacterium,1260,45,62.96296296296297
g_Faecalibacterium,3837,24,19.148049525412397
g_Faecalitalea,708,1,1.4124293785310735
g_Fermentimonas,23016,27,12.560056262270146
g_Fervidicoccus,912,1,1.0964912280701753
g_Fervidobacterium,3954,2,1.0129773309815042
g_Fibrella,4188,3,2.8866572049109225
g_Fictibacillus,5463,17,13.669577181446684
g_Filifactor,9386,36,81.6494169052165
g_Filimonas,4941,4,3.47583044902479
g_Finegoldia,7713,4,2.2945811285627995
g_Flammeovirga,7527,30,13.166804338633533
g_Flavisolibacter,4784,2,0.8912670915462088
g_Flavobacterium,59235,77,73.805944111216
g_Flavonifractor,5100,10,14.393626799827963
g_Flexibacter,1956,4,2.044989775051125
g_Flexistipes,7548,4,2.432029397003547
g_Fluviicola,321,1,3.115264797507788
g_Formosa,11439,32,52.30684178504106
g_Francisella,5922,7,5.777522987278791
g_Frankia,6792,3,1.7020834797924969
g_Frateuria,2331,1,0.429000429000429
g_Frischella,981,79,80.53007135575943
g_Fusobacterium,39648,56,73.76207918076383
g_Gallibacterium,4194,3,1.4306151645207439
g_Gallionella,4293,5,1.1646866992778941
g_Gardnerella,4650,2,1.1600346363890144
g_Gemella,231,1,4.329004329004329
g_Geminocystis,9789,12,4.718971457863121
g_Gemmata,1932,8,4.140786749482402
g_Gemmatimonas,2121,15,33.61623695321374
g_Geoalkalibacter,1362,1,0.7342143906020557
g_Geobacillus,4719,16,15.323633148912588
g_Geobacter,12309,36,32.55263591810272
g_Geosporobacter,1713,335,195.56333917104493
g_Gillisia,5985,2,0.6801580012150792
g_Glaesserella,1221,1,0.8190008190008189
g_Gloeobacter,1845,1,0.5420054200542006
g_Gluconobacter,3690,3,1.6260162601626018
g_Gordonia,5592,7,3.9332700393327005
g_Gottschalkia,3558,14,33.53094017686149
g_Gramella,6906,19,20.372154390317476
g_Granulibacter,2067,2,0.9675858732462506
g_Granulicella,2157,1,0.46360686138154844
g_Grimontia,1287,2,1.5540015540015542
g_Gynuella,6291,18,7.569787475813614
g_Haemophilus,6084,14,16.328717250980237
g_Hafnia,3972,4,3.417599570742177
g_Hahella,873,1,1.145475372279496
g_Halalkalicoccus,2694,1,0.37119524870081666
g_Halanaerobium,11952,6,2.9572071796821864
g_Haliscomenobacter,7602,12,10.279741527846525
g_Halobacillus,360,30,83.33333333333334
g_Halobacteriovorax,972,3,6.701940035273369
g_Halobacteroides,6885,16,9.355388309220324
g_Halomonas,2844,4,4.269865841073271
g_Haloquadratum,435,2,4.597701149425287
g_Halothece,705,12,17.02127659574468
g_Halothiobacillus,1896,3,3.1645569620253164
g_Helicobacter,21858,40,45.615768647315306
g_Heliobacillus,1287,33,25.641025641025642
g_Herbaspirillum,3750,2,1.1082031859511752
g_Herbinix,7198,13,14.019301638464682
g_Herminiimonas,4470,3,1.342281879194631
g_Hippea,1635,1,0.6116207951070336
g_Hirschia,462,2,4.329004329004329
g_Histophilus,2547,3,1.1778563015312131
g_Hoeflea,3135,2,0.6379585326953748
g_Hydrogenobaculum,1269,1,0.7880220646178093
g_Hymenobacter,9333,43,91.65852832661785
g_Hyphomonas,1380,1,0.7246376811594204
g_Ignavibacterium,975,1,1.0256410256410258
g_Ilumatobacter,471,2,4.246284501061571
g_Ilyobacter,4194,2,0.9537434430138293
g_Intestinimonas,1506,2,1.3280212483399734
g_Jeongeupia,2799,13,4.644515898535191
g_Jiangella,3927,1,0.2546473134708429
g_Kangiella,3693,1,0.27078256160303277
g_Ketogulonicigenium,4524,3,1.3262599469496021
g_Kibdelosporangium,684,1,1.461988304093567
g_Kitasatospora,2874,2,0.6958942240779401
g_Klebsiella,10968,8,4.940293373821252
g_Kocuria,4863,7,4.222993181729944
g_Komagataeibacter,3819,2,1.1213883016208597
g_Kurthia,1215,1,0.8230452674897119
g_Kyrpidia,2025,1,0.4938271604938272
g_Kytococcus,3357,1,0.29788501638367587
g_Labrenzia,2208,1,0.45289855072463764
g_Lachnoclostridium,18432,42,44.12046205178692
g_Lacimicrobium,7515,10,3.8673312836932334
g_Lacinutrix,6564,8,3.551418704034983
g_Lactobacillus,79515,1393,5343.5758349214
g_Lactococcus,13435,29,63.61533840828355
g_Lacunisphaera,705,4,5.673758865248227
g_Lawsonia,9723,5,3.0813423048411925
g_Leadbetterella,7503,6,7.783049461853201
g_Leclercia,1578,3,1.9011406844106462
g_Leeuwenhoekiella,108,1,9.25925925925926
g_Legionella,9540,15,11.017133509058343
g_Lentibacillus,1455,4,5.262869735419319
g_Lentivirus,2022,3,1.483679525222552
g_Leptolyngbya,503,5,9.940357852882704
g_Leptospira,16260,17,9.233016336124384
g_Leptothrix,1332,1,0.7507507507507507
g_Leptotrichia,10620,17,11.411183995198503
g_Leuconostoc,6966,4,3.017705991998082
g_Liberibacter,2082,1,0.48030739673390976
g_Limnochorda,1269,1,0.7880220646178093
g_Limnohabitans,2298,3,2.5418152855213494
g_Listeria,23544,44,50.676529581834835
g_Luteipulveratus,858,1,1.1655011655011656
g_Lutibacter,9522,11,8.052478750839104
g_Lysinibacillus,12033,52,33.345284794527124
g_Lysobacter,6450,2,0.6201550387596899
g_Macavirus,1176,1,0.8503401360544218
g_Macrococcus,954,2,2.0964360587002098
g_Mageeibacillus,1092,1,0.9157509157509157
g_Magnetospirillum,3393,1,0.29472443265546716
g_Mannheimia,3495,5,4.945333392193746
g_Maribacter,8856,57,94.61571905334687
g_Marinitoga,2280,2,2.547190047190047
g_Marinobacter,4725,22,12.440209800499375
g_Marinobacterium,3216,7,8.720280949869077
g_Marinomonas,507,1,1.9723865877712032
g_Marivirga,1431,2,1.397624039133473
g_Martelella,5157,3,1.765674098458776
g_Megamonas,14304,25,26.94707587399651
g_Megasphaera,9723,18,11.759476289300299
g_Melioribacter,669,2,2.9895366218236172
g_Melissococcus,2145,17,20.014945958272204
g_Mesorhizobium,46794,110,111.53684219837896
g_Metallosphaera,2418,1,0.4135649296939619
g_Methanobacterium,2523,8,5.588167996149628
g_Methanobrevibacter,4788,4,4.69631059199536
g_Methanocaldococcus,2046,1,0.4887585532746824
g_Methanococcoides,927,2,2.157497303128371
g_Methanococcus,7559,12,8.365613635987005
g_Methanolobus,1455,3,4.052408109369486
g_Methanoregula,909,1,1.1001100110011002
g_Methanosarcina,18600,33,24.349451099322337
g_Methanosphaera,1038,1,0.9633911368015414
g_Methanothermobacter,1128,2,1.773049645390071
g_Methanothermococcus,1377,22,15.97676107480029
g_Methanothrix,1197,2,1.670843776106934
g_Methylacidiphilum,315,2,6.349206349206349
g_Methylibium,4566,2,0.8760402978537013
g_Methylobacillus,1326,2,1.5082956259426847
g_Methylobacterium,7779,6,3.521369546991743
g_Methyloceanibacter,1233,1,0.8110300081103
g_Methylococcus,1566,9,5.747126436781609
g_Methylotenera,2727,7,5.711799569850104
g_Microbacterium,1269,1,0.7880220646178093
g_Microbulbifer,11241,5,2.6670310990263166
g_Micrococcus,6102,15,6.1168704412205335
g_Microcoleus,2040,2,1.9607843137254901
g_Micromonospora,4179,2,1.2441210146597288
g_Mitsuaria,1401,1,0.7137758743754461
g_Moorea,3607,8,11.199903104281969
g_Moraxella,2541,11,4.329004329004329
g_Moritella,3594,2,1.1928373997339514
g_Mucilaginibacter,39948,45,28.256533688839276
g_Mucinivorans,6831,21,18.296876530555334
g_Muricauda,3591,5,13.248956417816405
g_Mycobacterium,20421,6,3.6537886622213422
g_Mycolicibacterium,9861,12,7.259695150809947
g_Mycoplasma,27081,49,118.6605058882074
g_Myroides,8088,10,10.454751032748497
g_Nakamurella,2040,2,1.9607843137254901
g_Natranaerobius,3558,1,0.2810567734682406
g_Natronobacterium,1407,16,11.371712864250178
g_Neisseria,930,3,6.451612903225806
g_Neorhizobium,3696,4,2.1645021645021645
g_Niabella,18132,30,20.718546174147264
g_Niastella,4424,5,8.477412106430883
g_Nitrobacter,1557,1,0.6422607578676943
g_Nitrosococcus,1221,1,0.8190008190008189
g_Nitrosomonas,11073,29,12.65028424374422
g_Nitrosopumilus,2280,17,19.34362418101591
g_Nitrosospira,363,1,2.7548209366391188
g_Nitrospira,1368,1,0.7309941520467835
g_Nocardia,6645,12,12.822479756654833
g_Nonlabens,16452,41,13.000860796143314
g_Nostoc,6936,3,1.8428774036347342
g_Novosphingobium,7272,5,3.6495231392777088
g_Obesumbacterium,3216,2,0.6218905472636815
g_Oceanobacillus,5460,9,22.874523679957655
g_Ochrobactrum,1314,1,0.76103500761035
g_Odoribacter,50946,133,126.34313452848106
g_Oenococcus,1512,102,67.46031746031746
g_Ohtaekwangia,165,1,6.0606060606060606
g_Oligotropha,6396,5,3.216244655217489
g_Opitutus,3705,2,1.5021589734233411
g_Orientia,4608,3,1.451467834446558
g_Ornithobacterium,43004,61,89.59053530672762
g_Orthobunyavirus,1525,14,86.82051726963378
g_Oscillatoria,5223,5,3.8400460412315676
g_Owenweeksia,5646,18,25.588376469096087
g_Pa6virus,276,1,3.623188405797101
g_Paenibacillus,46956,69,71.11349705867013
g_Paeniclostridium,11010,37,109.99877137884562
g_Paludibacter,18147,45,66.91843754239981
g_Pandoraea,5922,21,13.888194529236253
g_Pantoea,13047,457,155.57445389472443
g_Parabacteroides,548240,14390,40058.77880129195
g_Paraburkholderia,8484,6,4.444072370354098
g_Paracoccus,1221,1,0.8190008190008189
g_Parvimonas,5289,3,1.7196052663235983
g_Pasteurella,1023,1,0.9775171065493647
g_Paucibacter,1551,1,0.6447453255963894
g_Pbunavirus,1405,1,0.7117437722419929
g_Pectobacterium,5955,4,1.60013057007932
g_Pediococcus,12711,11,9.629253489939536
g_Pedobacter,48078,63,50.43383111319917
g_Pelodictyon,16128,23,8.4383819655081
g_Pelosinus,9672,12,9.856104087220618
g_Persicobacter,21876,17,12.702021978161106
g_Petrimonas,14244,30,35.08212614300646
g_Petrotoga,777,1,1.287001287001287
g_Phaeobacter,2934,6,4.08997955010225
g_Phaeovirus,738,1,1.3550135501355014
g_Phenylobacterium,2688,1,0.3720238095238095
g_Photobacterium,420,2,4.761904761904762
g_Photorhabdus,3864,6,9.120852977048584
g_Piscirickettsia,4656,5,3.7992538859116802
g_Planctomyces,1386,4,2.886002886002886
g_Planococcus,11814,14,10.41408661144702
g_Pleurocapsa,528,1,1.8939393939393938
g_Pluralibacter,3042,2,1.3726835964310227
g_Polaribacter,19602,21,15.693417716499374
g_Polaromonas,6207,6,18.56956514534158
g_Polymorphum,1317,1,0.7593014426727411
g_Polynucleobacter,2976,5,3.2185563411015097
g_Pontibacter,12984,16,13.297978289398289
g_Porphyromonas,30248,114,199.1755444366709
g_Pragia,1368,3,2.1929824561403506
g_Prevotella,155250,305,293.35305587733853
g_Prochlorococcus,9021,10,5.142724706019701
g_Propionibacterium,6822,8,13.225674635689668
g_Prosthecochloris,1656,1,0.6038647342995169
g_Proteus,3006,1,0.33266799733865604
g_Providencia,828,1,1.2077294685990339
g_Pseudoalteromonas,7956,5,8.541119803793512
g_Pseudodesulfovibrio,3102,2,1.2894906511927788
g_Pseudohongiella,1077,1,0.9285051067780873
g_Pseudomonas,121283,162,177.2140112837355
g_Pseudopedobacter,5931,5,5.7839754690324625
g_Pseudothermotoga,4371,19,22.31776905476014
g_Pseudoxanthomonas,3468,11,6.745827604845123
g_Psychrobacter,5985,4,2.613067242688005
g_Psychroflexus,4206,2,1.7157591622395922
g_Psychromonas,2430,6,7.186059328749204
g_Pyrococcus,657,1,1.5220700152207
g_Rahnella,7137,11,7.7384943207327685
g_Ralstonia,22964,150,235.4015140225744
g_Ramlibacter,4635,8,4.859275877584906
g_Raoultella,273,71,260.07326007326003
g_Rheinheimera,3546,2,1.19013097481997
g_Rhizobium,13014,14,8.547967320565137
g_Rhodobacter,9906,3,1.548197203826343
g_Rhodococcus,7929,3,1.9493885663041808
g_Rhodopseudomonas,9510,6,3.9765888370787916
g_Rhodospirillum,1722,4,4.3767507002801125
g_Rhodothermus,2808,2,1.5396762731938414
g_Rickettsia,4464,7,12.10445049584603
g_Riemerella,3897,22,24.97930706859901
g_Robiginitalea,6282,23,19.005013380952814
g_Roseateles,2916,3,2.033907887576766
g_Roseburia,6207,21,30.557150587714915
g_Rothia,8442,19,17.24079405532242
g_Rubinisphaera,2490,1,0.4016064257028112
g_Rufibacter,17694,11,8.630048132250371
g_Ruminiclostridium,16410,18,18.230503769546296
g_Ruminococcus,11220,31,63.2014817403272
g_Rummeliibacillus,6804,3,1.551445176911411
g_Runella,11472,11,7.051594416501599
g_Saccharomonospora,858,1,1.1655011655011656
g_Saccharophagus,4218,3,1.4224751066856332
g_Salinibacter,189,1,5.291005291005291
g_Salinivirga,2847,2,1.4180264180264182
g_Salmonella,3465,2,2.4975024975024973
g_Sandaracinus,1407,2,1.4214641080312722
g_Saprospira,1143,2,1.7497812773403325
g_Sebaldella,2412,2,2.272669453796121
g_Sediminicola,1128,1,0.8865248226950355
g_Selenomonas,7437,4,2.6703314532190188
g_Serratia,21780,70,71.06283785100341
g_Shewanella,12372,13,13.354878205596668
g_Shinella,3711,2,1.214581259119178
g_Siansivirga,543,1,1.8416206261510129
g_Sinorhizobium,3597,3,2.783534055583686
g_Slackia,1689,1,0.5920663114268798
g_Snodgrassella,2274,8,6.333887011474502
g_Sodalis,696,1,1.4367816091954024
g_Solibacillus,1431,2,2.796243536984278
g_Solitalea,4719,6,8.623441538913406
g_Sorangium,4770,4,2.20125786163522
g_Sphaerochaeta,3720,5,2.6881720430107525
g_Sphingobacterium,34239,26,20.19390468223292
g_Sphingobium,3783,5,6.933873247390445
g_Sphingomonas,12273,9,5.8440842563279976
g_Sphingopyxis,22242,10,4.776867414135386
g_Spiroplasma,10860,35,40.47470993169861
g_Spirosoma,14322,29,11.049839863733355
g_Sporosarcina,5001,4,2.341858430486887
g_Staphylococcus,52389,121,151.34086924603685
g_Staphylothermus,3714,11,5.141180244853594
g_Stappia,1632,1,0.6127450980392157
g_Stenotrophomonas,8070,6,7.493822964164756
g_Steroidobacter,6774,12,3.30317812245647
g_Stigmatella,3921,4,3.0513616788773503
g_Streptococcus,68549,424,370.7481049305187
g_Streptomyces,19545,32,13.84554971418818
g_Sulfolobus,3927,3,2.422925806674324
g_Sulfuricurvum,5850,4,2.278842528753441
g_Sulfurihydrogenibium,6768,31,19.442745674904202
g_Sulfurimonas,2814,4,7.898338992866356
g_Sulfurisphaera,840,1,1.1904761904761905
g_Sulfuritalea,900,1,1.1111111111111112
g_Sulfurospirillum,5490,3,2.1072701159728737
g_Sulfurovum,420,3,7.142857142857143
g_Sunxiuqinia,462,1,2.1645021645021645
g_Synechococcus,10797,5,2.4459544388170236
g_Syntrophobacter,3363,2,0.5947071067499257
g_Syntrophobotulus,1449,1,0.6901311249137336
g_Tannerella,127674,153,150.39308053838428
g_Taylorella,4263,4,2.008709088355106
g_Tenacibaculum,3348,3,1.7502381037321477
g_Tepidanaerobacter,11031,24,22.31498897124963
g_Terribacillus,2463,26,14.740092204880938
g_Terriglobus,8994,24,13.721050478328758
g_Tetragenococcus,1233,1,0.8110300081103
g_Thalassolituus,2964,2,1.349527665317139
g_Thalassospira,786,3,3.8167938931297707
g_Thauera,1422,8,5.625879043600563
g_Thermincola,2562,1,0.39032006245121004
g_Thermoanaerobacter,20553,56,46.91003188203183
g_Thermoanaerobacterium,7620,21,15.797521616479207
g_Thermococcus,6603,12,13.308941076972268
g_Thermodesulfatator,2238,4,3.3372055107198175
g_Thermodesulfobacterium,3228,6,5.300648800971374
g_Thermodesulfovibrio,2613,2,1.5892304548373912
g_Thermoplasma,1209,6,4.962779156327543
g_Thermosipho,1407,1,0.7107320540156361
g_Thermosulfidibacter,561,1,1.7825311942959
g_Thermotoga,1095,3,5.347934042146814
g_Thermovirga,201,3,14.925373134328357
g_Thermus,1815,2,2.358674463937622
g_Thioalkalivibrio,4260,3,2.1567642221508336
g_Thiomicrospira,1320,42,31.818181818181817
g_Thiomonas,1035,1,0.9661835748792271
g_Thioploca,441,3,14.116915422885572
g_Tolumonas,1428,1,0.700280112044818
g_Treponema,10935,11,7.532958229732653
g_Trichodesmium,2316,2,1.7376116392970324
g_Trueperella,2355,3,2.6496599530307394
g_Tsukamurella,2787,1,0.3588087549336204
g_Turicibacter,480,1,2.0833333333333335
g_Tyzzerella,1368,32,138.94645659351542
g_Ureaplasma,3693,5,2.7620708485264847
g_Variovorax,7362,37,24.35622574601775
g_Veillonella,4626,30,22.78258487608081
g_Verminephrobacter,1539,1,0.6497725795971411
g_Vibrio,33804,27,23.334519646323308
g_Virgibacillus,3282,2,1.2326274456781987
g_Weeksella,7818,9,3.3098848313949016
g_Weissella,2436,585,2464.5897732571193
g_Wenyingzhuangia,14235,15,12.235284558258002
g_Wigglesworthia,2874,2,1.7388621162206066
g_Winogradskyella,6492,102,110.62402648723499
g_Wolbachia,6030,5,3.7239581532124495
g_Xanthobacter,1608,2,1.243781094527363
g_Xanthomonas,2484,1,0.4025764895330113
g_Xenorhabdus,9366,20,24.41843551301924
g_Xylella,6246,7,8.766405263003918
g_Yersinia,12615,9,5.745121584655394
g_Zobellia,609,2,3.284072249589491
g_Zunongwangia,3657,3,1.6103843643039282
g_unknown,2509242,33967,82809.82960024476
