genus,Length,Reads,RPK
g_Gemmatirosa,2190,1,0.4566210045662101
g_Geobacillus,6537,3,1.540298005571782
g_Geobacter,14994,222,206.55672079003315
g_Geosporobacter,9360,35,25.242226899665763
g_Gilliamella,3900,2,1.271876271876272
g_Gillisia,1287,1,0.7770007770007771
g_Glaciecola,669,7,10.46337817638266
g_Gloeocapsa,1875,4,2.1333333333333333
g_Gluconacetobacter,2880,3,4.50821459819928
g_Glutamicibacter,1122,1,0.89126559714795
g_Gordonia,1350,1,0.7407407407407407
g_Gottschalkia,3513,26,22.639794777236407
g_Gramella,27051,83,94.25735241338842
g_Gynuella,2262,1,0.4420866489832007
g_Haemophilus,9261,107,101.96114256472312
g_Hafnia,5589,2,0.7982087219405856
g_Halanaerobium,8289,53,68.30906925582866
g_Haliscomenobacter,3912,106,104.30825242718447
g_Haloarcula,765,1,1.3071895424836601
g_Halobacillus,1845,2,3.451178451178451
g_Halobacteroides,6597,4,1.9441776533162378
g_Halocynthiibacter,1077,28,25.998142989786444
g_Halomonas,8910,36,21.222332170323405
g_Haloquadratum,2214,3,3.4230776685856057
g_Halotalea,6186,6,3.92885526614558
g_Haloterrigena,1227,11,8.964955175224123
g_Halothermothrix,879,1,1.1376564277588168
g_Halothiobacillus,1884,1,0.5307855626326964
g_Helicobacter,24603,128,100.82740004373103
g_Heliobacterium,825,11,13.333333333333334
g_Hepatovirus,3276,73,22.283272283272286
g_Herbaspirillum,4137,2,0.4834421078075901
g_Herbinix,5631,13,9.810231533002606
g_Herminiimonas,2670,9,6.741573033707866
g_Hippea,1635,4,2.4464831804281344
g_Hirschia,372,5,13.440860215053764
g_Histophilus,2547,1,0.39261876717707106
g_Hoeflea,3135,15,4.784688995215311
g_Hydrogenobaculum,5796,80,27.60524499654934
g_Hydrogenophaga,15042,75,60.898935255512086
g_Hydrogenovibrio,2349,1,0.42571306939123027
g_Hymenobacter,27294,222,161.83103772063566
g_Hyphomicrobium,5382,14,10.158759948925262
g_Hyphomonas,14958,128,86.5787583335152
g_Ignisphaera,1659,2,3.4071445294690275
g_Ilumatobacter,951,9,9.46372239747634
g_Ilyobacter,9801,5,3.437670828997687
g_Intestinimonas,1506,6,3.9840637450199203
g_Iridovirus,1134,1,0.8818342151675486
g_Isoptericola,2169,3,4.414633464511734
g_Janthinobacterium,3288,4,4.644460012124894
g_Jeongeupia,1718,9,8.614577707250934
g_Jeotgalibacillus,1641,1,0.6093845216331505
g_Jiangella,3777,9,8.486367313927213
g_Kangiella,7392,3,0.8119084592428323
g_Kibdelosporangium,2589,3,3.670622498620328
g_Kineococcus,1926,6,6.202758063585483
g_Kingella,888,1,1.1261261261261262
g_Kitasatospora,1388,1,0.7204610951008646
g_Klebsiella,13008,62,83.89350669292816
g_Kocuria,87990,211,144.98082046368725
g_Komagataeibacter,1419,3,2.1141649048625792
g_Kosakonia,4056,12,9.1721621291843
g_Kurthia,1998,5,5.491411375220141
g_Kutzneria,930,1,1.075268817204301
g_Kyrpidia,1284,2,1.557632398753894
g_Kytococcus,15663,40,39.42958717245749
g_Lachnoclostridium,11058,42,65.13240667486026
g_Lacinutrix,2733,10,13.094476192069713
g_Lactobacillus,85367,1218,2961.6510427439584
g_Lactococcus,18458,83,60.570766065720775
g_Lawsonia,2091,2,0.9564801530368244
g_Leadbetterella,8226,3,1.1749525746415326
g_Leclercia,3135,3,3.6556938995963386
g_Legionella,13155,35,27.867675474660444
g_Leifsonia,7166,19,13.087731781740683
g_Leisingera,1473,4,2.715546503733876
g_Lelliottia,1938,4,4.12796697626419
g_Lentivirus,5034,5,2.8735972550996354
g_Leptolyngbya,6315,31,31.00259228919412
g_Leptospira,12066,109,74.71127298111126
g_Leptospirillum,1218,47,38.58784893267652
g_Leptothrix,7563,17,15.190694467162748
g_Leptotrichia,7311,8,10.879154020638053
g_Leuconostoc,16233,54,44.58128498245377
g_Liberibacter,2250,1,0.4444444444444444
g_Limnohabitans,7518,55,50.292841689546904
g_Listeria,13755,43,21.314335973179578
g_Luteimonas,1137,2,3.518054395247378
g_Luteipulveratus,858,1,1.1655011655011656
g_Lutibacter,9756,55,46.286771193764466
g_Lysinibacillus,17631,263,86.20430960150782
g_Lysobacter,18021,30,19.558073115491045
g_Mageeibacillus,2310,4,6.789822244712725
g_Magnetospirillum,5415,10,6.046444264259949
g_Mahella,318,1,3.144654088050314
g_Mannheimia,6330,18,18.998121195698708
g_Maribacter,1221,27,47.59358288770053
g_Marinithermus,1341,2,1.4914243102162565
g_Marinitoga,5397,9,12.898967826000133
g_Marinobacter,7602,54,70.71219724510345
g_Marinobacterium,1350,1,0.7407407407407407
g_Marinovum,2271,3,3.0797644005191174
g_Marivirga,1410,1,0.7092198581560284
g_Marmoricola,1521,10,15.664160401002507
g_Martelella,5637,24,12.979735344348821
g_Massilia,19377,69,37.69993846701477
g_Mastadenovirus,2716,22,40.422965969116326
g_Megamonas,8877,6,4.127857465266001
g_Megasphaera,3279,19,9.586925749581779
g_Meiothermus,4494,2,0.8937462226096315
g_Melioribacter,4902,102,48.92347566099656
g_Melissococcus,13722,25,18.583353908583646
g_Mesoplasma,2922,1,0.34223134839151265
g_Mesorhizobium,154127,353,306.1765749462666
g_Methanobacterium,4221,6,6.247191314456472
g_Methanobrevibacter,7527,18,15.52632321829786
g_Methanocaldococcus,741,1,1.349527665317139
g_Methanocella,2685,53,19.73929236499069
g_Methanococcus,11850,13,8.641594098826314
g_Methanocorpusculum,3336,3,1.7985611510791368
g_Methanoculleus,2178,4,3.496512485891829
g_Methanohalobium,1986,1,0.5035246727089627
g_Methanomassiliicoccus,4935,6,2.2194612185567872
g_Methanomethylovorans,1758,25,14.220705346985211
g_Methanosarcina,12555,92,45.76022483361135
g_Methanothermococcus,1008,3,2.9761904761904763
g_Methanothermus,2067,16,14.958565871807881
g_Methylibium,5952,32,25.072832092649087
g_Methylobacillus,1884,1,0.5307855626326964
g_Methylobacterium,52020,148,144.20116164835025
g_Methylocella,618,3,4.854368932038835
g_Methylococcus,1566,2,1.277139208173691
g_Methylomonas,7722,13,3.4975912852775943
g_Methylophaga,2922,5,10.646281842353547
g_Methylophilus,11937,77,36.9817652446671
g_Methylotenera,9264,46,98.22441611069877
g_Methyloversatilis,918,1,1.0893246187363834
g_Microbacterium,8373,19,19.278290447645283
g_Microbulbifer,4569,6,5.322569384944435
g_Micrococcus,128988,507,614.5591402030118
g_Microcoleus,2946,15,5.091649694501018
g_Microcystis,1524,74,48.55643044619423
g_Microlunatus,552,1,1.8115942028985506
g_Micromonospora,3183,28,62.93122035360069
g_Microterricola,3867,7,5.024019372338863
g_Microvirga,7086,9,5.466156135025131
g_Mitsuaria,12297,46,42.69269648954835
g_Moorella,4833,5,3.2454882101461706
g_Moraxella,30864,58,60.86117969356867
g_Moritella,450,14,31.11111111111111
g_Mucilaginibacter,34755,167,77.39722228911714
g_Mucinivorans,12951,69,31.130214284328126
g_Muricauda,7929,63,29.86546938809921
g_Mycobacterium,37929,67,51.13938241997338
g_Mycobacteroides,2103,3,2.9582239720034997
g_Mycolicibacterium,12294,27,23.111186524984003
g_Mycoplasma,26841,96,91.83034832615368
g_Myroides,3654,70,81.68496267008513
g_Myxococcus,5964,3,2.2130917088346616
g_Nakamurella,2634,5,3.458454911325216
g_Natronobacterium,1407,16,11.371712864250178
g_Natronomonas,1170,1,0.8547008547008548
g_Nautilia,1788,4,2.237136465324385
g_Neisseria,23292,50,67.87094166892916
g_Neorhizobium,5793,12,7.241208758431553
g_Niabella,29289,254,158.63296200838784
g_Niastella,7770,396,124.15424394388165
g_Nitratiruptor,1398,47,216.80632317109408
g_Nitrobacter,2826,2,1.416066491988401
g_Nitrosococcus,4326,21,13.783622173826911
g_Nitrosomonas,5610,6,5.789060323297258
g_Nitrososphaera,3561,16,4.493119910137602
g_Nitrosospira,1704,3,1.7605633802816902
g_Nitrospira,6087,27,6.91875420303243
g_Nocardia,1662,8,9.626955475330927
g_Nocardioides,2727,6,2.2002200220022003
g_Nocardiopsis,2025,4,3.741386735572782
g_Nonlabens,6852,38,13.585227580820849
g_Nostoc,5823,56,72.73357754233501
g_Novosphingobium,36828,35,39.53992091253585
g_Oblitimonas,996,1,1.0040160642570282
g_Oceanithermus,1629,1,0.6138735420503376
g_Oceanobacillus,5472,35,27.58623769593948
g_Ochrobactrum,1851,41,63.13242580954368
g_Octadecabacter,345,23,66.66666666666667
g_Odoribacter,44418,445,351.9770280449949
g_Oligotropha,5865,19,20.773257600562744
g_Opitutus,7299,35,25.320787580934475
g_Ornithobacterium,61716,128,177.92639949650828
g_Oscillatoria,9390,69,58.47139352645175
g_Oscillibacter,2889,8,2.7691242644513676
g_Owenweeksia,2919,23,15.531154166843319
g_Paenibacillus,66267,474,506.1967590035878
g_Paeniclostridium,7512,8,6.646960690621883
g_Paludibacter,35070,178,65.75278077339048
g_Pandoraea,12639,24,15.92555120911862
g_Pantoea,16881,95,74.04372586605892
g_Parabacteroides,559842,7954,12652.741397483169
g_Paraburkholderia,19962,44,48.55822061781207
g_Parachlamydia,4683,2,0.42707666026051677
g_Paracoccus,5802,6,4.318483924395254
g_Paraoerskovia,1206,1,0.8291873963515755
g_Pasteurella,5247,31,43.83785360163313
g_Paucibacter,907,2,8.34944306361042
g_Pectobacterium,14988,266,82.62683076672019
g_Pedobacter,90915,425,220.4164036276283
g_Pelodictyon,12474,24,15.813079216737172
g_Pelosinus,3465,23,19.061196287062728
g_Pelotomaculum,1992,5,2.5100401606425704
g_Peptoclostridium,420,1,2.380952380952381
g_Peptoniphilus,555,1,1.8018018018018016
g_Persicobacter,20754,180,84.49187394165907
g_Petrimonas,35238,261,224.61629809700497
g_Phaeobacter,3993,22,15.250754025160255
g_Phenylobacterium,4977,23,13.875789075517275
g_Photorhabdus,3684,5,3.35575553737539
g_Phycisphaera,949,1,1.053740779768177
g_Pimelobacter,2484,7,4.861111111111111
g_Piscirickettsia,3747,6,9.611433021958556
g_Planctomyces,3474,40,28.374881823157686
g_Planococcus,9405,42,27.965416319385056
g_Pleurocapsa,3288,10,14.913273001508296
g_Pluralibacter,3222,1,0.31036623215394166
g_Polaribacter,24480,730,266.46717087272384
g_Polaromonas,8865,24,36.781280131746634
g_Polymorphum,2667,9,12.353859883980366
g_Polynucleobacter,6162,17,34.95736553142182
g_Pontibacter,37506,160,59.984072415896264
g_Porphyrobacter,4401,39,30.485117544932084
g_Porphyromonas,41327,205,322.33052530944946
g_Prevotella,192453,2235,1778.1927995631556
g_Prochlorococcus,12849,5,2.811944493582148
g_Propionibacterium,18822,18,16.74495779272437
g_Prosthecochloris,3000,24,17.57677708764665
g_Proteus,2412,22,15.2010152010152
g_Providencia,7938,4,1.842714424951267
g_Pseudoalteromonas,16833,282,91.4396035288555
g_Pseudodesulfovibrio,3720,2,1.075268817204301
g_Pseudohongiella,1902,16,19.11032328859627
g_Pseudomonas,390164,1233,1060.4290785682165
g_Pseudonocardia,3672,7,4.2595535899384975
g_Pseudopedobacter,10200,14,24.993236277717287
g_Pseudopropionibacterium,1650,1,0.6060606060606061
g_Pseudovibrio,2109,1,0.474158368895211
g_Pseudoxanthomonas,12015,28,16.553967000635236
g_Psychrobacter,1503,4,5.186014284191451
g_Psychroflexus,4635,9,3.1676768044458194
g_Psychromonas,2028,3,3.4760561076350553
g_Pusillimonas,1641,39,23.76599634369287
g_Rahnella,2502,2,1.645077490250845
g_Ralstonia,116774,923,1265.6497003117001
g_Ramlibacter,19245,43,28.236324719727413
g_Raoultella,9486,13,13.775679062443185
g_Rathayibacter,1356,63,46.46017699115044
g_Renibacterium,1836,5,2.7233115468409586
g_Rhadinovirus,597,1,1.6750418760469012
g_Rhizobium,34368,161,228.6091964990287
g_Rhodanobacter,2406,5,4.156275976724854
g_Rhodobacter,7125,94,94.26743000187108
g_Rhodococcus,26644,69,61.572728825340846
g_Rhodoferax,15741,23,9.793564537984636
g_Rhodoluna,2244,76,97.95515121737316
g_Rhodomicrobium,5262,2,0.8609066416935025
g_Rhodoplanes,11961,37,39.989151620893495
g_Rhodopseudomonas,50402,83,72.77807193689448
g_Rhodospirillum,1374,4,2.911208151382824
g_Rickettsia,9342,10,4.992985423964967
g_Riemerella,3138,35,22.14763710195372
g_Rivularia,3186,2,1.3478525738653673
g_Robiginitalea,1761,10,12.034229499359881
g_Roseateles,1368,5,3.6549707602339176
g_Roseburia,8886,398,206.0416415100644
g_Roseibacterium,837,1,1.1947431302270013
g_Rothia,2508,6,7.607371123344941
g_Rubrivivax,3288,5,3.2042798188448285
g_Ruegeria,2589,1,0.3862495171881035
g_Rufibacter,39603,226,96.60929497519213
g_Rugosibacter,879,1,1.1376564277588168
g_Ruminiclostridium,28815,120,89.85618675817658
g_Ruminococcus,25946,130,79.3573155053223
g_Rummeliibacillus,711,3,4.219409282700422
g_Runella,6999,138,143.11858927965153
g_Saccharopolyspora,2340,1,0.4273504273504274
g_Salimicrobium,420,2,4.761904761904762
g_Salinicoccus,1908,21,17.46794871794872
g_Salinispora,4728,25,14.068569272429622
g_Salinivirga,9138,22,36.96907091277691
g_Salmonella,6693,38,14.257893871289156
g_Saprospira,1929,2,2.1471552697134233
g_Sebaldella,3465,32,25.932689208045474
g_Sedimenticola,2484,33,13.285024154589372
g_Selenomonas,8436,50,62.89657913359167
g_Serinicoccus,1344,2,1.488095238095238
g_Serratia,47006,182,127.39078558566021
g_Sextaecvirus,2769,2,0.7222824124232574
g_Shewanella,31146,74,69.07673674676202
g_Shigella,2820,23,29.894723423232072
g_Shinella,8013,7,6.239086650049834
g_Siansivirga,2745,2,1.9193737177954264
g_Singulisphaera,2187,9,4.11522633744856
g_Sinomonas,1791,1,0.5583472920156337
g_Sinorhizobium,14756,31,35.010079078247784
g_Sneathia,5838,14,7.511619808935519
g_Snodgrassella,948,1,1.0548523206751055
g_Solibacillus,8157,6,12.15927174612932
g_Solitalea,12381,220,134.9309740136222
g_Sphaerobacter,2787,41,14.711158952278437
g_Sphaerochaeta,4293,2,0.4658746797111577
g_Sphingobacterium,24918,264,176.1320816344287
g_Sphingobium,73474,120,99.4095071640884
g_Sphingomonas,67242,249,227.73760637350063
g_Sphingopyxis,36024,209,255.6822390704053
g_Sphingorhabdus,7143,84,32.25111498374932
g_Spirochaeta,2628,3,2.28310502283105
g_Spiroplasma,14835,150,50.543427159445606
g_Spirosoma,11712,178,106.52573101063426
g_Stackebrandtia,9210,5,1.0857763300760044
g_Stanieria,3939,22,11.837283554455274
g_Staphylococcus,237159,571,621.3031356334265
g_Stappia,1107,5,4.5167118337850045
g_Stenotrophomonas,58135,185,144.23481991604973
g_Stigmatella,11295,8,2.7874784324280655
g_Streptobacillus,2973,1,0.33636057854019513
g_Streptococcus,96951,493,432.8392468023272
g_Streptomyces,60062,231,96.7035516923965
g_Streptosporangium,1125,2,1.7777777777777777
g_Sulfobacillus,1407,1,0.7107320540156361
g_Sulfolobus,2787,3,3.5654833936779022
g_Sulfuricaulis,2469,2,1.7692989018737801
g_Sulfurihydrogenibium,5235,3,1.6697514476968347
g_Sulfurimonas,6891,3,1.4873595376493114
g_Sulfurisphaera,897,1,1.1148272017837235
g_Sulfurospirillum,5661,9,10.594192375728035
g_Symbiobacterium,1638,1,0.6105006105006106
g_Synechococcus,1848,3,3.1552185125606877
g_Synechocystis,1179,39,33.07888040712468
g_Syntrophobacter,3093,2,5.720341334043521
g_Syntrophus,936,27,28.846153846153843
g_Tannerella,124272,1026,894.6165333853194
g_Tepidanaerobacter,4881,4,2.5148683307080253
g_Terribacillus,936,1,1.0683760683760684
g_Terriglobus,9519,8,12.80359900278798
g_Tetragenococcus,756,1,1.3227513227513228
g_Thalassospira,3531,47,58.70910503727221
g_Thauera,6696,21,13.520352444074412
g_Thermincola,2682,41,30.57419835943326
g_Thermoanaerobacter,14199,71,260.85562864229485
g_Thermoanaerobacterium,11559,11,5.912635588107326
g_Thermobacillus,759,50,65.87615283267458
