taxa,uniref90,uniref50,length
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WTW9,UniRef50_R6WTW9,627
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A9F2,UniRef50_R5DF61,801
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A9L9,UniRef50_E1WNG8,237
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZV22,UniRef50_R5DNQ3,888
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGB7,UniRef50_K5ZGB7,342
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEH5,UniRef50_Q0BUN4,345
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ARQ8,UniRef50_K6ARQ8,237
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUJ4,UniRef50_R7J8H6,366
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3L8,UniRef50_C6VZN6,1545
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z491,UniRef50_R5V206,513
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AYS9,UniRef50_E1WNG8,237
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A0L7,UniRef50_R5NA80,627
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YXU8,UniRef50_R6JIJ7,231
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YMJ6,UniRef50_K5YMJ6,231
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z2B0,UniRef50_S0GEK8,1314
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLJ0,UniRef50_R5I184,447
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BB15,UniRef50_N2BB15,1533
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZSB6,UniRef50_R5DGG9,342
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1Q3,UniRef50_X5DIF2,1140
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AX90,UniRef50_K6AX90,231
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z9L1,UniRef50_C6XW90,624
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LE85,UniRef50_B6YQ01,444
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_R6WZD6,1314
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZQX3,UniRef50_A6L717,1542
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LD62,UniRef50_A6L227,1539
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q7MVQ8,UniRef50_Q2RNH9,345
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DNU5,UniRef50_R7H1F5,705
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVR5,UniRef50_F0S694,1746
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHI2,UniRef50_R5DN27,192
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YXR0,UniRef50_R5TZQ3,234
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YCB1,UniRef50_R7DJJ5,207
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YQW0,UniRef50_R6WZE5,207
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z3R0,UniRef50_K5Z3R0,207
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUR0,UniRef50_R6IXH0,210
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y622,UniRef50_K5Y622,432
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9H7Q0,UniRef50_K5ZQD8,1014
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2U4,UniRef50_R5DMV5,2058
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZWW9,UniRef50_G2PNX0,603
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZQ58,UniRef50_G4Q2X3,537
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_I9EMK9,UniRef50_D6D398,1212
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUH0,UniRef50_R6Y699,213
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVQ9,UniRef50_R5GV36,360
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3Y6,UniRef50_M2C8Z3,213
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AH79,UniRef50_E6STM7,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A294,UniRef50_K6A294,609
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z7W8,UniRef50_K0P5Z1,1020
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5IM52,UniRef50_W0IXP9,1215
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZN0,UniRef50_R6IH55,606
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_N2AR31,213
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z614,UniRef50_K5Z614,360
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YM38,UniRef50_K5YM38,603
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_A6LEI3,198
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z7X2,UniRef50_K5Z7X2,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2C1,UniRef50_K6A2C1,1344
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A013,UniRef50_K6A013,201
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6Y6C8,UniRef50_R7JT89,195
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YUP8,UniRef50_K5YUP8,915
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_B2RIY7,1158
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZ18,UniRef50_K5ZZ18,198
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YB98,UniRef50_Q5X1H5,198
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2V3,UniRef50_P42604,1488
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDD3,UniRef50_K5ZDD3,363
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1U8,UniRef50_R6DIZ2,912
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZB7,UniRef50_K5ZZB7,540
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z0S9,UniRef50_Q7MTA0,1155
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHD5,UniRef50_K5ZHD5,204
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZU83,UniRef50_I1YX34,363
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYL9,UniRef50_G8UR12,723
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMG8,UniRef50_K5ZMG8,363
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6N3,UniRef50_K6A6N3,201
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBQ4,UniRef50_R5DKT3,429
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q7MXB9,UniRef50_U3QCK3,222
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6T6,UniRef50_A6LH27,222
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A723,UniRef50_K6A723,438
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z2A4,UniRef50_K5Z2A4,195
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_A6LCU2,195
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZQ20,UniRef50_K5ZQ20,903
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUV7,UniRef50_E3HB87,528
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YJ43,UniRef50_Q89YI4,1023
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZ51,UniRef50_R6C179,1329
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLH0,UniRef50_K5ZLH0,1146
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z7F2,UniRef50_K5Z7F2,225
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZFV2,UniRef50_R7JN52,222
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YZR0,UniRef50_R6BPS6,789
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1R2,UniRef50_K6A1R2,225
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LA83,UniRef50_I4BA63,1758
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZH53,UniRef50_K5ZH53,1158
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z0B6,UniRef50_K5Z0B6,780
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X2N4,UniRef50_R6X2N4,222
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUR3,UniRef50_K5ZUR3,222
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y2D7,UniRef50_R5DQU2,1764
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5S0,UniRef50_K5Z5S0,528
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_R5K1D1,429
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YQY8,UniRef50_K5YQY8,609
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZB52,UniRef50_R5RFY8,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBJ6,UniRef50_K5ZBJ6,219
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WRT3,UniRef50_L7YE98,786
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WQ56,UniRef50_F4KNP0,435
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5XZC7,UniRef50_R5IAT4,717
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YCD2,UniRef50_A6KXG9,609
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZI86,UniRef50_K5ZI86,216
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEI4,UniRef50_A6LEI4,435
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YLQ6,UniRef50_R5P1T2,1332
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AX27,UniRef50_K6AX27,357
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z534,UniRef50_R5DEC1,717
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_K6ADE9,3105
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q5L8D1,UniRef50_Q6MDN1,219
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZW7,UniRef50_Q8A018,906
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y856,UniRef50_K5Y856,219
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X4M3,UniRef50_R7JN95,219
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DL45,UniRef50_R5G927,531
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z990,UniRef50_K5Z990,219
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRS6,UniRef50_K5ZRS6,285
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z025,UniRef50_K5Z025,480
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K9E3A6,UniRef50_R6L6W4,663
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZAC9,UniRef50_K5ZAC9,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZQX7,UniRef50_F5X7E3,480
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z7D4,UniRef50_Q9JV95,684
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DPT5,UniRef50_R5KI64,684
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6APE9,UniRef50_Q8A6R5,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z7K6,UniRef50_L0JGN1,480
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GJR7,UniRef50_S0GJR7,283
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A0A015WP24,UniRef50_F0R740,312
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZH63,UniRef50_K5ZH63,288
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_F9Z878,UniRef50_Q5LEF9,288
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AQ38,UniRef50_W0F2M0,1086
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2T5,UniRef50_S0FCN4,480
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVS6,UniRef50_R6Y4K2,855
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YSI9,UniRef50_G8UM00,684
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A0B6,UniRef50_K6A0B6,684
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUA1,UniRef50_K5ZUA1,462
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_unknown,UniRef50_Q8A7F6,288
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRS8,UniRef50_A6L881,483
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A285,UniRef50_K6A285,828
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R9H7Z1,UniRef50_R9H7Z1,456
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AN11,UniRef50_N2AN11,2286
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTN6,UniRef50_A6LGL0,1680
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUC2,UniRef50_F4C1F4,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LF45,UniRef50_D5EV74,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGE7,UniRef50_R5DCN1,1281
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DMB9,UniRef50_W8F2E4,456
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVP8,UniRef50_R6VFZ9,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBI2,UniRef50_R5UQZ6,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVY8,UniRef50_R6IVM0,660
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2G0,UniRef50_A6LIH2,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1T4,UniRef50_R5LZJ6,1677
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y238,UniRef50_K5Y238,858
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A9B0,UniRef50_K6A9B0,315
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DG80,UniRef50_A6L8S9,318
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2U8,UniRef50_Q8UJK7,1077
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A956,UniRef50_R5DLN1,279
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y2H7,UniRef50_P12995,1278
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AX39,UniRef50_N2AX39,1602
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZZN4,UniRef50_A6LDH4,291
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUN5,UniRef50_A6LIG3,474
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AEM1,UniRef50_K6AEM1,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YMW8,UniRef50_R6Y660,474
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A0A015WKN9,UniRef50_R6HV66,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L287,UniRef50_A6L287,474
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YM21,UniRef50_K5YM21,1626
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHB4,UniRef50_J9FSU2,1095
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZR39,UniRef50_R6HYD1,462
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AQ43,UniRef50_K6AQ43,1266
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z7X7,UniRef50_R7J5M7,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YUD1,UniRef50_K5YUD1,846
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTR1,UniRef50_K6A2B5,678
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DEI7,UniRef50_R5V945,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5XYH9,UniRef50_K5XYH9,1101
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z3I9,UniRef50_R5IHP3,675
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZH89,UniRef50_K5ZH89,471
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X5I1,UniRef50_X5D7K7,471
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZQE4,UniRef50_K5ZQE4,300
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHA1,UniRef50_K5ZHA1,306
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LHM7,UniRef50_A0LXM8,846
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A818,UniRef50_R6DHG2,297
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_C7X7J6,UniRef50_Q11TY6,852
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A7G3,UniRef50_R5RIV6,477
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEJ4,UniRef50_B6YQ88,477
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZI61,UniRef50_K5ZI61,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YZQ4,UniRef50_A6LCI0,669
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DRK5,UniRef50_R6WZ13,312
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YE63,UniRef50_R6DFQ3,291
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5T9,UniRef50_R7J0Y7,309
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A0S6,UniRef50_K6A0S6,291
