GeneID,Length
gi|522837947|ref|NZ_KE159513.1|:817895-818791|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z4S9|UniRef50_K5Z4S9,897
gi|410101291|ref|NZ_JH976477.1|:90408-91118|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WYD7|UniRef50_F5XC77,711
gi|410101286|ref|NZ_JH976472.1|:c514494-514267|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZ61|UniRef50_P74095,228
gi|410101286|ref|NZ_JH976472.1|:c537987-537760|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DI39|UniRef50_I7A6J3,228
gi|410101289|ref|NZ_JH976475.1|:247504-248013|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6Y551|UniRef50_E4T1J2,510
gi|522837947|ref|NZ_KE159513.1|:1022786-1023406|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X635|UniRef50_Q7VNU6,621
gi|522837959|ref|NZ_KE159525.1|:105586-106905|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GEK8|UniRef50_S0GEK8,1320
gi|410101286|ref|NZ_JH976472.1|:c723083-722856|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YRQ0|UniRef50_K5YRQ0,228
gi|522837947|ref|NZ_KE159513.1|:c1612741-1612517|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUJ5|UniRef50_K5YUJ5,225
gi|522837953|ref|NZ_KE159519.1|:c1319154-1318429|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGY8|UniRef50_R6IA59,726
gi|410101291|ref|NZ_JH976477.1|:111774-112391|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z6R6|UniRef50_R6IRS8,618
gi|410101285|ref|NZ_JH976471.1|:443864-444214|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YZD9|UniRef50_R5D8H3,351
gi|410101287|ref|NZ_JH976473.1|:c65287-63767|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUB7|UniRef50_R5I716,1521
gi|410101293|ref|NZ_JH976479.1|:52610-53224|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z4Z1|UniRef50_K5Z4Z1,615
gi|522837957|ref|NZ_KE159523.1|:c241339-240548|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B539|UniRef50_W1I5K8,792
gi|522837954|ref|NZ_KE159520.1|:c1312886-1312365|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A960|UniRef50_K6A960,522
gi|522837957|ref|NZ_KE159523.1|:143254-143478|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AN18|UniRef50_R5DNK7,225
gi|410101288|ref|NZ_JH976474.1|:c549611-549369|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5K7|UniRef50_A6LAT7,243
gi|410101285|ref|NZ_JH976471.1|:595086-595313|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTV9|UniRef50_R7JCT0,228
gi|522837947|ref|NZ_KE159513.1|:c1353745-1352426|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6Y2Z7|UniRef50_F4KLR9,1320
gi|522837955|ref|NZ_KE159521.1|:154946-155566|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZD86|UniRef50_R6X2L5,621
gi|522837947|ref|NZ_KE159513.1|:c891250-889931|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZIF8|UniRef50_F3ZRX2,1320
gi|410101285|ref|NZ_JH976471.1|:c150513-150271|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZX15|UniRef50_R6BCM8,243
gi|410101288|ref|NZ_JH976474.1|:c552343-552119|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YC49|UniRef50_R6IA97,225
gi|522837953|ref|NZ_KE159519.1|:c127783-127559|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z6T7|UniRef50_F2KV73,225
gi|522837960|ref|NZ_KE159526.1|:45731-46348|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEJ1|UniRef50_A8LC56,618
gi|522837953|ref|NZ_KE159519.1|:c233992-232511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z760|UniRef50_R5DPD7,1482
gi|522837947|ref|NZ_KE159513.1|:c1238309-1237866|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHF1|UniRef50_R5IBV5,444
gi|410101291|ref|NZ_JH976477.1|:31511-31954|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZWY9|UniRef50_A6LC63,444
gi|522837954|ref|NZ_KE159520.1|:c35210-34170|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQ66|UniRef50_R6RUH5,1041
gi|522837959|ref|NZ_KE159525.1|:c95768-94458|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AX32|UniRef50_R6XGN7,1311
gi|522837960|ref|NZ_KE159526.1|:9619-10062|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AYS3|UniRef50_A6L8B2,444
gi|410101290|ref|NZ_JH976476.1|:c360035-358995|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y4X5|UniRef50_K5Y4X5,1041
gi|410101285|ref|NZ_JH976471.1|:c1588625-1588389|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_G8UHS2|UniRef50_B6YR21,237
gi|522837947|ref|NZ_KE159513.1|:c1352333-1351707|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WTW9|UniRef50_R6WTW9,627
gi|410101288|ref|NZ_JH976474.1|:154202-155002|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A9F2|UniRef50_R5DF61,801
gi|410101285|ref|NZ_JH976471.1|:c119684-119448|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A9L9|UniRef50_E1WNG8,237
gi|410101291|ref|NZ_JH976477.1|:c292785-291898|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZV22|UniRef50_R5DNQ3,888
gi|522837953|ref|NZ_KE159519.1|:987795-988136|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGB7|UniRef50_K5ZGB7,342
gi|410101285|ref|NZ_JH976471.1|:c51909-51565|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEH5|UniRef50_Q0BUN4,345
gi|522837954|ref|NZ_KE159520.1|:393916-394152|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ARQ8|UniRef50_K6ARQ8,237
gi|522837954|ref|NZ_KE159520.1|:797991-798356|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AUJ4|UniRef50_R7J8H6,366
gi|522837954|ref|NZ_KE159520.1|:636203-637747|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A3L8|UniRef50_C6VZN6,1545
gi|522837958|ref|NZ_KE159524.1|:c290575-290063|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z491|UniRef50_R5V206,513
gi|522837959|ref|NZ_KE159525.1|:107427-107663|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AYS9|UniRef50_E1WNG8,237
gi|522837955|ref|NZ_KE159521.1|:c329882-329256|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A0L7|UniRef50_R5NA80,627
gi|410101285|ref|NZ_JH976471.1|:587301-587531|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YXU8|UniRef50_R6JIJ7,231
gi|522837953|ref|NZ_KE159519.1|:c584475-584245|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YMJ6|UniRef50_K5YMJ6,231
gi|410101285|ref|NZ_JH976471.1|:c117145-115832|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z2B0|UniRef50_S0GEK8,1314
gi|410101286|ref|NZ_JH976472.1|:c508271-507825|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZLJ0|UniRef50_R5I184,447
gi|522837957|ref|NZ_KE159523.1|:c242868-241336|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BB15|UniRef50_N2BB15,1533
gi|522837947|ref|NZ_KE159513.1|:c1536044-1535703|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZSB6|UniRef50_R5DGG9,342
gi|410101285|ref|NZ_JH976471.1|:1410705-1411844|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1Q3|UniRef50_X5DIF2,1140
gi|522837959|ref|NZ_KE159525.1|:6028-6258|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AX90|UniRef50_K6AX90,231
gi|522837947|ref|NZ_KE159513.1|:c628995-628372|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z9L1|UniRef50_C6XW90,624
gi|410101286|ref|NZ_JH976472.1|:c1162247-1161804|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LE85|UniRef50_B6YQ01,444
gi|410101287|ref|NZ_JH976473.1|:62374-63687|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6WZD6,1314
gi|410101296|ref|NZ_JH976482.1|:1349-2890|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQX3|UniRef50_A6L717,1542
gi|522837953|ref|NZ_KE159519.1|:c248699-247161|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LD62|UniRef50_A6L227,1539
gi|522837947|ref|NZ_KE159513.1|:752988-753332|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q7MVQ8|UniRef50_Q2RNH9,345
gi|522837954|ref|NZ_KE159520.1|:c1438582-1437878|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DNU5|UniRef50_R7H1F5,705
gi|522837957|ref|NZ_KE159523.1|:38019-39764|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZVR5|UniRef50_F0S694,1746
gi|522837953|ref|NZ_KE159519.1|:c769885-769694|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHI2|UniRef50_R5DN27,192
gi|522837953|ref|NZ_KE159519.1|:18796-19029|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YXR0|UniRef50_R5TZQ3,234
gi|410101288|ref|NZ_JH976474.1|:c648491-648285|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YCB1|UniRef50_R7DJJ5,207
gi|522837947|ref|NZ_KE159513.1|:c2195170-2194964|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YQW0|UniRef50_R6WZE5,207
gi|410101298|ref|NZ_JH976484.1|:1-207|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z3R0|UniRef50_K5Z3R0,207
gi|522837953|ref|NZ_KE159519.1|:839350-839559|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUR0|UniRef50_R6IXH0,210
gi|410101290|ref|NZ_JH976476.1|:c323931-323500|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y622|UniRef50_K5Y622,432
gi|410101287|ref|NZ_JH976473.1|:855452-856465|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9H7Q0|UniRef50_K5ZQD8,1014
gi|410101285|ref|NZ_JH976471.1|:c1701601-1699544|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2U4|UniRef50_R5DMV5,2058
gi|410101291|ref|NZ_JH976477.1|:c8929-8327|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZWW9|UniRef50_G2PNX0,603
gi|410101285|ref|NZ_JH976471.1|:1713444-1713980|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQ58|UniRef50_G4Q2X3,537
gi|522837953|ref|NZ_KE159519.1|:c721813-720602|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_I9EMK9|UniRef50_D6D398,1212
gi|522837953|ref|NZ_KE159519.1|:79367-79579|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUH0|UniRef50_R6Y699,213
gi|522837953|ref|NZ_KE159519.1|:216074-216433|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVQ9|UniRef50_R5GV36,360
gi|522837954|ref|NZ_KE159520.1|:394641-394853|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A3Y6|UniRef50_M2C8Z3,213
gi|522837953|ref|NZ_KE159519.1|:c603125-602340|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AH79|UniRef50_E6STM7,786
gi|522837954|ref|NZ_KE159520.1|:299494-300102|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A294|UniRef50_K6A294,609
gi|410101291|ref|NZ_JH976477.1|:c252469-251450|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z7W8|UniRef50_K0P5Z1,1020
gi|410101288|ref|NZ_JH976474.1|:430565-431779|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5IM52|UniRef50_W0IXP9,1215
gi|522837947|ref|NZ_KE159513.1|:456207-456812|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZN0|UniRef50_R6IH55,606
gi|522837953|ref|NZ_KE159519.1|:1653565-1653777|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_N2AR31,213
gi|522837947|ref|NZ_KE159513.1|:1007475-1007834|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z614|UniRef50_K5Z614,360
gi|410101287|ref|NZ_JH976473.1|:569807-570409|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YM38|UniRef50_K5YM38,603
gi|522837960|ref|NZ_KE159526.1|:50073-50270|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6LEI3,198
gi|410101291|ref|NZ_JH976477.1|:c257274-256360|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z7X2|UniRef50_K5Z7X2,915
gi|410101285|ref|NZ_JH976471.1|:1481820-1483163|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2C1|UniRef50_K6A2C1,1344
gi|410101285|ref|NZ_JH976471.1|:41999-42199|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A013|UniRef50_K6A013,201
gi|410101286|ref|NZ_JH976472.1|:c1163060-1162866|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6Y6C8|UniRef50_R7JT89,195
gi|522837955|ref|NZ_KE159521.1|:343518-344432|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUP8|UniRef50_K5YUP8,915
gi|410101291|ref|NZ_JH976477.1|:c267051-265894|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_B2RIY7,1158
gi|522837947|ref|NZ_KE159513.1|:c2034735-2034538|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZ18|UniRef50_K5ZZ18,198
gi|522837947|ref|NZ_KE159513.1|:752683-752880|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YB98|UniRef50_Q5X1H5,198
gi|410101285|ref|NZ_JH976471.1|:c1715490-1714003|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2V3|UniRef50_P42604,1488
gi|410101289|ref|NZ_JH976475.1|:c228724-228362|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZDD3|UniRef50_K5ZDD3,363
gi|522837954|ref|NZ_KE159520.1|:267948-268859|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1U8|UniRef50_R6DIZ2,912
gi|522837947|ref|NZ_KE159513.1|:c1789278-1788739|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZB7|UniRef50_K5ZZB7,540
gi|410101285|ref|NZ_JH976471.1|:c128965-127811|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z0S9|UniRef50_Q7MTA0,1155
gi|410101288|ref|NZ_JH976474.1|:409679-409882|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHD5|UniRef50_K5ZHD5,204
gi|410101285|ref|NZ_JH976471.1|:c698702-698340|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU83|UniRef50_I1YX34,363
gi|410101286|ref|NZ_JH976472.1|:c268617-267895|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZYL9|UniRef50_G8UR12,723
gi|410101286|ref|NZ_JH976472.1|:897907-898269|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZMG8|UniRef50_K5ZMG8,363
gi|410101285|ref|NZ_JH976471.1|:814115-814315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6N3|UniRef50_K6A6N3,201
gi|410101287|ref|NZ_JH976473.1|:1029550-1029978|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZBQ4|UniRef50_R5DKT3,429
gi|522837954|ref|NZ_KE159520.1|:c842721-842500|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q7MXB9|UniRef50_U3QCK3,222
gi|410101285|ref|NZ_JH976471.1|:c699122-698901|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6T6|UniRef50_A6LH27,222
gi|410101285|ref|NZ_JH976471.1|:c828900-828463|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A723|UniRef50_K6A723,438
gi|522837960|ref|NZ_KE159526.1|:10074-10268|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z2A4|UniRef50_K5Z2A4,195
gi|522837947|ref|NZ_KE159513.1|:c2308405-2308211|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6LCU2,195
gi|522837954|ref|NZ_KE159520.1|:c106473-105571|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQ20|UniRef50_K5ZQ20,903
gi|522837953|ref|NZ_KE159519.1|:c246899-246372|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUV7|UniRef50_E3HB87,528
gi|522837953|ref|NZ_KE159519.1|:723032-724054|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YJ43|UniRef50_Q89YI4,1023
gi|410101290|ref|NZ_JH976476.1|:c157011-155683|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZ51|UniRef50_R6C179,1329
gi|522837947|ref|NZ_KE159513.1|:1986280-1987425|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZLH0|UniRef50_K5ZLH0,1146
gi|410101291|ref|NZ_JH976477.1|:c310596-310372|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z7F2|UniRef50_K5Z7F2,225
gi|410101288|ref|NZ_JH976474.1|:902806-903027|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZFV2|UniRef50_R7JN52,222
gi|522837947|ref|NZ_KE159513.1|:281254-282042|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YZR0|UniRef50_R6BPS6,789
gi|410101286|ref|NZ_JH976472.1|:79991-80215|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1R2|UniRef50_K6A1R2,225
gi|522837947|ref|NZ_KE159513.1|:c1355511-1353754|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LA83|UniRef50_I4BA63,1758
gi|410101288|ref|NZ_JH976474.1|:c717854-716697|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZH53|UniRef50_K5ZH53,1158
gi|522837954|ref|NZ_KE159520.1|:c1311842-1311063|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z0B6|UniRef50_K5Z0B6,780
gi|410101286|ref|NZ_JH976472.1|:c313330-313109|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X2N4|UniRef50_R6X2N4,222
gi|410101291|ref|NZ_JH976477.1|:205260-205481|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUR3|UniRef50_K5ZUR3,222
gi|410101291|ref|NZ_JH976477.1|:259149-260912|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y2D7|UniRef50_R5DQU2,1764
