GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|262384219|ref|NZ_GG705152.1|:c7129-6842|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_A6L8X7|UniRef50_A6L8X7,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,288,324,0.0.0.0,1125.0
gi|354586036|ref|NZ_AGIP01000025.1|:1-225|228574|g__Paenibacillus.s__Paenibacillus_lactis|UniRef90_G4HPA0|UniRef50_G4HPA0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,225,228,0.0.0.0,1013.3333333333333
gi|211596870|ref|NZ_DS264324.1|:12966-13259|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYK6|UniRef50_A5ZYK6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,294,266,0.0.0.0,904.7619047619048
gi|211596838|ref|NZ_DS264292.1|:798-950|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYV3|UniRef50_B0NER2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,153,129,0.0.0.0,843.1372549019608
gi|211596893|ref|NZ_DS264347.1|:81254-81484|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KR94|UniRef50_D6SFJ7,unclassified,231,189,0.0.0.0,818.1818181818181
gi|211596839|ref|NZ_DS264293.1|:c2400-2254|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU6|UniRef50_A5ZYU6,unclassified,147,109,0.0.0.0,741.4965986394558
gi|422868958|ref|NZ_GL884071.1|:108-377|1351|g__Enterococcus.s__Enterococcus_faecalis|UniRef90_F3R5J3|UniRef50_M1Y8K3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,270,198,0.0.0.0,733.3333333333333
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,unclassified,210,153,0.0.0.0,728.5714285714286
gi|223667795|ref|NZ_DS362245.1|:c126533-126384|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_A7V4G2|UniRef50_A7V4G2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,150,102,0.0.0.0,680.0
gi|223954455|ref|NZ_DS981451.1|:c548-153|310298|g__Bacteroides.s__Bacteroides_coprocola|UniRef90_unknown|UniRef50_unknown,unclassified,396,267,0.0.0.0,674.2424242424242
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,144,90,0.0.0.0,625.0
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,unclassified,447,217,0.0.0.0,485.4586129753915
gi|508605261|ref|NC_019425.2|:3352812-3353144|2751|g__Carnobacterium.s__Carnobacterium_maltaromaticum|UniRef90_K8EDY4|UniRef50_F2M801,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus murinus,333,159,0.0.0.0,477.47747747747746
gi|134302804|ref|NZ_AAVM02000012.1|:42372-42833|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZLI4|UniRef50_A5ZLI4,unclassified,462,195,0.0.0.0,422.07792207792204
gi|522837959|ref|NZ_KE159525.1|:107427-107663|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AYS9|UniRef50_E1WNG8,unclassified,237,94,0.0.0.0,396.6244725738397
gi|153883142|ref|NZ_ABDP01000045.1|:c252-1|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1QRR6|UniRef50_M1Y8K3,unclassified,252,96,0.0.0.0,380.95238095238096
gi|223955892|ref|NZ_DS990124.1|:c1022-576|310297|g__Bacteroides.s__Bacteroides_plebeius|UniRef90_B5CUP9|UniRef50_B0TIE7,root;k_Bacteria,447,163,0.0.0.0,364.6532438478747
gi|490136654|ref|NZ_KB822566.1|:243549-243785|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDX1|UniRef50_N1ZDX1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Weissella,237,83,0.0.0.0,350.210970464135
gi|224104202|ref|NZ_DS499552.1|:c3948-3739|261299|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii|UniRef90_B0A7F1|UniRef50_A7BNW4,root,210,70,0.0.0.0,333.33333333333337
gi|262409781|ref|NZ_GG705192.1|:25-255|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A7UXY7|UniRef50_D0TK99,unclassified,231,77,0.0.0.0,333.3333333333333
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,unclassified,147,47,0.0.0.0,319.7278911564626
gi|223955954|ref|NZ_DS990260.1|:442945-443118|457421|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA|UniRef90_C5EJF5|UniRef50_C5EJF5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,174,54,0.0.0.0,310.3448275862069
gi|331640214|ref|NZ_GL890571.1|:c1035080-1035012|658088|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_9_1_43BFAA|UniRef90_F3AKP7|UniRef50_F3AKP7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,69,21,0.0.0.0,304.3478260869565
gi|498503065|ref|NZ_KB822571.1|:1233486-1233794|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZZY7|UniRef50_Q8A9N6,unclassified,309,93,0.0.0.0,300.97087378640776
gi|197920155|ref|NZ_AARX02000019.1|:c1267-1061|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZQ0|UniRef50_C7T763,unclassified,207,62,0.0.0.0,299.5169082125604
gi|262384936|ref|NZ_GG705172.1|:15-245|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_W1I8G9|UniRef50_W1I8G9,unclassified,231,68,0.0.0.0,294.37229437229433
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,unclassified,231,67,0.0.0.0,290.04329004329
gi|211596837|ref|NZ_DS264291.1|:c2270-2076|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU0|UniRef50_B3D9T0,unclassified,195,50,0.0.0.0,256.4102564102564
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root,165,42,0.0.0.0,254.54545454545453
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,600,136,0.0.0.0,226.66666666666669
gi|262384936|ref|NZ_GG705172.1|:c417-76|469589|g__Bacteroides.s__Bacteroides_sp_2_1_33B|UniRef90_D0TKA0|UniRef50_D0TKA0,unclassified,342,77,0.0.0.0,225.14619883040933
gi|410101286|ref|NZ_JH976472.1|:c313330-313109|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X2N4|UniRef50_R6X2N4,unclassified,222,48,0.0.0.0,216.21621621621622
gi|223667574|ref|NZ_DS264394.1|:4801-5064|88431|g__Dorea.s__Dorea_longicatena|UniRef90_unknown|UniRef50_B0TIG5,unclassified,264,57,0.0.0.0,215.9090909090909
gi|211596853|ref|NZ_DS264307.1|:c100039-99440|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZQM1|UniRef50_A5KL06,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,600,129,0.0.0.0,215.0
gi|498503065|ref|NZ_KB822571.1|:4157803-4158300|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YMQ5|UniRef50_R6WTS2,unclassified,498,106,0.0.0.0,212.85140562248995
gi|223955959|ref|NZ_DS990265.1|:8954-9223|457421|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA|UniRef90_C5EW81|UniRef50_C5EW81,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,270,49,0.0.0.0,181.48148148148147
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Marinilabiliaceae;g_Anaerophaga;s_uncultured Anaerophaga sp.,150,27,0.0.0.0,180.0
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,150,27,0.0.0.0,180.0
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,root;k_Bacteria,144,25,0.0.0.0,173.61111111111111
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,root,144,25,0.0.0.0,173.61111111111111
gi|357048606|ref|NZ_JH376585.1|:c475-86|454154|g__Paraprevotella.s__Paraprevotella_clara|UniRef90_G5SMU9|UniRef50_A5ZLI4,unclassified,390,63,0.0.0.0,161.53846153846152
gi|223667760|ref|NZ_DS264580.1|:c47937-47749|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LYP6|UniRef50_A7LYP6,root;k_Bacteria,189,30,0.0.0.0,158.73015873015873
gi|265758149|ref|NZ_GG705247.1|:368-826|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_unknown|UniRef50_V8CH43,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,459,72,0.0.0.0,156.8627450980392
gi|512218173|dbj|BAOU01000050.1|:2312-2452|393921|g__Porphyromonas.s__Porphyromonas_crevioricanis|UniRef90_T1CIM3|UniRef50_T1CIM3,unclassified,141,22,0.0.0.0,156.02836879432627
gi|410101285|ref|NZ_JH976471.1|:587301-587531|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YXU8|UniRef50_R6JIJ7,unclassified,231,36,0.0.0.0,155.84415584415584
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,unclassified,283,42,0.0.0.0,148.40989399293287
gi|211596813|ref|NZ_DS264267.1|:c2643-2413|39496|g__Eubacterium.s__Eubacterium_ventriosum|UniRef90_A5Z304|UniRef50_A5Z304,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,231,34,0.0.0.0,147.18614718614717
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,165,24,0.0.0.0,145.45454545454544
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,unclassified,123,17,0.0.0.0,138.21138211382114
gi|211596808|ref|NZ_DS264262.1|:3292-3495|39496|g__Eubacterium.s__Eubacterium_ventriosum|UniRef90_A5Z326|UniRef50_A5Z326,root,204,28,0.0.0.0,137.2549019607843
gi|422868958|ref|NZ_GL884071.1|:108-377|1351|g__Enterococcus.s__Enterococcus_faecalis|UniRef90_F3R5J3|UniRef50_M1Y8K3,unclassified,270,35,0.0.0.0,129.62962962962962
gi|134301162|ref|NZ_AAVM02000005.1|:256035-256181|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A5ZBN1|UniRef50_A5ZBN1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,147,19,0.0.0.0,129.2517006802721
gi|424726514|ref|NZ_JH805058.1|:c495-304|1351|g__Enterococcus.s__Enterococcus_faecalis|UniRef90_V5XSX7|UniRef50_V5XSX7,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus,192,24,0.0.0.0,125.0
gi|224515028|ref|NZ_DS547001.1|:c536-345|411484|g__Clostridium.s__Clostridium_sp_SS2_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria,192,23,0.0.0.0,119.79166666666666
gi|224514740|ref|NZ_DS480694.1|:c452636-452373|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_A8RZB5|UniRef50_M1Y8K3,root,264,31,0.0.0.0,117.42424242424242
gi|283767251|ref|NZ_GG730325.1|:121-312|411486|g__Clostridium.s__Clostridium_sp_M62_1|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,192,22,0.0.0.0,114.58333333333333
gi|224514971|ref|NZ_DS499684.1|:c1568-1380|29347|g__Clostridium.s__Clostridium_scindens|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,189,21,0.0.0.0,111.11111111111111
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_Bacteria,165,18,0.0.0.0,109.09090909090908
gi|490136654|ref|NZ_KB822566.1|:183567-185279|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJP8|UniRef50_N1ZDH6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae,1713,183,0.0.0.0,106.83012259194395
gi|153883178|ref|NZ_ABDQ01000010.1|:c97412-97131|1491|g__Clostridium.s__Clostridium_botulinum|UniRef90_B1BC32|UniRef50_B1BC32,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,282,30,0.0.0.0,106.38297872340426
gi|544869999|ref|NZ_AUPA01000173.1|:1-126|1354301|g__Clostridium.s__Clostridium_sp_BL8|UniRef90_T0NDG4|UniRef50_T0NDG4,unclassified,126,13,0.0.0.0,103.17460317460318
gi|224514740|ref|NZ_DS480694.1|:c452636-452373|208479|g__Clostridium.s__Clostridium_bolteae|UniRef90_A8RZB5|UniRef50_M1Y8K3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,264,27,0.0.0.0,102.27272727272727
gi|211596839|ref|NZ_DS264293.1|:c2400-2254|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A5ZYU6|UniRef50_A5ZYU6,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,147,15,0.0.0.0,102.04081632653062
gi|498503065|ref|NZ_KB822571.1|:c4376667-4376185|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZF52|UniRef50_A6L881,unclassified,483,48,1.16.3.2,99.37888198757764
gi|512218173|dbj|BAOU01000050.1|:2312-2452|393921|g__Porphyromonas.s__Porphyromonas_crevioricanis|UniRef90_T1CIM3|UniRef50_T1CIM3,root;k_Bacteria,141,14,0.0.0.0,99.29078014184398
gi|265758149|ref|NZ_GG705247.1|:4095-4304|457391|g__Bacteroides.s__Bacteroides_sp_3_1_33FAA|UniRef90_D1KAJ3|UniRef50_D1KAJ3,root,210,20,0.0.0.0,95.23809523809524
gi|522837947|ref|NZ_KE159513.1|:177266-177574|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUF0|UniRef50_J9FKH3,unclassified,309,29,0.0.0.0,93.85113268608414
gi|498503065|ref|NZ_KB822571.1|:c4137914-4136976|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DHY0|UniRef50_G8TIS7,unclassified,939,88,0.0.0.0,93.716719914803
gi|223667802|ref|NZ_DS480313.1|:915-1217|411489|g__Clostridium.s__Clostridium_sp_L2_50|UniRef90_A7VD49|UniRef50_Q57L44,unclassified,303,28,0.0.0.0,92.40924092409242
gi|211596901|ref|NZ_DS264355.1|:c1684-1436|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KRH1|UniRef50_A6P1U3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,249,23,0.0.0.0,92.36947791164658
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,unclassified,120,11,0.0.0.0,91.66666666666667
gi|422523969|ref|NZ_GL383282.1|:111-452|1747|g__Propionibacterium.s__Propionibacterium_acnes|UniRef90_E6DUK6|UniRef50_E6DUK6,unclassified,342,31,0.0.0.0,90.64327485380116
gi|558684762|ref|NC_022878.1|:726761-726952|53346|g__Enterococcus.s__Enterococcus_mundtii|UniRef90_V5XSX7|UniRef50_V5XSX7,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus,192,17,0.0.0.0,88.54166666666667
gi|498503065|ref|NZ_KB822571.1|:c3643578-3643306|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUC5|UniRef50_G3F9E3,unclassified,273,24,0.0.0.0,87.91208791208791
gi|118585557|ref|NZ_AAUR01000181.1|:c1484-1370|666|g__Vibrio.s__Vibrio_cholerae|UniRef90_A2PD65|UniRef50_A2PD65,unclassified,115,10,0.0.0.0,86.95652173913044
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,unclassified,150,13,0.0.0.0,86.66666666666667
gi|512218173|dbj|BAOU01000050.1|:2312-2452|393921|g__Porphyromonas.s__Porphyromonas_crevioricanis|UniRef90_T1CIM3|UniRef50_T1CIM3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,141,12,0.0.0.0,85.10638297872342
gi|146386240|ref|NZ_AAYG02000024.1|:19088-19276|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B8Q0|UniRef50_B0A7G6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales,189,16,0.0.0.0,84.65608465608466
gi|256402825|ref|NZ_GG698715.1|:226546-226724|28137|g__Prevotella.s__Prevotella_veroralis|UniRef90_C9MRL3|UniRef50_C9MRL3,root;k_Bacteria,179,15,0.0.0.0,83.79888268156425
gi|224514852|ref|NZ_DS483526.1|:249441-249743|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A7VD49|UniRef50_Q57L44,unclassified,303,24,0.0.0.0,79.20792079207921
gi|357044342|ref|NZ_JH376765.1|:1-144|470565|g__Prevotella.s__Prevotella_histicola|UniRef90_G6AI72|UniRef50_G6AI72,unclassified,144,11,0.0.0.0,76.3888888888889
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria,267,20,0.0.0.0,74.9063670411985
gi|522837958|ref|NZ_KE159524.1|:c87743-87555|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WSU5|UniRef50_R6IQK3,unclassified,189,14,0.0.0.0,74.07407407407408
gi|519791034|gb|ATNB01000033.1|:1-213|83554|g__Chlamydia.s__Chlamydia_psittaci|UniRef90_M0RDR8|UniRef50_F6S7I1,unclassified,213,15,0.0.0.0,70.4225352112676
gi|146386241|ref|NZ_AAYG02000025.1|:881-1111|33038|g__Blautia.s__Ruminococcus_gnavus|UniRef90_A7B5X1|UniRef50_C7T763,unclassified,231,16,0.0.0.0,69.26406926406926
gi|223667760|ref|NZ_DS264580.1|:c47937-47749|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LYP6|UniRef50_A7LYP6,unclassified,189,13,0.0.0.0,68.78306878306879
gi|522837953|ref|NZ_KE159519.1|:1054238-1054927|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU03|UniRef50_D6D8P2,unclassified,690,47,0.0.0.0,68.11594202898551
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root;k_Bacteria,283,19,0.0.0.0,67.13780918727916
gi|421452814|ref|NZ_ALIF01000006.1|:436729-437001|1304|g__Streptococcus.s__Streptococcus_salivarius|UniRef90_A4VYJ1|UniRef50_A4VYJ1,unclassified,273,18,0.0.0.0,65.93406593406593
gi|298527633|ref|NZ_CM000955.1|:c1338233-1338015|1260|g__Finegoldia.s__Finegoldia_magna|UniRef90_D6SA04|UniRef50_D6SA04,unclassified,219,14,0.0.0.0,63.926940639269404
gi|254479132|ref|NZ_DS999099.1|:c591-400|911092|g__Caldanaerobacter.s__Caldanaerobacter_subterraneus|UniRef90_B7R8V3|UniRef50_C7TFZ2,unclassified,192,12,0.0.0.0,62.5
gi|283767251|ref|NZ_GG730325.1|:121-312|411486|g__Clostridium.s__Clostridium_sp_M62_1|UniRef90_A5KRI2|UniRef50_S5CLP4,unclassified,192,12,0.0.0.0,62.5
gi|223667734|ref|NZ_DS264554.1|:178885-179031|28116|g__Bacteroides.s__Bacteroides_ovatus|UniRef90_A7LQH0|UniRef50_H6R3P7,root;k_Bacteria,147,9,0.0.0.0,61.22448979591837
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,120,7,0.0.0.0,58.333333333333336
gi|490136654|ref|NZ_KB822566.1|:760340-760842|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZGS6|UniRef50_N1ZGS6,unclassified,503,29,0.0.0.0,57.65407554671968
gi|211596893|ref|NZ_DS264347.1|:80135-80413|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KRI2|UniRef50_S5CLP4,root;k_Bacteria,279,16,0.0.0.0,57.34767025089605
gi|211596839|ref|NZ_DS264293.1|:c1850-1728|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_A8ST13|UniRef50_C7T763,root;k_Bacteria,123,7,0.0.0.0,56.91056910569106
gi|224580124|ref|NZ_DS483514.1|:675-815|33033|g__Parvimonas.s__Parvimonas_micra|UniRef90_A8SIA6|UniRef50_A8SIA6,unclassified,141,8,0.0.0.0,56.73758865248227
gi|498503065|ref|NZ_KB822571.1|:4351524-4351700|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AUT8|UniRef50_N2AUT8,unclassified,177,10,0.0.0.0,56.49717514124294
gi|522837953|ref|NZ_KE159519.1|:c560885-560709|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AUT8|UniRef50_N2AUT8,unclassified,177,10,0.0.0.0,56.49717514124294
gi|134302804|ref|NZ_AAVM02000012.1|:c42894-42664|47678|g__Bacteroides.s__Bacteroides_caccae|UniRef90_A7UXY7|UniRef50_D0TK99,root,231,13,0.0.0.0,56.277056277056275
