Pathway,num_Ecs,tally,coverage,who
"Glycine, serine and threonine metabolism",68,1,1.470588235,humann2
Glycolysis / Gluconeogenesis,48,10,20.83333333,both
Glycolysis / Gluconeogenesis,48,7,14.58333333,mpro
Glycolysis / Gluconeogenesis,48,1,2.083333333,humann2
Glycosaminoglycan degradation,15,2,13.33333333,mpro
Glycosphingolipid biosynthesis - ganglio series,8,2,25,mpro
Glycosphingolipid biosynthesis - globo and isoglobo series,13,3,23.07692308,mpro
Glyoxylate and dicarboxylate metabolism,73,4,5.479452055,mpro
Glyoxylate and dicarboxylate metabolism,73,3,4.109589041,both
Histidine metabolism,38,5,13.15789474,both
Histidine metabolism,38,2,5.263157895,mpro
Human cytomegalovirus infection,2,1,50,mpro
Human papillomavirus infection,2,1,50,mpro
Inositol phosphate metabolism,48,1,2.083333333,both
Inositol phosphate metabolism,48,3,6.25,mpro
Isoquinoline alkaloid biosynthesis,57,1,1.754385965,mpro
Lipopolysaccharide biosynthesis,27,2,7.407407407,both
Lipopolysaccharide biosynthesis,27,1,3.703703704,humann2
Lipopolysaccharide biosynthesis,27,1,3.703703704,mpro
Lysine biosynthesis,28,3,10.71428571,both
Lysine biosynthesis,28,3,10.71428571,mpro
Lysine biosynthesis,28,2,7.142857143,humann2
Metabolic pathways,1650,16,0.96969697,humann2
Metabolic pathways,1650,110,6.666666667,mpro
Metabolic pathways,1650,90,5.454545455,both
Metabolism of xenobiotics by cytochrome P450,10,1,10,mpro
Methane metabolism,87,3,3.448275862,mpro
Methane metabolism,87,9,10.34482759,both
Microbial metabolism in diverse environments,668,36,5.389221557,mpro
Microbial metabolism in diverse environments,668,6,0.898203593,humann2
Microbial metabolism in diverse environments,668,25,3.74251497,both
Monobactam biosynthesis,10,2,20,humann2
Monobactam biosynthesis,10,2,20,both
Naphthalene degradation,9,1,11.11111111,mpro
Nicotinate and nicotinamide metabolism,59,1,1.694915254,humann2
Nicotinate and nicotinamide metabolism,59,1,1.694915254,both
Nicotinate and nicotinamide metabolism,59,1,1.694915254,mpro
Nitrogen metabolism,37,3,8.108108108,both
Nitrotoluene degradation,7,1,14.28571429,mpro
Novobiocin biosynthesis,16,1,6.25,mpro
One carbon pool by folate,24,7,29.16666667,mpro
One carbon pool by folate,24,3,12.5,both
One carbon pool by folate,24,1,4.166666667,humann2
Other glycan degradation,9,3,33.33333333,mpro
Oxidative phosphorylation,11,2,18.18181818,both
Oxidative phosphorylation,11,2,18.18181818,mpro
PI3K-Akt signaling pathway,2,1,50,mpro
Pantothenate and CoA biosynthesis,31,7,22.58064516,both
Pantothenate and CoA biosynthesis,31,1,3.225806452,humann2
Pentose and glucuronate interconversions,67,6,8.955223881,mpro
Pentose and glucuronate interconversions,67,4,5.970149254,both
Pentose phosphate pathway,55,8,14.54545455,mpro
Pentose phosphate pathway,55,6,10.90909091,both
Peptidoglycan biosynthesis,19,5,26.31578947,mpro
Peptidoglycan biosynthesis,19,4,21.05263158,both
Phenylalanine metabolism,67,1,1.492537313,humann2
Phenylalanine metabolism,67,1,1.492537313,mpro
"Phenylalanine, tyrosine and tryptophan biosynthesis",39,3,7.692307692,both
"Phenylalanine, tyrosine and tryptophan biosynthesis",39,1,2.564102564,mpro
Phenylpropanoid biosynthesis,30,1,3.333333333,mpro
Phosphatidylinositol signaling system,29,1,3.448275862,mpro
Photosynthesis,3,1,33.33333333,both
Polyketide sugar unit biosynthesis,27,2,7.407407407,mpro
Porphyrin and chlorophyll metabolism,106,8,7.547169811,mpro
Porphyrin and chlorophyll metabolism,106,1,0.943396226,both
Porphyrin and chlorophyll metabolism,106,1,0.943396226,humann2
Propanoate metabolism,55,2,3.636363636,both
Propanoate metabolism,55,5,9.090909091,mpro
Propanoate metabolism,55,2,3.636363636,humann2
Purine metabolism,110,9,8.181818182,mpro
Purine metabolism,110,12,10.90909091,both
Purine metabolism,110,1,0.909090909,humann2
Pyrimidine metabolism,65,8,12.30769231,both
Pyrimidine metabolism,65,7,10.76923077,mpro
Pyruvate metabolism,67,5,7.462686567,mpro
Pyruvate metabolism,67,1,1.492537313,humann2
Pyruvate metabolism,67,5,7.462686567,both
Relaxin signaling pathway,1,1,100,mpro
Retinol metabolism,14,1,7.142857143,mpro
Riboflavin metabolism,28,4,14.28571429,mpro
Riboflavin metabolism,28,1,3.571428571,both
Selenocompound metabolism,18,1,5.555555556,mpro
Selenocompound metabolism,18,1,5.555555556,both
Sphingolipid metabolism,27,3,11.11111111,mpro
Starch and sucrose metabolism,76,11,14.47368421,mpro
Starch and sucrose metabolism,76,1,1.315789474,both
Streptomycin biosynthesis,18,5,27.77777778,mpro
Sulfur metabolism,50,1,2,mpro
Sulfur metabolism,50,1,2,both
Sulfur metabolism,50,1,2,humann2
Taurine and hypotaurine metabolism,19,2,10.52631579,both
Taurine and hypotaurine metabolism,19,1,5.263157895,mpro
Terpenoid backbone biosynthesis,51,7,13.7254902,mpro
Terpenoid backbone biosynthesis,51,1,1.960784314,both
Thermogenesis,1,1,100,mpro
Thiamine metabolism,26,3,11.53846154,mpro
Thiamine metabolism,26,3,11.53846154,both
"Tropane, piperidine and pyridine alkaloid biosynthesis",27,1,3.703703704,mpro
Tryptophan metabolism,60,1,1.666666667,both
Tyrosine metabolism,64,2,3.125,mpro
Ubiquinone and other terpenoid-quinone biosynthesis,40,1,2.5,both
"Valine, leucine and isoleucine biosynthesis",14,2,14.28571429,mpro
"Valine, leucine and isoleucine biosynthesis",14,5,35.71428571,both
"Valine, leucine and isoleucine degradation",36,2,5.555555556,mpro
"Valine, leucine and isoleucine degradation",36,1,2.777777778,humann2
Various types of N-glycan biosynthesis,23,1,4.347826087,mpro
Vitamin B6 metabolism,26,1,3.846153846,both
Vitamin B6 metabolism,26,2,7.692307692,humann2
alpha-Linolenic acid metabolism,12,1,8.333333333,mpro
beta-Alanine metabolism,37,2,5.405405405,both
mTOR signaling pathway,5,1,20,mpro
